Austria, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 05/08/2021
Year    Age        Total
1951     12-        0.00
1951     13         0.00
1951     14        15.00
1951     15        62.00
1951     16       354.00
1951     17      1120.00
1951     18      2256.00
1951     19      3558.00
1951     20      4667.00
1951     21      5316.00
1951     22      5702.00
1951     23      5869.00
1951     24      6221.00
1951     25      6546.00
1951     26      6701.00
1951     27      6804.00
1951     28      6480.00
1951     29      6443.00
1951     30      5781.00
1951     31      4871.00
1951     32      3026.00
1951     33      2133.00
1951     34      2106.00
1951     35      2091.00
1951     36      2623.00
1951     37      2650.00
1951     38      2304.00
1951     39      1970.00
1951     40      1608.00
1951     41      1237.00
1951     42       906.00
1951     43       603.00
1951     44       348.00
1951     45       201.00
1951     46        96.00
1951     47        51.00
1951     48        22.00
1951     49         9.61
1951     50         9.36
1951     51         3.79
1951     52         0.24
1951     53         0.00
1951     54         0.00
1951     55+        0.00
1952     12-        0.00
1952     13         2.00
1952     14        16.00
1952     15        69.00
1952     16       333.00
1952     17      1043.00
1952     18      2133.00
1952     19      3606.00
1952     20      4576.00
1952     21      5301.00
1952     22      5860.00
1952     23      5882.00
1952     24      6151.00
1952     25      6227.00
1952     26      6708.00
1952     27      6724.00
1952     28      6482.00
1952     29      6286.00
1952     30      5962.00
1952     31      5306.00
1952     32      4540.00
1952     33      2758.00
1952     34      1959.00
1952     35      1817.00
1952     36      1840.00
1952     37      2392.00
1952     38      2228.00
1952     39      1919.00
1952     40      1485.00
1952     41      1251.00
1952     42       880.00
1952     43       585.00
1952     44       327.00
1952     45       205.00
1952     46        92.00
1952     47        37.00
1952     48        15.00
1952     49         8.26
1952     50         5.64
1952     51         1.10
1952     52         0.00
1952     53         0.00
1952     54         0.00
1952     55+        0.00
1953     12-        0.00
1953     13         3.00
1953     14        18.00
1953     15        78.00
1953     16       353.00
1953     17      1021.00
1953     18      2077.00
1953     19      3361.00
1953     20      4655.00
1953     21      5336.00
1953     22      5975.00
1953     23      6041.00
1953     24      6238.00
1953     25      6241.00
1953     26      6153.00
1953     27      6362.00
1953     28      6430.00
1953     29      6435.00
1953     30      5750.00
1953     31      5596.00
1953     32      4799.00
1953     33      4037.00
1953     34      2435.00
1953     35      1783.00
1953     36      1664.00
1953     37      1526.00
1953     38      1938.00
1953     39      1800.00
1953     40      1494.00
1953     41      1123.00
1953     42       860.00
