France, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 17/10/2023
Year    Age        Total
1953     25     57151.00
1953     26     54311.00
1953     27     51552.00
1953     28     47723.00
1953     29     44223.00
1953     30     41000.00
1953     31     38194.00
1953     32     35512.00
1953     33     28203.00
1953     34     15545.00
1953     35     13449.00
1953     36     10963.00
1953     37      9332.00
1953     38     12810.00
1953     39     11870.00
1953     40      9432.00
1953     41      7066.00
1953     42      4830.00
1953     43      3365.00
1953     44      2008.00
1953     45      1004.00
1953     46       479.00
1953     47       217.00
1953     48        90.00
1953     49        45.00
1953     50        23.00
1953     51        13.00
1953     52        14.00
1953     53         8.00
1953     54         4.00
1953     55+        0.00
1954     12-        0.00
1954     13         6.00
1954     14       124.00
1954     15       494.00
1954     16      1989.00
1954     17      5520.00
1954     18     12535.00
1954     19     23255.00
1954     20     35344.00
1954     21     46570.00
1954     22     56063.00
1954     23     61343.00
1954     24     60837.00
1954     25     56816.00
1954     26     54961.00
1954     27     51317.00
1954     28     47769.00
1954     29     44520.00
1954     30     40661.00
1954     31     37094.00
1954     32     34685.00
1954     33     31454.00
1954     34     24975.00
1954     35     13924.00
1954     36     11797.00
1954     37      9596.00
1954     38      7942.00
1954     39     10533.00
1954     40      9439.00
1954     41      7223.00
1954     42      4835.00
1954     43      3244.00
1954     44      1989.00
1954     45      1022.00
1954     46       490.00
1954     47       206.00
1954     48        79.00
1954     49        47.00
1954     50        16.00
1954     51        16.00
1954     52        11.00
1954     53         8.00
1954     54         4.00
1954     55+        1.00
1955     12-        2.00
1955     13        11.00
1955     14        97.00
1955     15       514.00
1955     16      1962.00
1955     17      5498.00
1955     18     12160.00
1955     19     22048.00
1955     20     34439.00
1955     21     45773.00
1955     22     54704.00
1955     23     60138.00
1955     24     63161.00
1955     25     58315.00
1955     26     54718.00
1955     27     51897.00
1955     28     46828.00
1955     29     43341.00
1955     30     40170.00
1955     31     35925.00
1955     32     32632.00
1955     33     30164.00
1955     34     27708.00
1955     35     21578.00
1955     36     11760.00
1955     37      9966.00
1955     38      7698.00
1955     39      6263.00
1955     40      8110.00
1955     41      6799.00
1955     42      4838.00
1955     43      3061.00
1955     44      1852.00
1955     45       981.00
1955     46       469.00
1955     47       182.00
1955     48        69.00
1955     49        31.00
1955     50        16.00
1955     51        16.00
1955     52         5.00
1955     53         5.00
1955     54         8.00
1955     55+        5.00
1956     12-        2.00
1956     13        22.00
1956     14       116.00
1956     15       488.00
1956     16      1946.00
1956     17      5555.00
1956     18     12149.00
1956     19     22177.00
1956     20     33352.00
1956     21     45245.00
1956     22     54185.00
1956     23     59236.00
1956     24     62187.00
1956     25     60371.00
1956     26     56012.00
1956     27     51262.00
1956     28     47555.00
1956     29     43237.00
1956     30     39709.00
1956     31     35871.00
1956     32     32467.00
1956     33     29010.00
1956     34     26507.00
1956     35     24194.00
1956     36     18529.00
1956     37      9918.00
1956     38      8119.00
1956     39      6038.00
1956     40      4832.00
1956     41      5795.00
1956     42      4537.00
1956     43      2979.00
1956     44      1655.00
1956     45       896.00
1956     46       446.00
1956     47       171.00
1956     48        71.00
1956     49        29.00
1956     50        13.00
1956     51        11.00
1956     52        12.00
1956     53         6.00
1956     54         2.00
1956     55+        2.00
1957     12-        0.00
1957     13        26.00
1957     14       126.00
1957     15       580.00
1957     16      1858.00
1957     17      5341.00
1957     18     11309.00
1957     19     20497.00
1957     20     31909.00
1957     21     43161.00
1957     22     53461.00
1957     23     58823.00
1957     24     62190.00
1957     25     61090.00
1957     26     59389.00
1957     27     54582.00
1957     28     48894.00
1957     29     44671.00
1957     30     40318.00
1957     31     36092.00
1957     32     32624.00
1957     33     29090.00
1957     34     25782.00
1957     35     23921.00
1957     36     21143.00
1957     37     16157.00
1957     38      8367.00
1957     39      6525.00
1957     40      4771.00
1957     41      3566.00
1957     42      3948.00
1957     43      2882.00
1957     44      1745.00
1957     45       879.00
1957     46       452.00
1957     47       187.00
1957     48        50.00
1957     49        29.00
1957     50        10.00
1957     51         5.00
1957     52         6.00
1957     53         3.00
1957     54         5.00
1957     55+        3.00
1958     12-        6.00
1958     13        18.00
1958     14       109.00
1958     15       568.00
1958     16      2048.00
1958     17      5032.00
1958     18     11398.00
1958     19     20778.00
1958     20     31620.00
1958     21     42610.00
1958     22     52474.00
1958     23     58523.00
1958     24     60210.00
1958     25     59962.00
1958     26     58083.00
1958     27     55194.00
1958     28     49340.00
1958     29     44339.00
1958     30     40105.00
1958     31     35904.00
1958     32     32135.00
1958     33     28545.00
1958     34     25477.00
1958     35     22701.00
1958     36     20251.00
1958     37     17385.00
1958     38     13331.00
1958     39      6888.00
1958     40      5260.00
1958     41      3499.00
1958     42      2462.00
1958     43      2515.00
1958     44      1781.00
1958     45       921.00
1958     46       431.00
1958     47       176.00
1958     48        75.00
1958     49        27.00
1958     50        12.00
1958     51         8.00
1958     52         5.00
1958     53         4.00
1958     54         3.00
1958     55+        2.00
1959     12-        0.00
1959     13        27.00
1959     14       159.00
1959     15       704.00
1959     16      2435.00
1959     17      5739.00
1959     18     11162.00
1959     19     21160.00
1959     20     32465.00
1959     21     43967.00
1959     22     53300.00
1959     23     58693.00
1959     24     61742.00
1959     25     59968.00
1959     26     57650.00
1959     27     55072.00
1959     28     51879.00
1959     29     45972.00
1959     30     40577.00
1959     31     36561.00
1959     32     32384.00
1959     33     29411.00
1959     34     25862.00
1959     35     22868.00
1959     36     19417.00
1959     37     17606.00
1959     38     14863.00
1959     39     10861.00
1959     40      5358.00
1959     41      4016.00
1959     42      2568.00
1959     43      1658.00
1959     44      1498.00
1959     45       934.00
1959     46       429.00
1959     47       152.00
1959     48        63.00
1959     49        32.00
1959     50        13.00
1959     51        11.00
1959     52         3.00
1959     53         5.00
1959     54         2.00
1959     55+        3.00
1960     12-        3.00
1960     13        31.00
1960     14       185.00
1960     15       750.00
1960     16      2716.00
1960     17      6520.00
1960     18     12700.00
1960     19     19943.00
1960     20     32660.00
1960     21     43644.00
1960     22     53106.00
1960     23     57968.00
1960     24     59846.00
1960     25     59266.00
1960     26     56603.00
1960     27     53496.00
1960     28     49797.00
1960     29     46506.00
1960     30     40830.00
1960     31     35868.00
1960     32     32159.00
1960     33     28272.00
1960     34     25175.00
1960     35     21844.00
1960     36     19089.00
1960     37     16320.00
1960     38     14193.00
1960     39     11715.00
1960     40      8310.00
1960     41      3789.00
1960     42      2689.00
1960     43      1511.00
1960     44       869.00
1960     45       739.00
1960     46       383.00
1960     47       182.00
1960     48        75.00
1960     49        40.00
1960     50        17.00
1960     51         1.00
1960     52         2.00
1960     53         1.00
1960     54         2.00
1960     55+        4.00
1961     12-        2.00
1961     13        36.00
1961     14       204.00
1961     15       856.00
1961     16      2941.00
1961     17      7410.00
1961     18     14100.00
1961     19     22699.00
1961     20     30255.00
1961     21     44567.00
1961     22     54088.00
1961     23     58599.00
1961     24     60861.00
1961     25     59374.00
1961     26     57577.00
1961     27     54226.00
1961     28     50358.00
1961     29     46778.00
1961     30     42829.00
1961     31     37625.00
1961     32     32814.00
1961     33     29165.00
1961     34     25222.00
1961     35     22251.00
1961     36     19369.00
1961     37     16875.00
1961     38     13953.00
1961     39     11549.00
1961     40      9344.00
1961     41      6259.00
1961     42      2688.00
1961     43      1719.00
1961     44       926.00
1961     45       496.00
1961     46       331.00
1961     47       152.00
1961     48        73.00
1961     49        24.00
1961     50        15.00
1961     51         9.00
1961     52         2.00
1961     53         6.00
1961     54         4.00
1961     55+        2.00
1962     12-        0.00
1962     13        22.00
1962     14       194.00
1962     15       967.00
1962     16      3267.00
1962     17      7512.00
1962     18     15389.00
1962     19     24574.00
1962     20     33426.00
1962     21     39461.00
1962     22     53492.00
1962     23     58476.00
1962     24     60063.00
1962     25     58960.00
1962     26     56310.00
1962     27     53411.00
1962     28     49432.00
1962     29     45833.00
1962     30     41946.00
1962     31     38117.00
1962     32     32944.00
1962     33     28426.00
1962     34     25049.00
1962     35     21986.00
1962     36     18945.00
1962     37     16230.00
1962     38     13455.00
1962     39     11055.00
1962     40      8841.00
1962     41      6559.00
1962     42      4243.00
1962     43      1752.00
1962     44      1003.00
1962     45       483.00
1962     46       222.00
1962     47       161.00
1962     48        68.00
1962     49        26.00
1962     50        27.00
1962     51        12.00
1962     52         4.00
1962     53         2.00
1962     54         8.00
1962     55+        0.00
1963     12-        0.00
1963     13        30.00
1963     14       252.00
1963     15       936.00
1963     16      3885.00
1963     17      8952.00
1963     18     16710.00
1963     19     28591.00
1963     20     39570.00
1963     21     46463.00
1963     22     49786.00
1963     23     60197.00
1963     24     61916.00
1963     25     60120.00
1963     26     58232.00
1963     27     54039.00
1963     28     50910.00
1963     29     46612.00
1963     30     42662.00
1963     31     38762.00
1963     32     35135.00
1963     33     30222.00
1963     34     26268.00
1963     35     22796.00
1963     36     19414.00
1963     37     16633.00
1963     38     13754.00
1963     39     11194.00
1963     40      8635.00
1963     41      6739.00
1963     42      4704.00
1963     43      2760.00
1963     44       982.00
1963     45       517.00
1963     46       243.00
1963     47       102.00
1963     48        67.00
1963     49        32.00
1963     50        21.00
1963     51         9.00
1963     52         9.00
1963     53         7.00
1963     54         2.00
1963     55+        6.00
1964     12-        0.00
1964     13        18.00
1964     14       233.00
1964     15      1041.00
1964     16      4047.00
1964     17     10642.00
1964     18     19848.00
1964     19     30491.00
1964     20     43768.00
1964     21     52619.00
1964     22     55241.00
1964     23     52423.00
1964     24     61149.00
1964     25     59953.00
1964     26     56914.00
1964     27     53416.00
1964     28     49419.00
1964     29     45997.00
1964     30     41607.00
1964     31     38313.00
1964     32     34176.00
1964     33     30896.00
1964     34     26282.00
1964     35     22766.00
1964     36     19580.00
1964     37     16474.00
1964     38     13837.00
1964     39     11250.00
1964     40      8732.00
1964     41      6469.00
1964     42      4646.00
1964     43      2964.00
1964     44      1577.00
1964     45       546.00
1964     46       262.00
1964     47        95.00
1964     48        37.00
1964     49        31.00
1964     50        17.00
1964     51        12.00
1964     52         6.00
1964     53         7.00
1964     54         1.00
1964     55+        2.00
1965     12-        0.00
1965     13        33.00
1965     14       171.00
1965     15      1216.00
1965     16      4343.00
1965     17     11288.00
1965     18     23135.00
1965     19     35375.00
1965     20     44206.00
1965     21     54916.00
1965     22     58401.00
1965     23     56153.00
1965     24     51272.00
1965     25     57552.00
1965     26     54995.00
1965     27     51778.00
1965     28     47704.00
1965     29     43655.00
1965     30     40306.00
1965     31     35986.00
1965     32     32492.00
1965     33     29145.00
1965     34     26277.00
1965     35     22396.00
1965     36     18720.00
1965     37     15805.00
1965     38     13176.00
1965     39     10609.00
1965     40      8300.00
1965     41      6205.00
1965     42      4242.00
1965     43      2780.00
1965     44      1704.00
1965     45       879.00
1965     46       246.00
1965     47       111.00
1965     48        50.00
1965     49        15.00
1965     50        17.00
1965     51        11.00
1965     52         9.00
1965     53        10.00
1965     54         4.00
1965     55+        0.00
1966     12-        0.00
1966     13        39.00
1966     14       195.00
1966     15      1004.00
1966     16      3965.00
1966     17     10784.00
1966     18     23112.00
1966     19     40220.00
1966     20     50582.00
1966     21     54472.00
1966     22     60738.00
1966     23     58917.00
1966     24     55140.00
1966     25     48030.00
1966     26     53319.00
1966     27     50466.00
1966     28     46545.00
1966     29     42018.00
1966     30     38877.00
1966     31     35482.00
1966     32     31716.00
1966     33     28279.00
1966     34     25336.00
1966     35     22451.00
1966     36     18745.00
1966     37     15431.00
1966     38     12878.00
1966     39     10509.00
1966     40      8292.00
1966     41      6007.00
1966     42      4200.00
1966     43      2758.00
1966     44      1583.00
1966     45       897.00
1966     46       373.00
1966     47        78.00
1966     48        49.00
1966     49        18.00
1966     50         8.00
1966     51         4.00
1966     52         5.00
1966     53         2.00
1966     54         3.00
1966     55+        0.00
1967     12-        0.00
1967     13        26.00
1967     14       186.00
1967     15       928.00
1967     16      3698.00
1967     17     10386.00
1967     18     22144.00
1967     19     39063.00
1967     20     55562.00
1967     21     59406.00
1967     22     57910.00
1967     23     59776.00
1967     24     56036.00
1967     25     50204.00
1967     26     43995.00
1967     27     47819.00
1967     28     44119.00
1967     29     40466.00
1967     30     36771.00
1967     31     32927.00
1967     32     29519.00
1967     33     26501.00
1967     34     23702.00
1967     35     20884.00
1967     36     18308.00
1967     37     15231.00
1967     38     12338.00
1967     39      9992.00
1967     40      7674.00
1967     41      5625.00
1967     42      3850.00
1967     43      2593.00
1967     44      1532.00
1967     45       780.00
1967     46       383.00
1967     47       157.00
1967     48        36.00
1967     49        11.00
1967     50        11.00
1967     51         6.00
1967     52         5.00
1967     53         7.00
1967     54         1.00
1967     55+        0.00
1968     12-        6.00
1968     13        29.00
1968     14       180.00
1968     15       884.00
1968     16      3698.00
1968     17     10191.00
1968     18     22195.00
1968     19     38365.00
1968     20     55312.00
1968     21     67791.00
1968     22     65219.00
1968     23     58071.00
1968     24     57444.00
1968     25     51994.00
1968     26     45901.00
1968     27     39565.00
1968     28     42182.00
1968     29     39112.00
1968     30     35131.00
1968     31     31260.00
1968     32     28044.00
1968     33     25162.00
1968     34     22425.00
1968     35     19714.00
1968     36     17217.00
1968     37     14961.00
1968     38     12108.00
1968     39      9591.00
1968     40      7401.00
1968     41      5479.00
1968     42      3842.00
1968     43      2483.00
1968     44      1460.00
1968     45       772.00
1968     46       342.00
1968     47       156.00
1968     48        66.00
1968     49        15.00
1968     50         9.00
1968     51         7.00
1968     52         6.00
1968     53         5.00
1968     54         1.00
1968     55+        0.00
1969     12-        3.00
1969     13        23.00
1969     14       174.00
1969     15       946.00
1969     16      3702.00
1969     17     10321.00
1969     18     21777.00
1969     19     38408.00
1969     20     55126.00
1969     21     67519.00
1969     22     74813.00
1969     23     66310.00
1969     24     56449.00
1969     25     53528.00
1969     26     48228.00
1969     27     42064.00
1969     28     35297.00
1969     29     37632.00
1969     30     34308.00
1969     31     30541.00
1969     32     26979.00
1969     33     24238.00
1969     34     21343.00
1969     35     18855.00
1969     36     16413.00
1969     37     14207.00
1969     38     12074.00
1969     39      9486.00
1969     40      7246.00
1969     41      5308.00
1969     42      3640.00
1969     43      2420.00
1969     44      1413.00
1969     45       792.00
1969     46       379.00
1969     47       157.00
1969     48        60.00
1969     49        32.00
1969     50        11.00
1969     51         4.00
1969     52        12.00
1969     53         6.00
1969     54         1.00
1969     55+        0.00
1970     12-        2.00
1970     13        29.00
1970     14       187.00
1970     15       940.00
1970     16      3617.00
1970     17     10515.00
1970     18     22148.00
1970     19     38312.00
1970     20     55092.00
1970     21     67916.00
1970     22     76233.00
1970     23     76899.00
1970     24     65564.00
1970     25     53266.00
1970     26     50106.00
1970     27     43681.00
1970     28     37078.00
1970     29     31540.00
1970     30     32525.00
1970     31     28994.00
1970     32     25706.00
1970     33     22582.00
1970     34     20163.00
1970     35     17967.00
1970     36     15527.00
1970     37     13417.00
1970     38     10988.00
1970     39      9172.00
1970     40      6984.00
1970     41      4975.00
1970     42      3407.00
1970     43      2223.00
1970     44      1310.00
1970     45       700.00
1970     46       327.00
1970     47       161.00
1970     48        67.00
1970     49        32.00
1970     50        11.00
1970     51         7.00
1970     52         6.00
1970     53         3.00
1970     54         2.00
1970     55+        0.00
1971     12-        3.00
1971     13        42.00
1971     14       200.00
1971     15      1114.00
1971     16      4068.00
1971     17     10977.00
1971     18     23055.00
1971     19     39436.00
1971     20     55382.00
1971     21     68862.00
1971     22     76961.00
1971     23     79893.00
1971     24     77298.00
1971     25     63171.00
1971     26     50756.00
1971     27     46363.00
1971     28     40410.00
1971     29     33522.00
1971     30     27871.00
1971     31     28588.00
1971     32     25392.00
1971     33     22444.00
1971     34     19573.00
1971     35     17449.00
1971     36     15366.00
1971     37     13081.00
1971     38     10774.00
1971     39      8842.00
1971     40      6998.00
1971     41      5151.00
1971     42      3418.00
1971     43      2229.00
1971     44      1251.00
1971     45       750.00
1971     46       329.00
1971     47       145.00
1971     48        57.00
1971     49        31.00
1971     50        16.00
1971     51         5.00
1971     52         1.00
1971     53         6.00
1971     54         4.00
1971     55+        0.00
1972     12-        9.00
1972     13        25.00
1972     14       223.00
1972     15      1089.00
1972     16      4382.00
1972     17     11965.00
1972     18     23974.00
1972     19     40201.00
1972     20     54299.00
1972     21     66777.00
1972     22     75384.00
1972     23     77786.00
1972     24     77964.00
1972     25     71765.00
1972     26     57460.00
1972     27     44802.00
1972     28     40636.00
1972     29     34069.00
1972     30     28666.00
1972     31     23595.00
1972     32     23645.00
1972     33     21068.00
1972     34     18026.00
1972     35     16203.00
1972     36     13896.00
1972     37     12035.00
1972     38     10046.00
1972     39      8341.00
1972     40      6448.00
1972     41      4839.00
1972     42      3377.00
1972     43      2106.00
1972     44      1217.00
1972     45       640.00
1972     46       295.00
1972     47       141.00
1972     48        54.00
1972     49        28.00
1972     50        12.00
1972     51         5.00
1972     52         8.00
1972     53         1.00
1972     54         4.00
1972     55+        0.00
1973     12-        2.00
1973     13        30.00
1973     14       177.00
1973     15      1146.00
1973     16      4312.00
1973     17     12190.00
1973     18     24628.00
1973     19     39080.00
1973     20     53129.00
1973     21     63702.00
1973     22     71072.00
1973     23     74469.00
1973     24     74833.00
1973     25     70293.00
1973     26     64190.00
1973     27     50625.00
1973     28     38694.00
1973     29     34134.00
1973     30     28850.00
1973     31     23503.00
1973     32     19449.00
1973     33     19465.00
1973     34     16941.00
1973     35     14930.00
1973     36     12730.00
1973     37     10766.00
1973     38      8991.00
1973     39      7425.00
1973     40      5917.00
1973     41      4338.00
1973     42      3097.00
1973     43      1930.00
1973     44      1080.00
1973     45       560.00
1973     46       252.00
1973     47       133.00
1973     48        62.00
1973     49        30.00
1973     50        12.00
1973     51         9.00
1973     52         4.00
1973     53         5.00
1973     54         1.00
1973     55+        0.00
1974     12-        2.00
1974     13        21.00
1974     14       187.00
1974     15      1132.00
1974     16      4241.00
1974     17     11451.00
1974     18     23317.00
1974     19     36807.00
1974     20     48556.00
1974     21     57323.00
1974     22     63813.00
1974     23     67153.00
1974     24     69525.00
1974     25     66309.00
1974     26     61625.00
1974     27     55092.00
1974     28     41951.00
1974     29     31548.00
1974     30     27806.00
1974     31     22681.00
1974     32     18535.00
1974     33     14931.00
1974     34     15042.00
1974     35     12837.00
1974     36     10977.00
1974     37      9217.00
1974     38      7776.00
1974     39      6335.00
1974     40      4925.00
1974     41      3734.00
1974     42      2635.00
1974     43      1783.00
1974     44       966.00
1974     45       521.00
1974     46       259.00
1974     47        99.00
1974     48        44.00
1974     49        24.00
1974     50        17.00
1974     51         9.00
1974     52         8.00
1974     53         2.00
1974     54         2.00
1974     55+        0.00
1975     12-        3.00
1975     13        16.00
1975     14       162.00
1975     15      1067.00
1975     16      3931.00
1975     17     10395.00
1975     18     21224.00
1975     19     34075.00
1975     20     44423.00
1975     21     51870.00
1975     22     57987.00
1975     23     61532.00
1975     24     63498.00
1975     25     62464.00
1975     26     58199.00
1975     27     52480.00
1975     28     45809.00
1975     29     34212.00
1975     30     25194.00
1975     31     21704.00
1975     32     17781.00
1975     33     14229.00
1975     34     11369.00
1975     35     11082.00
1975     36      9326.00
1975     37      7661.00
1975     38      6295.00
1975     39      5219.00
1975     40      3980.00
1975     41      2807.00
1975     42      2135.00
1975     43      1372.00
1975     44       785.00
1975     45       411.00
1975     46       186.00
1975     47        98.00
1975     48        35.00
1975     49        17.00
1975     50        12.00
1975     51         7.00
1975     52         9.00
1975     53         4.00
1975     54         0.00
1975     55+        0.00
1976     12-        2.00
1976     13        21.00
1976     14       160.00
1976     15       854.00
1976     16      3579.00
1976     17      9189.00
1976     18     19271.00
1976     19     31936.00
1976     20     42167.00
1976     21     49899.00
1976     22     55167.00
1976     23     59213.00
1976     24     60229.00
1976     25     60071.00
1976     26     57582.00
1976     27     52140.00
1976     28     45869.00
1976     29     39342.00
1976     30     29061.00
1976     31     20803.00
1976     32     17333.00
1976     33     13744.00
1976     34     10951.00
1976     35      8486.00
1976     36      8037.00
1976     37      6484.00
1976     38      5212.00
1976     39      4133.00
1976     40      3184.00
1976     41      2299.00
1976     42      1634.00
1976     43      1088.00
1976     44       591.00
1976     45       341.00
1976     46       181.00
1976     47        66.00
1976     48        33.00
1976     49        18.00
1976     50         7.00
1976     51         6.00
1976     52         7.00
1976     53         5.00
1976     54         0.00
1976     55+        0.00
1977     12-        3.00
1977     13        16.00
1977     14       145.00
1977     15       879.00
1977     16      3276.00
1977     17      8719.00
1977     18     18600.00
1977     19     31146.00
1977     20     41878.00
1977     21     50608.00
1977     22     57726.00
1977     23     60994.00
1977     24     62653.00
1977     25     62036.00
1977     26     58850.00
1977     27     54627.00
1977     28     48393.00
1977     29     41695.00
1977     30     34933.00
1977     31     24701.00
1977     32     17813.00
1977     33     14679.00
1977     34     11560.00
1977     35      8779.00
1977     36      6933.00
1977     37      6134.00
1977     38      4760.00
1977     39      3764.00
1977     40      2888.00
1977     41      2018.00
1977     42      1419.00
1977     43       942.00
1977     44       557.00
1977     45       322.00
1977     46       163.00
1977     47        80.00
1977     48        26.00
1977     49        14.00
1977     50         4.00
1977     51         4.00
1977     52         3.00
1977     53         3.00
1977     54         1.00
1977     55+        0.00
1978     12-        2.00
1978     13        18.00
1978     14       161.00
1978     15       767.00
1978     16      2950.00
1978     17      7793.00
1978     18     16776.00
1978     19     28639.00
1978     20     38995.00
1978     21     48103.00
1978     22     56078.00
1978     23     60672.00
1978     24     62041.00
1978     25     60902.00
1978     26     58533.00
1978     27     53899.00
1978     28     48748.00
1978     29     42517.00
1978     30     36044.00
1978     31     29225.00
1978     32     20644.00
1978     33     14440.00
