Hungary, Live births by calendar year, age and birth cohort (Lexis triangles)
Last modified: 08/03/2022
Year   Age    Cohort           Total
1950    12-        .            0.05
1950    13      1937            0.56
1950    13      1936            1.62
1950    14      1936           12.57
1950    14      1935           27.20
1950    15      1935           91.02
1950    15      1934          179.03
1950    16      1934          403.07
1950    16      1933          707.12
1950    17      1933         1314.23
1950    17      1932         1821.32
1950    18      1932         2921.51
1950    18      1931         3062.53
1950    19      1931         4309.75
1950    19      1930         4647.81
1950    20      1930         6245.09
1950    20      1929         5787.01
1950    21      1929         6664.16
1950    21      1928         6799.18
1950    22      1928         7220.26
1950    22      1927         6570.14
1950    23      1927         6931.21
1950    23      1926         7242.26
1950    24      1926         7090.23
1950    24      1925         7211.25
1950    25      1925         7017.22
1950    25      1924         6204.08
1950    26      1924         6322.10
1950    26      1923         6196.08
1950    27      1923         5710.99
1950    27      1922         6134.07
1950    28      1922         5833.01
1950    28      1921         5265.92
1950    29      1921         4829.84
1950    29      1920         4498.78
1950    30      1920         4585.80
1950    30      1919         4201.73
1950    31      1919         2910.51
1950    31      1918         1902.33
1950    32      1918         1760.31
1950    32      1917         1694.29
1950    33      1917         1587.28
1950    33      1916         1592.28
1950    34      1916         1518.26
1950    34      1915         1675.29
1950    35      1915         2014.35
1950    35      1914         2574.45
1950    36      1914         2342.41
1950    36      1913         2149.37
1950    37      1913         2010.35
1950    37      1912         2028.35
1950    38      1912         1814.32
1950    38      1911         1645.29
1950    39      1911         1438.25
1950    39      1910         1474.26
1950    40      1910         1306.23
1950    40      1909         1141.20
1950    41      1909          930.16
1950    41      1908          870.15
1950    42      1908          718.12
1950    42      1907          601.10
1950    43      1907          440.08
1950    43      1906          390.07
1950    44      1906          258.04
1950    44      1905          176.03
1950    45      1905          171.03
1950    45      1904          118.02
1950    46      1904           70.01
1950    46      1903           69.01
1950    47      1903           29.01
1950    47      1902           22.00
1950    48      1902           17.00
1950    48      1901            8.00
1950    49      1901            8.00
1950    49      1900            8.00
1950    50      1900            8.00
1950    50      1899            3.00
1950    51      1899            3.00
1950    51      1898            2.00
1950    52      1898            2.00
1950    52      1897            0.00
1950    53      1897            0.00
1950    53      1896            1.00
1950    54      1896            1.00
1950    54      1895            2.00
1950    55+        .            2.00
1951    12-        .            0.06
1951    13      1938            0.91
1951    13      1937            2.53
1951    14      1937           17.74
1951    14      1936           35.77
1951    15      1936           75.02
1951    15      1935          167.04
1951    16      1935          349.08
1951    16      1934          607.14
1951    17      1934         1220.29
1951    17      1933         1695.40
1951    18      1933         2827.67
1951    18      1932         3228.76
1951    19      1932         4362.03
1951    19      1931         4584.08
1951    20      1931         5877.39
1951    20      1930         6269.48
1951    21      1930         6747.59
1951    21      1929         6450.52
1951    22      1929         6780.60
1951    22      1928         6957.64
1951    23      1928         7062.67
1951    23      1927         6552.55
1951    24      1927         6573.55
1951    24      1926         6954.64
1951    25      1926         6584.55
1951    25      1925         6792.60
1951    26      1925         6409.51
1951    26      1924         5665.34
1951    27      1924         5395.27
1951    27      1923         5511.30
1951    28      1923         5119.21
1951    28      1922         5311.25
1951    29      1922         5080.20
1951    29      1921         4640.10
1951    30      1921         4178.99
1951    30      1920         3936.93
1951    31      1920         3911.92
1951    31      1919         3646.86
1951    32      1919         2489.59
1951    32      1918         1619.38
1951    33      1918         1500.35
1951    33      1917         1368.32
1951    34      1917         1367.32
1951    34      1916         1382.33
1951    35      1916         1285.30
1951    35      1915         1482.35
1951    36      1915         1624.38
1951    36      1914         2175.51
1951    37      1914         1905.45
1951    37      1913         1750.41
1951    38      1913         1610.38
1951    38      1912         1708.40
1951    39      1912         1499.35
1951    39      1911         1278.30
1951    40      1911         1084.26
1951    40      1910         1135.27
1951    41      1910          913.22
1951    41      1909          808.19
1951    42      1909          651.15
1951    42      1908          566.13
1951    43      1908          463.11
1951    43      1907          388.09
1951    44      1907          277.07
1951    44      1906          221.05
1951    45      1906          125.03
1951    45      1905          101.02
1951    46      1905           82.02
1951    46      1904           56.01
1951    47      1904           33.01
1951    47      1903           21.00
1951    48      1903           19.00
1951    48      1902           15.00
1951    49      1902            9.00
1951    49      1901            8.00
1951    50      1901            7.00
1951    50      1900           10.00
