Hungary, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 08/03/2022
Year    Age        Total
1956     34      5586.16
1956     35      4528.56
1956     36      4147.34
1956     37      2123.20
1956     38      1401.79
1956     39      1146.65
1956     40      1025.58
1956     41      1261.71
1956     42       993.56
1956     43       650.37
1956     44       382.21
1956     45       190.11
1956     46        89.05
1956     47        42.03
1956     48        24.01
1956     49        10.00
1956     50         8.70
1956     51         5.47
1956     52         2.56
1956     53         1.01
1956     54         0.26
1956     55+        0.00
1957     12-        0.09
1957     13         6.07
1957     14        84.87
1957     15       292.09
1957     16      1117.33
1957     17      3173.93
1957     18      6027.76
1957     19      9432.76
1957     20     11661.41
1957     21     12901.78
1957     22     13191.87
1957     23     12852.77
1957     24     11445.35
1957     25     10483.07
1957     26      9965.92
1957     27      8638.54
1957     28      7876.30
1957     29      6853.00
1957     30      6526.91
1957     31      5854.72
1957     32      5028.47
1957     33      4506.32
1957     34      4317.26
1957     35      3844.13
1957     36      3038.89
1957     37      2737.81
1957     38      1353.40
1957     39       819.24
1957     40       741.21
1957     41       607.18
1957     42       647.19
1957     43       528.15
1957     44       346.10
1957     45       167.05
1957     46        70.02
1957     47        39.01
1957     48        12.00
1957     49         3.00
1957     50         3.71
1957     51         2.85
1957     52         1.54
1957     53         0.70
1957     54         0.20
1957     55+        0.00
1958     12-        0.08
1958     13         5.50
1958     14        83.44
1958     15       287.02
1958     16      1122.10
1958     17      3044.27
1958     18      6182.54
1958     19      9169.81
1958     20     11569.02
1958     21     12583.12
1958     22     12348.09
1958     23     11982.06
1958     24     11195.99
1958     25     10104.89
1958     26      9024.80
1958     27      8255.73
1958     28      7417.66
1958     29      6654.59
1958     30      5842.51
1958     31      5155.45
1958     32      4824.43
1958     33      4108.37
1958     34      3605.31
1958     35      3417.30
1958     36      2817.25
1958     37      2291.20
1958     38      2013.18
1958     39       985.08
1958     40       634.06
1958     41       419.04
1958     42       370.03
1958     43       355.03
1958     44       278.02
1958     45       154.02
1958     46        82.00
1958     47        26.00
1958     48         6.00
1958     49         7.00
1958     50         3.05
1958     51         1.64
1958     52         0.81
1958     53         0.38
1958     54         0.11
1958     55+        0.00
1959     12-        0.08
1959     13         4.92
1959     14        88.01
1959     15       360.03
1959     16      1146.10
1959     17      3122.27
1959     18      5946.51
1959     19      9218.80
1959     20     11211.96
1959     21     12019.03
1959     22     12044.04
1959     23     11205.96
1959     24     10458.90
1959     25      9983.86
1959     26      8572.74
1959     27      7771.67
1959     28      7080.61
1959     29      6293.55
1959     30      5532.48
1959     31      4773.41
1959     32      4294.37
1959     33      3829.33
1959     34      3331.29
1959     35      2943.25
1959     36      2589.22
1959     37      2205.19
1959     38      1705.14
1959     39      1467.13
1959     40       630.05
1959     41       394.04
1959     42       317.02
1959     43       202.02
1959     44       225.02
1959     45       135.02
1959     46        61.00
1959     47        12.00
1959     48        11.00
1959     49         5.00
1959     50         1.00
1959     51         0.54
1959     52         0.29
1959     53         0.14
1959     54         0.04
1959     55+        0.00
1960     12-        0.09
1960     13         5.14
1960     14        73.80
1960     15       316.06
1960     16      1245.25
1960     17      3032.63
1960     18      6017.24
1960     19      8954.84
1960     20     10975.25
1960     21     11928.45
1960     22     11798.41
1960     23     11060.26
1960     24     10178.08
1960     25      9413.93
1960     26      8649.77
1960     27      7502.54
1960     28      6620.36
1960     29      6247.28
1960     30      5222.07
1960     31      4519.93
1960     32      3966.81
1960     33      3485.72
1960     34      3152.64
1960     35      2695.55
1960     36      2333.47
1960     37      1899.39
1960     38      1679.35
1960     39      1276.26
1960     40      1050.21
1960     41       435.08
1960     42       246.05
1960     43       187.04
1960     44       107.02
1960     45        86.02
1960     46        50.01
1960     47        22.00
1960     48        15.00
1960     49         3.00
1960     50         3.73
1960     51         2.89
1960     52         1.54
1960     53         0.66
1960     54         0.17
1960     55+        0.00
1961     12-        0.09
1961     13         5.53
1961     14        84.40
1961     15       287.04
1961     16      1068.14
1961     17      3053.40
1961     18      5804.75
1961     19      9038.15
1961     20     10660.37
1961     21     11781.51
1961     22     11324.46
1961     23     10772.38
1961     24      9960.28
1961     25      8965.15
1961     26      7973.02
1961     27      7254.93
1961     28      6333.81
1961     29      5521.71
1961     30      5007.65
1961     31      4324.56
1961     32      3713.47
1961     33      3244.42
1961     34      2795.36
1961     35      2524.32
1961     36      1956.25
1961     37      1863.24
1961     38      1481.19
1961     39      1254.16
1961     40       881.12
1961     41       737.10
1961     42       311.04
1961     43       145.02
1961     44       101.02
1961     45        56.00
1961     46        37.00
1961     47        24.00
1961     48         6.00
1961     49         8.00
1961     50         5.00
1961     51         0.00
1961     52         0.00
1961     53         0.00
1961     54         0.00
1961     55+        0.00
1962     12-        0.09
1962     13         6.04
1962     14        84.88
1962     15       251.02
1962     16       773.06
1962     17      2663.20
1962     18      5440.42
1962     19      8114.63
1962     20     10153.78
1962     21     10692.82
1962     22     10980.85
1962     23     10039.77
1962     24      9409.72
1962     25      8454.65
1962     26      7372.57
1962     27      6557.50
1962     28      6051.46
1962     29      5080.39
1962     30      4610.36
1962     31      4145.32
1962     32      3411.26
1962     33      2989.23
1962     34      2517.20
1962     35      2151.16
1962     36      1861.15
1962     37      1588.13
1962     38      1244.10
1962     39      1070.08
1962     40       854.06
1962     41       660.05
1962     42       462.04
1962     43       195.02
1962     44        80.00
1962     45        40.00
1962     46        25.00
1962     47         9.00
1962     48         4.00
1962     49         5.00
1962     50         4.00
1962     51         0.00
1962     52         0.00
1962     53         0.00
1962     54         0.00
1962     55+        0.00
1963     12-        0.10
1963     13         6.69
1963     14        91.21
1963     15       267.00
1963     16       775.00
1963     17      2066.00
1963     18      4854.00
1963     19      8390.00
1963     20     10362.00
1963     21     10865.00
1963     22     10880.00
1963     23     10602.00
1963     24      9515.00
1963     25      8843.00
1963     26      7815.00
1963     27      6821.00
1963     28      6249.00
1963     29      5512.00
1963     30      4770.00
1963     31      4114.00
1963     32      3577.00
1963     33      2976.00
1963     34      2617.00
1963     35      2195.00
1963     36      1915.00
1963     37      1624.00
1963     38      1344.00
1963     39      1018.00
1963     40       810.00
1963     41       610.00
1963     42       411.00
1963     43       302.00
1963     44        68.00
1963     45        22.00
1963     46        20.00
1963     47        13.00
1963     48         4.00
1963     49         1.00
1963     50        10.00
1963     51         0.00
1963     52         0.00
1963     53         0.00
1963     54         0.00
1963     55+        0.00
1964     12-        0.09
1964     13         6.44
1964     14        94.48
1964     15       302.00
1964     16       947.00
1964     17      2331.00
1964     18      4499.00
1964     19      7969.00
1964     20     10864.00
1964     21     11055.00
1964     22     11310.00
1964     23     10480.00
1964     24      9820.00
1964     25      8821.00
1964     26      8094.00
1964     27      7026.00
1964     28      6033.00
1964     29      5349.00
1964     30      4716.00
1964     31      4097.00
1964     32      3330.00
1964     33      3005.00
1964     34      2521.00
1964     35      2083.00
1964     36      1693.00
1964     37      1473.00
1964     38      1150.00
1964     39       938.00
1964     40       710.00
1964     41       551.00
1964     42       402.00
1964     43       246.00
1964     44       143.00
1964     45        47.00
1964     46        17.00
1964     47         5.00
1964     48         3.00
1964     49         3.00
1964     50         7.00
1964     51         0.00
1964     52         0.00
1964     53         0.00
1964     54         0.00
1964     55+        0.00
1965     12-        0.09
1965     13         5.31
1965     14        86.60
1965     15       329.00
1965     16      1002.00
1965     17      2677.00
1965     18      4957.00
1965     19      7565.00
1965     20     10510.00
1965     21     12177.00
1965     22     11475.00
1965     23     10994.00
1965     24      9799.00
1965     25      8982.00
1965     26      7761.00
1965     27      7049.00
1965     28      6168.00
1965     29      5252.00
1965     30      4720.00
1965     31      3951.00
1965     32      3327.00
1965     33      2810.00
1965     34      2494.00
1965     35      2019.00
1965     36      1613.00
1965     37      1297.00
1965     38      1134.00
1965     39       895.00
1965     40       684.00
1965     41       477.00
1965     42       327.00
1965     43       222.00
1965     44       141.00
1965     45        78.00
1965     46        19.00
1965     47         1.00
1965     48         3.00
1965     49         0.00
1965     50         8.00
1965     51         0.00
1965     52         0.00
1965     53         0.00
1965     54         0.00
1965     55+        0.00
1966     12-        0.10
1966     13         6.11
1966     14        89.79
1966     15       332.00
1966     16      1180.00
1966     17      2860.00
1966     18      5671.00
1966     19      8714.00
1966     20      9848.00
1966     21     12164.00
1966     22     12677.00
1966     23     11152.00
1966     24     10507.00
1966     25      9371.00
1966     26      8417.00
1966     27      7361.00
1966     28      6273.00
1966     29      5549.00
1966     30      4543.00
1966     31      4062.00
1966     32      3346.00
1966     33      2832.00
1966     34      2505.00
1966     35      2066.00
1966     36      1702.00
1966     37      1356.00
1966     38      1101.00
1966     39       849.00
1966     40       673.00
1966     41       475.00
1966     42       316.00
1966     43       225.00
1966     44       144.00
1966     45        84.00
1966     46        27.00
1966     47         2.00
1966     48         1.00
1966     49         4.00
1966     50         4.00
1966     51         0.00
1966     52         0.00
1966     53         0.00
1966     54         0.00
1966     55+        0.00
1967     12-        0.11
1967     13         7.27
1967     14       107.61
1967     15       377.00
1967     16      1158.00
1967     17      3144.00
1967     18      6238.00
1967     19     10172.00
1967     20     11730.00
1967     21     11182.00
1967     22     12599.00
1967     23     12928.00
1967     24     11159.00
1967     25     10287.00
1967     26      9085.00
1967     27      7980.00
1967     28      6784.00
1967     29      6019.00
1967     30      5164.00
1967     31      4268.00
1967     32      3642.00
1967     33      3074.00
1967     34      2507.00
1967     35      2144.00
1967     36      1762.00
1967     37      1462.00
1967     38      1125.00
1967     39       880.00
1967     40       649.00
1967     41       456.00
1967     42       311.00
1967     43       221.00
1967     44       142.00
1967     45        69.00
1967     46        28.00
1967     47        14.00
1967     48         4.00
1967     49         1.00
1967     50         6.00
1967     51         0.00
1967     52         0.00
1967     53         0.00
1967     54         0.00
1967     55+        0.00
1968     12-        0.10
1968     13         7.11
1968     14       108.79
1968     15       380.00
1968     16      1159.00
1968     17      3267.00
1968     18      6800.00
1968     19     10560.00
1968     20     13017.00
1968     21     13010.00
1968     22     11480.00
1968     23     12383.00
1968     24     12107.00
1968     25     10536.00
1968     26      9637.00
1968     27      8372.00
1968     28      7267.00
1968     29      6244.00
1968     30      5231.00
1968     31      4441.00
1968     32      3636.00
1968     33      3053.00
1968     34      2608.00
1968     35      2086.00
1968     36      1744.00
1968     37      1468.00
1968     38      1131.00
1968     39       875.00
1968     40       639.00
1968     41       481.00
1968     42       307.00
1968     43       170.00
1968     44       101.00
1968     45        65.00
1968     46        23.00
1968     47        12.00
1968     48         4.00
1968     49         3.00
1968     50         6.00
1968     51         0.00
1968     52         0.00
1968     53         0.00
1968     54         0.00
1968     55+        0.00
1969     12-        0.11
1969     13         8.93
1969     14       134.97
1969     15       404.00
1969     16      1205.00
1969     17      3030.00
1969     18      6832.00
1969     19     11617.00
1969     20     13431.00
1969     21     13747.00
1969     22     12673.00
1969     23     10841.00
1969     24     11258.00
1969     25     10888.00
1969     26      9164.00
1969     27      8128.00
1969     28      7176.00
1969     29      6116.00
1969     30      5143.00
1969     31      4356.00
1969     32      3709.00
1969     33      2949.00
1969     34      2496.00
1969     35      2108.00
1969     36      1664.00
1969     37      1410.00
1969     38      1112.00
1969     39       884.00
1969     40       664.00
1969     41       431.00
1969     42       326.00
1969     43       179.00
1969     44       106.00
1969     45        68.00
1969     46        21.00
1969     47        12.00
1969     48         6.00
1969     49         3.00
1969     50        17.00
1969     51         0.00
1969     52         0.00
1969     53         0.00
1969     54         0.00
1969     55+        0.00
1970     12-        0.00
1970     13         0.00
1970     14       181.00
1970     15       490.00
1970     16      1261.00
1970     17      3310.00
1970     18      6535.00
1970     19     10973.00
1970     20     13858.00
1970     21     13824.00
1970     22     13320.00
1970     23     11685.00
1970     24      9716.00
1970     25     10143.00
1970     26      9500.00
1970     27      8055.00
1970     28      6977.00
1970     29      5808.00
1970     30      4905.00
1970     31      4243.00
1970     32      3495.00
1970     33      2828.00
1970     34      2380.00
1970     35      1917.00
1970     36      1533.00
1970     37      1307.00
1970     38      1018.00
1970     39       841.00
1970     40       594.00
1970     41       406.00
1970     42       307.00
1970     43       201.00
1970     44       101.00
1970     45        56.00
1970     46        25.00
1970     47         9.00
1970     48         6.00
1970     49         3.00
1970     50         0.00
1970     51         1.00
1970     52         2.00
1970     53         2.00
1970     54         1.00
1970     55+        2.00
1971     12-        5.00
1971     13        36.00
1971     14       137.00
1971     15       516.00
1971     16      1557.00
1971     17      3575.00
1971     18      6792.00
1971     19     10567.00
1971     20     13652.00
1971     21     14275.00
1971     22     13536.00
1971     23     12182.00
1971     24     10646.00
1971     25      8591.00
1971     26      8606.00
1971     27      8174.00
1971     28      6774.00
1971     29      5694.00
1971     30      4776.00
1971     31      4083.00
1971     32      3410.00
1971     33      2803.00
1971     34      2318.00
1971     35      1804.00
1971     36      1592.00
1971     37      1154.00
1971     38       978.00
1971     39       795.00
1971     40       592.00
1971     41       398.00
1971     42       246.00
1971     43       181.00
1971     44        99.00
1971     45        53.00
1971     46        18.00
1971     47        13.00
1971     48         3.00
1971     49         3.00
1971     50         2.00
1971     51         0.00
1971     52         1.00
1971     53         1.00
1971     54         2.00
1971     55+        0.00
1972     12-        6.00
1972     13        35.00
1972     14       124.00
1972     15       530.00
1972     16      1553.00
1972     17      3932.00
1972     18      7093.00
1972     19     11205.00
1972     20     12988.00
1972     21     14300.00
1972     22     14092.00
1972     23     12774.00
1972     24     11548.00
1972     25     10007.00
1972     26      7782.00
1972     27      7877.00
1972     28      7100.00
1972     29      5729.00
1972     30      4788.00
1972     31      3941.00
1972     32      3310.00
1972     33      2707.00
1972     34      2128.00
1972     35      1741.00
1972     36      1445.00
1972     37      1182.00
1972     38       996.00
1972     39       714.00
1972     40       576.00
1972     41       405.00
1972     42       281.00
1972     43       171.00
1972     44        88.00
1972     45        54.00
1972     46        34.00
1972     47        11.00
1972     48         8.00
1972     49         2.00
1972     50         1.00
1972     51         2.00
1972     52         3.00
1972     53         1.00
1972     54         1.00
1972     55+        0.00
1973     12-        1.00
1973     13        23.00
1973     14       140.00
1973     15       527.00
1973     16      1483.00
1973     17      3750.00
1973     18      7809.00
1973     19     11768.00
1973     20     13266.00
1973     21     13721.00
1973     22     14169.00
1973     23     13380.00
1973     24     12093.00
1973     25     10674.00
1973     26      8768.00
1973     27      7026.00
1973     28      6583.00
1973     29      6125.00
1973     30      4853.00
1973     31      4064.00
1973     32      3318.00
1973     33      2770.00
1973     34      2201.00
1973     35      1863.00
1973     36      1486.00
1973     37      1217.00
1973     38       915.00
1973     39       705.00
1973     40       504.00
1973     41       377.00
1973     42       276.00
1973     43       180.00
1973     44        97.00
1973     45        40.00
1973     46        26.00
1973     47        11.00
1973     48         3.00
1973     49         2.00
1973     50         3.00
1973     51         2.00
1973     52         1.00
1973     53         1.00
1973     54         2.00
1973     55+        0.00
1974     12-        3.00
1974     13        29.00
1974     14       140.00
1974     15       557.00
1974     16      1622.00
1974     17      3946.00
1974     18      7989.00
1974     19     13780.00
1974     20     16140.00
1974     21     16304.00
1974     22     16021.00
1974     23     15825.00
1974     24     14732.00
1974     25     13320.00
1974     26     11465.00
1974     27      9636.00
1974     28      7398.00
1974     29      7062.00
1974     30      6293.00
1974     31      5021.00
1974     32      4285.00
1974     33      3285.00
1974     34      2858.00
1974     35      2094.00
1974     36      1659.00
1974     37      1305.00
1974     38      1036.00
1974     39       803.00
1974     40       593.00
1974     41       446.00
1974     42       277.00
1974     43       172.00
1974     44       112.00
1974     45        39.00
1974     46        23.00
1974     47         9.00
1974     48         2.00
1974     49         6.00
1974     50         1.00
1974     51         0.00
1974     52         0.00
1974     53         0.00
1974     54         0.00
1974     55+        0.00
1975     12-        3.00
1975     13        24.00
1975     14       167.00
1975     15       637.00
1975     16      1746.00
1975     17      4163.00
1975     18      8209.00
1975     19     13110.00
1975     20     17164.00
1975     21     17708.00
1975     22     16807.00
1975     23     15755.00
1975     24     15239.00
1975     25     14194.00
1975     26     12350.00
1975     27     10533.00
1975     28      8521.00
1975     29      6686.00
1975     30      6291.00
1975     31      5591.00
1975     32      4430.00
1975     33      3633.00
1975     34      2733.00
1975     35      2212.00
1975     36      1725.00
1975     37      1295.00
1975     38      1011.00
1975     39       731.00
1975     40       592.00
1975     41       400.00
1975     42       273.00
1975     43       135.00
1975     44        94.00
1975     45        55.00
1975     46        12.00
1975     47         4.00
1975     48         4.00
1975     49         1.00
1975     50         0.00
1975     51         2.00
1975     52         0.00
1975     53         0.00
1975     54         0.00
1975     55+        0.00
1976     12-        2.00
1976     13        18.00
1976     14       135.00
1976     15       625.00
1976     16      1920.00
1976     17      4255.00
1976     18      7986.00
1976     19     12184.00
1976     20     15760.00
1976     21     18248.00
1976     22     17749.00
1976     23     15579.00
1976     24     13910.00
1976     25     12998.00
1976     26     11601.00
1976     27      9828.00
1976     28      8379.00
1976     29      6762.00
1976     30      5040.00
1976     31      4682.00
1976     32      4198.00
1976     33      3190.00
1976     34      2583.00
1976     35      1944.00
1976     36      1559.00
1976     37      1207.00
1976     38       974.00
1976     39       687.00
1976     40       513.00
1976     41       337.00
1976     42       253.00
1976     43       138.00
1976     44        87.00
1976     45        40.00
1976     46        17.00
1976     47         9.00
1976     48         2.00
1976     49         0.00
1976     50         2.00
1976     51         0.00
1976     52         2.00
1976     53         0.00
1976     54         2.00
1976     55+        0.00
1977     12-        1.00
1977     13        22.00
1977     14       137.00
1977     15       647.00
1977     16      1847.00
1977     17      4399.00
1977     18      7371.00
1977     19     10994.00
1977     20     14043.00
1977     21     16203.00
1977     22     17674.00
1977     23     16563.00
1977     24     13849.00
1977     25     12256.00
1977     26     11048.00
1977     27      9679.00
1977     28      8128.00
1977     29      6562.00
1977     30      5366.00
1977     31      4013.00
1977     32      3697.00
1977     33      3090.00
1977     34      2473.00
1977     35      2013.00
1977     36      1469.00
1977     37      1094.00
1977     38       872.00
1977     39       641.00
1977     40       483.00
1977     41       350.00
1977     42       258.00
1977     43       160.00
1977     44        97.00
1977     45        34.00
1977     46        28.00
1977     47         9.00
1977     48         2.00
1977     49         0.00
1977     50         2.00
1977     51         0.00
1977     52         0.00
1977     53         0.00
1977     54         0.00
1977     55+        0.00
1978     12-        0.00
1978     13        34.00
1978     14       140.00
1978     15       646.00
1978     16      1855.00
1978     17      4162.00
1978     18      7185.00
1978     19     10300.00
1978     20     12866.00
1978     21     14472.00
1978     22     15897.00
1978     23     16404.00
1978     24     14887.00
1978     25     12146.00
1978     26     10026.00
1978     27      9005.00
1978     28      7617.00
1978     29      6206.00
1978     30      5309.00
1978     31      4177.00
1978     32      3009.00
1978     33      2731.00
1978     34      2331.00
1978     35      1706.00
1978     36      1414.00
1978     37      1009.00
1978     38       811.00
1978     39       612.00
1978     40       407.00
1978     41       318.00
1978     42       220.00
1978     43       134.00
1978     44        63.00
1978     45        30.00
1978     46        16.00
1978     47         9.00
1978     48         3.00
1978     49         0.00
1978     50         1.00
1978     51         1.00
1978     52         1.00
1978     53         0.00
1978     54         0.00
1978     55+        0.00
1979     12-        2.00
1979     13        32.00
1979     14       151.00
1979     15       615.00
1979     16      1772.00
1979     17      4021.00
1979     18      6890.00
1979     19      9949.00
1979     20     12044.00
1979     21     13157.00
1979     22     13995.00
1979     23     14807.00
1979     24     14817.00
1979     25     13184.00
1979     26     10458.00
1979     27      8286.00
1979     28      7382.00
1979     29      6206.00
1979     30      4914.00
1979     31      3980.00
1979     32      3020.00
1979     33      2249.00
1979     34      1956.00
1979     35      1783.00
1979     36      1271.00
1979     37      1002.00
1979     38       742.00
1979     39       541.00
1979     40       396.00
1979     41       278.00
1979     42       205.00
1979     43       101.00
1979     44        93.00
1979     45        35.00
1979     46        19.00
1979     47         7.00
1979     48         4.00
1979     49         0.00
1979     50         0.00
1979     51         0.00
1979     52         0.00
1979     53         0.00
1979     54         0.00
1979     55+        0.00
1980     12-        1.00
1980     13        41.00
1980     14       194.00
1980     15       616.00
1980     16      1788.00
1980     17      3654.00
1980     18      6247.00
1980     19      8981.00
1980     20     10883.00
1980     21     11970.00
1980     22     12380.00
1980     23     12743.00
1980     24     13139.00
1980     25     12449.00
1980     26     10893.00
1980     27      8370.00
1980     28      6765.00
1980     29      5942.00
1980     30      4704.00
1980     31      3776.00
1980     32      3124.00
1980     33      2338.00
1980     34      1721.00
1980     35      1528.00
1980     36      1253.00
1980     37       912.00
1980     38       700.00
1980     39       517.00
1980     40       382.00
1980     41       267.00
1980     42       175.00
1980     43       104.00
1980     44        62.00
1980     45        28.00
1980     46        13.00
1980     47         5.00
1980     48         5.00
1980     49         0.00
1980     50         2.00
1980     51         0.00
1980     52         0.00
1980     53         1.00
1980     54         0.00
1980     55+        0.00
1981     12-        1.00
1981     13        26.00
1981     14       146.00
1981     15       579.00
1981     16      1627.00
1981     17      3474.00
1981     18      5528.00
1981     19      8168.00
1981     20     10053.00
1981     21     11174.00
1981     22     11564.00
1981     23     11724.00
1981     24     11723.00
1981     25     11773.00
1981     26     11215.00
1981     27      9445.00
1981     28      7240.00
1981     29      5653.00
1981     30      4834.00
1981     31      3896.00
1981     32      3187.00
1981     33      2462.00
1981     34      1801.00
1981     35      1305.00
1981     36      1139.00
1981     37       942.00
1981     38       644.00
1981     39       544.00
1981     40       365.00
1981     41       263.00
1981     42       183.00
1981     43       108.00
1981     44        59.00
1981     45        29.00
1981     46        10.00
1981     47         4.00
1981     48         1.00
1981     49         0.00
1981     50         0.00
1981     51         0.00
1981     52         1.00
1981     53         0.00
1981     54         0.00
1981     55+        0.00
1982     12-        3.00
1982     13        25.00
1982     14       177.00
1982     15       611.00
1982     16      1555.00
1982     17      3261.00
1982     18      5390.00
1982     19      7549.00
1982     20      9056.00
1982     21     10080.00
1982     22     10701.00
1982     23     10599.00
1982     24     10624.00
1982     25     10227.00
1982     26      9905.00
1982     27      9253.00
1982     28      7761.00
1982     29      5766.00
1982     30      4566.00
1982     31      3722.00
1982     32      3002.00
1982     33      2390.00
1982     34      2014.00
1982     35      1436.00
1982     36       959.00
1982     37       826.00
1982     38       662.00
1982     39       501.00
1982     40       347.00
1982     41       221.00
1982     42       163.00
1982     43        99.00
1982     44        60.00
1982     45        30.00
1982     46        10.00
1982     47         4.00
1982     48         1.00
1982     49         1.00
1982     50         0.00
1982     51         2.00
1982     52         0.00
1982     53         0.00
