Japan, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 10/03/2023
Year    Age        Total
1947     12-        0.22
1947     13         3.92
1947     14        47.50
1947     15       338.18
1947     16      1553.19
1947     17      6027.47
1947     18     17559.96
1947     19     36458.45
1947     20     68477.05
1947     21    101607.39
1947     22    128198.93
1947     23    155384.82
1947     24    169691.58
1947     25    178353.61
1947     26    181821.45
1947     27    174839.18
1947     28    151710.42
1947     29    150216.97
1947     30    145522.97
1947     31    140042.26
1947     32    131841.94
1947     33    124035.48
1947     34    111959.28
1947     35    104380.64
1947     36     92000.69
1947     37     80020.68
1947     38     69248.58
1947     39     58325.63
1947     40     43897.37
1947     41     29940.93
1947     42     22262.05
1947     43     14238.92
1947     44      8940.46
1947     45      4889.41
1947     46      2446.23
1947     47      1275.76
1947     48       794.82
1947     49       687.49
1947     50       494.11
1947     51       356.41
1947     52       261.23
1947     53       199.46
1947     54       147.83
1947     55+      495.12
1948     12-        0.23
1948     13         3.93
1948     14        48.16
1948     15       360.24
1948     16      1904.85
1948     17      7338.65
1948     18     19932.98
1948     19     43997.65
1948     20     77125.71
1948     21    114451.87
1948     22    147712.75
1948     23    171412.15
1948     24    181506.94
1948     25    181677.00
1948     26    177960.89
1948     27    170603.12
1948     28    158104.38
1948     29    134683.71
1948     30    130621.44
1948     31    124051.57
1948     32    119154.12
1948     33    111430.07
1948     34    103997.85
1948     35     94757.38
1948     36     87865.50
1948     37     77506.08
1948     38     67636.69
1948     39     57719.00
1948     40     46462.99
1948     41     33668.41
1948     42     22052.16
1948     43     14533.39
1948     44      8233.21
1948     45      4305.79
1948     46      2276.15
1948     47      1127.01
1948     48       593.69
1948     49       439.73
1948     50       277.73
1948     51       196.22
1948     52       168.04
1948     53       107.67
1948     54        76.48
1948     55+      224.39
1949     12-        0.18
1949     13         3.28
1949     14        39.76
1949     15       341.78
1949     16      1902.94
1949     17      6790.46
1949     18     18698.62
1949     19     39963.66
1949     20     76115.41
1949     21    110025.45
1949     22    147110.08
1949     23    178678.91
1949     24    186785.23
1949     25    189547.65
1949     26    186432.39
1949     27    179560.51
1949     28    172554.94
1949     29    158090.42
1949     30    132203.25
1949     31    126509.52
1949     32    118276.54
1949     33    109751.02
1949     34    100365.02
1949     35     91650.52
1949     36     80494.27
1949     37     71944.63
1949     38     61495.08
1949     39     50203.11
1949     40     40346.65
1949     41     30302.21
1949     42     19808.42
1949     43     11445.76
1949     44      6431.58
1949     45      3190.66
1949     46      1565.17
1949     47       868.54
1949     48       507.65
1949     49       259.35
1949     50       118.62
1949     51       109.57
1949     52        61.32
1949     53        52.27
1949     54        31.16
1949     55+       79.41
1950     12-        0.22
1950     13         4.17
1950     14        44.93
1950     15       227.49
1950     16      1449.48
1950     17      5674.10
1950     18     15048.39
1950     19     34287.17
1950     20     63323.00
1950     21     99570.98
1950     22    130063.34
1950     23    159787.68
1950     24    176163.75
1950     25    175108.85
1950     26    170284.30
1950     27    161178.77
1950     28    151206.58
1950     29    141689.35
1950     30    127294.24
1950     31    103180.59
1950     32     97730.96
1950     33     89203.21
1950     34     82096.74
1950     35     72658.03
1950     36     64747.31
1950     37     55671.98
1950     38     48150.81
1950     39     39387.51
1950     40     30688.64
1950     41     22830.27
1950     42     15385.59
1950     43      8982.72
1950     44      4605.11
1950     45      2202.40
1950     46      1047.85
1950     47       483.16
1950     48       300.96
1950     49       206.35
1950     50        97.64
1950     51        57.38
1950     52        50.33
1950     53        44.29
1950     54        21.14
1950     55+       42.28
1951     12-        0.07
1951     13         1.11
1951     14        14.93
1951     15       200.42
1951     16       962.85
1951     17      4232.13
1951     18     12697.37
1951     19     28114.11
1951     20     55257.30
1951     21     84304.05
1951     22    118630.36
1951     23    143912.32
1951     24    160490.30
1951     25    168021.92
1951     26    162010.13
1951     27    152715.98
1951     28    142518.39
1951     29    133180.93
1951     30    122043.66
1951     31    106930.08
1951     32     86842.11
1951     33     80442.55
1951     34     72395.28
1951     35     64576.63
1951     36     56209.07
1951     37     49126.67
1951     38     40683.57
1951     39     33491.38
1951     40     26086.67
1951     41     18925.71
1951     42     12774.92
1951     43      7683.69
1951     44      3980.33
1951     45      1620.53
1951     46       741.27
1951     47       352.51
1951     48       184.31
1951     49       132.94
1951     50        78.56
1951     51        26.18
1951     52        25.18
1951     53        30.21
1951     54        16.11
1951     55+       24.17
1952     12-        0.11
1952     13         1.58
1952     14        19.51
1952     15       150.44
1952     16       825.90
1952     17      3258.14
1952     18     10023.81
1952     19     24051.88
1952     20     47736.25
1952     21     78909.19
1952     22    107937.63
1952     23    141079.38
1952     24    153427.41
1952     25    161786.30
1952     26    162164.92
1952     27    150421.67
1952     28    139896.07
1952     29    127517.77
1952     30    115958.29
1952     31    103605.23
1952     32     89681.14
1952     33     71038.96
1952     34     64058.25
1952     35     56675.69
1952     36     49264.86
1952     37     41691.47
1952     38     34989.42
1952     39     27994.56
1952     40     21838.73
1952     41     15843.43
1952     42     10077.32
1952     43      6274.97
1952     44      3291.46
1952     45      1535.68
1952     46       565.41
1952     47       306.93
1952     48       164.57
1952     49        85.82
1952     50        69.67
1952     51        41.40
1952     52        32.31
1952     53        19.18
1952     54        12.11
1952     55+       26.25
1953     12-        0.20
1953     13         3.31
1953     14        28.82
1953     15       130.31
1953     16       670.74
1953     17      2789.02
1953     18      8184.20
1953     19     20312.03
1953     20     42947.39
1953     21     71084.01
1953     22    104834.02
1953     23    130897.82
1953     24    150855.29
1953     25    155019.11
1953     26    154127.15
1953     27    148790.54
1953     28    133832.29
1953     29    121158.99
1953     30    107903.85
1953     31     95307.33
1953     32     84613.91
1953     33     70600.16
1953     34     55061.07
1953     35     48663.81
1953     36     42092.81
1953     37     35727.87
1953     38     29060.91
1953     39     23365.70
1953     40     17512.91
1953     41     12969.27
1953     42      8354.93
1953     43      5022.45
1953     44      2653.66
1953     45      1210.15
1953     46       536.39
1953     47       247.48
1953     48       135.36
1953     49        78.79
1953     50        66.67
1953     51        39.39
1953     52        23.23
1953     53        21.21
1953     54        12.12
1953     55+       32.33
1954     12-        0.09
1954     13         1.21
1954     14        12.85
1954     15        99.04
1954     16       582.13
1954     17      2300.21
1954     18      7235.18
1954     19     17573.03
1954     20     37738.34
1954     21     67678.59
1954     22     97829.03
1954     23    131235.78
1954     24    144694.48
1954     25    154547.22
1954     26    148977.58
1954     27    142709.59
1954     28    131607.69
1954     29    116242.91
1954     30    102647.78
1954     31     89080.93
1954     32     77659.67
1954     33     67395.60
1954     34     55268.92
1954     35     42179.10
1954     36     36387.12
1954     37     30509.23
1954     38     25305.44
1954     39     19878.30
1954     40     15130.31
1954     41     10528.86
1954     42      6991.62
1954     43      4147.67
1954     44      2190.06
1954     45      1038.93
1954     46       470.96
1954     47       248.62
1954     48        86.91
1954     49        60.63
1954     50        37.39
1954     51        28.30
1954     52        13.13
1954     53        19.20
1954     54        10.11
1954     55+       22.23
1955     12-        0.06
1955     13         0.71
1955     14         7.32
1955     15        63.63
1955     16       442.43
1955     17      2140.44
1955     18      6402.12
1955     19     16417.44
1955     20     35000.59
1955     21     61879.82
1955     22     97388.50
1955     23    129197.11
1955     24    150306.56
1955     25    152441.95
1955     26    154948.05
1955     27    142068.04
1955     28    131131.49
1955     29    117754.50
1955     30    100846.14
1955     31     85802.44
1955     32     73843.66
1955     33     62700.04
1955     34     52748.36
1955     35     42508.79
1955     36     31768.21
1955     37     26639.85
1955     38     21607.43
1955     39     17031.60
1955     40     12851.73
1955     41      9136.52
1955     42      5988.99
1955     43      3554.60
1955     44      1857.60
1955     45       848.50
1955     46       415.16
1955     47       169.70
1955     48       104.04
1955     49        50.51
1955     50        44.44
1955     51        29.29
