Japan, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 10/03/2023
Year    Age        Exposure
1947     12       851211.00
1947     13       849325.97
1947     14       860090.80
1947     15       837764.63
1947     16       844959.88
1947     17       804458.27
1947     18       808266.12
1947     19       777923.69
1947     20       780138.37
1947     21       765194.25
1947     22       733550.82
1947     23       701081.85
1947     24       678981.40
1947     25       665491.84
1947     26       644637.54
1947     27       627513.02
1947     28       554363.07
1947     29       556383.83
1947     30       557374.24
1947     31       561368.77
1947     32       551962.70
1947     33       550527.29
1947     34       532909.51
1947     35       531676.90
1947     36       520009.88
1947     37       506186.43
1947     38       492814.83
1947     39       472291.43
1947     40       450966.65
1947     41       403376.29
1947     42       402260.16
1947     43       403651.02
1947     44       409506.57
1947     45       406314.54
1947     46       394724.53
1947     47       376533.59
1947     48       357298.33
1947     49       342858.82
1947     50       326706.40
1947     51       317790.11
1947     52       307524.49
1947     53       291861.41
1947     54       281967.46
1947     55       269169.43
1948     12       898616.60
1948     13       849397.18
1948     14       848252.50
1948     15       858120.08
1948     16       835073.90
1948     17       841626.39
1948     18       800015.97
1948     19       802683.65
1948     20       771731.88
1948     21       774714.64
1948     22       759951.73
1948     23       726481.83
1948     24       694259.21
1948     25       672893.95
1948     26       659140.89
1948     27       639007.16
1948     28       622997.33
1948     29       550040.22
1948     30       552129.22
1948     31       553786.40
1948     32       558427.81
1948     33       548476.64
1948     34       547122.13
1948     35       530146.49
1948     36       529936.22
1948     37       515745.03
1948     38       501119.48
1948     39       488978.46
1948     40       468097.45
1948     41       447868.94
1948     42       399513.83
1948     43       399240.65
1948     44       400339.25
1948     45       406058.65
1948     46       403106.27
1948     47       390973.28
1948     48       372200.40
1948     49       352407.00
1948     50       338882.74
1948     51       323494.46
1948     52       314743.99
1948     53       303758.51
1948     54       287865.73
1948     55       278051.22
1949     12       864845.82
1949     13       896879.22
1949     14       848172.35
1949     15       847300.22
1949     16       855988.36
1949     17       832137.92
1949     18       837525.27
1949     19       794513.38
1949     20       796002.90
1949     21       765716.65
1949     22       769846.58
1949     23       753763.04
1949     24       718511.78
1949     25       687172.88
1949     26       666044.85
1949     27       652399.36
1949     28       633654.25
1949     29       618472.53
1949     30       545841.95
1949     31       548424.26
1949     32       551214.32
1949     33       556008.39
1949     34       545553.42
1949     35       544719.42
1949     36       529254.73
1949     37       527784.74
1949     38       510403.72
1949     39       495977.03
1949     40       484625.03
1949     41       464298.44
1949     42       444242.66
1949     43       395966.91
1949     44       396222.48
1949     45       397008.41
1949     46       402853.01
1949     47       399652.96
1949     48       386400.13
1949     49       366501.78
1949     50       347102.42
1949     51       335312.30
1949     52       320994.65
1949     53       311707.24
1949     54       299905.78
1949     55       283865.27
1950     12       865583.85
1950     13       864434.14
1950     14       895265.61
1950     15       847122.20
1950     16       846122.62
1950     17       853845.38
1950     18       829254.10
1950     19       833563.04
1950     20       789435.69
1950     21       790104.44
1950     22       760691.87
1950     23       765674.35
1950     24       748193.05
1950     25       711952.17
1950     26       681244.66
1950     27       660225.84
1950     28       646740.32
1950     29       629217.91
1950     30       614686.54
1950     31       542200.97
1950     32       545270.10
1950     33       549086.03
1950     34       553745.83
1950     35       542846.37
1950     36       542596.97
1950     37       528471.98
1950     38       525498.92
1950     39       505601.04
1950     40       491526.76
1950     41       480697.03
1950     42       460923.63
1950     43       440681.75
1950     44       392936.77
1950     45       393359.26
1950     46       393863.34
1950     47       399898.85
1950     48       396194.79
1950     49       381945.05
1950     50       361112.33
1950     51       342206.81
1950     52       331893.90
1950     53       318419.41
1950     54       308601.73
1950     55       296164.59
1951     12       790540.22
1951     13       865488.52
1951     14       863295.49
1951     15       894072.45
1951     16       846508.81
1951     17       844685.77
1951     18       851946.55
1951     19       826741.34
1951     20       830244.64
1951     21       785732.53
1951     22       786428.30
1951     23       757524.83
1951     24       762231.95
1951     25       743843.94
1951     26       708224.46
1951     27       677874.99
1951     28       656582.51
1951     29       643508.77
1951     30       626714.70
1951     31       612002.71
1951     32       539775.01
1951     33       543130.77
1951     34       547198.52
1951     35       551322.06
1951     36       540514.54
1951     37       540576.68
1951     38       527125.63
1951     39       522520.97
1951     40       502323.63
1951     41       489177.37
1951     42       477669.85
1951     43       458191.71
1951     44       437726.09
1951     45       390883.74
1951     46       390907.86
1951     47       391340.72
1951     48       397248.86
1951     49       392858.83
1951     50       378298.16
1951     51       357193.60
1951     52       338783.97
1951     53       328979.15
1951     54       315884.09
1951     55       305554.49
1952     12       852593.93
1952     13       790542.30
1952     14       864756.20
1952     15       862453.02
1952     16       893411.14
1952     17       845706.31
1952     18       843442.45
1952     19       850333.00
1952     20       824601.79
1952     21       827803.73
1952     22       783552.24
1952     23       784231.84
1952     24       754926.40
1952     25       759389.77
1952     26       741557.60
1952     27       706429.96
1952     28       676064.87
1952     29       654747.40
1952     30       641806.86
1952     31       625071.76
1952     32       610306.84
1952     33       538185.70
1952     34       541322.83
1952     35       545285.72
1952     36       549244.69
1952     37       538410.01
1952     38       538386.86
1952     39       525010.55
1952     40       520541.30
1952     41       500850.35
1952     42       487449.83
1952     43       475276.86
1952     44       455761.32
1952     45       435822.37
1952     46       389176.63
1952     47       388921.14
1952     48       389193.49
1952     49       394649.31
1952     50       390121.59
1952     51       375598.80
1952     52       354487.58
1952     53       335903.34
1952     54       326247.06
1952     55       313381.81
1953     12       928458.50
1953     13       852895.79
1953     14       790579.77
1953     15       864120.94
1953     16       861597.11
1953     17       892784.10
1953     18       844890.93
1953     19       842223.33
1953     20       848854.32
1953     21       822538.26
1953     22       825578.74
1953     23       781540.02
1953     24       782298.96
1953     25       752731.77
1953     26       756883.35
1953     27       739675.75
1953     28       705071.72
1953     29       674573.56
1953     30       653200.92
1953     31       640503.19
1953     32       623660.38
1953     33       608921.91
1953     34       536766.21
1953     35       539780.43
1953     36       543567.84
1953     37       547399.05
1953     38       536498.67
1953     39       536370.24
1953     40       523017.02
1953     41       518800.72
1953     42       499530.08
1953     43       485821.06
1953     44       473019.94
1953     45       453457.57
1953     46       433873.24
1953     47       387489.14
1953     48       386953.05
1953     49       386974.75
1953     50       392135.46
1953     51       387280.55
1953     52       372774.03
1953     53       351685.68
1953     54       332955.00
1953     55       323444.31
1954     12       984772.93
1954     13       928678.51
1954     14       853180.00
1954     15       790672.91
1954     16       863478.87
1954     17       860669.25
1954     18       892071.53
1954     19       843992.15
1954     20       840955.27
1954     21       847303.11
1954     22       820548.03
1954     23       823429.76
1954     24       779554.10
1954     25       780528.72
1954     26       750699.16
1954     27       754530.70
1954     28       737968.16
1954     29       703801.22
1954     30       673248.82
1954     31       651898.93
1954     32       639244.39
1954     33       622440.19
1954     34       607597.21
1954     35       535513.32
1954     36       538336.11
1954     37       542015.21
1954     38       545624.47
1954     39       534631.84
1954     40       534461.11
1954     41       521176.84
1954     42       517230.25
1954     43       498233.16
1954     44       484245.80
1954     45       470762.44
1954     46       451115.70
1954     47       431933.14
1954     48       385737.03
1954     49       384894.52
1954     50       384737.09
1954     51       389458.06
1954     52       384389.12
1954     53       369906.02
1954     54       348866.65
1954     55       329953.99
1955     12       942800.81
1955     13       985016.20
1955     14       928542.36
1955     15       853130.67
1955     16       790348.64
1955     17       862399.46
1955     18       859375.17
1955     19       890801.04
1955     20       842575.80
1955     21       839297.03
1955     22       845448.58
1955     23       818405.15
1955     24       821165.61
1955     25       777613.50
1955     26       778807.38
1955     27       748626.51
1955     28       752387.02
1955     29       736340.07
1955     30       702635.47
1955     31       671969.74
1955     32       650582.64
1955     33       638061.56
1955     34       621218.79
1955     35       606342.24
1955     36       534197.48
1955     37       536889.19
1955     38       540368.29
1955     39       543870.69
1955     40       532868.75
1955     41       532564.81
1955     42       519389.30
1955     43       515616.15
1955     44       496778.12
1955     45       482536.90
1955     46       468535.07
1955     47       448790.04
1955     48       429903.41
1955     49       383795.43
1955     50       382700.12
