Portugal, Female population exposure by calendar year, age and birth cohort (Lexis triangles)
Last modified: 05/09/2022
Year   Age   Cohort      Exposure
1940    48    1892       22638.74
1940    48    1891       17938.38
1940    49    1891       17840.65
1940    49    1890       26817.11
1940    50    1890       26708.90
1940    50    1889       15059.52
1940    51    1889       14949.65
1940    51    1888       19735.35
1940    52    1888       19630.16
1940    52    1887       17886.39
1940    53    1887       17771.17
1940    53    1886       17533.90
1940    54    1886       17423.46
1940    54    1885       18880.71
1940    55    1885       18756.81
1940    55    1884       17819.41
1941    12    1929       37796.87
1941    12    1928       41460.28
1941    13    1928       41302.42
1941    13    1927       38551.58
1941    14    1927       38508.82
1941    14    1926       39672.05
1941    15    1926       39556.19
1941    15    1925       38364.96
1941    16    1925       39794.08
1941    16    1924       38529.12
1941    17    1924       40391.04
1941    17    1923       36633.49
1941    18    1923       38344.31
1941    18    1922       38463.19
1941    19    1922       39638.77
1941    19    1921       32446.62
1941    20    1921       33104.16
1941    20    1920       36237.12
1941    21    1920       38370.01
1941    21    1919       27645.82
1941    22    1919       26449.35
1941    22    1918       29080.75
1941    23    1918       31413.53
1941    23    1917       31490.76
1941    24    1917       31101.28
1941    24    1916       31655.42
1941    25    1916       31250.70
1941    25    1915       33370.61
1941    26    1915       32929.36
1941    26    1914       31767.24
1941    27    1914       31572.22
1941    27    1913       31248.69
1941    28    1913       31052.57
1941    28    1912       33231.84
1941    29    1912       33092.28
1941    29    1911       26700.34
1941    30    1911       26877.18
1941    30    1910       36631.77
1941    31    1910       35599.45
1941    31    1909       24113.14
1941    32    1909       24701.20
1941    32    1908       28605.08
1941    33    1908       30061.12
1941    33    1907       28185.52
1941    34    1907       28836.66
1941    34    1906       26044.48
1941    35    1906       26949.10
1941    35    1905       29265.38
1941    36    1905       29983.43
1941    36    1904       26799.45
1941    37    1904       28203.73
1941    37    1903       24904.19
1941    38    1903       26095.15
1941    38    1902       27047.04
1941    39    1902       27888.57
1941    39    1901       22279.67
1941    40    1901       23456.75
1941    40    1900       31224.67
1941    41    1900       31018.76
1941    41    1899       18023.74
1941    42    1899       18068.95
1941    42    1898       23316.68
1941    43    1898       23200.76
1941    43    1897       21012.22
1941    44    1897       20930.45
1941    44    1896       20682.39
1941    45    1896       20585.74
1941    45    1895       23124.15
1941    46    1895       22870.65
1941    46    1894       19916.22
1941    47    1894       19956.28
1941    47    1893       19075.59
1941    48    1893       19011.68
1941    48    1892       22582.28
1941    49    1892       22342.41
1941    49    1891       17794.26
1941    50    1891       17658.71
1941    50    1890       26647.59
1941    51    1890       26375.24
1941    51    1889       14900.98
1941    52    1889       14803.93
1941    52    1888       19565.72
1941    53    1888       19362.80
1941    53    1887       17711.02
1941    54    1887       17618.47
1941    54    1886       17362.42
1941    55    1886       17265.93
1941    55    1885       18684.26
1942    12    1930       41915.26
1942    12    1929       36185.92
1942    13    1929       37699.77
1942    13    1928       41270.92
1942    14    1928       41105.75
1942    14    1927       38472.70
1942    15    1927       38417.08
1942    15    1926       39514.48
1942    16    1926       39379.18
1942    16    1925       38225.73
1942    17    1925       39615.48
1942    17    1924       38242.54
1942    18    1924       40061.50
1942    18    1923       36398.13
1942    19    1923       38078.43
1942    19    1922       37994.72
1942    20    1922       39132.08
1942    20    1921       32140.05
1942    21    1921       32785.77
1942    21    1920       35950.06
1942    22    1920       38061.69
1942    22    1919       27207.75
1942    23    1919       26024.72
1942    23    1918       28677.74
1942    24    1918       30979.85
1942    24    1917       31053.22
1942    25    1917       30656.03
1942    25    1916       31203.35
1942    26    1916       30793.29
1942    26    1915       32879.83
1942    27    1915       32441.39
1942    27    1914       31524.09
1942    28    1914       31326.48
1942    28    1913       31002.03
1942    29    1913       30801.20
1942    29    1912       33046.27
1942    30    1912       32904.78
1942    30    1911       26825.47
1942    31    1911       27006.28
1942    31    1910       36317.63
1942    32    1910       35294.88
1942    32    1909       24003.60
1942    33    1909       24576.95
1942    33    1908       28546.97
1942    34    1908       29996.98
1942    34    1907       27955.50
1942    35    1907       28600.27
1942    35    1906       26015.74
1942    36    1906       26919.02
1942    36    1905       28942.10
1942    37    1905       29649.91
1942    37    1904       26512.64
1942    38    1904       27893.15
1942    38    1903       24771.51
1942    39    1903       25965.31
1942    39    1902       26924.13
1942    40    1902       27773.98
1942    40    1901       22216.99
1942    41    1901       23409.81
1942    41    1900       30976.63
1942    42    1900       30773.34
1942    42    1899       18015.83
1942    43    1899       18062.12
1942    43    1898       23160.27
1942    44    1898       23054.60
1942    44    1897       20883.52
1942    45    1897       20799.15
1942    45    1896       20537.32
1942    46    1896       20448.89
1942    46    1895       22823.43
1942    47    1895       22584.32
1942    47    1894       19915.81
1942    48    1894       19946.60
1942    48    1893       18950.82
1942    49    1893       18884.92
1942    49    1892       22297.22
1942    50    1892       22051.42
1942    50    1891       17593.51
1942    51    1891       17445.66
1942    51    1890       26327.04
1942    52    1890       26049.12
1942    52    1889       14733.70
1942    53    1889       14628.39
1942    53    1888       19302.88
1942    54    1888       19106.89
1942    54    1887       17549.81
1942    55    1887       17445.62
1942    55    1886       17192.64
1943    12    1931       39968.64
1943    12    1930       40016.13
1943    13    1930       41768.89
1943    13    1929       36092.96
1943    14    1929       37599.64
1943    14    1928       41068.85
1943    15    1928       40896.75
1943    15    1927       38376.45
1943    16    1927       38322.43
1943    16    1926       39333.62
1943    17    1926       39204.88
1943    17    1925       38054.16
1943    18    1925       39429.51
1943    18    1924       37930.53
1943    19    1924       39717.02
1943    19    1923       36145.74
1943    20    1923       37807.69
1943    20    1922       37509.04
1943    21    1922       38636.66
1943    21    1921       31830.95
1943    22    1921       32469.91
1943    22    1920       35661.18
1943    23    1920       37752.45
1943    23    1919       26770.96
1943    24    1919       25598.70
1943    24    1918       28281.82
1943    25    1918       30548.12
1943    25    1917       30609.47
1943    26    1917       30225.16
1943    26    1916       30748.19
1943    27    1916       30340.67
1943    27    1915       32392.07
1943    28    1915       31953.75
1943    28    1914       31276.69
1943    29    1914       31091.30
1943    29    1913       30756.39
1943    30    1913       30567.79
1943    30    1912       32858.08
1943    31    1912       32722.98
1943    31    1911       26960.67
1943    32    1911       27140.41
1943    32    1910       36006.90
1943    33    1910       34989.37
1943    33    1909       23882.87
1943    34    1909       24467.80
1943    34    1908       28486.06
1943    35    1908       29931.69
1943    35    1907       27726.33
1943    36    1907       28352.55
1943    36    1906       25986.71
1943    37    1906       26890.21
1943    37    1905       28620.17
1943    38    1905       29316.75
1943    38    1904       26220.69
1943    39    1904       27587.96
1943    39    1903       24648.26
1943    40    1903       25834.32
1943    40    1902       26813.52
1943    41    1902       27671.29
1943    41    1901       22172.54
1943    42    1901       23381.49
1943    42    1900       30724.29
1943    43    1900       30527.71
1943    43    1899       18019.96
1943    44    1899       18071.51
1943    44    1898       23010.18
1943    45    1898       22898.32
1943    45    1897       20751.60
1943    46    1897       20669.27
1943    46    1896       20406.10
1943    47    1896       20324.72
1943    47    1895       22541.89
1943    48    1895       22297.83
1943    48    1894       19893.73
1943    49    1894       19932.43
1943    49    1893       18840.92
1943    50    1893       18775.91
1943    50    1892       21985.97
1943    51    1892       21746.17
1943    51    1891       17399.13
1943    52    1891       17257.02
1943    52    1890       25980.87
1943    53    1890       25690.76
1943    53    1889       14568.77
1943    54    1889       14469.81
1943    54    1888       19042.50
1943    55    1888       18846.05
1943    55    1887       17375.25
1944    12    1932       43264.28
1944    12    1931       37253.88
1944    13    1931       39982.30
1944    13    1930       39876.40
1944    14    1930       41635.76
1944    14    1929       35997.10
1944    15    1929       37507.85
1944    15    1928       40857.86
1944    16    1928       40682.64
1944    16    1927       38283.12
1944    17    1927       38228.33
1944    17    1926       39160.77
1944    18    1926       39031.20
1944    18    1925       37875.53
1944    19    1925       39258.09
1944    19    1924       37604.39
1944    20    1924       39397.88
1944    20    1923       35888.75
1944    21    1923       37550.32
1944    21    1922       37034.17
1944    22    1922       38139.98
1944    22    1921       31524.27
1944    23    1921       32157.39
1944    23    1920       35371.45
1944    24    1920       37452.49
1944    24    1919       26332.71
1944    25    1919       25178.53
1944    25    1918       27887.69
1944    26    1918       30123.59
1944    26    1917       30181.02
1944    27    1917       29795.87
1944    27    1916       30293.96
1944    28    1916       29883.06
1944    28    1915       31904.53
1944    29    1915       31472.91
1944    29    1914       31051.02
1944    30    1914       30870.23
1944    30    1913       30521.58
1944    31    1913       30334.22
1944    31    1912       32681.76
1944    32    1912       32551.01
1944    32    1911       27090.70
1944    33    1911       27266.31
1944    33    1910       35695.24
1944    34    1910       34689.44
1944    34    1909       23776.80
1944    35    1909       24372.79
1944    35    1908       28424.05
1944    36    1908       29887.70
1944    36    1907       27486.19
1944    37    1907       28131.16
1944    37    1906       25958.89
1944    38    1906       26870.40
1944    38    1905       28298.57
1944    39    1905       28994.66
1944    39    1904       25933.79
1944    40    1904       27289.90
1944    40    1903       24523.91
1944    41    1903       25714.38
1944    41    1902       26714.37
1944    42    1902       27570.46
1944    42    1901       22145.71
1944    43    1901       23326.49
1944    43    1900       30479.77
1944    44    1900       30271.76
1944    44    1899       18025.07
1944    45    1899       18066.31
1944    45    1898       22849.99
1944    46    1898       22741.21
1944    46    1897       20628.59
1944    47    1897       20557.24
1944    47    1896       20284.12
1944    48    1896       20201.45
1944    48    1895       22250.07
1944    49    1895       22005.48
1944    49    1894       19888.92
1944    50    1894       19913.14
1944    50    1893       18714.04
1944    51    1893       18648.93
1944    51    1892       21702.40
1944    52    1892       21476.74
1944    52    1891       17197.87
1944    53    1891       17062.80
1944    53    1890       25633.95
1944    54    1890       25363.46
1944    54    1889       14411.80
1944    55    1889       14311.46
1944    55    1888       18779.15
1945    12    1933       42689.19
1945    12    1932       40607.46
1945    13    1932       43504.22
1945    13    1931       37266.60
1945    14    1931       39982.80
1945    14    1930       39749.31
1945    15    1930       41493.59
1945    15    1929       35909.21
1945    16    1929       37415.48
1945    16    1928       40643.22
1945    17    1928       40465.01
1945    17    1927       38187.61
1945    18    1927       38123.00
1945    18    1926       38982.65
1945    19    1926       38848.01
1945    19    1925       37710.86
1945    20    1925       39081.75
1945    20    1924       37302.21
1945    21    1924       39072.06
1945    21    1923       35644.43
1945    22    1923       37287.82
1945    22    1922       36558.10
1945    23    1922       37636.03
1945    23    1921       31220.87
1945    24    1921       31849.19
1945    24    1920       35090.41
1945    25    1920       37161.39
1945    25    1919       25900.50
1945    26    1919       24769.60
1945    26    1918       27500.13
1945    27    1918       29717.42
1945    27    1917       29753.97
1945    28    1917       29377.10
1945    28    1916       29836.61
1945    29    1916       29435.43
1945    29    1915       31431.79
1945    30    1915       31000.77
1945    30    1914       30824.37
1945    31    1914       30645.47
1945    31    1913       30295.47
1945    32    1913       30104.08
1945    32    1912       32501.58
1945    33    1912       32358.24
1945    33    1911       27216.62
1945    34    1911       27397.14
1945    34    1910       35389.25
1945    35    1910       34395.28
1945    35    1909       23684.46
1945    36    1909       24281.84
1945    36    1908       28382.29
1945    37    1908       29845.81
1945    37    1907       27271.56
1945    38    1907       27903.78
1945    38    1906       25939.77
1945    39    1906       26855.54
1945    39    1905       27987.67
1945    40    1905       28666.84
1945    40    1904       25653.61
1945    41    1904       26995.34
1945    41    1903       24410.06
1945    42    1903       25589.74
1945    42    1902       26617.03
1945    43    1902       27454.17
1945    43    1901       22093.61
1945    44    1901       23294.33
1945    44    1900       30224.95
1945    45    1900       30023.67
1945    45    1899       18016.99
1945    46    1899       18063.85
1945    46    1898       22700.42
1945    47    1898       22596.98
1945    47    1897       20516.92
1945    48    1897       20437.08
1945    48    1896       20155.46
1945    49    1896       20061.05
1945    49    1895       21956.92
1945    50    1895       21696.19
1945    50    1894       19854.65
1945    51    1894       19880.41
1945    51    1893       18604.49
1945    52    1893       18538.46
1945    52    1892       21421.56
1945    53    1892       21172.29
1945    53    1891       17006.73
1945    54    1891       16859.38
1945    54    1890       25306.50
1945    55    1890       25013.89
1945    55    1889       14240.95
1946    12    1934       41874.37
1946    12    1933       39979.84
1946    13    1933       42609.80
1946    13    1932       40832.66
1946    14    1932       43739.69
1946    14    1931       37267.08
1946    15    1931       39987.20
1946    15    1930       39613.58
1946    16    1930       41342.42
1946    16    1929       35820.79
1946    17    1929       37300.30
1946    17    1928       40421.34
1946    18    1928       40238.35
1946    18    1927       38079.20
1946    19    1927       38014.02
1946    19    1926       38800.02
1946    20    1926       38656.20
1946    20    1925       37541.47
1946    21    1925       38897.86
1946    21    1924       36993.73
1946    22    1924       38747.63
1946    22    1923       35395.25
1946    23    1923       37027.82
1946    23    1922       36075.04
1946    24    1922       37138.00
1946    24    1921       30921.63
1946    25    1921       31538.63
1946    25    1920       34817.67
1946    26    1920       36866.54
1946    26    1919       25479.85
1946    27    1919       24358.56
1946    27    1918       27129.33
1946    28    1918       29300.73
1946    28    1917       29333.77
1946    29    1917       28958.35
1946    29    1916       29396.06
1946    30    1916       28998.29
1946    30    1915       30954.33
1946    31    1915       30529.60
1946    31    1914       30608.97
1946    32    1914       30437.87
1946    32    1913       30057.45
1946    33    1913       29871.18
1946    33    1912       32313.81
1946    34    1912       32183.43
1946    34    1911       27351.47
1946    35    1911       27541.11
1946    35    1910       35089.15
1946    36    1910       34095.19
1946    36    1909       23596.09
1946    37    1909       24173.52
1946    37    1908       28342.50
1946    38    1908       29783.27
1946    38    1907       27051.13
1946    39    1907       27673.86
1946    39    1906       25925.42
1946    40    1906       26853.12
1946    40    1905       27671.24
1946    41    1905       28360.06
1946    41    1904       25376.70
1946    42    1904       26701.01
1946    42    1903       24291.75
1946    43    1903       25460.29
1946    43    1902       26504.77
1946    44    1902       27344.56
1946    44    1901       22063.15
1946    45    1901       23242.58
1946    45    1900       29974.19
1946    46    1900       29773.46
1946    46    1899       18020.27
1946    47    1899       18072.71
1946    47    1898       22555.66
1946    48    1898       22442.11
1946    48    1897       20387.71
1946    49    1897       20299.94
1946    49    1896       20014.32
1946    50    1896       19917.21
1946    50    1895       21638.71
1946    51    1895       21390.21
1946    51    1894       19838.40
1946    52    1894       19873.08
1946    52    1893       18480.21
1946    53    1893       18403.15
1946    53    1892       21113.74
1946    54    1892       20861.74
1946    54    1891       16799.21
1946    55    1891       16635.01
1946    55    1890       24941.03
1947    12    1935       41498.05
1947    12    1934       39739.71
1947    13    1934       41807.87
1947    13    1933       39905.49
1947    14    1933       42524.31
1947    14    1932       41053.67
1947    15    1932       43975.79
1947    15    1931       37271.18
1947    16    1931       39989.50
1947    16    1930       39469.26
1947    17    1930       41194.48
1947    17    1929       35710.51
1947    18    1929       37190.85
1947    18    1928       40194.21
1947    19    1928       40010.96
1947    19    1927       37970.43
1947    20    1927       37905.25
1947    20    1926       38604.33
1947    21    1926       38466.66
1947    21    1925       37364.84
1947    22    1925       38712.75
1947    22    1924       36686.56
1947    23    1924       38409.70
1947    23    1923       35148.45
1947    24    1923       36767.78
1947    24    1922       35597.68
1947    25    1922       36645.41
1947    25    1921       30620.13
1947    26    1921       31234.64
1947    26    1920       34541.41
1947    27    1920       36575.18
1947    27    1919       25057.01
1947    28    1919       23951.34
1947    28    1918       26748.93
1947    29    1918       28904.78
1947    29    1917       28924.22
1947    30    1917       28555.32
1947    30    1916       28954.54
1947    31    1916       28566.26
1947    31    1915       30495.89
1947    32    1915       30088.17
1947    32    1914       30401.13
1947    33    1914       30232.85
1947    33    1913       29828.97
1947    34    1913       29645.00
1947    34    1912       32142.07
1947    35    1912       32013.98
1947    35    1911       27497.75
1947    36    1911       27684.13
1947    36    1910       34783.02
1947    37    1910       33803.38
1947    37    1909       23490.82
1947    38    1909       24079.43
1947    38    1908       28283.12
1947    39    1908       29742.66
1947    39    1907       26828.23
1947    40    1907       27455.73
1947    40    1906       25923.08
1947    41    1906       26858.56
1947    41    1905       27375.12
1947    42    1905       28064.62
1947    42    1904       25100.03
1947    43    1904       26414.97
1947    43    1903       24168.85
1947    44    1903       25351.49
1947    44    1902       26398.95
1947    45    1902       27241.09
1947    45    1901       22014.14
1947    46    1901       23201.61
1947    46    1900       29729.24
1947    47    1900       29530.78
1947    47    1899       18027.86
1947    48    1899       18071.27
1947    48    1898       22392.47
1947    49    1898       22279.94
1947    49    1897       20255.97
1947    50    1897       20169.91
1947    50    1896       19864.51
1947    51    1896       19776.39
1947    51    1895       21350.07
1947    52    1895       21106.17
1947    52    1894       19820.03
1947    53    1894       19843.74
1947    53    1893       18345.69
1947    54    1893       18277.62
1947    54    1892       20805.81
1947    55    1892       20558.28
1947    55    1891       16566.12
1948    12    1936       42196.26
1948    12    1935       39722.70
1948    13    1935       41302.32
1948    13    1934       39676.61
1948    14    1934       41744.44
1948    14    1933       39825.43
1948    15    1933       42436.94
1948    15    1932       41275.27
1948    16    1932       44207.68
1948    16    1931       37273.31
1948    17    1931       39981.53
1948    17    1930       39328.01
1948    18    1930       41030.05
1948    18    1929       35605.72
1948    19    1929       37076.67
1948    19    1928       39969.73
1948    20    1928       39794.16
1948    20    1927       37863.08
1948    21    1927       37808.56
1948    21    1926       38421.30
1948    22    1926       38291.97
1948    22    1925       37187.01
1948    23    1925       38551.35
1948    23    1924       36366.61
1948    24    1924       38102.41
1948    24    1923       34901.61
1948    25    1923       36532.00
1948    25    1922       35125.51
1948    26    1922       36179.25
1948    26    1921       30324.98
1948    27    1921       30948.57
1948    27    1920       34268.43
1948    28    1920       36301.95
1948    28    1919       24638.13
1948    29    1919       23560.37
1948    29    1918       26387.48
1948    30    1918       28514.81
1948    30    1917       28517.58
1948    31    1917       28158.56
1948    31    1916       28536.07
1948    32    1916       28157.19
1948    32    1915       30053.64
1948    33    1915       29639.04
1948    33    1914       30194.81
1948    34    1914       30025.15
1948    34    1913       29604.51
1948    35    1913       29429.12
1948    35    1912       31976.21
1948    36    1912       31855.46
1948    36    1911       27639.40
1948    37    1911       27836.44
1948    37    1910       34485.32
1948    38    1910       33508.56
1948    38    1909       23399.39
1948    39    1909       23976.14
1948    39    1908       28244.55
1948    40    1908       29695.79
1948    40    1907       26616.78
1948    41    1907       27235.47
1948    41    1906       25928.33
1948    42    1906       26857.28
1948    42    1905       27089.93
1948    43    1905       27755.18
1948    43    1904       24831.14
1948    44    1904       26131.27
1948    44    1903       24065.58
1948    45    1903       25235.97
1948    45    1902       26299.05
1948    46    1902       27141.91
1948    46    1901       21975.33
1948    47    1901       23166.43
1948    47    1900       29484.51
1948    48    1900       29282.76
1948    48    1899       18022.20
1948    49    1899       18067.53
1948    49    1898       22236.15
1948    50    1898       22114.49
1948    50    1897       20115.70
1948    51    1897       20017.24
1948    51    1896       19732.34
1948    52    1896       19636.63
1948    52    1895       21055.24
1948    53    1895       20797.89
1948    53    1894       19789.33
1948    54    1894       19806.16
1948    54    1893       18222.25
1948    55    1893       18142.39
1948    55    1892       20496.21
1949    12    1937       40589.06
1949    12    1936       39485.16
1949    13    1936       42132.79
1949    13    1935       39535.36
1949    14    1935       41094.36
1949    14    1934       39616.41
1949    15    1934       41678.80
1949    15    1933       39743.60
1949    16    1933       42346.18
1949    16    1932       41492.91
1949    17    1932       44433.25
1949    17    1931       37265.89
1949    18    1931       39979.73
1949    18    1930       39171.04
1949    19    1930       40877.56
1949    19    1929       35496.41
1949    20    1929       36964.54
1949    20    1928       39754.46
1949    21    1928       39575.26
1949    21    1927       37767.70
1949    22    1927       37711.27
1949    22    1926       38248.19
1949    23    1926       38122.78
1949    23    1925       37031.98
1949    24    1925       38385.00
1949    24    1924       36075.66
1949    25    1924       37783.99
1949    25    1923       34677.80
1949    26    1923       36291.50
1949    26    1922       34678.69
1949    27    1922       35710.26
1949    27    1921       30047.25
1949    28    1921       30666.19
1949    28    1920       34012.44
1949    29    1920       36040.34
1949    29    1919       24235.93
1949    30    1919       23170.38
1949    30    1918       26031.46
1949    31    1918       28122.44
1949    31    1917       28127.94
1949    32    1917       27769.36
1949    32    1916       28124.39
1949    33    1916       27745.59
1949    33    1915       29603.74
1949    34    1915       29196.03
1949    34    1914       29990.56
1949    35    1914       29821.62
1949    35    1913       29389.30
1949    36    1913       29209.01
1949    36    1912       31818.11
1949    37    1912       31696.09
1949    37    1911       27795.74
1949    38    1911       27988.71
1949    38    1910       34184.54
1949    39    1910       33225.11
1949    39    1909       23299.02
1949    40    1909       23879.82
1949    40    1908       28200.03
1949    41    1908       29663.19
1949    41    1907       26403.25
1949    42    1907       27026.81
1949    42    1906       25927.10
1949    43    1906       26854.38
1949    43    1905       26791.24
1949    44    1905       27453.56
1949    44    1904       24564.44
1949    45    1904       25820.99
1949    45    1903       23955.92
1949    46    1903       25096.97
1949    46    1902       26203.29
1949    47    1902       27031.36
1949    47    1901       21942.01
1949    48    1901       23106.30
1949    48    1900       29231.24
1949    49    1900       29025.02
1949    49    1899       18022.38
1949    50    1899       18055.47
1949    50    1898       22055.29
1949    51    1898       21928.26
1949    51    1897       19970.10
1949    52    1897       19878.48
1949    52    1896       19584.90
1949    53    1896       19480.16
1949    53    1895       20743.40
1949    54    1895       20483.46
1949    54    1894       19750.52
1949    55    1894       19769.22
1949    55    1893       18083.27
1950    12    1938       41477.21
1950    12    1937       38624.17
1950    13    1937       40314.25
1950    13    1936       39425.76
1950    14    1936       42075.93
1950    14    1935       39336.29
1950    15    1935       40897.34
1950    15    1934       39554.12
1950    16    1934       41590.59
1950    16    1933       39658.61
1950    17    1933       42234.21
1950    17    1932       41704.63
1950    18    1932       44612.76
1950    18    1931       37264.21
1950    19    1931       39942.75
1950    19    1930       39025.46
1950    20    1930       40710.19
1950    20    1929       35389.07
1950    21    1929       36846.15
1950    21    1928       39537.04
1950    22    1928       39348.53
1950    22    1927       37673.17
1950    23    1927       37600.96
1950    23    1926       38080.74
1950    24    1926       37941.27
1950    24    1925       36872.19
1950    25    1925       38223.29
1950    25    1924       35774.18
1950    26    1924       37486.87
1950    26    1923       34449.50
1950    27    1923       36052.00
1950    27    1922       34229.14
1950    28    1922       35253.81
1950    28    1921       29773.08
1950    29    1921       30403.44
1950    29    1920       33767.32
1950    30    1920       35783.72
1950    30    1919       23834.77
1950    31    1919       22796.96
1950    31    1918       25673.26
1950    32    1918       27752.14
1950    32    1917       27739.59
1950    33    1917       27390.58
1950    33    1916       27713.88
1950    34    1916       27351.22
1950    34    1915       29166.65
1950    35    1915       28777.46
1950    35    1914       29785.24
1950    36    1914       29614.91
1950    36    1913       29172.42
1950    37    1913       28999.68
1950    37    1912       31660.87
1950    38    1912       31536.17
1950    38    1911       27946.82
1950    39    1911       28128.03
1950    39    1910       33895.39
1950    40    1910       32951.16
1950    40    1909       23205.41
1950    41    1909       23799.78
1950    41    1908       28169.08
1950    42    1908       29615.34
1950    42    1907       26200.95
1950    43    1907       26812.78
1950    43    1906       25924.31
1950    44    1906       26851.15
1950    44    1905       26500.09
1950    45    1905       27149.13
1950    45    1904       24272.77
1950    46    1904       25543.12
1950    46    1903       23823.97
1950    47    1903       24994.52
1950    47    1902       26096.58
1950    48    1902       26918.05
1950    48    1901       21885.06
1950    49    1901       23047.65
1950    49    1900       28978.18
1950    50    1900       28771.46
1950    50    1899       17998.42
1950    51    1899       18033.97
1950    51    1898       21885.22
1950    52    1898       21769.37
1950    52    1897       19827.95
1950    53    1897       19736.66
1950    53    1896       19429.17
1950    54    1896       19329.38
1950    54    1895       20430.24
1950    55    1895       20175.95
1950    55    1894       19714.69
1951    12    1939       38862.09
1951    12    1938       40527.94
1951    13    1938       41078.29
1951    13    1937       38362.68
1951    14    1937       40007.06
1951    14    1936       39372.55
1951    15    1936       41667.23
1951    15    1935       39147.69
1951    16    1935       40531.34
1951    16    1934       39470.39
1951    17    1934       40974.94
1951    17    1933       39553.74
1951    18    1933       41613.05
1951    18    1932       41873.13
1951    19    1932       43802.69
1951    19    1931       37229.74
1951    20    1931       39251.96
1951    20    1930       38865.67
1951    21    1930       40287.70
1951    21    1929       35275.71
1951    22    1929       36334.52
1951    22    1928       39310.19
1951    23    1928       38699.15
1951    23    1927       37564.18
1951    24    1927       37057.50
1951    24    1926       37906.12
1951    25    1926       37369.27
1951    25    1925       36716.84
1951    26    1925       37730.24
1951    26    1924       35492.85
1951    27    1924       36984.75
1951    27    1923       34222.16
1951    28    1923       35476.69
1951    28    1922       33791.63
1951    29    1922       34810.02
1951    29    1921       29518.00
1951    30    1921       30176.29
1951    30    1920       33526.89
1951    31    1920       35536.68
1951    31    1919       23450.64
1951    32    1919       22653.60
1951    32    1918       25335.21
1951    33    1918       27553.75
1951    33    1917       27360.59
1951    34    1917       27153.15
1951    34    1916       27325.56
1951    35    1916       27172.87
1951    35    1915       28746.25
1951    36    1915       28592.15
1951    36    1914       29580.95
1951    37    1914       29247.27
1951    37    1913       28966.20
1951    38    1913       28715.60
1951    38    1912       31499.04
1951    39    1912       31202.17
1951    39    1911       28091.82
1951    40    1911       27884.91
1951    40    1910       33615.90
1951    41    1910       32736.10
1951    41    1909       23127.64
1951    42    1909       23768.02
1951    42    1908       28123.63
1951    43    1908       29252.01
1951    43    1907       25993.46
1951    44    1907       26642.14
1951    44    1906       25921.19
1951    45    1906       26657.55
1951    45    1905       26206.23
1951    46    1905       26941.88
1951    46    1904       24011.57
1951    47    1904       25430.34
1951    47    1903       23726.71
1951    48    1903       24823.40
1951    48    1902       25987.18
1951    49    1902       26511.05
1951    49    1901       21829.51
1951    50    1901       22781.77
1951    50    1900       28718.64
1951    51    1900       28556.99
1951    51    1899       17990.80
1951    52    1899       17835.14
1951    52    1898       21718.17
1951    53    1898       21421.35
1951    53    1897       19686.40
1951    54    1897       19534.72
1951    54    1896       19277.11
1951    55    1896       19147.72
1951    55    1895       20118.72
1952    12    1940       38135.35
1952    12    1939       36433.95
1952    13    1939       38736.48
1952    13    1938       40138.15
1952    14    1938       40693.09
1952    14    1937       38070.36
1952    15    1937       39705.22
1952    15    1936       38990.12
1952    16    1936       41257.99
1952    16    1935       38797.35
1952    17    1935       40175.07
