Netherlands, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 25/05/2021
Year    Age        Total
1950     12-        0.03
1950     13         0.55
1950     14         6.43
1950     15        35.00
1950     16       174.00
1950     17       635.00
1950     18      1458.00
1950     19      2660.00
1950     20      3836.00
1950     21      5541.00
1950     22      7345.00
1950     23      9146.00
1950     24     11308.00
1950     25     12771.00
1950     26     14464.00
1950     27     15197.00
1950     28     15321.00
1950     29     15116.00
1950     30     14127.00
1950     31     11705.00
1950     32     11194.00
1950     33     11002.00
1950     34     10049.00
1950     35      9860.00
1950     36      9094.00
1950     37      8186.00
1950     38      6898.00
1950     39      5890.00
1950     40      5023.00
1950     41      4031.00
1950     42      3023.00
1950     43      2070.00
1950     44      1315.00
1950     45       713.00
1950     46       333.00
1950     47       128.00
1950     48        44.00
1950     49        13.00
1950     50         3.20
1950     51         1.56
1950     52         0.78
1950     53         0.36
1950     54         0.11
1950     55+        0.00
1951     12-        0.03
1951     13         0.70
1951     14         8.28
1951     15        43.00
1951     16       163.00
1951     17       636.00
1951     18      1597.00
1951     19      2812.00
1951     20      4306.00
1951     21      5702.00
1951     22      7674.00
1951     23      9629.00
1951     24     11185.00
1951     25     12737.00
1951     26     14110.00
1951     27     15052.00
1951     28     15097.00
1951     29     14849.00
1951     30     14356.00
1951     31     13435.00
1951     32     10543.00
1951     33     10252.00
1951     34      9695.00
1951     35      9123.00
1951     36      8710.00
1951     37      7851.00
1951     38      7033.00
1951     39      5830.00
1951     40      4793.00
1951     41      3808.00
1951     42      2867.00
1951     43      2040.00
1951     44      1238.00
1951     45       668.00
1951     46       336.00
1951     47       137.00
1951     48        61.00
1951     49        18.00
1951     50         6.62
1951     51         3.19
1951     52         1.43
1951     53         0.60
1951     54         0.17
1951     55+        0.00
1952     12-        0.04
1952     13         0.86
1952     14         8.10
1952     15        27.00
1952     16       180.00
1952     17       640.00
1952     18      1644.00
1952     19      2969.00
1952     20      4387.00
1952     21      6044.00
1952     22      7830.00
1952     23      9703.00
1952     24     11758.00
1952     25     13081.00
1952     26     14251.00
1952     27     15291.00
1952     28     15324.00
1952     29     14976.00
1952     30     14558.00
1952     31     13701.00
1952     32     12529.00
1952     33      9872.00
1952     34      9423.00
1952     35      8937.00
1952     36      8275.00
1952     37      7695.00
1952     38      6912.00
1952     39      5924.00
1952     40      4825.00
1952     41      3807.00
1952     42      2819.00
1952     43      1979.00
1952     44      1248.00
1952     45       722.00
1952     46       340.00
1952     47       141.00
1952     48        47.00
1952     49        13.00
1952     50         3.76
1952     51         1.83
1952     52         0.89
1952     53         0.40
1952     54         0.12
1952     55+        0.00
1953     12-        0.04
1953     13         1.16
1953     14        10.80
1953     15        33.00
1953     16       184.00
1953     17       644.00
1953     18      1598.00
1953     19      2763.00
1953     20      4149.00
1953     21      5852.00
1953     22      7879.00
1953     23      9630.00
1953     24     11571.00
1953     25     13183.00
1953     26     14142.00
1953     27     14437.00
1953     28     14940.00
1953     29     14637.00
1953     30     14467.00
1953     31     13440.00
1953     32     12457.00
1953     33     11600.00
1953     34      8915.00
1953     35      8388.00
1953     36      7969.00
1953     37      7224.00
1953     38      6622.00
1953     39      5712.00
1953     40      4825.00
1953     41      3727.00
1953     42      2737.00
1953     43      1861.00
1953     44      1193.00
1953     45       632.00
1953     46       313.00
1953     47       149.00
1953     48        52.00
1953     49        22.00
1953     50         2.76
1953     51         1.28
1953     52         0.61
1953     53         0.28
1953     54         0.08
1953     55+        0.00
1954     12-        0.03
1954     13         0.85
1954     14         9.12
1954     15        37.00
1954     16       177.00
1954     17       660.00
1954     18      1492.00
1954     19      2744.00
1954     20      4168.00
1954     21      5833.00
1954     22      7841.00
1954     23      9967.00
1954     24     11806.00
1954     25     13752.00
1954     26     14559.00
1954     27     14800.00
1954     28     14473.00
1954     29     14381.00
1954     30     13981.00
1954     31     13497.00
1954     32     12443.00
1954     33     11537.00
1954     34     10483.00
1954     35      8000.00
1954     36      7730.00
1954     37      6934.00
1954     38      6101.00
1954     39      5671.00
1954     40      4642.00
1954     41      3660.00
1954     42      2589.00
1954     43      1822.00
1954     44      1207.00
1954     45       648.00
1954     46       319.00
1954     47       133.00
1954     48        49.00
1954     49        18.00
1954     50         4.93
1954     51         2.36
1954     52         1.10
1954     53         0.47
1954     54         0.13
1954     55+        0.00
1955     12-        0.02
1955     13         0.40
1955     14         5.58
1955     15        43.00
1955     16       212.00
1955     17       702.00
1955     18      1633.00
1955     19      2871.00
1955     20      4179.00
1955     21      5684.00
1955     22      7872.00
1955     23     10098.00
1955     24     12347.00
1955     25     13954.00
1955     26     14856.00
1955     27     15013.00
1955     28     14701.00
1955     29     14390.00
1955     30     14127.00
1955     31     13063.00
1955     32     12402.00
1955     33     11463.00
1955     34     10503.00
1955     35      9418.00
1955     36      7281.00
1955     37      6663.00
1955     38      5951.00
1955     39      5241.00
1955     40      4425.00
1955     41      3590.00
1955     42      2633.00
1955     43      1698.00
1955     44      1081.00
1955     45       611.00
1955     46       319.00
1955     47       129.00
1955     48        41.00
1955     49        14.00
1955     50         4.28
1955     51         2.10
1955     52         1.02
1955     53         0.46
1955     54         0.13
1955     55+        0.00
1956     12-        0.04
1956     13         0.86
1956     14         9.11
1956     15        40.00
1956     16       230.00
1956     17       758.00
1956     18      1669.00
1956     19      2939.00
1956     20      4284.00
1956     21      5994.00
1956     22      8094.00
1956     23     10215.00
1956     24     12497.00
1956     25     14334.00
1956     26     15205.00
1956     27     15399.00
1956     28     15293.00
1956     29     14557.00
1956     30     13651.00
1956     31     13172.00
1956     32     12426.00
1956     33     11467.00
1956     34     10331.00
1956     35      9475.00
1956     36      8374.00
1956     37      6265.00
1956     38      5699.00
1956     39      5054.00
1956     40      4209.00
1956     41      3424.00
1956     42      2561.00
1956     43      1755.00
1956     44      1061.00
1956     45       604.00
1956     46       269.00
1956     47       105.00
1956     48        41.00
1956     49        20.00
1956     50         6.08
1956     51         2.88
1956     52         1.30
1956     53         0.57
1956     54         0.16
1956     55+        0.00
1957     12-        0.05
1957     13         1.48
1957     14        16.47
1957     15        65.00
1957     16       258.00
1957     17       811.00
1957     18      1742.00
1957     19      3119.00
1957     20      4485.00
1957     21      6216.00
1957     22      8381.00
1957     23     10480.00
1957     24     13046.00
1957     25     14830.00
1957     26     15974.00
1957     27     16133.00
1957     28     15484.00
1957     29     14929.00
1957     30     13717.00
1957     31     12808.00
1957     32     12005.00
1957     33     10966.00
1957     34     10170.00
1957     35      9152.00
1957     36      8253.00
1957     37      7117.00
1957     38      5371.00
1957     39      4800.00
1957     40      4029.00
1957     41      3247.00
1957     42      2464.00
1957     43      1700.00
1957     44      1102.00
1957     45       570.00
1957     46       279.00
1957     47       108.00
1957     48        38.00
1957     49        17.00
1957     50         4.32
1957     51         2.09
1957     52         1.00
1957     53         0.45
1957     54         0.13
1957     55+        0.00
1958     12-        0.06
1958     13         1.49
1958     14        17.46
1958     15        69.00
1958     16       310.00
1958     17       867.00
1958     18      1864.00
1958     19      3152.00
1958     20      4681.00
1958     21      6573.00
1958     22      8728.00
1958     23     11273.00
1958     24     13213.00
1958     25     14874.00
1958     26     16229.00
1958     27     16662.00
1958     28     16012.00
1958     29     14986.00
1958     30     13800.00
1958     31     12987.00
1958     32     11674.00
1958     33     10900.00
1958     34     10075.00
1958     35      9239.00
1958     36      8192.00
1958     37      7122.00
1958     38      6165.00
1958     39      4443.00
1958     40      3859.00
1958     41      2993.00
1958     42      2197.00
1958     43      1635.00
1958     44      1051.00
1958     45       582.00
1958     46       269.00
1958     47       112.00
1958     48        34.00
1958     49        13.00
1958     50         2.61
1958     51         1.30
1958     52         0.67
1958     53         0.32
1958     54         0.09
1958     55+        0.00
1959     12-        0.05
1959     13         1.07
1959     14        13.88
1959     15        84.00
1959     16       338.00
1959     17      1046.00
1959     18      2039.00
1959     19      3384.00
1959     20      4904.00
1959     21      6800.00
1959     22      9371.00
1959     23     11723.00
1959     24     13962.00
1959     25     15535.00
1959     26     16401.00
1959     27     16751.00
1959     28     16499.00
1959     29     15547.00
1959     30     14247.00
1959     31     13138.00
1959     32     11812.00
1959     33     10798.00
1959     34      9811.00
1959     35      9040.00
1959     36      8226.00
1959     37      7142.00
1959     38      6147.00
1959     39      5235.00
1959     40      3598.00
1959     41      2971.00
1959     42      2305.00
1959     43      1539.00
1959     44      1048.00
1959     45       568.00
1959     46       296.00
1959     47       112.00
1959     48        62.00
1959     49        19.00
1959     50         2.65
1959     51         1.30
1959     52         0.65
1959     53         0.30
1959     54         0.09
1959     55+        0.00
1960     12-        0.05
1960     13         1.50
1960     14        16.45
1960     15        78.00
1960     16       357.00
1960     17      1099.00
1960     18      2186.00
1960     19      3568.00
1960     20      5183.00
1960     21      7155.00
1960     22      9528.00
1960     23     12002.00
1960     24     13800.00
1960     25     15528.00
1960     26     16196.00
1960     27     16330.00
1960     28     16004.00
1960     29     15320.00
1960     30     14095.00
1960     31     12804.00
1960     32     11490.00
1960     33     10396.00
1960     34      9221.00
1960     35      8717.00
1960     36      7776.00
1960     37      6999.00
1960     38      6029.00
1960     39      5038.00
1960     40      4074.00
1960     41      2675.00
1960     42      2063.00
1960     43      1528.00
1960     44       930.00
1960     45       522.00
1960     46       266.00
1960     47        99.00
1960     48        35.00
1960     49        15.00
1960     50         2.06
1960     51         1.06
1960     52         0.55
1960     53         0.26
1960     54         0.08
1960     55+        0.00
1961     12-        0.08
1961     13         2.79
1961     14        32.14
1961     15        93.00
1961     16       444.00
1961     17      1277.00
1961     18      2523.00
1961     19      3853.00
1961     20      5716.00
1961     21      7893.00
1961     22     10269.00
1961     23     12710.00
1961     24     14787.00
1961     25     16074.00
1961     26     16729.00
1961     27     16575.00
1961     28     16095.00
1961     29     15672.00
1961     30     14533.00
1961     31     13455.00
1961     32     11991.00
1961     33     10716.00
1961     34      9482.00
1961     35      8535.00
1961     36      7811.00
1961     37      6809.00
1961     38      5983.00
1961     39      5019.00
1961     40      3972.00
1961     41      3139.00
1961     42      1960.00
1961     43      1389.00
1961     44       930.00
1961     45       509.00
1961     46       249.00
1961     47       117.00
1961     48        48.00
1961     49        11.00
1961     50         1.98
1961     51         1.08
1961     52         0.57
1961     53         0.28
1961     54         0.08
1961     55+        0.00
1962     12-        0.04
1962     13         1.01
1962     14        15.95
1962     15       131.00
1962     16       481.00
1962     17      1347.00
1962     18      2788.00
1962     19      4392.00
1962     20      5943.00
1962     21      8412.00
1962     22     11038.00
1962     23     13264.00
1962     24     15385.00
1962     25     16128.00
1962     26     16980.00
1962     27     16457.00
1962     28     15634.00
1962     29     14990.00
1962     30     14295.00
1962     31     13079.00
1962     32     11602.00
1962     33     10542.00
1962     34      9175.00
1962     35      8108.00
1962     36      7234.00
1962     37      6426.00
1962     38      5581.00
1962     39      4814.00
1962     40      3818.00
1962     41      3021.00
1962     42      2179.00
1962     43      1254.00
1962     44       779.00
1962     45       432.00
1962     46       244.00
1962     47       115.00
1962     48        43.00
1962     49        14.00
1962     50         4.17
1962     51         2.10
1962     52         1.07
1962     53         0.50
1962     54         0.15
1962     55+        0.00
1963     12-        0.04
1963     13         1.26
1963     14        17.70
1963     15       111.00
1963     16       579.00
1963     17      1531.00
1963     18      3010.00
1963     19      5049.00
1963     20      6716.00
1963     21      8702.00
1963     22     11655.00
1963     23     14125.00
1963     24     16031.00
1963     25     16946.00
1963     26     16972.00
1963     27     16512.00
1963     28     15994.00
1963     29     14771.00
1963     30     13855.00
1963     31     12903.00
1963     32     11874.00
1963     33     10467.00
1963     34      9171.00
1963     35      8110.00
1963     36      7094.00
1963     37      6137.00
1963     38      5275.00
1963     39      4576.00
1963     40      3691.00
1963     41      2899.00
1963     42      2113.00
1963     43      1395.00
1963     44       764.00
1963     45       449.00
1963     46       242.00
1963     47        95.00
1963     48        28.00
1963     49        15.00
1963     50         1.55
1963     51         0.78
1963     52         0.41
1963     53         0.20
1963     54         0.05
1963     55+        0.00
1964     12-        0.05
1964     13         1.88
1964     14        25.05
1964     15       127.00
1964     16       597.00
1964     17      1926.00
1964     18      3291.00
1964     19      5061.00
1964     20      7585.00
1964     21      9623.00
1964     22     11987.00
1964     23     14625.00
1964     24     16315.00
1964     25     17723.00
1964     26     17428.00
1964     27     16635.00
1964     28     15671.00
1964     29     14522.00
1964     30     13509.00
1964     31     12355.00
1964     32     11407.00
1964     33     10337.00
1964     34      9108.00
1964     35      7849.00
1964     36      6927.00
1964     37      5968.00
1964     38      5045.00
1964     39      4249.00
1964     40      3447.00
1964     41      2739.00
1964     42      1908.00
1964     43      1325.00
1964     44       850.00
1964     45       403.00
1964     46       215.00
1964     47        79.00
1964     48        32.00
1964     49        15.00
1964     50         2.06
1964     51         1.06
1964     52         0.54
1964     53         0.26
1964     54         0.08
1964     55+        0.00
1965     12-        0.04
1965     13         1.12
1965     14        15.84
1965     15       104.00
1965     16       535.00
1965     17      1785.00
1965     18      4091.00
1965     19      5577.00
1965     20      7513.00
1965     21     10620.00
1965     22     12857.00
1965     23     14586.00
1965     24     16617.00
1965     25     17838.00
1965     26     17609.00
1965     27     16463.00
1965     28     15174.00
1965     29     13917.00
1965     30     12599.00
1965     31     11506.00
1965     32     10436.00
1965     33      9385.00
1965     34      8413.00
1965     35      7408.00
1965     36      6389.00
1965     37      5539.00
1965     38      4516.00
1965     39      3755.00
1965     40      3020.00
1965     41      2408.00
1965     42      1837.00
1965     43      1257.00
1965     44       740.00
1965     45       409.00
1965     46       183.00
1965     47        71.00
1965     48        30.00
1965     49         9.00
1965     50         1.47
1965     51         0.82
1965     52         0.44
1965     53         0.21
1965     54         0.07
1965     55+        0.00
1966     12-        0.05
1966     13         2.01
1966     14        25.93
1966     15       119.00
1966     16       559.00
1966     17      1768.00
1966     18      3672.00
1966     19      6691.00
1966     20      8177.00
1966     21     10970.00
1966     22     14056.00
1966     23     15692.00
1966     24     16287.00
1966     25     17329.00
1966     26     17486.00
1966     27     16395.00
1966     28     14860.00
1966     29     13614.00
1966     30     11865.00
1966     31     10672.00
1966     32      9433.00
1966     33      8576.00
1966     34      7674.00
1966     35      6796.00
1966     36      5806.00
1966     37      4788.00
1966     38      4043.00
1966     39      3405.00
1966     40      2776.00
1966     41      2026.00
1966     42      1583.00
1966     43      1099.00
1966     44       667.00
1966     45       383.00
1966     46       189.00
1966     47        80.00
1966     48        31.00
1966     49        16.00
1966     50         0.00
1966     51         0.00
1966     52         0.00
1966     53         0.00
1966     54         0.00
1966     55+        0.00
1967     12-        0.04
1967     13         1.52
1967     14        23.44
1967     15       149.00
1967     16       561.00
1967     17      1663.00
1967     18      3625.00
1967     19      6503.00
1967     20     10070.00
1967     21     11616.00
1967     22     14771.00
1967     23     17354.00
1967     24     17850.00
1967     25     17069.00
1967     26     16986.00
1967     27     16473.00
1967     28     14858.00
1967     29     12973.00
1967     30     11539.00
1967     31     10123.00
1967     32      8829.00
1967     33      7759.00
1967     34      6973.00
1967     35      6125.00
1967     36      5394.00
1967     37      4602.00
1967     38      3792.00
1967     39      3040.00
1967     40      2539.00
1967     41      1894.00
1967     42      1348.00
1967     43       976.00
1967     44       598.00
1967     45       318.00
1967     46       166.00
1967     47        63.00
1967     48        35.00
1967     49        19.00
1967     50         0.00
1967     51         0.00
1967     52         0.00
1967     53         0.00
1967     54         0.00
1967     55+        0.00
1968     12-        0.05
1968     13         1.84
1968     14        26.11
1968     15       143.00
1968     16       628.00
1968     17      1765.00
1968     18      3480.00
1968     19      5781.00
1968     20      9167.00
1968     21     14021.00
1968     22     15687.00
1968     23     17685.00
1968     24     19039.00
1968     25     18148.00
1968     26     16969.00
1968     27     15964.00
1968     28     14727.00
1968     29     12979.00
1968     30     11255.00
1968     31      9592.00
1968     32      8357.00
1968     33      7397.00
1968     34      6454.00
1968     35      5521.00
1968     36      5031.00
1968     37      4259.00
1968     38      3442.00
1968     39      2783.00
1968     40      2163.00
1968     41      1630.00
1968     42      1138.00
1968     43       840.00
1968     44       475.00
1968     45       304.00
1968     46       145.00
1968     47        65.00
1968     48        33.00
1968     49        10.00
1968     50         3.56
1968     51         1.88
1968     52         0.95
1968     53         0.46
1968     54         0.15
1968     55+        0.00
1969     12-        1.00
1969     13         3.00
1969     14        35.00
1969     15       171.00
1969     16       740.00
1969     17      1911.00
1969     18      3606.00
1969     19      5851.00
1969     20      9129.00
1969     21     13402.00
1969     22     19238.00
1969     23     19196.00
1969     24     20081.00
1969     25     20093.00
1969     26     18500.00
1969     27     16125.00
1969     28     15066.00
1969     29     13599.00
1969     30     11802.00
1969     31     10127.00
1969     32      8473.00
1969     33      7311.00
1969     34      6290.00
1969     35      5346.00
1969     36      4816.00
1969     37      4092.00
1969     38      3375.00
1969     39      2762.00
1969     40      2057.00
1969     41      1592.00
1969     42      1140.00
1969     43       691.00
1969     44       452.00
1969     45       281.00
1969     46       141.00
1969     47        57.00
1969     48        19.00
1969     49         8.00
1969     50         4.19
1969     51         2.60
1969     52         1.38
1969     53         0.63
1969     54         0.19
1969     55+        0.00
1970     12-        0.00
1970     13         2.00
1970     14        28.00
1970     15       166.00
1970     16       691.00
1970     17      1967.00
1970     18      3676.00
1970     19      5713.00
1970     20      8385.00
1970     21     12087.00
1970     22     16749.00
1970     23     21429.00
1970     24     20231.00
1970     25     19350.00
1970     26     18839.00
1970     27     16191.00
1970     28     14143.00
1970     29     12816.00
1970     30     11434.00
1970     31      9561.00
1970     32      8252.00
1970     33      6920.00
1970     34      6051.00
1970     35      5007.00
1970     36      4304.00
1970     37      3625.00
1970     38      3099.00
1970     39      2434.00
1970     40      1861.00
1970     41      1386.00
1970     42      1015.00
1970     43       656.00
1970     44       403.00
1970     45       228.00
1970     46       122.00
1970     47        56.00
1970     48        22.00
1970     49         9.00
1970     50         2.15
1970     51         0.97
1970     52         0.54
1970     53         0.27
1970     54         0.08
1970     55+        0.00
1971     12-        0.00
1971     13         4.00
1971     14        37.00
1971     15       150.00
1971     16       746.00
1971     17      1974.00
1971     18      3628.00
1971     19      5629.00
1971     20      7842.00
1971     21     10863.00
1971     22     15242.00
1971     23     19157.00
1971     24     22992.00
1971     25     20210.00
1971     26     17988.00
1971     27     16552.00
1971     28     13990.00
1971     29     11700.00
1971     30     10205.00
1971     31      8948.00
1971     32      7504.00
1971     33      6256.00
1971     34      5168.00
1971     35      4300.00
1971     36      3603.00
1971     37      3043.00
1971     38      2534.00
1971     39      2024.00
1971     40      1650.00
1971     41      1207.00
1971     42       837.00
1971     43       532.00
1971     44       318.00
1971     45       168.00
1971     46       119.00
1971     47        29.00
1971     48        21.00
1971     49         4.00
1971     50         2.77
1971     51         1.79
1971     52         0.86
1971     53         0.44
1971     54         0.14
1971     55+        0.00
1972     12-        0.00
1972     13         1.00
