Hungary, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 08/03/2022
Year    Age        Exposure
1950     12        73085.99
1950     13        72110.38
1950     14        71489.48
1950     15        73559.66
1950     16        74685.36
1950     17        75112.72
1950     18        76228.67
1950     19        79467.60
1950     20        78065.00
1950     21        78682.25
1950     22        77496.90
1950     23        79810.77
1950     24        82587.81
1950     25        79248.33
1950     26        79586.93
1950     27        83444.32
1950     28        86358.63
1950     29        80876.72
1950     30        84744.56
1950     31        50697.66
1950     32        40323.16
1950     33        40831.00
1950     34        48346.16
1950     35        67933.66
1950     36        79605.00
1950     37        80286.00
1950     38        78592.68
1950     39        77252.83
1950     40        77563.33
1950     41        75588.66
1950     42        73937.18
1950     43        70821.34
1950     44        67196.17
1950     45        65712.33
1950     46        66051.34
1950     47        66782.99
1950     48        64922.32
1950     49        64866.33
1950     50        63586.51
1950     51        60969.01
1950     52        61015.32
1950     53        59708.84
1950     54        57845.01
1950     55        55138.51
1951     12        72460.95
1951     13        72969.18
1951     14        72031.32
1951     15        71396.08
1951     16        73449.44
1951     17        74552.79
1951     18        74910.85
1951     19        76036.35
1951     20        79282.69
1951     21        77872.31
1951     22        78574.97
1951     23        77348.23
1951     24        79659.97
1951     25        82431.18
1951     26        79078.21
1951     27        79353.87
1951     28        83211.34
1951     29        86149.66
1951     30        80671.81
1951     31        84533.10
1951     32        50592.36
1951     33        40216.67
1951     34        40728.00
1951     35        48195.33
1951     36        67705.66
1951     37        79284.50
1951     38        79990.83
1951     39        78312.67
1951     40        76957.83
1951     41        77259.50
1951     42        75320.67
1951     43        73625.67
1951     44        70516.83
1951     45        66917.50
1951     46        65402.33
1951     47        65699.33
1951     48        66353.17
1951     49        64476.67
1951     50        64406.50
1951     51        63124.34
1951     52        60525.17
1951     53        60452.34
1951     54        59133.83
1951     55        57224.83
1952     12        72988.45
1952     13        72395.97
1952     14        72895.30
1952     15        71950.85
1952     16        71294.65
1952     17        73356.25
1952     18        74416.43
1952     19        74739.73
1952     20        75869.48
1952     21        79093.36
1952     22        77759.46
1952     23        78472.22
1952     24        77215.79
1952     25        79544.24
1952     26        82309.88
1952     27        78901.75
1952     28        79149.79
1952     29        82988.62
1952     30        85964.34
1952     31        80472.37
1952     32        84358.48
1952     33        50500.02
1952     34        40100.50
1952     35        40606.84
1952     36        48055.83
1952     37        67438.66
1952     38        79018.00
1952     39        79696.99
1952     40        78040.50
1952     41        76677.16
1952     42        76982.50
1952     43        75073.50
1952     44        73310.83
1952     45        70209.00
1952     46        66644.84
1952     47        65089.50
1952     48        65305.33
1952     49        65910.16
1952     50        64064.17
1952     51        63970.66
1952     52        62636.35
1952     53        60033.83
1952     54        59885.00
1952     55        58537.83
1953     12        74157.33
1953     13        72978.73
1953     14        72384.24
1953     15        72822.30
1953     16        71878.40
1953     17        71213.21
1953     18        73289.70
1953     19        74318.16
1953     20        74603.51
1953     21        75723.92
1953     22        78956.54
1953     23        77677.34
1953     24        78407.85
1953     25        77106.58
1953     26        79457.81
1953     27        82227.80
1953     28        78754.89
1953     29        78962.02
1953     30        82793.76
1953     31        85782.46
1953     32        80283.82
1953     33        84201.92
1953     34        50432.04
1953     35        39990.50
1953     36        40510.67
1953     37        47923.17
1953     38        67230.33
1953     39        78757.00
1953     40        79405.17
1953     41        77789.33
1953     42        76387.00
1953     43        76705.50
1953     44        74834.50
1953     45        72980.67
1953     46        69888.17
1953     47        66359.83
1953     48        64748.00
1953     49        64914.67
1953     50        65467.33
1953     51        63639.67
1953     52        63452.67
1953     53        62132.17
1953     54        59548.83
1953     55        59280.50
1954     12        75388.22
1954     13        74152.47
1954     14        72980.38
1954     15        72357.37
1954     16        72754.79
1954     17        71812.94
1954     18        71140.17
1954     19        73224.92
1954     20        74226.94
1954     21        74479.02
1954     22        75590.50
1954     23        78839.20
1954     24        77622.09
1954     25        78340.90
1954     26        77025.06
1954     27        79403.90
1954     28        82153.45
1954     29        78633.40
1954     30        78778.44
1954     31        82625.46
1954     32        85613.08
1954     33        80112.74
1954     34        84094.48
1954     35        50343.69
1954     36        39885.83
1954     37        40420.17
1954     38        47803.50
1954     39        67023.50
1954     40        78504.17
1954     41        79118.50
1954     42        77519.00
1954     43        76091.00
1954     44        76428.17
1954     45        74568.50
1954     46        72652.33
1954     47        69564.32
1954     48        66048.50
1954     49        64397.16
1954     50        64497.84
1954     51        65025.82
1954     52        63184.17
1954     53        62976.99
1954     54        61680.49
1954     55        59091.32
1955     12        75528.11
1955     13        75374.73
1955     14        74180.77
1955     15        72975.90
1955     16        72360.50
1955     17        72680.08
1955     18        71742.84
1955     19        71076.96
1955     20        73158.91
1955     21        74149.92
1955     22        74363.81
1955     23        75464.22
1955     24        78734.11
1955     25        77552.71
1955     26        78307.12
1955     27        76934.28
1955     28        79357.72
1955     29        82101.78
1955     30        78519.36
1955     31        78635.39
1955     32        82468.15
1955     33        85461.61
1955     34        79957.68
1955     35        83964.92
1955     36        50283.93
1955     37        39778.17
1955     38        40321.17
1955     39        47673.50
1955     40        66823.16
1955     41        78234.17
1955     42        78825.50
1955     43        77231.83
1955     44        75795.33
1955     45        76153.00
1955     46        74315.83
1955     47        72335.83
1955     48        69253.67
1955     49        65768.16
1955     50        64032.50
1955     51        64111.83
1955     52        64573.00
1955     53        62748.50
1955     54        62516.17
1955     55        61269.00
1956     12        79168.23
1956     13        75041.96
1956     14        74904.52
1956     15        73589.22
1956     16        72418.57
1956     17        71604.12
1956     18        71743.24
1956     19        70774.66
1956     20        70105.76
1956     21        72248.37
1956     22        73289.29
1956     23        73538.03
1956     24        74634.23
1956     25        77925.93
1956     26        76832.76
1956     27        77578.34
1956     28        76224.42
1956     29        78686.67
1956     30        81411.30
1956     31        77779.73
1956     32        77928.61
1956     33        81763.11
1956     34        84762.48
1956     35        79294.60
1956     36        83337.56
1956     37        49865.97
1956     38        39391.84
1956     39        40006.50
1956     40        47328.83
1956     41        66375.50
1956     42        77670.00
1956     43        78267.17
1956     44        76680.33
1956     45        75287.33
1956     46        75642.17
1956     47        73867.67
1956     48        71839.00
1956     49        68799.00
1956     50        65338.33
1956     51        63531.50
1956     52        63602.33
1956     53        63983.17
1956     54        62213.17
1956     55        61932.33
1957     12        75924.85
1957     13        78602.54
1957     14        74426.21
1957     15        74255.57
1957     16        72885.14
1957     17        71611.91
1957     18        70596.26
1957     19        70571.39
1957     20        69607.35
1957     21        69031.60
1957     22        71208.32
1957     23        72326.91
1957     24        72602.84
1957     25        73710.06
1957     26        76977.90
1957     27        75965.83
1957     28        76735.73
1957     29        75396.89
1957     30        77840.00
1957     31        80538.50
1957     32        76954.12
1957     33        77103.29
1957     34        80909.57
1957     35        83903.15
1957     36        78481.81
1957     37        82575.73
1957     38        49363.90
1957     39        38937.50
1957     40        39588.83
1957     41        46839.00
1957     42        65737.17
1957     43        77001.33
1957     44        77567.33
1957     45        76041.83
1957     46        74608.00
1957     47        74999.83
1957     48        73274.33
1957     49        71200.33
1957     50        68218.67
1957     51        64772.83
1957     52        62940.00
1957     53        62980.17
1957     54        63328.83
1957     55        61551.33
1958     12        67370.74
1958     13        75832.43
1958     14        78494.51
1958     15        74363.04
1958     16        74142.82
1958     17        72774.29
1958     18        71478.14
1958     19        70365.36
1958     20        70339.68
1958     21        69361.93
1958     22        68785.55
1958     23        70995.17
1958     24        72123.93
1958     25        72322.93
1958     26        73422.45
1958     27        76677.16
1958     28        75718.95
1958     29        76552.46
1958     30        75159.58
1958     31        77599.33
1958     32        80275.50
1958     33        76680.46
1958     34        76722.72
1958     35        80556.43
1958     36        83547.87
1958     37        78171.61
1958     38        82223.13
1958     39        49127.15
1958     40        38696.67
1958     41        39348.33
1958     42        46567.00
1958     43        65359.17
1958     44        76524.83
1958     45        77108.00
1958     46        75585.00
1958     47        74113.00
1958     48        74530.33
1958     49        72822.50
1958     50        70686.17
1958     51        67726.67
1958     52        64295.83
1958     53        62429.17
1958     54        62425.83
1958     55        62684.33
1959     12        76381.20
1959     13        67367.18
1959     14        75812.99
1959     15        78484.74
1959     16        74336.21
1959     17        74160.46
1959     18        72765.70
1959     19        71488.83
1959     20        70353.29
1959     21        70328.54
1959     22        69337.59
1959     23        68765.51
1959     24        70974.92
1959     25        72036.41
1959     26        72216.88
1959     27        73327.53
1959     28        76572.39
1959     29        75702.89
1959     30        76477.84
1959     31        75096.50
1959     32        77518.02
1959     33        80179.90
1959     34        76513.57
1959     35        76581.49
1959     36        80401.02
1959     37        83412.41
1959     38        77974.42
1959     39        82073.24
1959     40        48971.94
1959     41        38585.57
1959     42        39232.07
1959     43        46406.62
1959     44        65062.32
1959     45        76236.14
1959     46        76792.39
1959     47        75293.85
1959     48        73755.93
1959     49        74244.56
1959     50        72452.97
1959     51        70276.24
1959     52        67339.79
1959     53        63860.34
1959     54        61958.85
1959     55        61903.18
1960     12        80968.85
1960     13        76296.00
1960     14        67298.38
1960     15        75736.10
1960     16        78391.23
1960     17        74270.48
1960     18        74090.06
1960     19        72684.03
1960     20        71398.08
1960     21        70297.27
1960     22        70253.10
1960     23        69277.33
1960     24        68712.04
1960     25        70915.12
1960     26        71967.10
1960     27        72148.01
1960     28        73245.00
1960     29        76492.52
1960     30        75624.01
1960     31        76394.13
1960     32        74970.59
1960     33        77413.10
1960     34        80044.31
1960     35        76392.00
1960     36        76455.93
1960     37        80259.24
1960     38        83230.03
1960     39        77808.98
1960     40        81863.21
1960     41        48842.42
1960     42        38471.33
1960     43        39112.97
1960     44        46238.85
1960     45        64829.50
1960     46        75938.82
1960     47        76507.38
1960     48        74976.37
1960     49        73448.31
1960     50        73875.05
1960     51        72078.28
1960     52        69861.33
1960     53        66894.19
1960     54        63435.67
1960     55        61482.86
1961     12        82862.45
1961     13        80849.98
1961     14        76172.73
1961     15        67191.08
1961     16        75596.15
1961     17        78245.14
1961     18        74135.24
1961     19        73951.62
1961     20        72536.08
1961     21        71282.08
1961     22        70183.31
1961     23        70153.62
1961     24        69198.73
1961     25        68638.70
1961     26        70833.64
1961     27        71888.35
1961     28        72052.47
1961     29        73146.88
1961     30        76394.16
1961     31        75527.76
1961     32        76266.22
1961     33        74846.24
1961     34        77256.11
1961     35        79896.79
1961     36        76249.46
1961     37        76315.60
1961     38        80084.28
1961     39        83039.68
1961     40        77627.56
1961     41        81645.39
1961     42        48704.31
1961     43        38344.81
1961     44        38967.83
1961     45        46066.64
1961     46        64580.34
1961     47        75635.09
1961     48        76209.61
1961     49        74668.77
1961     50        73106.66
1961     51        73506.15
1961     52        71680.32
1961     53        69417.68
1961     54        66460.41
1961     55        62981.83
1962     12        85575.03
1962     13        82764.95
1962     14        80729.14
1962     15        76046.98
1962     16        67076.31
1962     17        75460.51
1962     18        78077.88
1962     19        73996.83
1962     20        73812.70
1962     21        72390.63
1962     22        71153.39
1962     23        70078.36
1962     24        70054.03
1962     25        69124.16
1962     26        68561.94
1962     27        70761.05
1962     28        71808.49
1962     29        71953.48
1962     30        73053.37
1962     31        76298.84
1962     32        75415.84
1962     33        76146.51
1962     34        74712.24
1962     35        77103.76
1962     36        79730.25
1962     37        76085.13
1962     38        76166.54
1962     39        79908.11
1962     40        82849.85
1962     41        77453.07
1962     42        81427.39
1962     43        48545.80
1962     44        38206.29
1962     45        38811.36
1962     46        45883.26
1962     47        64311.51
1962     48        75320.71
1962     49        75886.33
1962     50        74323.51
1962     51        72743.84
1962     52        73107.26
1962     53        71240.19
1962     54        68937.88
1962     55        65978.13
1963     12        85623.10
1963     13        85500.73
1963     14        82669.47
1963     15        80607.72
1963     16        75918.68
1963     17        66954.09
1963     18        75314.30
1963     19        77908.09
1963     20        73865.07
1963     21        73666.19
1963     22        72243.84
1963     23        71029.78
1963     24        69971.51
1963     25        69965.56
1963     26        69051.13
1963     27        68484.11
1963     28        70678.34
1963     29        71724.59
1963     30        71858.09
1963     31        72959.28
1963     32        76190.27
1963     33        75299.51
1963     34        76026.34
1963     35        74572.41
1963     36        76941.40
1963     37        79550.31
1963     38        75945.08
1963     39        76014.07
1963     40        79723.00
1963     41        82653.90
