Ireland, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 09/06/2023
Year    Age        Exposure
1955     12        24487.03
1955     13        22734.19
1955     14        21746.12
1955     15        21681.98
1955     16        21358.06
1955     17        20992.68
1955     18        21046.41
1955     19        20885.91
1955     20        20223.00
1955     21        19574.20
1955     22        19135.25
1955     23        18424.80
1955     24        17944.98
1955     25        17798.52
1955     26        17493.43
1955     27        17467.33
1955     28        17744.46
1955     29        18097.34
1955     30        18369.14
1955     31        18514.07
1955     32        18760.59
1955     33        18993.41
1955     34        18992.49
1955     35        18767.94
1955     36        18052.37
1955     37        17301.77
1955     38        17782.62
1955     39        18463.65
1955     40        18763.88
1955     41        18692.41
1955     42        18650.52
1955     43        18794.75
1955     44        18242.00
1955     45        17140.66
1955     46        16108.10
1955     47        15557.19
1955     48        15488.29
1955     49        15675.35
1955     50        15326.38
1955     51        14782.22
1955     52        14454.54
1955     53        14840.73
1955     54        16395.08
1955     55        16025.56
1956     12        25472.63
1956     13        23899.75
1956     14        21988.45
1956     15        20878.99
1956     16        20732.86
1956     17        20348.57
1956     18        19942.42
1956     19        19966.82
1956     20        19817.84
1956     21        19218.89
1956     22        18670.69
1956     23        18373.44
1956     24        17808.34
1956     25        17425.88
1956     26        17354.65
1956     27        17115.93
1956     28        17128.12
1956     29        17433.68
1956     30        17789.74
1956     31        18075.06
1956     32        18250.55
1956     33        18509.99
1956     34        18756.91
1956     35        18778.74
1956     36        18569.58
1956     37        17865.29
1956     38        17119.79
1956     39        17591.04
1956     40        18243.38
1956     41        18508.78
1956     42        18430.28
1956     43        18388.08
1956     44        18539.31
1956     45        18001.45
1956     46        16921.53
1956     47        15910.67
1956     48        15365.64
1956     49        15288.33
1956     50        15449.81
1956     51        15119.95
1956     52        14592.44
1956     53        14233.67
1956     54        14580.16
1956     55        16091.01
1957     12        26819.71
1957     13        25047.38
1957     14        23313.47
1957     15        21243.46
1957     16        20011.63
1957     17        19781.98
1957     18        19339.81
1957     19        18892.15
1957     20        18880.64
1957     21        18746.59
1957     22        18219.27
1957     23        17770.93
1957     24        17614.15
1957     25        17192.88
1957     26        16906.29
1957     27        16909.30
1957     28        16735.42
1957     29        16789.18
1957     30        17127.40
1957     31        17488.70
1957     32        17784.45
1957     33        17987.55
1957     34        18262.92
1957     35        18521.46
1957     36        18561.16
1957     37        18369.74
1957     38        17665.68
1957     39        16928.66
1957     40        17399.91
1957     41        18028.70
1957     42        18248.87
1957     43        18155.46
1957     44        18126.38
1957     45        18279.36
1957     46        17759.70
1957     47        16704.43
1957     48        15704.74
1957     49        15172.44
1957     50        15069.39
1957     51        15222.85
1957     52        14914.94
1957     53        14386.50
1957     54        14004.01
1957     55        14316.20
1958     12        27954.24
1958     13        26526.74
1958     14        24622.37
1958     15        22725.44
1958     16        20497.95
1958     17        19143.02
1958     18        18830.11
1958     19        18331.81
1958     20        17839.33
1958     21        17797.80
1958     22        17681.57
1958     23        17218.40
1958     24        16868.93
1958     25        16856.34
1958     26        16578.89
1958     27        16385.19
1958     28        16465.44
1958     29        16357.87
1958     30        16448.70
1958     31        16819.15
1958     32        17186.38
1958     33        17494.60
1958     34        17725.75
1958     35        18015.43
1958     36        18286.66
1958     37        18346.32
1958     38        18159.79
1958     39        17462.38
1958     40        16738.16
1958     41        17210.09
1958     42        17812.13
1958     43        17980.24
1958     44        17887.13
1958     45        17863.35
1958     46        18014.38
1958     47        17515.64
1958     48        16474.01
1958     49        15491.07
1958     50        14959.41
1958     51        14847.43
1958     52        14998.47
1958     53        14689.67
1958     54        14172.00
1958     55        13779.39
1959     12        28384.20
1959     13        27728.09
1959     14        26233.79
1959     15        24197.13
1959     16        22136.91
1959     17        19751.21
1959     18        18276.67
1959     19        17882.47
1959     20        17325.77
1959     21        16790.06
1959     22        16717.19
1959     23        16613.53
1959     24        16215.78
1959     25        15968.93
1959     26        16099.79
1959     27        15965.17
1959     28        15867.36
1959     29        16024.34
1959     30        15977.56
1959     31        16106.27
1959     32        16510.87
1959     33        16886.12
1959     34        17203.71
1959     35        17457.58
1959     36        17766.41
1959     37        18056.66
1959     38        18130.69
1959     39        17953.67
1959     40        17261.51
1959     41        16555.27
1959     42        17024.95
1959     43        17588.13
1959     44        17717.14
1959     45        17618.05
1959     46        17595.90
1959     47        17746.44
1959     48        17259.35
1959     49        16240.44
1959     50        15262.68
1959     51        14750.00
1959     52        14635.17
1959     53        14757.43
