SEX,AGE,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
2,83,654978,655059,658444,657245,644799,663003,647072,639321,635627,625642,669490
2,84,612590,612685,611351,617632,617566,604842,624134,607842,602054,598649,589377
2,85,577904,578015,577364,568589,575705,574547,564787,581629,567916,562505,559707
2,86,521091,521192,526169,531996,525082,530722,531847,521408,538804,526049,521348
2,87,463105,463206,467593,479731,486446,478967,486569,486157,478283,494350,482870
2,88,423183,423293,420441,421416,433781,438851,434341,439940,441286,434092,449085
2,89,361309,361429,365741,373920,376434,386468,393381,387745,394674,395905,389730
2,90,298615,298710,306947,320815,329284,330768,341839,346523,343172,349458,350820
2,91,241188,241302,240165,264929,278444,284720,288400,296601,302447,299420,305355
2,92,200317,200397,205379,203884,226054,236922,244131,246185,254788,259918,257480
2,93,157941,158024,158882,171118,171055,188704,199859,204473,207910,215201,219916
2,94,125918,125984,126956,129498,140800,140256,156008,164372,169283,172310,178559
2,95,98766,98825,99345,101443,104119,112986,113955,125392,133579,137323,140178
2,96,73799,73856,75144,77455,79948,81434,89796,89932,99422,106164,109061
2,97,53582,53605,54120,57152,59529,61231,63001,69095,70089,76969,82688
2,98,36641,36675,37533,40106,42843,44346,46419,47024,52472,53475,58275
2,99,26193,26214,26073,27028,29305,31098,32697,33948,34576,38764,39793
2,100,44202,44246,45057,47559,50653,53866,58433,61739,65886,68841,73945
2,999,156964212,156969328,157249067,158368184,159477935,160543380,161688779,162831898,163983240,165021491,166038755
