pop,age,lx
ND,32,97263
ND,33,97125
ND,34,96886
ND,35,96669
ND,36,96479
ND,37,96217
ND,38,95912
ND,39,95650
ND,40,95387
ND,41,95128
ND,42,94854
ND,43,94589
ND,44,94207
ND,45,93937
ND,46,93473
ND,47,93158
ND,48,92762
ND,49,92290
ND,50,91903
ND,51,91619
ND,52,91159
ND,53,90736
ND,54,90207
ND,55,89710
ND,56,89037
ND,57,88345
ND,58,87823
ND,59,87151
ND,60,86423
ND,61,85635
ND,62,84841
ND,63,83960
ND,64,83047
ND,65,82147
ND,66,81042
ND,67,80101
ND,68,79152
ND,69,77627
ND,70,76223
ND,71,74905
ND,72,73490
ND,73,71982
ND,74,70413
ND,75,68624
ND,76,66624
ND,77,64784
ND,78,62481
ND,79,60201
ND,80,57683
ND,81,55335
ND,82,52795
ND,83,50065
ND,84,47153
ND,85,44072
ND,86,40840
ND,87,37486
ND,88,34043
ND,89,30554
ND,90,27065
ND,91,23632
ND,92,20309
ND,93,17152
ND,94,14213
ND,95,11537
ND,96,9158
ND,97,7097
ND,98,5360
ND,99,3939
ND,100,2812
OH,0,100000
OH,1,99291
OH,2,99236
OH,3,99204
OH,4,99183
OH,5,99163
OH,6,99148
OH,7,99137
OH,8,99122
OH,9,99111
OH,10,99096
OH,11,99081
OH,12,99061
OH,13,99049
OH,14,99023
OH,15,98991
OH,16,98963
OH,17,98912
OH,18,98860
OH,19,98783
OH,20,98701
OH,21,98612
OH,22,98497
OH,23,98383
OH,24,98268
OH,25,98146
OH,26,98011
OH,27,97885
OH,28,97736
OH,29,97576
OH,30,97401
OH,31,97212
OH,32,97018
OH,33,96786
OH,34,96555
OH,35,96329
OH,36,96105
OH,37,95864
OH,38,95604
OH,39,95339
OH,40,95065
OH,41,94763
OH,42,94447
OH,43,94138
OH,44,93825
OH,45,93464
OH,46,93107
OH,47,92759
OH,48,92362
OH,49,91928
OH,50,91485
OH,51,91017
OH,52,90515
OH,53,89923
OH,54,89347
OH,55,88730
OH,56,88030
OH,57,87246
OH,58,86480
OH,59,85606
OH,60,84645
OH,61,83649
OH,62,82611
OH,63,81494
OH,64,80287
OH,65,78974
OH,66,77621
OH,67,76273
OH,68,74859
OH,69,73363
OH,70,71767
OH,71,70096
OH,72,68351
OH,73,66522
OH,74,64574
OH,75,62504
OH,76,60199
OH,77,58022
OH,78,55627
OH,79,53019
OH,80,50155
OH,81,47233
OH,82,44290
OH,83,41246
OH,84,37980
OH,85,34543
OH,86,31224
OH,87,27889
OH,88,24476
OH,89,21336
OH,90,18125
OH,91,15225
OH,92,12652
OH,93,10135
OH,94,7961
OH,95,6111
OH,96,4601
OH,97,3373
OH,98,2404
OH,99,1663
OH,100,1116
OK,0,100000
OK,1,99305
OK,2,99257
OK,3,99226
OK,4,99193
OK,5,99173
OK,6,99149
OK,7,99132
OK,8,99112
OK,9,99094
OK,10,99080
OK,11,99062
OK,12,99043
OK,13,99019
OK,14,98985
OK,15,98956
OK,16,98912
OK,17,98868
OK,18,98779
OK,19,98703
OK,20,98620
OK,21,98520
OK,22,98424
OK,23,98320
OK,24,98215
OK,25,98089
OK,26,97947
OK,27,97796
OK,28,97646
OK,29,97479
OK,30,97243
OK,31,97065
OK,32,96864
OK,33,96611
OK,34,96387
OK,35,96148
OK,36,95913
OK,37,95631
OK,38,95388
OK,39,95119
OK,40,94785
OK,41,94442
OK,42,94109
OK,43,93787
OK,44,93361
OK,45,92961
OK,46,92532
OK,47,92056
OK,48,91590
OK,49,91008
OK,50,90476
OK,51,89849
OK,52,89208
OK,53,88569
OK,54,87787
OK,55,87022
OK,56,86137
OK,57,85285
OK,58,84267
OK,59,83276
OK,60,82225
OK,61,80995
OK,62,79801
OK,63,78448
OK,64,77036
OK,65,75567
OK,66,73933
OK,67,72318
OK,68,70673
OK,69,68870
OK,70,67085
OK,71,65273
OK,72,63273
OK,73,61328
OK,74,59114
OK,75,56886
OK,76,54306
OK,77,51961
OK,78,49340
OK,79,46631
OK,80,43911
OK,81,41150
OK,82,38268
OK,83,35416
OK,84,32497
OK,85,29502
OK,86,26533
OK,87,23568
OK,88,20749
OK,89,18011
OK,90,15364
OK,91,12806
OK,92,10481
OK,93,8323
OK,94,6523
OK,95,4952
OK,96,3704
OK,97,2698
OK,98,1911
OK,99,1315
OK,100,877
OR,0,100000
OR,1,99558
OR,2,99528
OR,3,99501
OR,4,99485
OR,5,99474
OR,6,99458
OR,7,99445
OR,8,99435
OR,9,99427
OR,10,99418
OR,11,99406
OR,12,99398
OR,13,99388
OR,14,99370
OR,15,99345
OR,16,99315
OR,17,99263
OR,18,99202
OR,19,99119
OR,20,99038
OR,21,98975
OR,22,98899
OR,23,98783
OR,24,98690
OR,25,98581
OR,26,98454
OR,27,98346
OR,28,98243
OR,29,98111
OR,30,97973
OR,31,97809
OR,32,97659
OR,33,97506
OR,34,97317
OR,35,97123
OR,36,96940
OR,37,96743
OR,38,96560
OR,39,96349
OR,40,96119
OR,41,95885
OR,42,95654
OR,43,95412
OR,44,95169
OR,45,94906
OR,46,94597
OR,47,94298
OR,48,93972
OR,49,93693
OR,50,93295
OR,51,92883
OR,52,92448
OR,53,91982
OR,54,91483
OR,55,90943
OR,56,90340
OR,57,89690
OR,58,88960
OR,59,88182
OR,60,87358
OR,61,86479
OR,62,85486
OR,63,84520
OR,64,83467
OR,65,82388
OR,66,81233
OR,67,80048
OR,68,78736
OR,69,77455
OR,70,76036
OR,71,74567
OR,72,72962
OR,73,71386
OR,74,69710
OR,75,67885
OR,76,65745
OR,77,63612
OR,78,61130
OR,79,58683
OR,80,55775
OR,81,52887
OR,82,49960
OR,83,46812
OR,84,43417
OR,85,39973
OR,86,36231
OR,87,32529
OR,88,28609
OR,89,24982
OR,90,21444
OR,91,18218
OR,92,14906
OR,93,11917
OR,94,9426
OR,95,7112
OR,96,5270
OR,97,3786
OR,98,2632
OR,99,1769
OR,100,1147
PA,0,100000
PA,1,99433
PA,2,99401
PA,3,99371
PA,4,99345
PA,5,99327
PA,6,99315
PA,7,99302
PA,8,99290
PA,9,99277
PA,10,99262
PA,11,99253
PA,12,99241
PA,13,99222
PA,14,99201
PA,15,99179
PA,16,99146
PA,17,99102
PA,18,99043
PA,19,98984
PA,20,98914
PA,21,98849
PA,22,98767
PA,23,98678
PA,24,98580
PA,25,98465
PA,26,98344
PA,27,98202
PA,28,98065
PA,29,97915
PA,30,97759
PA,31,97592
PA,32,97424
PA,33,97241
PA,34,97053
PA,35,96863
PA,36,96664
PA,37,96428
PA,38,96204
PA,39,95980
PA,40,95745
PA,41,95492
PA,42,95229
PA,43,94966
PA,44,94669
PA,45,94399
PA,46,94108
PA,47,93792
PA,48,93461
PA,49,93095
PA,50,92690
PA,51,92256
PA,52,91810
PA,53,91348
PA,54,90853
PA,55,90310
PA,56,89701
PA,57,89068
PA,58,88376
PA,59,87641
PA,60,86812
PA,61,85945
PA,62,85011
PA,63,84036
PA,64,82989
PA,65,81873
PA,66,80685
PA,67,79498
PA,68,78234
PA,69,76925
PA,70,75496
PA,71,74007
PA,72,72416
PA,73,70811
PA,74,68961
PA,75,67003
PA,76,64768
PA,77,62669
PA,78,60276
PA,79,57727
PA,80,54894
PA,81,52029
PA,82,49072
PA,83,46078
PA,84,42838
PA,85,39313
PA,86,35868
PA,87,32326
PA,88,28753
PA,89,25303
PA,90,21838
PA,91,18573
PA,92,15476
PA,93,12613
PA,94,10095
PA,95,7863
PA,96,6001
PA,97,4458
PA,98,3219
PA,99,2255
PA,100,1531
RI,0,100000
RI,1,99619
RI,2,99590
RI,3,99571
RI,4,99561
RI,5,99561
RI,6,99526
RI,7,99526
RI,8,99509
RI,9,99509
RI,10,99509
RI,11,99500
RI,12,99500
RI,13,99491
RI,14,99466
RI,15,99466
RI,16,99442
RI,17,99419
RI,18,99380
RI,19,99362
RI,20,99362
RI,21,99333
RI,22,99258
RI,23,99189
RI,24,99095
RI,25,99023
RI,26,98943
RI,27,98852
RI,28,98749
RI,29,98663
RI,30,98534
RI,31,98376
RI,32,98265
RI,33,98137
RI,34,97984
RI,35,97801
RI,36,97612
RI,37,97432
RI,38,97289
RI,39,97157
RI,40,97005
RI,41,96839
RI,42,96656
RI,43,96464
RI,44,96094
RI,45,95781
RI,46,95594
RI,47,95332
RI,48,95094
RI,49,94763
RI,50,94475
RI,51,94126
RI,52,93709
RI,53,93275
RI,54,92750
RI,55,92219
RI,56,91634
RI,57,91077
RI,58,90413
RI,59,89756
RI,60,89116
RI,61,88337
RI,62,87642
RI,63,86872
RI,64,86079
RI,65,85264
RI,66,84199
RI,67,83076
RI,68,82094
RI,69,80902
RI,70,79764
RI,71,78380
RI,72,76805
RI,73,75181
RI,74,73473
RI,75,71479
RI,76,69286
RI,77,67290
RI,78,65058
RI,79,62862
RI,80,60206
RI,81,57398
RI,82,54527
RI,83,51359
RI,84,47969
RI,85,44517
RI,86,40582
RI,87,36980
RI,88,33011
RI,89,29487
RI,90,25605
RI,91,22122
RI,92,18915
RI,93,15579
RI,94,12684
RI,95,10104
RI,96,7860
RI,97,5962
RI,98,4402
RI,99,3159
RI,100,2201
SC,0,100000
SC,1,99318
SC,2,99268
SC,3,99232
SC,4,99209
SC,5,99191
SC,6,99176
SC,7,99155
SC,8,99135
SC,9,99121
SC,10,99106
SC,11,99094
SC,12,99078
SC,13,99056
SC,14,99032
SC,15,98991
SC,16,98946
SC,17,98898
SC,18,98813
SC,19,98721
SC,20,98622
SC,21,98501
SC,22,98377
SC,23,98238
SC,24,98107
SC,25,97930
SC,26,97770
SC,27,97605
SC,28,97433
SC,29,97256
SC,30,97049
SC,31,96829
SC,32,96540
SC,33,96291
SC,34,96062
SC,35,95808
SC,36,95555
SC,37,95276
SC,38,94974
SC,39,94683
SC,40,94350
SC,41,94008
SC,42,93672
SC,43,93331
SC,44,92942
SC,45,92568
SC,46,92162
SC,47,91800
SC,48,91360
SC,49,90835
SC,50,90303
SC,51,89753
SC,52,89179
SC,53,88633
SC,54,88048
SC,55,87360
SC,56,86611
SC,57,85850
SC,58,85029
SC,59,84147
SC,60,83219
SC,61,82166
SC,62,81057
SC,63,79960
SC,64,78730
SC,65,77483
SC,66,76187
SC,67,74863
SC,68,73551
SC,69,72138
SC,70,70594
SC,71,68950
SC,72,67343
SC,73,65608
SC,74,63780
SC,75,61892
SC,76,59817
SC,77,57594
SC,78,55388
SC,79,52883
SC,80,50065
SC,81,47356
SC,82,44283
SC,83,41129
SC,84,37991
SC,85,34745
SC,86,31332
SC,87,27903
SC,88,24697
SC,89,21520
SC,90,18331
SC,91,15436
SC,92,12708
SC,93,10103
SC,94,7951
SC,95,6134
SC,96,4602
SC,97,3358
SC,98,2380
SC,99,1636
SC,100,1089
SD,0,100000
SD,1,99239
SD,2,99204
SD,3,99179
SD,4,99170
SD,5,99146
SD,6,99130
SD,7,99114
SD,8,99114
SD,9,99098
SD,10,99074
SD,11,99066
SD,12,99034
SD,13,99002
SD,14,98987
SD,15,98949
SD,16,98903
SD,17,98840
SD,18,98727
SD,19,98651
SD,20,98547
SD,21,98441
SD,22,98296
SD,23,98160
SD,24,98102
SD,25,97992
SD,26,97871
SD,27,97671
SD,28,97524
SD,29,97369
SD,30,97158
SD,31,96932
SD,32,96689
SD,33,96428
SD,34,96185
SD,35,96027
SD,36,95772
SD,37,95487
SD,38,95202
SD,39,94846
SD,40,94611
SD,41,94337
SD,42,94086
SD,43,93823
SD,44,93504
SD,45,93208
SD,46,92837
SD,47,92466
SD,48,92135
SD,49,91796
SD,50,91409
SD,51,90911
SD,52,90424
SD,53,90068
SD,54,89521
SD,55,88797
SD,56,88171
SD,57,87543
SD,58,86896
SD,59,86242
SD,60,85504
SD,61,84795
SD,62,83877
SD,63,83055
SD,64,82138
SD,65,81199
SD,66,80288
SD,67,79118
SD,68,78037
SD,69,76889
SD,70,75823
SD,71,74357
SD,72,72946
SD,73,71449
SD,74,69888
SD,75,67797
SD,76,65598
SD,77,63445
SD,78,61026
SD,79,58382
SD,80,55479
SD,81,52750
SD,82,49986
SD,83,47046
SD,84,43942
SD,85,40698
SD,86,37339
SD,87,33902
SD,88,30428
SD,89,26965
SD,90,23564
SD,91,20280
SD,92,17164
SD,93,14266
SD,94,11626
SD,95,9277
SD,96,7236
SD,97,5509
SD,98,4089
SD,99,2953
SD,100,2073
TN,0,100000
TN,1,99337
TN,2,99295
TN,3,99263
TN,4,99231
TN,5,99208
TN,6,99192
TN,7,99179
TN,8,99164
TN,9,99150
TN,10,99139
TN,11,99124
TN,12,99109
TN,13,99100
TN,14,99076
TN,15,99042
TN,16,99013
TN,17,98943
TN,18,98875
TN,19,98766
TN,20,98624
TN,21,98495
TN,22,98342
TN,23,98184
TN,24,98006
TN,25,97844
TN,26,97671
TN,27,97493
TN,28,97298
TN,29,97098
TN,30,96892
TN,31,96653
TN,32,96452
TN,33,96208
TN,34,95907
TN,35,95627
TN,36,95334
TN,37,95011
TN,38,94708
TN,39,94382
TN,40,94050
TN,41,93674
TN,42,93313
TN,43,92935
TN,44,92500
TN,45,92064
TN,46,91566
TN,47,91149
TN,48,90677
TN,49,90147
TN,50,89607
TN,51,89023
TN,52,88390
TN,53,87709
TN,54,87022
TN,55,86269
TN,56,85481
TN,57,84599
TN,58,83647
TN,59,82656
TN,60,81586
TN,61,80421
TN,62,79295
TN,63,78011
TN,64,76680
TN,65,75315
TN,66,73917
TN,67,72422
TN,68,70895
TN,69,69343
TN,70,67694
TN,71,65960
TN,72,64107
TN,73,62259
TN,74,60212
TN,75,58157
TN,76,55795
TN,77,53523
TN,78,50877
TN,79,48254
TN,80,45433
TN,81,42639
TN,82,39678
TN,83,36679
TN,84,33618
TN,85,30398
TN,86,27289
TN,87,24180
TN,88,21120
TN,89,18076
TN,90,15343
TN,91,12771
TN,92,10391
TN,93,8354
TN,94,6527
TN,95,4992
TN,96,3708
TN,97,2681
TN,98,1883
TN,99,1284
TN,100,849
TX,0,100000
TX,1,99413
TX,2,99367
TX,3,99335
TX,4,99313
TX,5,99294
TX,6,99278
TX,7,99265
TX,8,99255
TX,9,99242
TX,10,99231
TX,11,99219
TX,12,99202
TX,13,99189
TX,14,99170
TX,15,99143
TX,16,99107
TX,17,99061
TX,18,98995
TX,19,98908
TX,20,98817
TX,21,98720
TX,22,98614
TX,23,98522
TX,24,98411
TX,25,98298
TX,26,98183
TX,27,98065
TX,28,97937
TX,29,97810
TX,30,97669
TX,31,97542
TX,32,97393
TX,33,97239
TX,34,97087
TX,35,96926
TX,36,96755
TX,37,96581
TX,38,96381
TX,39,96194
TX,40,95985
TX,41,95775
TX,42,95537
TX,43,95304
TX,44,95048
TX,45,94784
TX,46,94513
TX,47,94216
TX,48,93886
TX,49,93538
TX,50,93180
TX,51,92783
TX,52,92333
TX,53,91870
TX,54,91389
TX,55,90845
TX,56,90244
TX,57,89617
TX,58,88901
TX,59,88132
TX,60,87298
TX,61,86408
TX,62,85467
TX,63,84449
TX,64,83365
TX,65,82196
TX,66,81000
TX,67,79713
TX,68,78365
TX,69,76934
TX,70,75373
TX,71,73759
TX,72,72058
TX,73,70277
TX,74,68352
TX,75,66325
TX,76,64142
TX,77,61965
TX,78,59503
TX,79,56873
TX,80,54096
TX,81,51165
TX,82,48166
TX,83,45060
TX,84,41768
TX,85,38418
TX,86,34917
TX,87,31427
TX,88,27918
TX,89,24477
TX,90,21140
TX,91,17954
TX,92,14939
TX,93,12157
TX,94,9683
TX,95,7560
TX,96,5772
TX,97,4293
TX,98,3106
TX,99,2182
TX,100,1487
UT,0,100000
UT,1,99514
UT,2,99471
UT,3,99454
UT,4,99431
UT,5,99423
UT,6,99399
UT,7,99385
UT,8,99376
UT,9,99368
UT,10,99353
UT,11,99344
UT,12,99329
UT,13,99324
UT,14,99306
UT,15,99272
UT,16,99236
UT,17,99198
UT,18,99145
UT,19,99085
UT,20,99033
UT,21,98933
UT,22,98847
UT,23,98786
UT,24,98710
UT,25,98650
UT,26,98570
UT,27,98476
UT,28,98379
UT,29,98285
UT,30,98189
UT,31,98100
UT,32,97998
UT,33,97909
UT,34,97757
UT,35,97583
UT,36,97404
UT,37,97239
UT,38,97074
UT,39,96915
UT,40,96727
UT,41,96514
UT,42,96325
UT,43,96133
UT,44,95942
UT,45,95668
UT,46,95460
UT,47,95214
UT,48,94936
UT,49,94647
UT,50,94322
UT,51,93980
UT,52,93654
UT,53,93327
UT,54,92926
UT,55,92521
UT,56,92046
UT,57,91533
UT,58,91032
UT,59,90413
UT,60,89755
UT,61,89045
UT,62,88318
UT,63,87669
UT,64,86852
UT,65,86037
UT,66,85176
UT,67,84145
UT,68,83025
UT,69,81853
UT,70,80616
UT,71,79270
UT,72,77765
UT,73,76299
UT,74,74541
UT,75,72744
UT,76,70546
UT,77,68438
UT,78,65917
UT,79,63091
UT,80,60126
UT,81,57093
UT,82,53734
UT,83,50292
UT,84,46678
UT,85,42397
UT,86,38253
UT,87,33880
UT,88,29813
UT,89,25766
UT,90,21908
UT,91,17909
UT,92,14314
UT,93,11267
UT,94,8636
UT,95,6269
UT,96,4489
UT,97,3106
UT,98,2074
UT,99,1334
UT,100,826
VT,0,100000
VT,1,99528
VT,2,99510
VT,3,99492
VT,4,99475
VT,5,99458
VT,6,99458
VT,7,99458
VT,8,99458
VT,9,99458
VT,10,99458
VT,11,99428
VT,12,99398
VT,13,99369
VT,14,99340
VT,15,99285
VT,16,99272
VT,17,99231
VT,18,99204
VT,19,99128
VT,20,99082
VT,21,99024
VT,22,98932
VT,23,98853
VT,24,98754
VT,25,98622
VT,26,98527
VT,27,98447
VT,28,98341
VT,29,98226
VT,30,98076
VT,31,97843
VT,32,97649
VT,33,97430
VT,34,97320
VT,35,97064
VT,36,96932
VT,37,96726
VT,38,96498
VT,39,96271
VT,40,96010
VT,41,95762
VT,42,95510
VT,43,95195
VT,44,94972
VT,45,94745
VT,46,94475
VT,47,94066
VT,48,93829
VT,49,93449
VT,50,92925
VT,51,92616
VT,52,92181
VT,53,91635
VT,54,91194
VT,55,90718
VT,56,90089
VT,57,89242
VT,58,88745
VT,59,88036
VT,60,87316
VT,61,86530
VT,62,85524
VT,63,84578
VT,64,83672
VT,65,82819
VT,66,81682
VT,67,80671
VT,68,79641
VT,69,78706
VT,70,77601
VT,71,76170
VT,72,74809
VT,73,73252
VT,74,71693
VT,75,70128
VT,76,68099
VT,77,66129
VT,78,64072
VT,79,61681
VT,80,58901
VT,81,56326
VT,82,53518
VT,83,50480
VT,84,47222
VT,85,43761
VT,86,40125
VT,87,36354
VT,88,32496
VT,89,28614
VT,90,24774
VT,91,21052
VT,92,17523
VT,93,14257
VT,94,11314
VT,95,8739
VT,96,6555
VT,97,4765
VT,98,3350
VT,99,2274
VT,100,1488
VA,0,100000
VA,1,99389
VA,2,99351
VA,3,99327
VA,4,99305
VA,5,99290
VA,6,99275
VA,7,99262
VA,8,99247
VA,9,99236
VA,10,99220
VA,11,99210
VA,12,99196
VA,13,99182
VA,14,99163
VA,15,99144
VA,16,99115
VA,17,99070
VA,18,99003
VA,19,98922
VA,20,98840
VA,21,98768
VA,22,98670
VA,23,98573
VA,24,98466
VA,25,98356
VA,26,98235
VA,27,98102
VA,28,97975
VA,29,97836
VA,30,97703
VA,31,97559
VA,32,97377
VA,33,97192
VA,34,97025
VA,35,96844
VA,36,96677
VA,37,96482
VA,38,96277
VA,39,96083
VA,40,95871
VA,41,95662
VA,42,95441
VA,43,95184
VA,44,94955
VA,45,94681
VA,46,94404
VA,47,94107
VA,48,93809
VA,49,93480
VA,50,93113
VA,51,92744
VA,52,92323
VA,53,91853
VA,54,91356
VA,55,90827
VA,56,90259
VA,57,89664
VA,58,88984
VA,59,88248
VA,60,87440
VA,61,86641
VA,62,85735
VA,63,84720
VA,64,83685
VA,65,82591
VA,66,81425
VA,67,80183
VA,68,78885
VA,69,77460
VA,70,76014
VA,71,74540
VA,72,72890
VA,73,71204
VA,74,69389
VA,75,67490
VA,76,65280
VA,77,63190
VA,78,60853
VA,79,58224
VA,80,55475
VA,81,52813
VA,82,49739
VA,83,46656
VA,84,43286
VA,85,39724
VA,86,36219
VA,87,32555
VA,88,29013
VA,89,25410
VA,90,22068
VA,91,18911
VA,92,15816
VA,93,12897
VA,94,10353
VA,95,8010
VA,96,6111
VA,97,4539
VA,98,3276
VA,99,2295
VA,100,1558
WA,0,100000
WA,1,99570
WA,2,99526
WA,3,99500
WA,4,99480
WA,5,99467
WA,6,99459
WA,7,99443
WA,8,99432
WA,9,99424
WA,10,99415
WA,11,99410
WA,12,99400
WA,13,99385
WA,14,99368
WA,15,99344
WA,16,99318
WA,17,99273
WA,18,99213
WA,19,99153
WA,20,99084
WA,21,98998
WA,22,98881
WA,23,98782
WA,24,98685
WA,25,98589
WA,26,98473
WA,27,98366
WA,28,98256
WA,29,98144
WA,30,98012
WA,31,97862
WA,32,97713
WA,33,97553
WA,34,97394
WA,35,97225
WA,36,97064
WA,37,96883
WA,38,96702
WA,39,96528
WA,40,96339
WA,41,96134
WA,42,95923
WA,43,95690
WA,44,95463
WA,45,95199
WA,46,94965
WA,47,94703
WA,48,94425
WA,49,94119
WA,50,93754
WA,51,93393
WA,52,92957
WA,53,92528
WA,54,92052
WA,55,91522
WA,56,91005
WA,57,90471
WA,58,89797
WA,59,89101
WA,60,88379
WA,61,87544
WA,62,86729
WA,63,85803
WA,64,84851
WA,65,83801
WA,66,82765
WA,67,81604
WA,68,80425
WA,69,79165
WA,70,77849
WA,71,76443
WA,72,74992
WA,73,73384
WA,74,71732
WA,75,69868
WA,76,67796
WA,77,65693
WA,78,63345
WA,79,60839
WA,80,58058
WA,81,55274
WA,82,52179
WA,83,48938
WA,84,45521
WA,85,41878
WA,86,38297
WA,87,34539
WA,88,30779
WA,89,26917
WA,90,23221
WA,91,19665
WA,92,16505
WA,93,13545
WA,94,10837
WA,95,8340
WA,96,6325
WA,97,4664
WA,98,3339
WA,99,2317
WA,100,1556
WV,0,100000
WV,1,99258
WV,2,99207
WV,3,99173
WV,4,99151
WV,5,99129
WV,6,99124
WV,7,99098
WV,8,99088
WV,9,99068
WV,10,99058
WV,11,99053
WV,12,99048
WV,13,99024
WV,14,98987
WV,15,98969
WV,16,98942
WV,17,98910
WV,18,98841
WV,19,98796
WV,20,98725
WV,21,98649
WV,22,98524
WV,23,98377
WV,24,98283
WV,25,98150
WV,26,97972
WV,27,97740
WV,28,97483
WV,29,97279
WV,30,97059
WV,31,96804
WV,32,96553
WV,33,96219
WV,34,95881
WV,35,95522
WV,36,95178
WV,37,94728
WV,38,94316
WV,39,93856
WV,40,93384
WV,41,92938
WV,42,92510
WV,43,92000
WV,44,91481
WV,45,90926
WV,46,90283
WV,47,89761
WV,48,89121
WV,49,88504
WV,50,87829
WV,51,87056
WV,52,86366
WV,53,85597
WV,54,84831
WV,55,83929
WV,56,82966
WV,57,82002
WV,58,80983
WV,59,79822
WV,60,78583
WV,61,77276
WV,62,75967
WV,63,74540
WV,64,73117
WV,65,71560
WV,66,69965
WV,67,68394
WV,68,66840
WV,69,65222
WV,70,63526
WV,71,61772
WV,72,59963
WV,73,58059
WV,74,55914
WV,75,53895
WV,76,51635
WV,77,49436
WV,78,46915
WV,79,44368
WV,80,41430
WV,81,38682
WV,82,35723
WV,83,32917
WV,84,29880
WV,85,27121
WV,86,24342
WV,87,21706
WV,88,19065
WV,89,16415
WV,90,13814
WV,91,11555
WV,92,9406
WV,93,7441
WV,94,5840
WV,95,4367
WV,96,3243
WV,97,2345
WV,98,1649
WV,99,1126
WV,100,746
WI,0,100000
WI,1,99430
WI,2,99402
WI,3,99369
WI,4,99349
WI,5,99322
WI,6,99304
WI,7,99290
WI,8,99274
WI,9,99250
WI,10,99240
WI,11,99223
WI,12,99212
WI,13,99196
WI,14,99179
WI,15,99142
WI,16,99103
WI,17,99059
WI,18,99019
WI,19,98954
WI,20,98896
WI,21,98836
WI,22,98760
WI,23,98676
WI,24,98562
WI,25,98469
WI,26,98362
WI,27,98236
WI,28,98106
WI,29,97979
WI,30,97823
WI,31,97683
WI,32,97520
WI,33,97318
WI,34,97129
WI,35,96925
WI,36,96710
WI,37,96492
WI,38,96287
WI,39,96074
WI,40,95886
WI,41,95700
WI,42,95456
WI,43,95209
WI,44,94953
WI,45,94704
WI,46,94442
WI,47,94128
WI,48,93823
WI,49,93487
WI,50,93136
WI,51,92770
WI,52,92354
WI,53,91921
WI,54,91437
WI,55,90958
WI,56,90412
WI,57,89818
WI,58,89268
WI,59,88609
WI,60,87892
WI,61,87081
WI,62,86228
WI,63,85359
WI,64,84419
WI,65,83380
WI,66,82333
WI,67,81281
WI,68,80067
WI,69,78862
WI,70,77552
WI,71,76103
WI,72,74596
WI,73,72968
WI,74,71109
WI,75,69231
WI,76,67162
WI,77,65007
WI,78,62532
WI,79,59979
WI,80,57168
WI,81,54334
WI,82,51316
WI,83,47945
WI,84,44576
WI,85,40961
WI,86,37105
WI,87,33254
WI,88,29429
WI,89,25580
WI,90,21887
WI,91,18394
WI,92,15212
WI,93,12284
WI,94,9721
WI,95,7440
WI,96,5548
WI,97,4015
WI,98,2815
WI,99,1909
WI,100,1251
WY,0,100000
WY,1,99419
WY,2,99354
WY,3,99323
WY,4,99307
WY,5,99292
WY,6,99235
WY,7,99235
WY,8,99235
WY,9,99221
WY,10,99208
WY,11,99167
WY,12,99141
WY,13,99090
WY,14,99078
WY,15,99054
WY,16,99007
WY,17,98934
WY,18,98834
WY,19,98755
WY,20,98652
WY,21,98521
WY,22,98457
WY,23,98280
WY,24,98161
WY,25,97997
WY,26,97913
WY,27,97772
WY,28,97687
WY,29,97631
WY,30,97429
WY,31,97208
WY,32,96980
WY,33,96817
WY,34,96627
WY,35,96486
WY,36,96208
WY,37,96037
WY,38,95713
WY,39,95522
WY,40,95285
WY,41,94986
WY,42,94699
WY,43,94516
WY,44,94276
WY,45,94104
WY,46,93913
WY,47,93645
WY,48,93128
WY,49,92720
WY,50,92253
WY,51,91900
WY,52,91340
WY,53,90891
WY,54,90442
WY,55,89965
WY,56,89309
WY,57,88596
WY,58,87946
WY,59,87073
WY,60,86279
WY,61,85552
WY,62,84432
WY,63,83442
WY,64,82223
WY,65,81208
WY,66,80092
WY,67,78731
WY,68,77531
WY,69,76216
WY,70,74823
WY,71,73337
WY,72,71747
WY,73,70098
WY,74,68508
WY,75,66546
WY,76,64179
WY,77,61835
WY,78,59583
WY,79,57125
WY,80,54644
WY,81,51853
WY,82,48876
WY,83,45728
WY,84,42427
WY,85,39002
WY,86,35486
WY,87,31922
WY,88,28358
WY,89,24847
WY,90,21443
WY,91,18203
WY,92,15178
WY,93,12412
WY,94,9939
WY,95,7783
WY,96,5950
WY,97,4435
WY,98,3219
WY,99,2271
WY,100,1556
USA,0,100000
USA,1,99439
USA,2,99395
USA,3,99367
USA,4,99345
USA,5,99328
USA,6,99313
USA,7,99299
USA,8,99288
USA,9,99276
USA,10,99265
USA,11,99253
USA,12,99240
USA,13,99224
USA,14,99205
USA,15,99180
USA,16,99147
USA,17,99104
USA,18,99046
USA,19,98972
USA,20,98890
USA,21,98801
USA,22,98704
USA,23,98602
USA,24,98492
USA,25,98378
USA,26,98255
USA,27,98125
USA,28,97988
USA,29,97845
USA,30,97688
USA,31,97525
USA,32,97355
USA,33,97173
USA,34,96983
USA,35,96790
USA,36,96595
USA,37,96384
USA,38,96165
USA,39,95943
USA,40,95705
USA,41,95457
USA,42,95198
USA,43,94928
USA,44,94647
USA,45,94351
USA,46,94043
USA,47,93726
USA,48,93376
USA,49,93011
USA,50,92618
USA,51,92198
USA,52,91745
USA,53,91262
USA,54,90751
USA,55,90198
USA,56,89593
USA,57,88950
USA,58,88249
USA,59,87488
USA,60,86678
USA,61,85808
USA,62,84884
USA,63,83895
