state,Age,Q0,Q75
CT,10,0.005650000000000044,NA
CT,11,0.005750000000000033,NA
CT,12,0.005820000000000047,NA
CT,13,0.005909999999999971,NA
CT,14,0.005979999999999985,NA
CT,15,0.006140000000000034,NA
CT,16,0.006349999999999967,NA
CT,17,0.006800000000000028,NA
CT,18,0.007369999999999988,NA
CT,19,0.007730000000000015,NA
CT,20,0.00821000000000005,NA
CT,21,0.008909999999999973,NA
CT,22,0.009510000000000018,NA
CT,23,0.010199999999999987,NA
CT,24,0.011159999999999948,NA
CT,25,0.011970000000000036,NA
CT,26,0.013149999999999995,NA
CT,27,0.01419999999999999,NA
CT,28,0.015149999999999997,NA
CT,29,0.016569999999999974,NA
CT,30,0.017939999999999956,NA
CT,31,0.019039999999999946,NA
CT,32,0.020560000000000023,NA
CT,33,0.022150000000000003,NA
CT,34,0.023830000000000018,NA
CT,35,0.02595000000000003,NA
CT,36,0.02788999999999997,NA
CT,37,0.03010999999999997,NA
CT,38,0.03198999999999996,NA
CT,39,0.033930000000000016,NA
CT,40,0.036170000000000035,NA
CT,75,0.27459999999999996,0
CT,76,0.29462,0.027598566308243755
CT,77,0.31421,0.05460435621725945
CT,78,0.33470999999999995,0.08286462641301351
CT,79,0.35680999999999996,0.11333057623380205
CT,80,0.38278999999999996,0.14914529914529917
CT,81,0.40932,0.18571822442790187
CT,82,0.43722000000000005,0.2241797628894403
CT,83,0.46892999999999996,0.26789357595809205
CT,84,0.5019,0.3133443617314585
CT,85,0.53589,0.36020126826578436
CT,86,0.57311,0.4115108905431486
CT,87,0.61195,0.46505376344086025
CT,88,0.64959,0.516942376619796
CT,89,0.68842,0.5704714640198512
CT,90,0.72932,0.6268541494347946
CT,91,0.76795,0.6801075268817205
CT,92,0.80462,0.730658946787979
CT,93,0.83719,0.7755583126550869
CT,94,0.86756,0.8174248690377722
CT,95,0.8971,0.858147229114971
CT,96,0.92075,0.8907499310725118
CT,97,0.94067,0.9182106424041908
CT,98,0.95689,0.9405707196029777
CT,99,0.96966,0.958174800110284
CT,100,0.9793499999999999,0.971532947339399
DC,0,0,NA
DC,1,0.0046399999999999775,NA
DC,2,0.005260000000000042,NA
DC,3,0.005900000000000016,NA
DC,4,0.006160000000000054,NA
DC,5,0.006419999999999981,NA
DC,6,0.006549999999999945,NA
DC,7,0.006549999999999945,NA
DC,8,0.006680000000000019,NA
DC,9,0.006809999999999983,NA
DC,10,0.006950000000000012,NA
DC,11,0.007090000000000041,NA
DC,12,0.007090000000000041,NA
DC,13,0.007249999999999979,NA
DC,14,0.007410000000000028,NA
DC,15,0.007750000000000035,NA
DC,16,0.0089500000000000135,NA
DC,17,0.00985999999999998,NA
DC,18,0.010589999999999988,NA
DC,19,0.011290000000000022,NA
DC,20,0.012070000000000025,NA
DC,21,0.013480000000000047,NA
DC,22,0.01429999999999998,NA
DC,23,0.01534000000000002,NA
DC,24,0.016079999999999983,NA
DC,25,0.017360000000000042,NA
DC,26,0.018120000000000025,NA
DC,27,0.019260000000000055,NA
DC,28,0.020159999999999956,NA
DC,29,0.021159999999999957,NA
DC,30,0.022399999999999975,NA
DC,31,0.023290000000000033,NA
DC,32,0.024739999999999984,NA
DC,33,0.026519999999999988,NA
DC,34,0.02803,NA
DC,35,0.029120000000000035,NA
DC,36,0.03068000000000004,NA
DC,37,0.03202000000000005,NA
DC,38,0.03371000000000002,NA
DC,39,0.035640000000000005,NA
DC,40,0.03798999999999997,NA
DC,75,0.38342,0
DC,76,0.40049999999999997,0.02770119043757502
DC,77,0.42005000000000003,0.05940834928152061
DC,78,0.44274,0.0962081157351844
DC,79,0.46338,0.12968309059651628
DC,80,0.48617999999999995,0.1666612605014759
DC,81,0.50673,0.1999902689026566
DC,82,0.52859,0.23544390022381523
DC,83,0.55172,0.27295728048266243
DC,84,0.57606,0.3124330987057641
DC,85,0.60151,0.35370916993739665
DC,86,0.62793,0.39655843523954715
DC,87,0.65515,0.44070518018748583
DC,88,0.68295,0.4857925978786207
DC,89,0.71109,0.5314314444192156
DC,90,0.7392799999999999,0.5771513834376722
DC,91,0.76719,0.6224172045801031
DC,92,0.79452,0.6667423529793377
DC,93,0.8209,0.7095267442991988
DC,94,0.84601,0.7502513866813714
DC,95,0.86955,0.788429725258685
DC,96,0.89124,0.8236076421551137
DC,97,0.91086,0.8554283304680658
DC,98,0.92828,0.8836809497551007
DC,99,0.94341,0.9082195335560673
DC,100,0.95628,0.9290927373576827
DE,0,0,NA
DE,1,0.007249999999999979,NA
DE,2,0.007809999999999984,NA
DE,3,0.008360000000000034,NA
DE,4,0.008630000000000027,NA
DE,5,0.008809999999999985,NA
DE,6,0.008900000000000019,NA
DE,7,0.009149999999999991,NA
DE,8,0.009319999999999995,NA
DE,9,0.009319999999999995,NA
DE,10,0.009489999999999998,NA
DE,11,0.009489999999999998,NA
DE,12,0.009489999999999998,NA
DE,13,0.009489999999999998,NA
DE,14,0.009730000000000016,NA
DE,15,0.010040000000000049,NA
DE,16,0.010279999999999956,NA
DE,17,0.010750000000000037,NA
DE,18,0.011390000000000011,NA
DE,19,0.012260000000000049,NA
DE,20,0.01307999999999998,NA
DE,21,0.014349999999999974,NA
DE,22,0.015689999999999982,NA
DE,23,0.016859999999999986,NA
DE,24,0.01812999999999998,NA
DE,25,0.019299999999999984,NA
DE,26,0.020909999999999984,NA
DE,27,0.02207999999999999,NA
DE,28,0.02410000000000001,NA
DE,29,0.025599999999999956,NA
DE,30,0.02749999999999997,NA
DE,31,0.02912999999999999,NA
DE,32,0.031320000000000014,NA
DE,33,0.032930000000000015,NA
DE,34,0.03552999999999995,NA
DE,35,0.03785000000000005,NA
DE,36,0.03961999999999999,NA
DE,37,0.04178000000000004,NA
DE,38,0.043969999999999954,NA
DE,39,0.04747000000000001,NA
DE,40,0.05042000000000002,NA
DE,75,0.34187999999999996,0
DE,76,0.36245000000000005,0.03125569804898798
DE,77,0.38105,0.059518021029599466
DE,78,0.40502000000000005,0.09593995016106482
DE,79,0.43067999999999995,0.13492980003646748
DE,80,0.45663,0.17436029903361094
DE,81,0.48497999999999997,0.21743754938309123
DE,82,0.5167999999999999,0.2657873943961587
DE,83,0.54697,0.3116300978544946
DE,84,0.57887,0.3601015012459734
DE,85,0.61407,0.4135871877469155
DE,86,0.64986,0.46796936728864036
DE,87,0.68221,0.5171245365586823
DE,88,0.7187600000000001,0.5726615206953138
DE,89,0.75389,0.6260408436151461
DE,90,0.78454,0.6726128973439494
DE,91,0.81637,0.7209779371543183
DE,92,0.84636,0.7665471342612289
DE,93,0.87392,0.8084239956238983
DE,94,0.89869,0.846061508539476
DE,95,0.92042,0.879079803075427
DE,96,0.93899,0.9072965416641342
DE,97,0.95442,0.9307421139002006
DE,98,0.96688,0.94967483133775
DE,99,0.97662,0.9644745639093174
DE,100,0.98399,0.9756731295204522
FL,0,0,NA
FL,1,0.006079999999999974,NA
FL,2,0.00653999999999999,NA
FL,3,0.006830000000000003,NA
FL,4,0.007099999999999995,NA
FL,5,0.007260000000000044,NA
FL,6,0.007440000000000002,NA
FL,7,0.007569999999999966,NA
FL,8,0.007669999999999955,NA
FL,9,0.007759999999999989,NA
FL,10,0.007870000000000044,NA
FL,11,0.008000000000000007,NA
FL,12,0.00814999999999999,NA
FL,13,0.00831000000000004,NA
FL,14,0.008480000000000043,NA
FL,15,0.008689999999999976,NA
FL,16,0.008979999999999988,NA
FL,17,0.009299999999999975,NA
FL,18,0.009870000000000045,NA
FL,19,0.010700000000000043,NA
FL,20,0.01154999999999995,NA
FL,21,0.012460000000000027,NA
FL,22,0.013440000000000007,NA
FL,23,0.014499999999999957,NA
FL,24,0.015569999999999973,NA
FL,25,0.016750000000000043,NA
FL,26,0.017979999999999996,NA
FL,27,0.019499999999999962,NA
FL,28,0.02100000000000002,NA
FL,29,0.02251000000000003,NA
FL,30,0.02407999999999999,NA
FL,31,0.02573000000000003,NA
FL,32,0.027469999999999994,NA
FL,33,0.029309999999999947,NA
FL,34,0.031200000000000006,NA
FL,35,0.03330999999999995,NA
FL,36,0.0353,NA
FL,37,0.03746000000000005,NA
FL,38,0.03971999999999998,NA
FL,39,0.042080000000000006,NA
FL,40,0.044460000000000055,NA
FL,75,0.31362999999999996,0
FL,76,0.33238999999999996,0.02733219692002853
FL,77,0.35096000000000005,0.05438757521453441
FL,78,0.37133000000000005,0.08406544575083408
FL,79,0.39337999999999995,0.11619097571280801
FL,80,0.41679999999999995,0.1503125136588137
FL,81,0.4414,0.18615324096332886
FL,82,0.46692999999999996,0.22334892259277062
FL,83,0.49495999999999996,0.2641869545580372
FL,84,0.52383,0.30624881623614086
FL,85,0.55401,0.35021926949021664
FL,86,0.58446,0.39458309658056145
FL,87,0.6174299999999999,0.4426184128094177
FL,88,0.6516,0.4924020571994697
FL,89,0.68635,0.543030726867433
FL,90,0.7210099999999999,0.5935282719233066
FL,91,0.75637,0.6450456750732112
FL,92,0.79114,0.6957034835438611
FL,93,0.8243199999999999,0.7440447572009266
FL,94,0.85595,0.7901277736497807
FL,95,0.88321,0.8298439617116132
FL,96,0.9073599999999999,0.8650290659556799
FL,97,0.92833,0.8955811005725774
FL,98,0.94603,0.9213689409502164
FL,99,0.9605,0.9424508646939698
FL,100,0.97196,0.9591473986333902
GA,0,0,NA
GA,1,0.007160000000000055,NA
GA,2,0.00768000000000002,NA
GA,3,0.007939999999999947,NA
GA,4,0.00817000000000001,NA
GA,5,0.008399999999999963,NA
GA,6,0.008569999999999967,NA
GA,7,0.00873999999999997,NA
GA,8,0.008859999999999979,NA
GA,9,0.008990000000000054,NA
GA,10,0.009099999999999997,NA
GA,11,0.009260000000000046,NA
GA,12,0.009360000000000035,NA
GA,13,0.009569999999999967,NA
GA,14,0.009739999999999971,NA
GA,15,0.009990000000000054,NA
GA,16,0.01041000000000003,NA
GA,17,0.01097999999999999,NA
GA,18,0.011769999999999947,NA
GA,19,0.01261000000000001,NA
GA,20,0.013560000000000016,NA
GA,21,0.014639999999999986,NA
GA,22,0.01588999999999996,NA
GA,23,0.017199999999999993,NA
GA,24,0.018549999999999955,NA
GA,25,0.019930000000000003,NA
GA,26,0.021129999999999982,NA
GA,27,0.022750000000000048,NA
GA,28,0.024479999999999946,NA
GA,29,0.025989999999999958,NA
GA,30,0.027680000000000038,NA
GA,31,0.02956000000000003,NA
GA,32,0.03154999999999997,NA
GA,33,0.03339000000000003,NA
GA,34,0.03534999999999999,NA
GA,35,0.03747999999999996,NA
GA,36,0.03981000000000001,NA
GA,37,0.04220999999999997,NA
GA,38,0.04471999999999998,NA
GA,39,0.047050000000000036,NA
GA,40,0.049699999999999966,NA
GA,75,0.36667000000000005,0
GA,76,0.38954,0.03611071637219143
GA,77,0.41063000000000005,0.06941089163627179
GA,78,0.43432000000000004,0.1068163516650088
GA,79,0.46077,0.1485797293669967
GA,80,0.48883,0.1928852257117143
GA,81,0.51688,0.23717493249964472
GA,82,0.54689,0.2845593924178549
GA,83,0.57845,0.33439123363807177
GA,84,0.6112,0.3861020321159585
GA,85,0.64391,0.4377496723666967
GA,86,0.67667,0.4894762604013705
GA,87,0.7102200000000001,0.5424502234222286
GA,88,0.74278,0.5938610203211596
GA,89,0.77379,0.6428244359180838
GA,90,0.80522,0.6924510129000678
GA,91,0.83519,0.7397723145911295
GA,92,0.86282,0.7833988599939999
GA,93,0.88824,0.8235359133469123
GA,94,0.91047,0.8586360980847267
GA,95,0.93042,0.890136263875073
GA,96,0.94689,0.9161416639034943
GA,97,0.96048,0.9375996715772188
GA,98,0.97137,0.9547944989184154
GA,99,0.97984,0.9681682535171238
GA,100,0.98622,0.9782419907473198
HI,0,0,NA
HI,1,0.005630000000000024,NA
HI,2,0.006269999999999998,NA
HI,3,0.006650000000000045,NA
HI,4,0.007079999999999975,NA
HI,5,0.007140000000000035,NA
HI,6,0.007430000000000048,NA
HI,7,0.007430000000000048,NA
HI,8,0.007489999999999997,NA
HI,9,0.007549999999999946,NA
HI,10,0.00766,NA
HI,11,0.007719999999999949,NA
HI,12,0.007889999999999953,NA
HI,13,0.008070000000000022,NA
HI,14,0.008369999999999989,NA
HI,15,0.008850000000000025,NA
HI,16,0.009340000000000015,NA
HI,17,0.00941000000000003,NA
HI,18,0.009850000000000025,NA
HI,19,0.010310000000000041,NA
HI,20,0.01083999999999996,NA
HI,21,0.011390000000000011,NA
HI,22,0.01202000000000003,NA
HI,23,0.012519999999999976,NA
HI,24,0.013249999999999984,NA
HI,25,0.013920000000000043,NA
HI,26,0.014700000000000046,NA
HI,27,0.016229999999999967,NA
HI,28,0.016880000000000006,NA
HI,29,0.017410000000000037,NA
HI,30,0.018039999999999945,NA
HI,31,0.018839999999999968,NA
HI,32,0.020259999999999945,NA
HI,33,0.021039999999999948,NA
HI,34,0.022480000000000055,NA
HI,35,0.023880000000000012,NA
HI,36,0.025009999999999977,NA
HI,37,0.026100000000000012,NA
HI,38,0.027390000000000025,NA
HI,39,0.029020000000000046,NA
HI,40,0.03054000000000001,NA
HI,75,0.27148000000000005,0
HI,76,0.29013,0.025599846263657855
HI,77,0.30665,0.04827595673420082
