state,Age,Q0,Q75
HI,78,0.32465999999999995,0.07299730961401196
HI,79,0.34629,0.10268764069620606
HI,80,0.36756,0.13188381924998627
HI,81,0.39215,0.16563718223247126
HI,82,0.41588,0.19821006973041233
HI,83,0.43969,0.23089276890133426
HI,84,0.46665,0.2678993026958766
HI,85,0.49758,0.310355240762093
HI,86,0.52548,0.3486520617141602
HI,87,0.5532699999999999,0.38679789161587874
HI,88,0.58582,0.4314775160599572
HI,89,0.6183000000000001,0.4760610552901774
HI,90,0.6530199999999999,0.5237193213638609
HI,91,0.68729,0.5707598967770273
HI,92,0.72238,0.6189260418382474
HI,93,0.75915,0.669398232032065
HI,94,0.79373,0.7168643276780322
HI,95,0.82724,0.7628616921978806
HI,96,0.85804,0.8051391862955032
HI,97,0.88596,0.8434634601658156
HI,98,0.9106,0.8772854554439137
HI,99,0.93175,0.9063169164882227
HI,100,0.94935,0.9304754845440071
ID,0,0,NA
ID,1,0.005260000000000042,NA
ID,2,0.005659999999999998,NA
ID,3,0.005789999999999962,NA
ID,4,0.005920000000000036,NA
ID,5,0.005959999999999965,NA
ID,6,0.006079999999999974,NA
ID,7,0.006120000000000014,NA
ID,8,0.006269999999999998,NA
ID,9,0.006310000000000038,NA
ID,10,0.006419999999999981,NA
ID,11,0.006460000000000021,NA
ID,12,0.006650000000000045,NA
ID,13,0.006859999999999977,NA
ID,14,0.007070000000000021,NA
ID,15,0.007580000000000031,NA
ID,16,0.008090000000000042,NA
ID,17,0.008580000000000032,NA
ID,18,0.00882000000000005,NA
ID,19,0.009220000000000006,NA
ID,20,0.009959999999999969,NA
ID,21,0.010909999999999975,NA
ID,22,0.01165000000000005,NA
ID,23,0.012519999999999976,NA
ID,24,0.013610000000000011,NA
ID,25,0.014719999999999955,NA
ID,26,0.015819999999999945,NA
ID,27,0.01712999999999998,NA
ID,28,0.018449999999999966,NA
ID,29,0.02015,NA
ID,30,0.021009999999999973,NA
ID,31,0.02234999999999998,NA
ID,32,0.023719999999999963,NA
ID,33,0.024939999999999962,NA
ID,34,0.02678999999999998,NA
ID,35,0.028510000000000035,NA
ID,36,0.030020000000000047,NA
ID,37,0.031399999999999983,NA
ID,38,0.032850000000000046,NA
ID,39,0.03452999999999995,NA
ID,40,0.03659000000000001,NA
ID,75,0.29394,0
ID,76,0.31616,0.03147041327932465
ID,77,0.33892,0.06370563408208929
ID,78,0.36473,0.10026060108206103
ID,79,0.39088999999999996,0.13731127666204002
ID,80,0.41739000000000004,0.1748434977197405
ID,81,0.44723999999999997,0.21712035804322583
ID,82,0.47983,0.2632779083930544
ID,83,0.5096700000000001,0.3055406056142538
ID,84,0.54852,0.3605642579950712
ID,85,0.5853999999999999,0.4127977792255616
ID,86,0.6260399999999999,0.4703566269155596
ID,87,0.66319,0.5229725519077699
ID,88,0.70268,0.5789026428348866
ID,89,0.74207,0.634691102739144
ID,90,0.7778700000000001,0.6853950089227545
ID,91,0.81433,0.7370336798572359
ID,92,0.84722,0.7836161232756422
ID,93,0.87652,0.8251140129734017
ID,94,0.90427,0.8644166218168428
ID,95,0.92704,0.8966660057218934
ID,96,0.94597,0.9234767583491488
ID,97,0.9612,0.9450471631306121
ID,98,0.97302,0.9617879500325751
ID,99,0.98187,0.9743222955556186
ID,100,0.98823,0.9833300286094666
IL,0,0,NA
IL,1,0.005510000000000015,NA
IL,2,0.005950000000000011,NA
IL,3,0.006210000000000049,NA
IL,4,0.006460000000000021,NA
IL,5,0.00658000000000003,NA
IL,6,0.006689999999999974,NA
IL,7,0.006820000000000048,NA
IL,8,0.006939999999999946,NA
IL,9,0.007079999999999975,NA
IL,10,0.00714999999999999,NA
IL,11,0.007199999999999984,NA
IL,12,0.007340000000000013,NA
IL,13,0.007489999999999997,NA
IL,14,0.007689999999999975,NA
IL,15,0.007970000000000033,NA
IL,16,0.008329999999999949,NA
IL,17,0.008709999999999996,NA
IL,18,0.009319999999999995,NA
IL,19,0.010179999999999967,NA
IL,20,0.010970000000000035,NA
IL,21,0.011950000000000016,NA
IL,22,0.012870000000000048,NA
IL,23,0.013880000000000003,NA
IL,24,0.014929999999999999,NA
IL,25,0.01602999999999999,NA
IL,26,0.017120000000000024,NA
IL,27,0.018390000000000017,NA
IL,28,0.01976,NA
IL,29,0.021109999999999962,NA
IL,30,0.02261000000000002,NA
IL,31,0.02434000000000003,NA
IL,32,0.02595000000000003,NA
IL,33,0.027689999999999992,NA
IL,34,0.02954000000000001,NA
IL,35,0.031240000000000046,NA
IL,36,0.033050000000000024,NA
IL,37,0.03478999999999999,NA
IL,38,0.036880000000000024,NA
IL,39,0.039000000000000035,NA
IL,40,0.04117000000000004,NA
IL,75,0.32615000000000005,0
IL,76,0.34752000000000005,0.03171328930770945
IL,77,0.36858,0.06296653557913479
IL,78,0.39149,0.09696519997031983
IL,79,0.41701999999999995,0.1348519700230022
IL,80,0.44482999999999995,0.17612228240706385
IL,81,0.47326,0.2183126808636937
IL,82,0.5017199999999999,0.2605475996141574
IL,83,0.532,0.30548341619054686
IL,84,0.5648599999999999,0.3542479780366551
IL,85,0.59781,0.40314610076426505
IL,86,0.63063,0.4518513022185946
IL,87,0.66557,0.5037026044371893
IL,88,0.70021,0.5551087037174445
IL,89,0.7340599999999999,0.6053424352600727
IL,90,0.76856,0.6565407731691029
IL,91,0.80089,0.7045188098241448
IL,92,0.8324400000000001,0.7513393188395043
IL,93,0.86192,0.795087927580322
IL,94,0.88852,0.8345625881130816
IL,95,0.91198,0.8693774578912221
IL,96,0.9319999999999999,0.8990873339764043
IL,97,0.9488,0.9240186985234102
IL,98,0.96249,0.9443347926096313
IL,99,0.97331,0.9603917785857387
IL,100,0.98157,0.9726496994880166
IN,0,0,NA
IN,1,0.007220000000000004,NA
IN,2,0.007809999999999984,NA
IN,3,0.008179999999999965,NA
IN,4,0.008460000000000023,NA
IN,5,0.008650000000000047,NA
IN,6,0.008850000000000025,NA
IN,7,0.008990000000000054,NA
IN,8,0.009109999999999951,NA
IN,9,0.009240000000000026,NA
IN,10,0.00936999999999999,NA
IN,11,0.009499999999999953,NA
IN,12,0.009669999999999956,NA
IN,13,0.009850000000000025,NA
IN,14,0.010070000000000023,NA
IN,15,0.010340000000000016,NA
IN,16,0.010680000000000023,NA
IN,17,0.011260000000000048,NA
IN,18,0.011909999999999976,NA
IN,19,0.012889999999999957,NA
IN,20,0.013839999999999963,NA
IN,21,0.01483000000000001,NA
IN,22,0.015759999999999996,NA
IN,23,0.01693,NA
IN,24,0.018199999999999994,NA
IN,25,0.01937,NA
IN,26,0.02080000000000004,NA
IN,27,0.02239000000000002,NA
IN,28,0.02410000000000001,NA
IN,29,0.025619999999999976,NA
IN,30,0.027710000000000012,NA
IN,31,0.02961999999999998,NA
IN,32,0.03147,NA
IN,33,0.033950000000000036,NA
IN,34,0.036270000000000024,NA
IN,35,0.03852,NA
IN,36,0.040919999999999956,NA
IN,37,0.043279999999999985,NA
IN,38,0.04562999999999995,NA
IN,39,0.04837999999999998,NA
IN,40,0.051000000000000045,NA
IN,75,0.38144,0
IN,76,0.40549999999999997,0.03889679255043976
IN,77,0.42900000000000005,0.07688825659596488
IN,78,0.45587,0.12032785825142267
IN,79,0.48180999999999996,0.16226396792550435
IN,80,0.51065,0.20888838592860837
IN,81,0.53938,0.2553349715468184
IN,82,0.56938,0.3038347128815313
IN,83,0.59981,0.35302961717537507
IN,84,0.6305700000000001,0.4027580186239007
IN,85,0.66237,0.45416774443869634
IN,86,0.69416,0.5055613036730471
IN,87,0.72532,0.5559363683393689
IN,88,0.75732,0.6076694257630626
IN,89,0.78734,0.6562015002586653
IN,90,0.81598,0.7025025866528711
IN,91,0.84499,0.7494018365235385
IN,92,0.87063,0.7908529487842731
IN,93,0.89572,0.831414899120538
IN,94,0.91798,0.867401707190895
IN,95,0.93596,0.8964692188308329
IN,96,0.95134,0.9213334195550957
IN,97,0.96396,0.941735644076565
IN,98,0.97403,0.9580153905845835
IN,99,0.98181,0.9705929901707191
IN,100,0.98763,0.9800019399896533
IA,0,0,NA
IA,1,0.005260000000000042,NA
IA,2,0.005659999999999998,NA
IA,3,0.006059999999999954,NA
IA,4,0.006299999999999972,NA
IA,5,0.006430000000000047,NA
IA,6,0.00649999999999995,NA
IA,7,0.006619999999999959,NA
IA,8,0.006889999999999952,NA
IA,9,0.007009999999999961,NA
IA,10,0.00710999999999995,NA
IA,11,0.007329999999999948,NA
IA,12,0.007399999999999962,NA
IA,13,0.007589999999999986,NA
IA,14,0.007770000000000055,NA
IA,15,0.008059999999999956,NA
IA,16,0.008460000000000023,NA
IA,17,0.00880000000000003,NA
IA,18,0.009240000000000026,NA
IA,19,0.009850000000000025,NA
IA,20,0.010480000000000045,NA
IA,21,0.011120000000000019,NA
IA,22,0.011789999999999967,NA
IA,23,0.012449999999999961,NA
IA,24,0.013290000000000024,NA
IA,25,0.014029999999999987,NA
IA,26,0.014889999999999959,NA
IA,27,0.015859999999999985,NA
IA,28,0.016680000000000028,NA
IA,29,0.017589999999999995,NA
IA,30,0.01878000000000002,NA
IA,31,0.020100000000000007,NA
IA,32,0.021399999999999975,NA
IA,33,0.022599999999999953,NA
IA,34,0.024170000000000025,NA
IA,35,0.025939999999999963,NA
IA,36,0.02751999999999999,NA
IA,37,0.028669999999999973,NA
IA,38,0.030370000000000008,NA
IA,39,0.03217000000000003,NA
IA,40,0.03388000000000002,NA
IA,75,0.32081000000000004,0
IA,76,0.34374000000000005,0.033760803309824894
IA,77,0.36604000000000003,0.06659403112531104
IA,78,0.39003,0.10191551701291246
IA,79,0.41701999999999995,0.14165402906403213
IA,80,0.4445,0.1821139887218599
IA,81,0.47368,0.22507692987234795
IA,82,0.50637,0.27320779163415243
IA,83,0.5397000000000001,0.32228095231084086
IA,84,0.57134,0.3688658549154139
IA,85,0.60642,0.42051561418748806
IA,86,0.63932,0.4689556677807388
IA,87,0.6733199999999999,0.5190152976339464
IA,88,0.70872,0.5711362063634624
IA,89,0.74398,0.6230509872053476
IA,90,0.77791,0.6730075531147397
IA,91,0.8107,0.7212856490819948
IA,92,0.84138,0.766457103314242
IA,93,0.86998,0.8085660860731165
IA,94,0.89551,0.8461549787246573
IA,95,0.91823,0.879606590203036
IA,96,0.93712,0.9074191316126563
IA,97,0.95287,0.9306085189711274
IA,98,0.96562,0.9493808801660801
IA,99,0.97563,0.9641190241316863
IA,100,0.98324,0.9753235471664777
KS,0,0,NA
KS,1,0.005990000000000051,NA
KS,2,0.006510000000000016,NA
KS,3,0.006680000000000019,NA
KS,4,0.006929999999999992,NA
KS,5,0.007059999999999955,NA
KS,6,0.007220000000000004,NA
KS,7,0.007299999999999973,NA
KS,8,0.007369999999999988,NA
KS,9,0.007499999999999951,NA
KS,10,0.007750000000000035,NA
KS,11,0.008079999999999976,NA
KS,12,0.008179999999999965,NA
KS,13,0.008399999999999963,NA
KS,14,0.008589999999999987,NA
KS,15,0.008839999999999959,NA
KS,16,0.009220000000000006,NA
KS,17,0.009739999999999971,NA
KS,18,0.01049,NA
KS,19,0.011360000000000037,NA
KS,20,0.012340000000000018,NA
KS,21,0.013310000000000044,NA
KS,22,0.01422000000000001,NA
KS,23,0.015120000000000022,NA
KS,24,0.016469999999999985,NA
KS,25,0.017569999999999975,NA
KS,26,0.018870000000000053,NA
KS,27,0.019989999999999952,NA
KS,28,0.02144999999999997,NA
KS,29,0.02290000000000003,NA
KS,30,0.024390000000000023,NA
KS,31,0.02636000000000005,NA
KS,32,0.027900000000000036,NA
KS,33,0.030429999999999957,NA
KS,34,0.03244999999999998,NA
KS,35,0.03388000000000002,NA
KS,36,0.03591999999999995,NA
KS,37,0.03761000000000003,NA
KS,38,0.04015000000000002,NA
KS,39,0.04286000000000001,NA
KS,40,0.045359999999999956,NA
KS,75,0.35557000000000005,0
KS,76,0.37798,0.03477491736883753
KS,77,0.39923,0.06774979439194329
KS,78,0.42598,0.10925934546808813
KS,79,0.45345,0.15188616296572166
KS,80,0.48234,0.196716478127958
KS,81,0.51178,0.24240026069549836
KS,82,0.54251,0.29008581226820607
KS,83,0.5747,0.3400369318622659
KS,84,0.60653,0.3894294182455814
KS,85,0.6382099999999999,0.4385891407910867
KS,86,0.67083,0.48920751672020235
KS,87,0.70324,0.5395000232763838
KS,88,0.7377,0.5929736356159707
KS,89,0.77059,0.6440109864531447
KS,90,0.80217,0.6930155331067765
KS,91,0.83351,0.7416476576199122
KS,92,0.8616900000000001,0.7853762239498472
KS,93,0.8876,0.825582297534255
KS,94,0.91107,0.8620020793569512
KS,95,0.93181,0.8941855593315022
KS,96,0.9484,0.9199292397933057
KS,97,0.96199,0.941017643498906
KS,98,0.97278,0.95776112223205
KS,99,0.98108,0.9706407212575454
KS,100,0.98725,0.9802150737861366
KY,0,0,NA
KY,1,0.005789999999999962,NA
KY,2,0.006419999999999981,NA
KY,3,0.006879999999999997,NA
KY,4,0.00712999999999997,NA
KY,5,0.007440000000000002,NA
KY,6,0.007580000000000031,NA
KY,7,0.007780000000000009,NA
KY,8,0.007929999999999993,NA
KY,9,0.008090000000000042,NA
KY,10,0.008140000000000036,NA
KY,11,0.00827,NA
KY,12,0.008530000000000038,NA
KY,13,0.008680000000000021,NA
KY,14,0.0089500000000000135,NA
KY,15,0.009199999999999986,NA
KY,16,0.009549999999999947,NA
KY,17,0.010079999999999978,NA
KY,18,0.010660000000000003,NA
KY,19,0.01146999999999998,NA
KY,20,0.012619999999999965,NA
KY,21,0.013660000000000005,NA
KY,22,0.01475000000000004,NA
KY,23,0.016020000000000034,NA
KY,24,0.017290000000000028,NA
KY,25,0.018390000000000017,NA
KY,26,0.01992000000000005,NA
KY,27,0.02131000000000005,NA
KY,28,0.022689999999999988,NA
KY,29,0.024599999999999955,NA
KY,30,0.02666999999999997,NA
KY,31,0.028469999999999995,NA
KY,32,0.03071999999999997,NA
KY,33,0.03317000000000003,NA
KY,34,0.036030000000000006,NA
KY,35,0.03859000000000001,NA
KY,36,0.04142000000000001,NA
KY,37,0.04478000000000004,NA
KY,38,0.04788999999999999,NA
KY,39,0.05149999999999999,NA
KY,40,0.05564000000000002,NA
KY,75,0.43067,0
KY,76,0.45489999999999997,0.04255879718265332
KY,77,0.47877000000000003,0.08448527216201496
KY,78,0.50544,0.13132980872253353
KY,79,0.53384,0.18121300475998103
KY,80,0.56191,0.2305165721110779
KY,81,0.59138,0.2822791702527533
KY,82,0.62235,0.3366764442414768
KY,83,0.65203,0.3888078970017389
KY,84,0.68277,0.4428011873605817
KY,85,0.71236,0.4947745595700209
KY,86,0.74126,0.5455359808898179
KY,87,0.77096,0.5977025626613739
KY,88,0.7996099999999999,0.6480248713399961
KY,89,0.82678,0.695747633182864
KY,90,0.85263,0.7411518802803295
KY,91,0.8775,0.7848348058243901
KY,92,0.89962,0.8236874923155288
KY,93,0.9187,0.857200569089983
KY,94,0.93703,0.889396307940913
KY,95,0.95217,0.9159889694904537
KY,96,0.96408,0.9369082957160171
KY,97,0.97368999999999994,0.9537877856427731
KY,98,0.98123,0.9670314229006025
KY,99,0.98697,0.977113449141974
KY,100,0.99121,0.984560799536297
LA,0,0,NA
LA,1,0.007319999999999993,NA
LA,2,0.007990000000000053,NA
LA,3,0.008449999999999958,NA
LA,4,0.008709999999999996,NA
LA,5,0.009140000000000037,NA
LA,6,0.00929000000000002,NA
LA,7,0.009449999999999958,NA
LA,8,0.009549999999999947,NA
LA,9,0.009730000000000016,NA
LA,10,0.009830000000000005,NA
LA,11,0.009959999999999969,NA
LA,12,0.010129999999999972,NA
LA,13,0.010379999999999945,NA
LA,14,0.010610000000000008,NA
LA,15,0.011090000000000044,NA
LA,16,0.011680000000000024,NA
LA,17,0.012249999999999983,NA
LA,18,0.013329999999999953,NA
LA,19,0.014530000000000043,NA
LA,20,0.01600999999999997,NA
LA,21,0.01751999999999998,NA
LA,22,0.01919000000000004,NA
LA,23,0.02080000000000004,NA
LA,24,0.02246999999999999,NA
LA,25,0.02427999999999997,NA
LA,26,0.026100000000000012,NA
LA,27,0.02800999999999998,NA
LA,28,0.03008999999999995,NA
LA,29,0.03242999999999996,NA
LA,30,0.034640000000000004,NA
LA,31,0.03739999999999999,NA
LA,32,0.03978000000000004,NA
LA,33,0.042139999999999955,NA
LA,34,0.044789999999999996,NA
LA,35,0.047640000000000016,NA
LA,36,0.05025000000000002,NA
LA,37,0.05340999999999996,NA
LA,38,0.05667999999999995,NA
LA,39,0.060169999999999946,NA
LA,40,0.06398999999999999,NA
LA,75,0.41601999999999995,0
LA,76,0.43832000000000004,0.03818623925476905
LA,77,0.46014999999999995,0.07556765642658991
LA,78,0.4841,0.11657933490872974
LA,79,0.51075,0.16221445939929446
LA,80,0.5367500000000001,0.20673653207301623
LA,81,0.5636399999999999,0.2527826295421076
LA,82,0.58982,0.29761293194972427
LA,83,0.61825,0.34629610603102845
LA,84,0.648,0.39723963149422925
LA,85,0.67875,0.44989554436795776
LA,86,0.70827,0.5004452207267371
LA,87,0.73878,0.5526901606219391
LA,88,0.76891,0.6042843933011405
LA,89,0.79667,0.651820267817391
LA,90,0.82472,0.6998527346826946
LA,91,0.85155,0.7457960889071544
LA,92,0.8779399999999999,0.7909859926709819
LA,93,0.90118,0.830781876091647
LA,94,0.92097,0.8646700229459913
LA,95,0.93846,0.8946196787561218
LA,96,0.95311,0.9197061543203534
LA,97,0.96517,0.9403575464913182
LA,98,0.97482,0.956882085002911
LA,99,0.98231,0.969707866707764
LA,100,0.98793,0.97933148395493
ME,0,0,NA
ME,1,0.006619999999999959,NA
ME,2,0.007199999999999984,NA
ME,3,0.007519999999999971,NA
ME,4,0.007669999999999955,NA
ME,5,0.007750000000000035,NA
ME,6,0.007970000000000033,NA
ME,7,0.007970000000000033,NA
ME,8,0.008050000000000002,NA
ME,9,0.008120000000000016,NA
ME,10,0.00819000000000003,NA
ME,11,0.00819000000000003,NA
ME,12,0.008469999999999978,NA
ME,13,0.008879999999999999,NA
ME,14,0.009079999999999977,NA
ME,15,0.009460000000000024,NA
ME,16,0.00990000000000002,NA
ME,17,0.010279999999999956,NA
ME,18,0.01041000000000003,NA
ME,19,0.011120000000000019,NA
ME,20,0.011880000000000002,NA
ME,21,0.012859999999999983,NA
ME,22,0.013880000000000003,NA
ME,23,0.014909999999999979,NA
ME,24,0.01576999999999995,NA
ME,25,0.01700999999999997,NA
ME,26,0.018299999999999983,NA
ME,27,0.019630000000000036,NA
ME,28,0.021460000000000035,NA
ME,29,0.02288000000000001,NA
ME,30,0.02507999999999999,NA
ME,31,0.026780000000000026,NA
ME,32,0.028610000000000024,NA
ME,33,0.031460000000000043,NA
ME,34,0.034170000000000034,NA
ME,35,0.035699999999999954,NA
ME,36,0.03778999999999999,NA
ME,37,0.04008999999999996,NA
ME,38,0.04429000000000005,NA
ME,39,0.04752999999999996,NA
ME,40,0.050880000000000036,NA
ME,75,0.33594,0
ME,76,0.35661,0.031126705418185074
ME,77,0.37732,0.06231364635725689
ME,78,0.40305,0.10106014516760531
ME,79,0.43033999999999994,0.1421558292925338
ME,80,0.45577,0.1804505616962323
ME,81,0.48438000000000003,0.22353401801042072
ME,82,0.5132,0.2669337108092642
ME,83,0.5425,0.3110562298587477
ME,84,0.57467,0.3595006475318495
ME,85,0.60927,0.41160437309881637
ME,86,0.64564,0.46637352046501823
ME,87,0.68211,0.5212932566334367
ME,88,0.7196100000000001,0.577764057464687
ME,89,0.7531,0.6281962473270488
ME,90,0.78599,0.6777249043761107
ME,91,0.82029,0.7293768635364275
ME,92,0.85131,0.7760895099840376
ME,93,0.87983,0.819037436376231
ME,94,0.90697,0.8599072372978345
ME,95,0.93122,0.8964250218353763
ME,96,0.94909,0.9233352407914948
ME,97,0.96349,0.9450200283106949
ME,98,0.97466,0.9618407975182965
ME,99,0.98302,0.9744300213836099
ME,100,0.98902,0.9834653495166099
MD,0,0,NA
MD,1,0.006140000000000034,NA
MD,2,0.006419999999999981,NA
MD,3,0.006639999999999979,NA
MD,4,0.006870000000000043,NA
MD,5,0.007040000000000046,NA
MD,6,0.007120000000000015,NA
MD,7,0.007229999999999959,NA
MD,8,0.007299999999999973,NA
MD,9,0.007440000000000002,NA
MD,10,0.007600000000000051,NA
MD,11,0.007689999999999975,NA
MD,12,0.007809999999999984,NA
MD,13,0.007920000000000038,NA
MD,14,0.008140000000000036,NA
MD,15,0.008410000000000029,NA
MD,16,0.008809999999999985,NA
MD,17,0.009210000000000051,NA
MD,18,0.00990000000000002,NA
MD,19,0.01049,NA
MD,20,0.011360000000000037,NA
MD,21,0.012539999999999996,NA
MD,22,0.013700000000000045,NA
MD,23,0.014859999999999984,NA
MD,24,0.01602999999999999,NA
MD,25,0.01709000000000005,NA
MD,26,0.018379999999999952,NA
MD,27,0.019909999999999983,NA
MD,28,0.021460000000000035,NA
MD,29,0.023129999999999984,NA
MD,30,0.024880000000000013,NA
MD,31,0.026639999999999997,NA
MD,32,0.02842,NA
MD,33,0.030079999999999996,NA
MD,34,0.031869999999999954,NA
MD,35,0.03395999999999999,NA
MD,36,0.03602000000000005,NA
MD,37,0.03803000000000001,NA
MD,38,0.04015000000000002,NA
MD,39,0.042220000000000035,NA
MD,40,0.044340000000000046,NA
MD,75,0.31431,0
MD,76,0.33513000000000004,0.030363575376627927
MD,77,0.35587,0.06061047995449842
MD,78,0.37817,0.09313246510813922
MD,79,0.40181999999999995,0.1276232699908122
MD,80,0.42779999999999996,0.16551211188729598
MD,81,0.45521,0.20548644431156937
MD,82,0.48290999999999995,0.24588370838133855
MD,83,0.51163,0.2877685251352652
MD,84,0.54416,0.3352097886800157
MD,85,0.5769299999999999,0.38300106462103867
MD,86,0.61187,0.43395703597835755
MD,87,0.64698,0.48516093278303607
MD,88,0.68194,0.5361460718400444
MD,89,0.7170099999999999,0.5872916332453442
MD,90,0.75091,0.6367308842188161
MD,91,0.78432,0.6854555265498987
MD,92,0.8181499999999999,0.7347926905744578
MD,93,0.8484,0.7789088363546208
MD,94,0.87591,0.8190290072773411
MD,95,0.90095,0.8555469672884248
MD,96,0.92244,0.8868876606046464
MD,97,0.94074,0.9135761058204145
MD,98,0.95588,0.935656054485263
MD,99,0.96805,0.953404599746241
MD,100,0.97753,0.9672300893989996
MA,0,0,NA
MA,1,0.003290000000000015,NA
MA,2,0.003449999999999953,NA
MA,3,0.003589999999999982,NA
MA,4,0.003689999999999971,NA
MA,5,0.0038799999999999946,NA
MA,6,0.003970000000000029,NA
MA,7,0.004109999999999947,NA
MA,8,0.0042400000000000215,NA
MA,9,0.004329999999999945,NA
MA,10,0.004369999999999985,NA
MA,11,0.004510000000000014,NA
MA,12,0.0045600000000000085,NA
MA,13,0.004630000000000023,NA
MA,14,0.004730000000000012,NA
MA,15,0.004830000000000001,NA
MA,16,0.005059999999999953,NA
MA,17,0.005319999999999991,NA
MA,18,0.005589999999999984,NA
MA,19,0.006020000000000025,NA
MA,20,0.006410000000000027,NA
MA,21,0.006809999999999983,NA
MA,22,0.007340000000000013,NA
MA,23,0.007900000000000018,NA
MA,24,0.008589999999999987,NA
MA,25,0.009360000000000035,NA
MA,26,0.010079999999999978,NA
MA,27,0.010809999999999986,NA
MA,28,0.01165000000000005,NA
MA,29,0.012660000000000005,NA
MA,30,0.013780000000000014,NA
MA,31,0.015009999999999968,NA
MA,32,0.016220000000000012,NA
MA,33,0.017549999999999955,NA
MA,34,0.018959999999999977,NA
MA,35,0.02039000000000002,NA
MA,36,0.022090000000000054,NA
MA,37,0.023739999999999983,NA
MA,38,0.025530000000000053,NA
MA,39,0.02736000000000005,NA
MA,40,0.029510000000000036,NA
MA,75,0.26631000000000005,0
MA,76,0.28627,0.027204950319617227
MA,77,0.30567999999999995,0.05366026523463585
MA,78,0.32855,0.08483146833131161
MA,79,0.35392999999999997,0.11942373481988311
MA,80,0.38131000000000004,0.1567419482342679
MA,81,0.41002000000000005,0.19587291635431858
MA,82,0.43875,0.23503114394362745
MA,83,0.47082999999999997,0.2787553326336736
MA,84,0.50372,0.3235835298286742
MA,85,0.53976,0.3727050934318309
MA,86,0.57887,0.42601098556611106
MA,87,0.61595,0.4765500415706906
MA,88,0.65571,0.5307418664558601
MA,89,0.6942200000000001,0.5832299745123962
MA,90,0.73305,0.6361542340770625
MA,91,0.77223,0.6895555343537461
MA,92,0.8077,0.7379002030830459
MA,93,0.8417600000000001,0.7843230792296474
MA,94,0.87143,0.8247625018740885
MA,95,0.8988700000000001,0.8621624936962478
MA,96,0.92226,0.8940424429936349
MA,97,0.94186,0.9207567228666058
MA,98,0.95777,0.942441630661451
MA,99,0.97026,0.9594651692131554
MA,100,0.97973,0.9723725279068817
MI,0,0,NA
MI,1,0.006279999999999952,NA
MI,2,0.006830000000000003,NA
MI,3,0.00717000000000001,NA
MI,4,0.007440000000000002,NA
MI,5,0.007569999999999966,NA
MI,6,0.007730000000000015,NA
MI,7,0.007889999999999953,NA
MI,8,0.008020000000000027,NA
MI,9,0.008140000000000036,NA
MI,10,0.008240000000000025,NA
MI,11,0.008399999999999963,NA
MI,12,0.008549999999999947,NA
MI,13,0.008750000000000036,NA
MI,14,0.008920000000000039,NA
MI,15,0.009120000000000017,NA
MI,16,0.009399999999999964,NA
MI,17,0.009689999999999976,NA
MI,18,0.010090000000000043,NA
MI,19,0.010709999999999997,NA
MI,20,0.011379999999999946,NA
MI,21,0.012179999999999969,NA
MI,22,0.013040000000000052,NA
MI,23,0.013920000000000043,NA
MI,24,0.01483000000000001,NA
MI,25,0.015839999999999965,NA
MI,26,0.01705000000000001,NA
MI,27,0.01824999999999999,NA
MI,28,0.019589999999999996,NA
MI,29,0.021109999999999962,NA
MI,30,0.022560000000000024,NA
MI,31,0.024190000000000045,NA
MI,32,0.025939999999999963,NA
MI,33,0.027819999999999956,NA
MI,34,0.02976000000000001,NA
MI,35,0.031689999999999996,NA
MI,36,0.03390000000000004,NA
MI,37,0.03593000000000002,NA
MI,38,0.038349999999999995,NA
MI,39,0.040669999999999984,NA
MI,40,0.043200000000000016,NA
MI,75,0.34355,0
MI,76,0.36528000000000005,0.03310229263462561
MI,77,0.38682000000000005,0.0659151496686724
MI,78,0.41181,0.10398354787112496
MI,79,0.43708,0.1424784827481148
MI,80,0.46599,0.18651839439408946
MI,81,0.49495999999999996,0.23064970675603624
MI,82,0.52518,0.2766852007007389
MI,83,0.55715,0.32538654886129936
MI,84,0.58892,0.37378322796861907
MI,85,0.62337,0.4262624723893671
MI,86,0.6600900000000001,0.4821997105643995
MI,87,0.69495,0.5353035265442913
MI,88,0.73142,0.5908599284027725
MI,89,0.76574,0.6431411379389138
MI,90,0.79918,0.6940818036407952
MI,91,0.83114,0.7427679183486937
MI,92,0.86027,0.7871429659532333
MI,93,0.88675,0.8274811486023307
MI,94,0.91087,0.8642242364231854
MI,95,0.93125,0.8952700129484348
MI,96,0.94837,0.9213496839058573
MI,97,0.9623,0.9425698834640871
MI,98,0.97327,0.9592809810343514
MI,99,0.98162,0.9720009140071597
MI,100,0.98777,0.981369487394318
MN,0,0,NA
MN,1,0.0044999999999999485,NA
MN,2,0.00492999999999999,NA
MN,3,0.005129999999999968,NA
MN,4,0.005299999999999971,NA
MN,5,0.00541999999999998,NA
MN,6,0.005600000000000049,NA
MN,7,0.005750000000000033,NA
MN,8,0.005850000000000022,NA
MN,9,0.005959999999999965,NA
MN,10,0.00607000000000002,NA
MN,11,0.006179999999999963,NA
MN,12,0.006249999999999978,NA
MN,13,0.006460000000000021,NA
MN,14,0.006610000000000005,NA
MN,15,0.006850000000000023,NA
MN,16,0.007179999999999964,NA
MN,17,0.007560000000000011,NA
MN,18,0.008029999999999982,NA
MN,19,0.008569999999999967,NA
MN,20,0.00932999999999995,NA
MN,21,0.010059999999999958,NA
MN,22,0.010800000000000032,NA
MN,23,0.011780000000000013,NA
