Year	Age	ASFR
2005	47	0.00727
2005	48	0.00579
2005	49	0.00459
2005	50	0.00359
2005	51	0.00284
2005	52	0.00233
2005	53	0.00187
2005	54	0.00149
2005	55	0.00119
2005	56	0.00097
2005	57	0.00081
2005	58	0.00069
2005	59	0.00267
2006	15	0.00208
2006	16	0.00567
2006	17	0.01349
2006	18	0.02696
2006	19	0.04182
2006	20	0.05530
2006	21	0.06609
2006	22	0.07665
2006	23	0.08646
2006	24	0.09362
2006	25	0.09938
2006	26	0.10842
2006	27	0.11235
2006	28	0.11744
2006	29	0.12166
2006	30	0.11676
2006	31	0.11774
2006	32	0.11022
2006	33	0.10251
2006	34	0.09349
2006	35	0.08469
2006	36	0.07406
2006	37	0.06404
2006	38	0.05440
2006	39	0.04578
2006	40	0.03732
2006	41	0.02984
2006	42	0.02406
2006	43	0.01931
2006	44	0.01534
2006	45	0.01212
2006	46	0.00955
2006	47	0.00746
2006	48	0.00599
2006	49	0.00464
2006	50	0.00370
2006	51	0.00292
2006	52	0.00233
2006	53	0.00185
2006	54	0.00147
2006	55	0.00123
2006	56	0.00101
2006	57	0.00084
2006	58	0.00066
2006	59	0.00244
2007	15	0.00240
2007	16	0.00604
2007	17	0.01444
2007	18	0.02784
2007	19	0.04328
2007	20	0.05620
2007	21	0.06717
2007	22	0.07682
2007	23	0.08480
2007	24	0.09351
2007	25	0.09871
2007	26	0.10634
2007	27	0.11205
2007	28	0.11614
2007	29	0.12071
2007	30	0.11974
2007	31	0.11811
2007	32	0.11190
2007	33	0.10424
2007	34	0.09519
2007	35	0.08522
2007	36	0.07623
2007	37	0.06455
2007	38	0.05514
2007	39	0.04621
2007	40	0.03850
2007	41	0.03077
2007	42	0.02427
2007	43	0.01959
2007	44	0.01577
2007	45	0.01243
2007	46	0.00970
2007	47	0.00759
2007	48	0.00597
2007	49	0.00472
2007	50	0.00374
2007	51	0.00298
2007	52	0.00244
2007	53	0.00186
2007	54	0.00154
2007	55	0.00128
2007	56	0.00097
2007	57	0.00080
2007	58	0.00064
2007	59	0.00241
2008	15	0.00237
2008	16	0.00613
2008	17	0.01458
2008	18	0.02800
2008	19	0.04280
2008	20	0.05535
2008	21	0.06556
2008	22	0.07462
2008	23	0.08215
2008	24	0.08819
2008	25	0.09586
2008	26	0.10280
2008	27	0.10692
2008	28	0.11257
2008	29	0.11626
2008	30	0.11527
2008	31	0.11820
2008	32	0.10862
2008	33	0.10355
2008	34	0.09405
2008	35	0.08476
2008	36	0.07438
2008	37	0.06512
2008	38	0.05473
2008	39	0.04607
2008	40	0.03870
2008	41	0.03090
2008	42	0.02467
2008	43	0.01948
2008	44	0.01577
2008	45	0.01275
2008	46	0.00978
2008	47	0.00761
2008	48	0.00615
2008	49	0.00480
2008	50	0.00376
2008	51	0.00290
2008	52	0.00244
2008	53	0.00191
2008	54	0.00148
2008	55	0.00127
2008	56	0.00102
2008	57	0.00081
2008	58	0.00064
2008	59	0.00248
2009	15	0.00228
2009	16	0.00598
2009	17	0.01402
2009	18	0.02694
2009	19	0.04063
2009	20	0.05211
2009	21	0.06228
2009	22	0.07066
2009	23	0.07807
2009	24	0.08445
2009	25	0.08930
2009	26	0.09822
2009	27	0.10217
2009	28	0.10692
2009	29	0.11242
2009	30	0.11014
2009	31	0.11343
2009	32	0.10846
2009	33	0.10041
2009	34	0.09387
2009	35	0.08331
2009	36	0.07377
2009	37	0.06370
2009	38	0.05526
2009	39	0.04510
2009	40	0.03783
2009	41	0.03072
2009	42	0.02482
2009	43	0.01962
2009	44	0.01567
2009	45	0.01242
2009	46	0.00984
2009	47	0.00765
2009	48	0.00606
2009	49	0.00482
2009	50	0.00380
2009	51	0.00292
2009	52	0.00239
2009	53	0.00192
2009	54	0.00155
2009	55	0.00119
2009	56	0.00102
2009	57	0.00083
2009	58	0.00063
2009	59	0.00249
2010	15	0.00212
2010	16	0.00543
2010	17	0.01277
2010	18	0.02421
2010	19	0.03721
2010	20	0.04802
2010	21	0.05690
2010	22	0.06571
2010	23	0.07215
2010	24	0.07906
2010	25	0.08463
2010	26	0.09162
2010	27	0.09825
2010	28	0.10301
2010	29	0.10694
2010	30	0.10760
2010	31	0.10836
2010	32	0.10563
2010	33	0.10093
2010	34	0.09112
2010	35	0.08339
2010	36	0.07336
2010	37	0.06381
2010	38	0.05375
2010	39	0.04548
2010	40	0.03730
2010	41	0.03060
2010	42	0.02475
2010	43	0.01971
2010	44	0.01558
2010	45	0.01247
2010	46	0.00977
2010	47	0.00780
2010	48	0.00599
2010	49	0.00468
2010	50	0.00387
2010	51	0.00303
2010	52	0.00232
2010	53	0.00186
2010	54	0.00149
2010	55	0.00118
2010	56	0.00099
2010	57	0.00077
2010	58	0.00065
2010	59	0.00248
2011	15	0.00194
2011	16	0.00493
2011	17	0.01146
2011	18	0.02211
2011	19	0.03424
2011	20	0.04453
2011	21	0.05366
2011	22	0.06109
2011	23	0.06867
2011	24	0.07549
2011	25	0.08249
2011	26	0.08923
2011	27	0.09477
2011	28	0.10166
2011	29	0.10517
2011	30	0.10704
2011	31	0.10730
2011	32	0.10370
2011	33	0.09929
2011	34	0.09315
2011	35	0.08308
2011	36	0.07454
2011	37	0.06425
2011	38	0.05429
2011	39	0.04549
2011	40	0.03835
2011	41	0.03071
2011	42	0.02519
2011	43	0.02008
2011	44	0.01603
2011	45	0.01255
2011	46	0.01004
2011	47	0.00772
2011	48	0.00611
2011	49	0.00488
2011	50	0.00378
2011	51	0.00298
2011	52	0.00237
2011	53	0.00185
2011	54	0.00151
2011	55	0.00122
2011	56	0.00097
2011	57	0.00078
2011	58	0.00061
2011	59	0.00249
2012	15	0.00198
2012	16	0.00468
2012	17	0.01065
2012	18	0.02053
2012	19	0.03239
2012	20	0.04244
2012	21	0.05150
2012	22	0.05931
2012	23	0.06579
2012	24	0.07327
2012	25	0.08038
2012	26	0.08706
2012	27	0.09364
2012	28	0.09877
2012	29	0.10450
2012	30	0.10809
2012	31	0.10704
2012	32	0.10328
2012	33	0.09893
2012	34	0.09250
2012	35	0.08543
2012	36	0.07388
2012	37	0.06502
2012	38	0.05523
2012	39	0.04688
2012	40	0.03879
2012	41	0.03198
2012	42	0.02537
2012	43	0.02035
2012	44	0.01658
2012	45	0.01304
2012	46	0.01035
2012	47	0.00813
2012	48	0.00629
2012	49	0.00495
2012	50	0.00386
2012	51	0.00308
2012	52	0.00245
2012	53	0.00188
2012	54	0.00155
2012	55	0.00129
2012	56	0.00100
2012	57	0.00079
2012	58	0.00064
2012	59	0.00246
2013	15	0.00172
2013	16	0.00416
2013	17	0.00950
2013	18	0.01823
2013	19	0.02943
2013	20	0.03943
2013	21	0.04844
2013	22	0.05638
2013	23	0.06361
2013	24	0.07017
2013	25	0.07779
2013	26	0.08439
2013	27	0.09115
2013	28	0.09772
2013	29	0.10272
2013	30	0.10735
2013	31	0.10785
2013	32	0.10355
2013	33	0.09853
2013	34	0.09177
2013	35	0.08516
2013	36	0.07624
2013	37	0.06548
2013	38	0.05641
2013	39	0.04713
2013	40	0.03945
2013	41	0.03210
2013	42	0.02612
2013	43	0.02082
2013	44	0.01661
2013	45	0.01347
2013	46	0.01052
2013	47	0.00823
2013	48	0.00643
2013	49	0.00513
2013	50	0.00413
2013	51	0.00320
2013	52	0.00251
2013	53	0.00199
2013	54	0.00158
2013	55	0.00124
2013	56	0.00099
2013	57	0.00086
2013	58	0.00067
2013	59	0.00247
2014	15	0.00151
2014	16	0.00372
2014	17	0.00844
2014	18	0.01705
2014	19	0.02738
2014	20	0.03753
2014	21	0.04642
2014	22	0.05468
2014	23	0.06142
2014	24	0.06902
2014	25	0.07546
2014	26	0.08322
2014	27	0.09082
2014	28	0.09737
2014	29	0.10316
2014	30	0.10713
2014	31	0.10954
2014	32	0.10726
2014	33	0.10092
2014	34	0.09439
2014	35	0.08643
2014	36	0.07778
2014	37	0.06897
2014	38	0.05776
2014	39	0.04908
2014	40	0.04071
2014	41	0.03358
2014	42	0.02686
2014	43	0.02171
2014	44	0.01721
2014	45	0.01392
2014	46	0.01093
2014	47	0.00860
2014	48	0.00683
2014	49	0.00544
2014	50	0.00423
2014	51	0.00339
2014	52	0.00263
2014	53	0.00211
2014	54	0.00165
2014	55	0.00135
2014	56	0.00109
2014	57	0.00087
2014	58	0.00067
2014	59	0.00262
2015	15	0.00139
2015	16	0.00348
2015	17	0.00800
2015	18	0.01564
2015	19	0.02564
2015	20	0.03535
2015	21	0.04424
2015	22	0.05236
2015	23	0.05934
2015	24	0.06603
2015	25	0.07397
2015	26	0.08084
2015	27	0.08855
2015	28	0.09523
2015	29	0.10114
2015	30	0.10661
2015	31	0.10757
2015	32	0.10764
2015	33	0.10262
2015	34	0.09489
2015	35	0.08680
2015	36	0.07778
2015	37	0.06890
2015	38	0.05968
2015	39	0.04957
2015	40	0.04196
2015	41	0.03383
2015	42	0.02768
2015	43	0.02215
2015	44	0.01785
2015	45	0.01403
2015	46	0.01121
2015	47	0.00896
2015	48	0.00704
2015	49	0.00559
2015	50	0.00441
2015	51	0.00345
2015	52	0.00273
2015	53	0.00221
2015	54	0.00173
2015	55	0.00139
2015	56	0.00110
2015	57	0.00088
2015	58	0.00073
2015	59	0.00261
