United States, Period fertility rates by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 07/04/2021
Year   Age   Cohort      ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1940   17     1923    0.04196     0.03550     0.00644     0.00001     0.00000     0.00000
1940   17     1922    0.05035     0.04145     0.00887     0.00003     0.00001     0.00000
1940   18     1922    0.06709     0.05142     0.01499     0.00056     0.00009     0.00003
1940   18     1921    0.07549     0.05528     0.01826     0.00164     0.00025     0.00006
1940   19     1921    0.09144     0.05936     0.02333     0.00739     0.00111     0.00024
1940   19     1920    0.09886     0.06042     0.02543     0.01088     0.00175     0.00039
1940   20     1920    0.11255     0.06715     0.03102     0.01130     0.00244     0.00064
1940   20     1919    0.11757     0.06847     0.03353     0.01185     0.00289     0.00083
1940   21     1919    0.12321     0.06499     0.03676     0.01549     0.00452     0.00146
1940   21     1918    0.12505     0.06320     0.03790     0.01674     0.00535     0.00185
1940   22     1918    0.12646     0.05908     0.03911     0.01843     0.00702     0.00282
1940   22     1917    0.12699     0.05725     0.03947     0.01905     0.00783     0.00339
1940   23     1917    0.12760     0.05410     0.03974     0.01981     0.00927     0.00469
1940   23     1916    0.12857     0.05301     0.03994     0.02025     0.00994     0.00542
1940   24     1916    0.13274     0.05213     0.04086     0.02155     0.01117     0.00702
1940   24     1915    0.13333     0.05110     0.04076     0.02193     0.01166     0.00789
1940   25     1915    0.13262     0.04841     0.03976     0.02238     0.01236     0.00971
1940   25     1914    0.13041     0.04643     0.03868     0.02213     0.01252     0.01065
1940   26     1914    0.12206     0.04126     0.03531     0.02060     0.01240     0.01249
1940   26     1913    0.11869     0.03906     0.03395     0.01998     0.01230     0.01339
1940   27     1913    0.11252     0.03508     0.03154     0.01882     0.01200     0.01509
1940   27     1912    0.11002     0.03329     0.03056     0.01838     0.01188     0.01592
1940   28     1912    0.10592     0.03005     0.02896     0.01773     0.01168     0.01749
1940   28     1911    0.10442     0.02858     0.02832     0.01756     0.01165     0.01830
1940   29     1911    0.10289     0.02595     0.02747     0.01759     0.01182     0.02005
1940   29     1910    0.10104     0.02452     0.02673     0.01736     0.01173     0.02071
1940   30     1910    0.09591     0.02160     0.02488     0.01658     0.01130     0.02155
1940   30     1909    0.09271     0.02018     0.02377     0.01601     0.01096     0.02178
1940   31     1909    0.08481     0.01741     0.02122     0.01451     0.00999     0.02167
1940   31     1908    0.08165     0.01623     0.02011     0.01392     0.00963     0.02175
1940   32     1908    0.07613     0.01414     0.01803     0.01288     0.00903     0.02204
1940   32     1907    0.07375     0.01320     0.01705     0.01240     0.00879     0.02230
1940   33     1907    0.06956     0.01147     0.01517     0.01153     0.00837     0.02302
1940   33     1906    0.06767     0.01067     0.01425     0.01109     0.00818     0.02347
1940   34     1906    0.06443     0.00918     0.01247     0.01025     0.00785     0.02469
1940   34     1905    0.06223     0.00844     0.01155     0.00974     0.00758     0.02492
1940   35     1905    0.05709     0.00705     0.00973     0.00864     0.00690     0.02477
1940   35     1904    0.05439     0.00642     0.00891     0.00808     0.00654     0.02444
1940   36     1904    0.04863     0.00530     0.00740     0.00699     0.00576     0.02318
1940   36     1903    0.04616     0.00482     0.00674     0.00649     0.00542     0.02270
1940   37     1903    0.04170     0.00396     0.00556     0.00555     0.00481     0.02181
1940   37     1902    0.03962     0.00358     0.00503     0.00511     0.00453     0.02137
1940   38     1902    0.03569     0.00291     0.00407     0.00429     0.00397     0.02045
1940   38     1901    0.03378     0.00260     0.00364     0.00390     0.00370     0.01993
1940   39     1901    0.03000     0.00206     0.00286     0.00318     0.00317     0.01873
1940   39     1900    0.02823     0.00184     0.00256     0.00286     0.00293     0.01804
1940   40     1900    0.02487     0.00148     0.00205     0.00232     0.00250     0.01652
1940   40     1899    0.02306     0.00131     0.00181     0.00206     0.00227     0.01562
1940   41     1899    0.01944     0.00101     0.00136     0.00161     0.00183     0.01364
1940   41     1898    0.01752     0.00087     0.00114     0.00139     0.00160     0.01252
1940   42     1898    0.01373     0.00061     0.00076     0.00100     0.00116     0.01020
1940   42     1897    0.01200     0.00051     0.00061     0.00084     0.00097     0.00907
1940   43     1897    0.00893     0.00034     0.00038     0.00058     0.00066     0.00697
1940   43     1896    0.00763     0.00028     0.00030     0.00047     0.00054     0.00604
1940   44     1896    0.00544     0.00018     0.00018     0.00031     0.00035     0.00442
1940   44     1895    0.00461     0.00015     0.00014     0.00025     0.00028     0.00379
1940   45     1895    0.00331     0.00010     0.00009     0.00018     0.00019     0.00275
1940   45     1894    0.00279     0.00009     0.00007     0.00014     0.00016     0.00233
1940   46     1894    0.00197     0.00006     0.00005     0.00010     0.00010     0.00166
1940   46     1893    0.00162     0.00005     0.00004     0.00007     0.00008     0.00137
1940   47     1893    0.00106     0.00003     0.00003     0.00004     0.00005     0.00090
1940   47     1892    0.00084     0.00003     0.00002     0.00003     0.00004     0.00072
1940   48     1892    0.00053     0.00002     0.00002     0.00002     0.00002     0.00045
1940   48     1891    0.00042     0.00001     0.00001     0.00001     0.00002     0.00036
1940   49     1891    0.00025     0.00001     0.00001     0.00001     0.00001     0.00022
1940   49     1890    0.00020     0.00001     0.00001     0.00001     0.00001     0.00017
1940   50     1890    0.00014     0.00001     0.00001     0.00000     0.00000     0.00012
1940   50     1889    0.00012     0.00001     0.00001     0.00000     0.00000     0.00009
1940   51     1889    0.00008     0.00001     0.00001     0.00000     0.00000     0.00006
1940   51     1888    0.00006     0.00000     0.00001     0.00000     0.00000     0.00004
1940   52     1888    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1940   52     1887    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1940   53     1887    0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1940   53     1886    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1940   54     1886    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1940   54     1885    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1940   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1941   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1941   13     1928    0.00007     0.00007     0.00000     0.00000     0.00000     0.00000
1941   13     1927    0.00024     0.00024     0.00000     0.00000     0.00000     0.00000
1941   14     1927    0.00182     0.00181     0.00001     0.00000     0.00000     0.00000
1941   14     1926    0.00363     0.00360     0.00002     0.00000     0.00000     0.00000
1941   15     1926    0.00796     0.00786     0.00010     0.00000     0.00000     0.00000
1941   15     1925    0.01102     0.01082     0.00019     0.00000     0.00000     0.00000
1941   16     1925    0.02158     0.02083     0.00075     0.00000     0.00000     0.00000
1941   16     1924    0.02828     0.02691     0.00137     0.00000     0.00000     0.00000
1941   17     1924    0.04407     0.03980     0.00426     0.00001     0.00000     0.00000
1941   17     1923    0.05284     0.04592     0.00688     0.00003     0.00001     0.00000
1941   18     1923    0.07040     0.05458     0.01511     0.00060     0.00010     0.00002
1941   18     1922    0.07934     0.05743     0.01989     0.00170     0.00027     0.00006
1941   19     1922    0.09670     0.06083     0.02708     0.00741     0.00116     0.00022
1941   19     1921    0.10496     0.06248     0.02951     0.01083     0.00179     0.00035
1941   20     1921    0.12081     0.07308     0.03341     0.01125     0.00247     0.00059
1941   20     1920    0.12669     0.07583     0.03534     0.01184     0.00291     0.00077
1941   21     1920    0.13331     0.07304     0.03870     0.01561     0.00455     0.00141
1941   21     1919    0.13555     0.07168     0.03969     0.01696     0.00540     0.00182
1941   22     1919    0.13745     0.06815     0.04046     0.01889     0.00710     0.00286
1941   22     1918    0.13810     0.06642     0.04065     0.01961     0.00793     0.00349
1941   23     1918    0.13870     0.06316     0.04072     0.02053     0.00939     0.00491
1941   23     1917    0.13959     0.06183     0.04098     0.02102     0.01007     0.00569
1941   24     1917    0.14346     0.06019     0.04239     0.02229     0.01127     0.00732
1941   24     1916    0.14376     0.05868     0.04250     0.02265     0.01175     0.00818
1941   25     1916    0.14221     0.05487     0.04195     0.02302     0.01245     0.00991
1941   25     1915    0.13950     0.05241     0.04095     0.02274     0.01261     0.01080
1941   26     1915    0.13003     0.04640     0.03741     0.02117     0.01249     0.01255
1941   26     1914    0.12618     0.04385     0.03600     0.02054     0.01240     0.01340
1941   27     1914    0.11916     0.03924     0.03351     0.01936     0.01210     0.01495
1941   27     1913    0.11631     0.03718     0.03250     0.01892     0.01199     0.01572
1941   28     1913    0.11161     0.03348     0.03085     0.01831     0.01180     0.01718
1941   28     1912    0.10987     0.03180     0.03020     0.01815     0.01178     0.01795
1941   29     1912    0.10799     0.02884     0.02932     0.01824     0.01195     0.01965
1941   29     1911    0.10589     0.02720     0.02853     0.01802     0.01185     0.02028
1941   30     1911    0.10017     0.02386     0.02653     0.01724     0.01142     0.02113
1941   30     1910    0.09665     0.02225     0.02534     0.01666     0.01107     0.02133
1941   31     1910    0.08811     0.01912     0.02261     0.01512     0.01009     0.02116
1941   31     1909    0.08468     0.01781     0.02142     0.01451     0.00973     0.02121
1941   32     1909    0.07871     0.01550     0.01923     0.01343     0.00912     0.02143
1941   32     1908    0.07614     0.01447     0.01819     0.01294     0.00888     0.02166
1941   33     1908    0.07161     0.01259     0.01621     0.01202     0.00846     0.02231
1941   33     1907    0.06957     0.01173     0.01525     0.01158     0.00828     0.02274
1941   34     1907    0.06604     0.01012     0.01338     0.01070     0.00796     0.02389
1941   34     1906    0.06372     0.00932     0.01242     0.01017     0.00769     0.02411
1941   35     1906    0.05833     0.00780     0.01055     0.00902     0.00703     0.02393
1941   35     1905    0.05551     0.00711     0.00968     0.00845     0.00667     0.02361
1941   36     1905    0.04948     0.00587     0.00806     0.00729     0.00588     0.02238
1941   36     1904    0.04689     0.00534     0.00733     0.00677     0.00555     0.02191
1941   37     1904    0.04218     0.00440     0.00601     0.00579     0.00493     0.02106
1941   37     1903    0.03999     0.00398     0.00541     0.00533     0.00463     0.02063
1941   38     1903    0.03584     0.00323     0.00434     0.00447     0.00407     0.01974
1941   38     1902    0.03383     0.00290     0.00386     0.00406     0.00379     0.01923
1941   39     1902    0.02989     0.00229     0.00300     0.00330     0.00323     0.01807
1941   39     1901    0.02802     0.00205     0.00265     0.00297     0.00299     0.01736
1941   40     1901    0.02442     0.00164     0.00208     0.00238     0.00255     0.01578
1941   40     1900    0.02256     0.00145     0.00182     0.00211     0.00232     0.01487
1941   41     1900    0.01889     0.00111     0.00137     0.00163     0.00186     0.01292
1941   41     1899    0.01699     0.00094     0.00115     0.00141     0.00163     0.01186
1941   42     1899    0.01330     0.00065     0.00079     0.00101     0.00118     0.00967
1941   42     1898    0.01162     0.00053     0.00064     0.00085     0.00098     0.00861
1941   43     1898    0.00865     0.00035     0.00042     0.00058     0.00066     0.00665
1941   43     1897    0.00739     0.00028     0.00033     0.00047     0.00054     0.00577
1941   44     1897    0.00526     0.00017     0.00021     0.00031     0.00035     0.00422
1941   44     1896    0.00447     0.00014     0.00017     0.00025     0.00028     0.00363
1941   45     1896    0.00325     0.00010     0.00011     0.00018     0.00019     0.00268
1941   45     1895    0.00273     0.00008     0.00009     0.00014     0.00016     0.00226
1941   46     1895    0.00190     0.00006     0.00006     0.00009     0.00011     0.00158
1941   46     1894    0.00154     0.00005     0.00005     0.00007     0.00009     0.00128
1941   47     1894    0.00096     0.00003     0.00003     0.00004     0.00005     0.00080
1941   47     1893    0.00075     0.00002     0.00003     0.00003     0.00004     0.00062
1941   48     1893    0.00044     0.00002     0.00002     0.00001     0.00003     0.00037
1941   48     1892    0.00034     0.00001     0.00002     0.00001     0.00002     0.00028
1941   49     1892    0.00019     0.00001     0.00001     0.00001     0.00001     0.00016
1941   49     1891    0.00015     0.00001     0.00001     0.00000     0.00001     0.00012
1941   50     1891    0.00010     0.00001     0.00001     0.00000     0.00001     0.00008
1941   50     1890    0.00009     0.00001     0.00001     0.00000     0.00001     0.00006
1941   51     1890    0.00006     0.00000     0.00001     0.00000     0.00000     0.00004
1941   51     1889    0.00005     0.00000     0.00001     0.00000     0.00000     0.00003
1941   52     1889    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1941   52     1888    0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1941   53     1888    0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1941   53     1887    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1941   54     1887    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1941   54     1886    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1941   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1942   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1942   13     1929    0.00008     0.00007     0.00000     0.00000     0.00000     0.00000
1942   13     1928    0.00026     0.00025     0.00000     0.00000     0.00000     0.00000
1942   14     1928    0.00191     0.00190     0.00001     0.00000     0.00000     0.00000
1942   14     1927    0.00380     0.00378     0.00002     0.00000     0.00000     0.00000
1942   15     1927    0.00843     0.00834     0.00009     0.00000     0.00000     0.00000
1942   15     1926    0.01171     0.01153     0.00018     0.00000     0.00000     0.00000
1942   16     1926    0.02298     0.02227     0.00070     0.00000     0.00000     0.00000
1942   16     1925    0.03015     0.02885     0.00130     0.00000     0.00000     0.00000
1942   17     1925    0.04712     0.04299     0.00412     0.00001     0.00000     0.00000
1942   17     1924    0.05664     0.04987     0.00673     0.00003     0.00001     0.00000
1942   18     1924    0.07597     0.06012     0.01514     0.00060     0.00009     0.00002
1942   18     1923    0.08604     0.06384     0.02019     0.00170     0.00026     0.00006
1942   19     1923    0.10628     0.06930     0.02821     0.00745     0.00111     0.00022
1942   19     1922    0.11618     0.07202     0.03112     0.01096     0.00174     0.00034
1942   20     1922    0.13580     0.08550     0.03570     0.01155     0.00245     0.00060
1942   20     1921    0.14334     0.08942     0.03801     0.01222     0.00291     0.00078
1942   21     1921    0.15239     0.08771     0.04233     0.01628     0.00463     0.00143
1942   21     1920    0.15561     0.08670     0.04373     0.01778     0.00554     0.00186
1942   22     1920    0.15884     0.08337     0.04515     0.01997     0.00739     0.00295
1942   22     1919    0.15988     0.08155     0.04561     0.02082     0.00830     0.00360
1942   23     1919    0.16073     0.07778     0.04604     0.02192     0.00991     0.00508
1942   23     1918    0.16156     0.07611     0.04645     0.02248     0.01064     0.00589
1942   24     1918    0.16503     0.07366     0.04815     0.02385     0.01186     0.00751
1942   24     1917    0.16481     0.07159     0.04831     0.02423     0.01233     0.00835
1942   25     1917    0.16174     0.06647     0.04771     0.02462     0.01296     0.00999
1942   25     1916    0.15811     0.06330     0.04659     0.02432     0.01308     0.01081
1942   26     1916    0.14655     0.05587     0.04264     0.02269     0.01291     0.01244
1942   26     1915    0.14180     0.05271     0.04107     0.02202     0.01280     0.01321
1942   27     1915    0.13320     0.04702     0.03828     0.02081     0.01247     0.01464
1942   27     1914    0.12971     0.04450     0.03715     0.02037     0.01235     0.01535
1942   28     1914    0.12396     0.03997     0.03532     0.01976     0.01217     0.01674
1942   28     1913    0.12182     0.03794     0.03460     0.01962     0.01216     0.01750
1942   29     1913    0.11943     0.03436     0.03364     0.01979     0.01240     0.01924
1942   29     1912    0.11690     0.03234     0.03274     0.01958     0.01232     0.01992
1942   30     1912    0.11015     0.02817     0.03042     0.01876     0.01190     0.02089
1942   30     1911    0.10605     0.02619     0.02903     0.01814     0.01154     0.02114
1942   31     1911    0.09620     0.02237     0.02584     0.01647     0.01051     0.02101
1942   31     1910    0.09226     0.02080     0.02445     0.01580     0.01013     0.02107
1942   32     1910    0.08541     0.01809     0.02188     0.01463     0.00951     0.02130
1942   32     1909    0.08245     0.01690     0.02067     0.01411     0.00925     0.02152
1942   33     1909    0.07726     0.01477     0.01838     0.01314     0.00884     0.02214
1942   33     1908    0.07491     0.01379     0.01727     0.01266     0.00865     0.02254
1942   34     1908    0.07084     0.01199     0.01513     0.01174     0.00835     0.02364
1942   34     1907    0.06824     0.01110     0.01404     0.01119     0.00809     0.02382
1942   35     1907    0.06232     0.00941     0.01192     0.00999     0.00743     0.02357
1942   35     1906    0.05920     0.00861     0.01093     0.00938     0.00706     0.02323
1942   36     1906    0.05258     0.00713     0.00908     0.00812     0.00625     0.02200
1942   36     1905    0.04970     0.00647     0.00825     0.00754     0.00589     0.02154
1942   37     1905    0.04442     0.00528     0.00676     0.00644     0.00522     0.02072
1942   37     1904    0.04195     0.00474     0.00609     0.00592     0.00490     0.02031
1942   38     1904    0.03728     0.00377     0.00487     0.00493     0.00426     0.01944
1942   38     1903    0.03503     0.00335     0.00433     0.00446     0.00395     0.01894
1942   39     1903    0.03063     0.00258     0.00335     0.00359     0.00333     0.01778
1942   39     1902    0.02860     0.00228     0.00296     0.00322     0.00305     0.01708
1942   40     1902    0.02478     0.00180     0.00233     0.00260     0.00254     0.01550
1942   40     1901    0.02281     0.00157     0.00204     0.00231     0.00229     0.01459
1942   41     1901    0.01896     0.00119     0.00152     0.00178     0.00182     0.01265
1942   41     1900    0.01695     0.00100     0.00127     0.00152     0.00159     0.01157
1942   42     1900    0.01309     0.00068     0.00084     0.00106     0.00115     0.00936
1942   42     1899    0.01135     0.00055     0.00068     0.00087     0.00096     0.00830
1942   43     1899    0.00832     0.00035     0.00042     0.00057     0.00065     0.00633
1942   43     1898    0.00706     0.00028     0.00033     0.00045     0.00053     0.00547
1942   44     1898    0.00496     0.00017     0.00020     0.00029     0.00034     0.00396
1942   44     1897    0.00419     0.00014     0.00016     0.00023     0.00028     0.00338
1942   45     1897    0.00299     0.00009     0.00010     0.00015     0.00019     0.00246
1942   45     1896    0.00251     0.00007     0.00008     0.00012     0.00016     0.00208
1942   46     1896    0.00176     0.00005     0.00006     0.00009     0.00010     0.00146
1942   46     1895    0.00144     0.00004     0.00005     0.00007     0.00008     0.00119
1942   47     1895    0.00093     0.00003     0.00004     0.00005     0.00005     0.00077
1942   47     1894    0.00075     0.00003     0.00003     0.00004     0.00004     0.00061
1942   48     1894    0.00047     0.00002     0.00002     0.00003     0.00002     0.00037
1942   48     1893    0.00037     0.00002     0.00002     0.00002     0.00002     0.00029
1942   49     1893    0.00022     0.00001     0.00002     0.00002     0.00001     0.00016
1942   49     1892    0.00018     0.00001     0.00001     0.00001     0.00001     0.00013
1942   50     1892    0.00013     0.00001     0.00001     0.00001     0.00001     0.00008
1942   50     1891    0.00010     0.00001     0.00001     0.00001     0.00000     0.00007
1942   51     1891    0.00007     0.00001     0.00001     0.00001     0.00000     0.00004
1942   51     1890    0.00006     0.00001     0.00001     0.00001     0.00000     0.00003
1942   52     1890    0.00003     0.00001     0.00001     0.00000     0.00000     0.00001
1942   52     1889    0.00002     0.00001     0.00000     0.00000     0.00000     0.00001
1942   53     1889    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1942   53     1888    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1942   54     1888    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1942   54     1887    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1942   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1943   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1943   13     1930    0.00008     0.00008     0.00000     0.00000     0.00000     0.00000
1943   13     1929    0.00027     0.00027     0.00000     0.00000     0.00000     0.00000
1943   14     1929    0.00203     0.00202     0.00001     0.00000     0.00000     0.00000
1943   14     1928    0.00403     0.00401     0.00002     0.00000     0.00000     0.00000
1943   15     1928    0.00887     0.00878     0.00009     0.00000     0.00000     0.00000
1943   15     1927    0.01227     0.01208     0.00018     0.00000     0.00000     0.00000
1943   16     1927    0.02388     0.02316     0.00072     0.00000     0.00000     0.00000
1943   16     1926    0.03121     0.02988     0.00133     0.00000     0.00000     0.00000
1943   17     1926    0.04844     0.04416     0.00428     0.00001     0.00000     0.00000
1943   17     1925    0.05803     0.05097     0.00703     0.00003     0.00001     0.00000
1943   18     1925    0.07731     0.06058     0.01597     0.00063     0.00010     0.00003
1943   18     1924    0.08728     0.06376     0.02139     0.00178     0.00028     0.00006
1943   19     1924    0.10716     0.06775     0.03014     0.00779     0.00123     0.00025
1943   19     1923    0.11680     0.06968     0.03333     0.01148     0.00192     0.00040
1943   20     1923    0.13574     0.08152     0.03851     0.01233     0.00270     0.00068
1943   20     1922    0.14297     0.08462     0.04113     0.01314     0.00321     0.00088
1943   21     1922    0.15160     0.08151     0.04585     0.01757     0.00507     0.00160
1943   21     1921    0.15470     0.07993     0.04741     0.01925     0.00605     0.00206
1943   22     1921    0.15791     0.07576     0.04910     0.02178     0.00805     0.00322
1943   22     1920    0.15909     0.07366     0.04971     0.02279     0.00903     0.00391
1943   23     1920    0.16050     0.06955     0.05049     0.02420     0.01078     0.00548
1943   23     1919    0.16176     0.06780     0.05114     0.02492     0.01158     0.00633
1943   24     1919    0.16648     0.06527     0.05350     0.02668     0.01296     0.00807
1943   24     1918    0.16691     0.06329     0.05393     0.02723     0.01349     0.00897
1943   25     1918    0.16512     0.05853     0.05375     0.02786     0.01423     0.01075
1943   25     1917    0.16201     0.05567     0.05270     0.02761     0.01439     0.01164
1943   26     1917    0.15106     0.04905     0.04855     0.02589     0.01422     0.01334
1943   26     1916    0.14664     0.04630     0.04688     0.02521     0.01410     0.01415
1943   27     1916    0.13870     0.04147     0.04386     0.02394     0.01378     0.01565
1943   27     1915    0.13553     0.03936     0.04261     0.02350     0.01366     0.01640
1943   28     1915    0.13045     0.03567     0.04052     0.02291     0.01350     0.01785
1943   28     1914    0.12866     0.03403     0.03966     0.02281     0.01351     0.01864
1943   29     1914    0.12704     0.03121     0.03845     0.02312     0.01382     0.02045
1943   29     1913    0.12479     0.02958     0.03736     0.02293     0.01376     0.02116
1943   30     1913    0.11836     0.02614     0.03459     0.02211     0.01334     0.02217
1943   30     1912    0.11431     0.02447     0.03299     0.02144     0.01297     0.02244
1943   31     1912    0.10429     0.02118     0.02936     0.01957     0.01188     0.02230
1943   31     1911    0.10029     0.01984     0.02780     0.01882     0.01147     0.02236
1943   32     1911    0.09332     0.01751     0.02496     0.01748     0.01080     0.02258
1943   32     1910    0.09030     0.01648     0.02364     0.01686     0.01053     0.02279
1943   33     1910    0.08497     0.01463     0.02115     0.01572     0.01008     0.02340
1943   33     1909    0.08254     0.01377     0.01995     0.01515     0.00988     0.02379
1943   34     1909    0.07829     0.01217     0.01763     0.01405     0.00955     0.02489
1943   34     1908    0.07551     0.01136     0.01645     0.01339     0.00926     0.02506
1943   35     1908    0.06915     0.00979     0.01411     0.01197     0.00853     0.02475
1943   35     1907    0.06577     0.00904     0.01299     0.01124     0.00812     0.02438
1943   36     1907    0.05852     0.00762     0.01087     0.00975     0.00721     0.02308
1943   36     1906    0.05534     0.00698     0.00990     0.00905     0.00681     0.02260
1943   37     1906    0.04944     0.00580     0.00813     0.00772     0.00606     0.02174
1943   37     1905    0.04666     0.00526     0.00732     0.00709     0.00569     0.02131
1943   38     1905    0.04137     0.00427     0.00584     0.00588     0.00497     0.02041
1943   38     1904    0.03880     0.00382     0.00518     0.00532     0.00461     0.01988
1943   39     1904    0.03375     0.00299     0.00399     0.00425     0.00389     0.01863
1943   39     1903    0.03149     0.00267     0.00352     0.00382     0.00357     0.01791
1943   40     1903    0.02735     0.00215     0.00273     0.00308     0.00303     0.01636
1943   40     1902    0.02514     0.00190     0.00237     0.00272     0.00273     0.01541
1943   41     1902    0.02080     0.00144     0.00176     0.00209     0.00216     0.01335
1943   41     1901    0.01846     0.00121     0.00147     0.00177     0.00186     0.01216
1943   42     1901    0.01394     0.00080     0.00098     0.00120     0.00129     0.00967
1943   42     1900    0.01194     0.00064     0.00078     0.00097     0.00106     0.00849
1943   43     1900    0.00851     0.00040     0.00049     0.00062     0.00068     0.00632
1943   43     1899    0.00711     0.00031     0.00038     0.00049     0.00054     0.00539
1943   44     1899    0.00484     0.00018     0.00023     0.00030     0.00033     0.00379
1943   44     1898    0.00406     0.00014     0.00018     0.00024     0.00026     0.00323
1943   45     1898    0.00292     0.00009     0.00012     0.00015     0.00017     0.00238
1943   45     1897    0.00245     0.00007     0.00010     0.00013     0.00014     0.00201
1943   46     1897    0.00173     0.00005     0.00007     0.00009     0.00010     0.00142
1943   46     1896    0.00140     0.00005     0.00006     0.00008     0.00008     0.00114
1943   47     1896    0.00088     0.00003     0.00004     0.00005     0.00005     0.00071
1943   47     1895    0.00069     0.00003     0.00003     0.00004     0.00004     0.00054
1943   48     1895    0.00041     0.00002     0.00002     0.00003     0.00003     0.00031
1943   48     1894    0.00032     0.00002     0.00002     0.00002     0.00002     0.00024
1943   49     1894    0.00018     0.00001     0.00001     0.00002     0.00001     0.00013
1943   49     1893    0.00014     0.00001     0.00001     0.00001     0.00001     0.00010
1943   50     1893    0.00008     0.00001     0.00001     0.00001     0.00001     0.00005
1943   50     1892    0.00007     0.00001     0.00001     0.00001     0.00001     0.00004
1943   51     1892    0.00005     0.00001     0.00000     0.00001     0.00000     0.00003
1943   51     1891    0.00004     0.00001     0.00000     0.00000     0.00000     0.00002
1943   52     1891    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1943   52     1890    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1943   53     1890    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1943   53     1889    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1943   54     1889    0.00002     0.00000     0.00000     0.00000     0.00000     0.00002
1943   54     1888    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1943   55+       .    0.00008     0.00001     0.00001     0.00001     0.00001     0.00005
1944   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1944   13     1931    0.00008     0.00008     0.00000     0.00000     0.00000     0.00000
1944   13     1930    0.00027     0.00027     0.00000     0.00000     0.00000     0.00000
1944   14     1930    0.00198     0.00197     0.00000     0.00000     0.00000     0.00000
1944   14     1929    0.00390     0.00389     0.00001     0.00000     0.00000     0.00000
1944   15     1929    0.00837     0.00833     0.00003     0.00000     0.00000     0.00000
1944   15     1928    0.01144     0.01136     0.00008     0.00000     0.00000     0.00000
1944   16     1928    0.02179     0.02143     0.00036     0.00000     0.00000     0.00000
1944   16     1927    0.02821     0.02747     0.00073     0.00000     0.00000     0.00000
1944   17     1927    0.04303     0.04009     0.00293     0.00001     0.00000     0.00000
1944   17     1926    0.05122     0.04590     0.00527     0.00003     0.00001     0.00000
1944   18     1926    0.06770     0.05288     0.01403     0.00065     0.00011     0.00003
1944   18     1925    0.07641     0.05461     0.01963     0.00181     0.00029     0.00007
1944   19     1925    0.09458     0.05683     0.02864     0.00762     0.00123     0.00026
1944   19     1924    0.10372     0.05871     0.03161     0.01110     0.00190     0.00040
1944   20     1924    0.12261     0.07227     0.03510     0.01189     0.00267     0.00069
1944   20     1923    0.13017     0.07628     0.03712     0.01270     0.00319     0.00089
1944   21     1923    0.13995     0.07451     0.04157     0.01713     0.00510     0.00163
1944   21     1922    0.14370     0.07358     0.04300     0.01887     0.00613     0.00211
1944   22     1922    0.14826     0.07048     0.04455     0.02162     0.00828     0.00333
1944   22     1921    0.14987     0.06858     0.04514     0.02275     0.00934     0.00407
1944   23     1921    0.15166     0.06436     0.04594     0.02438     0.01125     0.00574
1944   23     1920    0.15271     0.06220     0.04660     0.02518     0.01209     0.00664
1944   24     1920    0.15601     0.05818     0.04899     0.02697     0.01344     0.00842
1944   24     1919    0.15581     0.05555     0.04947     0.02751     0.01393     0.00935
1944   25     1919    0.15276     0.04958     0.04939     0.02807     0.01455     0.01117
1944   25     1918    0.14943     0.04655     0.04842     0.02777     0.01463     0.01205
1944   26     1918    0.13888     0.04035     0.04458     0.02598     0.01431     0.01366
1944   26     1917    0.13474     0.03784     0.04306     0.02527     0.01414     0.01442
1944   27     1917    0.12755     0.03359     0.04038     0.02402     0.01374     0.01583
