United States, Period fertility rates by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 07/04/2021
Year   Age   Cohort      ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1933   28     1904    0.10190     0.01961     0.02412     0.01910     0.01515     0.02392
1933   29     1904    0.09191     0.01619     0.02122     0.01697     0.01371     0.02381
1933   29     1903    0.08995     0.01522     0.02024     0.01655     0.01336     0.02458
1933   30     1903    0.09214     0.01440     0.01899     0.01691     0.01335     0.02848
1933   30     1902    0.08800     0.01310     0.01767     0.01607     0.01271     0.02844
1933   31     1902    0.07015     0.00950     0.01403     0.01277     0.01028     0.02358
1933   31     1901    0.06865     0.00885     0.01335     0.01235     0.01009     0.02402
1933   32     1901    0.07754     0.00878     0.01336     0.01316     0.01130     0.03093
1933   32     1900    0.07873     0.00841     0.01288     0.01303     0.01142     0.03299
1933   33     1900    0.07784     0.00747     0.01162     0.01236     0.01121     0.03519
1933   33     1899    0.07441     0.00685     0.01068     0.01156     0.01061     0.03470
1933   34     1899    0.06124     0.00543     0.00838     0.00923     0.00850     0.02971
1933   34     1898    0.05901     0.00504     0.00780     0.00870     0.00811     0.02936
1933   35     1898    0.06063     0.00463     0.00730     0.00840     0.00817     0.03213
1933   35     1897    0.05956     0.00430     0.00683     0.00803     0.00793     0.03246
1933   36     1897    0.05522     0.00356     0.00571     0.00710     0.00718     0.03167
1933   36     1896    0.05310     0.00329     0.00525     0.00660     0.00679     0.03118
1933   37     1896    0.04792     0.00284     0.00439     0.00547     0.00589     0.02932
1933   37     1895    0.04703     0.00266     0.00410     0.00515     0.00563     0.02949
1933   38     1895    0.04858     0.00239     0.00370     0.00484     0.00541     0.03225
1933   38     1894    0.04652     0.00218     0.00336     0.00445     0.00501     0.03152
1933   39     1894    0.03856     0.00171     0.00260     0.00348     0.00393     0.02683
1933   39     1893    0.03593     0.00154     0.00232     0.00312     0.00357     0.02538
1933   40     1893    0.03249     0.00129     0.00186     0.00257     0.00307     0.02369
1933   40     1892    0.02906     0.00111     0.00161     0.00222     0.00265     0.02148
1933   41     1892    0.02036     0.00072     0.00110     0.00150     0.00170     0.01534
1933   41     1891    0.01896     0.00065     0.00097     0.00133     0.00153     0.01448
1933   42     1891    0.01948     0.00061     0.00083     0.00115     0.00146     0.01544
1933   42     1890    0.01804     0.00054     0.00072     0.00100     0.00130     0.01449
1933   43     1890    0.01372     0.00039     0.00051     0.00069     0.00091     0.01123
1933   43     1889    0.01192     0.00032     0.00043     0.00058     0.00078     0.00982
1933   44     1889    0.00865     0.00021     0.00030     0.00039     0.00057     0.00718
1933   44     1888    0.00749     0.00017     0.00025     0.00032     0.00047     0.00628
1933   45     1888    0.00580     0.00012     0.00016     0.00022     0.00032     0.00497
1933   45     1887    0.00470     0.00010     0.00012     0.00018     0.00024     0.00406
1933   46     1887    0.00273     0.00005     0.00005     0.00010     0.00012     0.00240
1933   46     1886    0.00216     0.00004     0.00004     0.00008     0.00009     0.00190
1933   47     1886    0.00137     0.00004     0.00004     0.00006     0.00006     0.00119
1933   47     1885    0.00116     0.00003     0.00003     0.00005     0.00005     0.00101
1933   48     1885    0.00089     0.00001     0.00002     0.00002     0.00004     0.00080
1933   48     1884    0.00072     0.00001     0.00001     0.00002     0.00003     0.00064
1933   49     1884    0.00044     0.00001     0.00001     0.00002     0.00003     0.00037
1933   49     1883    0.00030     0.00001     0.00001     0.00002     0.00002     0.00025
1933   50     1883    0.00011     0.00001     0.00001     0.00001     0.00000     0.00008
1933   50     1882    0.00007     0.00000     0.00001     0.00000     0.00000     0.00005
1933   51     1882    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1933   51     1881    0.00002     0.00000     0.00000     0.00000     0.00000     0.00002
1933   52     1881    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1933   52     1880    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1933   53     1880    0.00003     0.00000     0.00000     0.00001     0.00000     0.00002
1933   53     1879    0.00003     0.00000     0.00000     0.00000     0.00000     0.00003
1933   54     1879    0.00003     0.00000     0.00001     0.00000     0.00000     0.00002
1933   54     1878    0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1933   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1934   12-       .    0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1934   13     1921    0.00026     0.00026     0.00000     0.00000     0.00000     0.00000
1934   13     1920    0.00055     0.00055     0.00000     0.00000     0.00000     0.00000
1934   14     1920    0.00156     0.00156     0.00000     0.00000     0.00000     0.00000
1934   14     1919    0.00241     0.00239     0.00002     0.00000     0.00000     0.00000
1934   15     1919    0.00581     0.00564     0.00017     0.00000     0.00000     0.00000
1934   15     1918    0.00850     0.00815     0.00034     0.00001     0.00000     0.00000
1934   16     1918    0.01703     0.01598     0.00099     0.00006     0.00000     0.00000
1934   16     1917    0.02282     0.02115     0.00153     0.00012     0.00002     0.00000
1934   17     1917    0.03647     0.03239     0.00372     0.00031     0.00004     0.00000
1934   17     1916    0.04480     0.03880     0.00545     0.00048     0.00006     0.00001
1934   18     1916    0.06481     0.05254     0.01079     0.00126     0.00017     0.00004
1934   18     1915    0.07436     0.05801     0.01412     0.00190     0.00026     0.00006
1934   19     1915    0.08838     0.06353     0.02047     0.00378     0.00050     0.00010
1934   19     1914    0.09474     0.06496     0.02383     0.00510     0.00071     0.00014
1934   20     1914    0.10568     0.06471     0.03030     0.00859     0.00168     0.00041
1934   20     1913    0.10930     0.06331     0.03260     0.01044     0.00233     0.00062
1934   21     1913    0.11219     0.05938     0.03490     0.01348     0.00346     0.00097
1934   21     1912    0.11374     0.05743     0.03577     0.01507     0.00422     0.00124
1934   22     1912    0.11749     0.05366     0.03695     0.01839     0.00637     0.00212
1934   22     1911    0.11865     0.05159     0.03709     0.01975     0.00753     0.00270
1934   23     1911    0.12003     0.04743     0.03677     0.02180     0.00976     0.00427
1934   23     1910    0.12065     0.04555     0.03644     0.02252     0.01090     0.00525
1934   24     1910    0.12251     0.04243     0.03583     0.02350     0.01319     0.00755
1934   24     1909    0.12165     0.04047     0.03502     0.02344     0.01395     0.00877
1934   25     1909    0.11603     0.03610     0.03253     0.02218     0.01430     0.01091
1934   25     1908    0.11468     0.03441     0.03179     0.02186     0.01452     0.01210
1934   26     1908    0.11489     0.03185     0.03129     0.02184     0.01510     0.01480
1934   26     1907    0.11308     0.03013     0.03046     0.02149     0.01507     0.01594
1934   27     1907    0.10553     0.02604     0.02780     0.02014     0.01428     0.01727
1934   27     1906    0.10420     0.02469     0.02696     0.01982     0.01427     0.01845
1934   28     1906    0.10643     0.02294     0.02597     0.01984     0.01514     0.02255
1934   28     1905    0.10465     0.02153     0.02499     0.01935     0.01495     0.02383
1934   29     1905    0.09577     0.01814     0.02241     0.01758     0.01344     0.02421
1934   29     1904    0.09387     0.01698     0.02152     0.01712     0.01319     0.02507
1934   30     1904    0.09543     0.01543     0.02050     0.01703     0.01366     0.02880
1934   30     1903    0.09114     0.01408     0.01913     0.01615     0.01307     0.02871
1934   31     1903    0.07360     0.01081     0.01524     0.01307     0.01052     0.02395
1934   31     1902    0.07116     0.00996     0.01432     0.01255     0.01019     0.02414
1934   32     1902    0.07564     0.00902     0.01356     0.01277     0.01081     0.02948
1934   32     1901    0.07518     0.00845     0.01286     0.01247     0.01069     0.03071
1934   33     1901    0.07011     0.00727     0.01122     0.01140     0.00988     0.03034
1934   33     1900    0.06975     0.00688     0.01068     0.01110     0.00977     0.03133
1934   34     1900    0.07381     0.00644     0.01007     0.01089     0.01009     0.03632
1934   34     1899    0.07112     0.00593     0.00931     0.01024     0.00961     0.03603
1934   35     1899    0.05808     0.00465     0.00739     0.00830     0.00772     0.03001
1934   35     1898    0.05543     0.00426     0.00676     0.00773     0.00732     0.02936
1934   36     1898    0.05490     0.00367     0.00580     0.00699     0.00713     0.03131
1934   36     1897    0.05312     0.00339     0.00532     0.00652     0.00677     0.03111
1934   37     1897    0.04710     0.00289     0.00434     0.00547     0.00572     0.02867
1934   37     1896    0.04630     0.00270     0.00409     0.00518     0.00548     0.02884
1934   38     1896    0.04864     0.00241     0.00390     0.00493     0.00539     0.03201
1934   38     1895    0.04675     0.00219     0.00357     0.00452     0.00505     0.03142
1934   39     1895    0.03893     0.00167     0.00276     0.00345     0.00411     0.02693
1934   39     1894    0.03613     0.00150     0.00240     0.00309     0.00370     0.02544
1934   40     1894    0.03195     0.00124     0.00178     0.00257     0.00294     0.02341
1934   40     1893    0.02855     0.00108     0.00149     0.00221     0.00257     0.02120
1934   41     1893    0.02031     0.00075     0.00095     0.00146     0.00184     0.01531
1934   41     1892    0.01896     0.00068     0.00085     0.00130     0.00167     0.01447
1934   42     1892    0.01953     0.00061     0.00082     0.00116     0.00153     0.01542
1934   42     1891    0.01795     0.00053     0.00070     0.00102     0.00132     0.01437
1934   43     1891    0.01322     0.00035     0.00045     0.00072     0.00087     0.01084
1934   43     1890    0.01146     0.00030     0.00036     0.00059     0.00071     0.00950
1934   44     1890    0.00848     0.00022     0.00022     0.00039     0.00048     0.00717
1934   44     1889    0.00729     0.00018     0.00018     0.00031     0.00040     0.00621
1934   45     1889    0.00540     0.00012     0.00013     0.00021     0.00029     0.00466
1934   45     1888    0.00440     0.00009     0.00010     0.00016     0.00023     0.00381
1934   46     1888    0.00269     0.00004     0.00007     0.00010     0.00014     0.00235
1934   46     1887    0.00214     0.00003     0.00005     0.00008     0.00011     0.00187
1934   47     1887    0.00131     0.00003     0.00002     0.00004     0.00007     0.00116
1934   47     1886    0.00113     0.00002     0.00002     0.00003     0.00005     0.00100
1934   48     1886    0.00096     0.00002     0.00002     0.00004     0.00004     0.00085
1934   48     1885    0.00078     0.00002     0.00001     0.00003     0.00003     0.00068
1934   49     1885    0.00044     0.00002     0.00001     0.00002     0.00003     0.00036
1934   49     1884    0.00031     0.00001     0.00000     0.00001     0.00002     0.00026
1934   50     1884    0.00014     0.00000     0.00000     0.00001     0.00000     0.00012
1934   50     1883    0.00009     0.00000     0.00000     0.00001     0.00000     0.00008
1934   51     1883    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1934   51     1882    0.00002     0.00000     0.00000     0.00000     0.00000     0.00002
1934   52     1882    0.00002     0.00000     0.00000     0.00000     0.00000     0.00002
1934   52     1881    0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1934   53     1881    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1934   53     1880    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1934   54     1880    0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1934   54     1879    0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1934   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1935   12-       .    0.00002     0.00002     0.00000     0.00000     0.00000     0.00000
1935   13     1922    0.00030     0.00030     0.00000     0.00000     0.00000     0.00000
1935   13     1921    0.00058     0.00058     0.00000     0.00000     0.00000     0.00000
1935   14     1921    0.00165     0.00164     0.00001     0.00000     0.00000     0.00000
1935   14     1920    0.00255     0.00251     0.00004     0.00000     0.00000     0.00000
1935   15     1920    0.00628     0.00606     0.00021     0.00000     0.00000     0.00000
1935   15     1919    0.00919     0.00880     0.00037     0.00002     0.00000     0.00000
1935   16     1919    0.01764     0.01653     0.00104     0.00007     0.00000     0.00000
1935   16     1918    0.02331     0.02158     0.00162     0.00010     0.00002     0.00000
1935   17     1918    0.03697     0.03286     0.00379     0.00028     0.00004     0.00000
1935   17     1917    0.04523     0.03924     0.00547     0.00044     0.00006     0.00002
1935   18     1917    0.06482     0.05301     0.01043     0.00120     0.00014     0.00004
1935   18     1916    0.07426     0.05861     0.01357     0.00183     0.00022     0.00005
1935   19     1916    0.08864     0.06443     0.02006     0.00355     0.00050     0.00009
1935   19     1915    0.09512     0.06608     0.02338     0.00477     0.00075     0.00013
1935   20     1915    0.10599     0.06659     0.02913     0.00816     0.00166     0.00045
1935   20     1914    0.10974     0.06553     0.03127     0.00998     0.00227     0.00069
1935   21     1914    0.11337     0.06210     0.03386     0.01298     0.00346     0.00097
1935   21     1913    0.11506     0.06037     0.03476     0.01450     0.00422     0.00122
1935   22     1913    0.11868     0.05706     0.03582     0.01738     0.00620     0.00222
1935   22     1912    0.11962     0.05500     0.03592     0.01860     0.00726     0.00283
1935   23     1912    0.12036     0.05063     0.03554     0.02069     0.00934     0.00416
1935   23     1911    0.12008     0.04837     0.03509     0.02127     0.01034     0.00500
1935   24     1911    0.11810     0.04378     0.03375     0.02140     0.01207     0.00711
1935   24     1910    0.11746     0.04182     0.03318     0.02140     0.01276     0.00830
1935   25     1910    0.11728     0.03865     0.03248     0.02145     0.01375     0.01095
1935   25     1909    0.11583     0.03686     0.03173     0.02115     0.01396     0.01213
1935   26     1909    0.11031     0.03321     0.02966     0.02009     0.01376     0.01358
1935   26     1908    0.10840     0.03157     0.02890     0.01972     0.01372     0.01450
1935   27     1908    0.10549     0.02840     0.02763     0.01914     0.01360     0.01672
1935   27     1907    0.10464     0.02700     0.02705     0.01896     0.01366     0.01798
1935   28     1907    0.10519     0.02460     0.02616     0.01896     0.01417     0.02130
1935   28     1906    0.10301     0.02298     0.02515     0.01851     0.01399     0.02238
1935   29     1906    0.09367     0.01917     0.02222     0.01681     0.01276     0.02271
1935   29     1905    0.09183     0.01802     0.02133     0.01639     0.01255     0.02355
1935   30     1905    0.09411     0.01691     0.02050     0.01636     0.01291     0.02744
1935   30     1904    0.09010     0.01547     0.01920     0.01562     0.01240     0.02741
1935   31     1904    0.07310     0.01165     0.01543     0.01302     0.01020     0.02280
1935   31     1903    0.07058     0.01078     0.01456     0.01252     0.00989     0.02283
1935   32     1903    0.07468     0.01022     0.01406     0.01260     0.01047     0.02734
1935   32     1902    0.07307     0.00940     0.01322     0.01211     0.01021     0.02814
1935   33     1902    0.06418     0.00719     0.01087     0.01039     0.00887     0.02686
1935   33     1901    0.06265     0.00667     0.01017     0.00996     0.00862     0.02723
1935   34     1901    0.06320     0.00620     0.00926     0.00956     0.00868     0.02949
1935   34     1900    0.06352     0.00595     0.00886     0.00941     0.00861     0.03070
1935   35     1900    0.06638     0.00558     0.00836     0.00944     0.00850     0.03450
1935   35     1899    0.06346     0.00509     0.00762     0.00878     0.00802     0.03395
1935   36     1899    0.05072     0.00381     0.00565     0.00662     0.00643     0.02821
1935   36     1898    0.04770     0.00344     0.00514     0.00606     0.00599     0.02707
1935   37     1898    0.04458     0.00292     0.00457     0.00540     0.00538     0.02630
1935   37     1897    0.04401     0.00271     0.00427     0.00511     0.00521     0.02670
1935   38     1897    0.04567     0.00240     0.00371     0.00463     0.00515     0.02979
1935   38     1896    0.04395     0.00219     0.00334     0.00429     0.00481     0.02932
1935   39     1896    0.03695     0.00176     0.00255     0.00355     0.00383     0.02527
1935   39     1895    0.03450     0.00156     0.00226     0.00319     0.00346     0.02403
1935   40     1895    0.03104     0.00118     0.00182     0.00252     0.00287     0.02265
1935   40     1894    0.02769     0.00103     0.00153     0.00216     0.00250     0.02047
1935   41     1894    0.01927     0.00075     0.00096     0.00147     0.00173     0.01436
1935   41     1893    0.01791     0.00067     0.00085     0.00131     0.00156     0.01351
1935   42     1893    0.01839     0.00058     0.00079     0.00119     0.00144     0.01439
1935   42     1892    0.01689     0.00051     0.00068     0.00102     0.00125     0.01344
1935   43     1892    0.01251     0.00036     0.00043     0.00064     0.00082     0.01026
1935   43     1891    0.01077     0.00029     0.00035     0.00051     0.00070     0.00892
1935   44     1891    0.00774     0.00015     0.00023     0.00033     0.00053     0.00650
1935   44     1890    0.00666     0.00013     0.00019     0.00027     0.00043     0.00564
1935   45     1890    0.00510     0.00015     0.00013     0.00019     0.00027     0.00436
1935   45     1889    0.00415     0.00012     0.00010     0.00016     0.00021     0.00357
1935   46     1889    0.00245     0.00005     0.00007     0.00009     0.00012     0.00213
1935   46     1888    0.00198     0.00003     0.00005     0.00007     0.00009     0.00173
1935   47     1888    0.00134     0.00001     0.00003     0.00005     0.00006     0.00119
1935   47     1887    0.00111     0.00001     0.00002     0.00004     0.00005     0.00099
1935   48     1887    0.00077     0.00001     0.00002     0.00003     0.00003     0.00068
1935   48     1886    0.00064     0.00001     0.00001     0.00002     0.00002     0.00056
1935   49     1886    0.00044     0.00001     0.00002     0.00001     0.00002     0.00038
1935   49     1885    0.00032     0.00001     0.00001     0.00001     0.00001     0.00027
1935   50     1885    0.00014     0.00001     0.00001     0.00001     0.00000     0.00011
1935   50     1884    0.00009     0.00001     0.00001     0.00001     0.00000     0.00007
1935   51     1884    0.00004     0.00000     0.00001     0.00000     0.00000     0.00002
1935   51     1883    0.00003     0.00000     0.00001     0.00000     0.00000     0.00002
1935   52     1883    0.00003     0.00000     0.00001     0.00000     0.00000     0.00002
1935   52     1882    0.00004     0.00000     0.00000     0.00000     0.00000     0.00002
1935   53     1882    0.00004     0.00000     0.00000     0.00000     0.00000     0.00003
1935   53     1881    0.00003     0.00000     0.00000     0.00000     0.00001     0.00002
1935   54     1881    0.00003     0.00000     0.00000     0.00001     0.00001     0.00002
1935   54     1880    0.00001     0.00000     0.00000     0.00000     0.00000     0.00001
1935   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1936   12-       .    0.00004     0.00004     0.00000     0.00000     0.00000     0.00000
1936   13     1923    0.00027     0.00027     0.00000     0.00000     0.00000     0.00000
1936   13     1922    0.00045     0.00045     0.00000     0.00000     0.00000     0.00000
1936   14     1922    0.00149     0.00149     0.00000     0.00000     0.00000     0.00000
1936   14     1921    0.00245     0.00242     0.00003     0.00000     0.00000     0.00000
1936   15     1921    0.00592     0.00571     0.00021     0.00000     0.00000     0.00000
1936   15     1920    0.00874     0.00832     0.00040     0.00002     0.00000     0.00000
1936   16     1920    0.01793     0.01666     0.00119     0.00008     0.00000     0.00000
1936   16     1919    0.02395     0.02197     0.00183     0.00012     0.00003     0.00000
1936   17     1919    0.03619     0.03176     0.00404     0.00034     0.00005     0.00000
1936   17     1918    0.04384     0.03751     0.00573     0.00053     0.00006     0.00002
1936   18     1918    0.06427     0.05156     0.01122     0.00128     0.00015     0.00005
1936   18     1917    0.07390     0.05715     0.01457     0.00188     0.00023     0.00007
1936   19     1917    0.08754     0.06263     0.02066     0.00363     0.00052     0.00011
1936   19     1916    0.09386     0.06429     0.02384     0.00483     0.00076     0.00014
1936   20     1916    0.10472     0.06489     0.02996     0.00782     0.00161     0.00044
1936   20     1915    0.10889     0.06433     0.03224     0.00948     0.00218     0.00066
1936   21     1915    0.11477     0.06285     0.03491     0.01265     0.00336     0.00100
1936   21     1914    0.11674     0.06137     0.03581     0.01420     0.00411     0.00125
1936   22     1914    0.11878     0.05719     0.03666     0.01689     0.00595     0.00210
1936   22     1913    0.11962     0.05528     0.03673     0.01803     0.00694     0.00264
1936   23     1913    0.12153     0.05214     0.03650     0.01989     0.00894     0.00407
1936   23     1912    0.12133     0.05005     0.03607     0.02042     0.00989     0.00490
1936   24     1912    0.11880     0.04520     0.03485     0.02055     0.01155     0.00664
1936   24     1911    0.11768     0.04324     0.03404     0.02058     0.01216     0.00766
1936   25     1911    0.11554     0.04005     0.03204     0.02067     0.01276     0.01002
1936   25     1910    0.11439     0.03834     0.03126     0.02050     0.01304     0.01126
1936   26     1910    0.11259     0.03497     0.03016     0.01989     0.01371     0.01385
1936   26     1909    0.11034     0.03306     0.02933     0.01941     0.01368     0.01487
1936   27     1909    0.10251     0.02885     0.02717     0.01799     0.01282     0.01567
1936   27     1908    0.10130     0.02745     0.02664     0.01783     0.01277     0.01662
1936   28     1908    0.10455     0.02567     0.02653     0.01866     0.01343     0.02025
1936   28     1907    0.10276     0.02417     0.02569     0.01834     0.01328     0.02128
1936   29     1907    0.09303     0.02042     0.02282     0.01648     0.01214     0.02117
1936   29     1906    0.09095     0.01921     0.02188     0.01603     0.01193     0.02190
1936   30     1906    0.09220     0.01776     0.02072     0.01593     0.01222     0.02556
1936   30     1905    0.08827     0.01629     0.01940     0.01519     0.01171     0.02568
1936   31     1905    0.07247     0.01255     0.01574     0.01263     0.00961     0.02195
1936   31     1904    0.07004     0.01162     0.01485     0.01216     0.00931     0.02210
1936   32     1904    0.07350     0.01082     0.01419     0.01233     0.00981     0.02634
1936   32     1903    0.07208     0.00999     0.01342     0.01194     0.00960     0.02712
1936   33     1903    0.06485     0.00796     0.01150     0.01061     0.00857     0.02620
1936   33     1902    0.06244     0.00729     0.01069     0.01005     0.00827     0.02614
1936   34     1902    0.05844     0.00624     0.00918     0.00894     0.00789     0.02618
1936   34     1901    0.05724     0.00584     0.00858     0.00859     0.00771     0.02653
1936   35     1901    0.05597     0.00518     0.00754     0.00817     0.00734     0.02775
1936   35     1900    0.05581     0.00490     0.00715     0.00790     0.00720     0.02867
1936   36     1900    0.05800     0.00451     0.00666     0.00745     0.00713     0.03225
1936   36     1899    0.05464     0.00407     0.00600     0.00679     0.00660     0.03117
1936   37     1899    0.04093     0.00297     0.00428     0.00495     0.00491     0.02382
1936   37     1898    0.03915     0.00271     0.00391     0.00462     0.00464     0.02327
1936   38     1898    0.04229     0.00248     0.00364     0.00459     0.00474     0.02683
1936   38     1897    0.04087     0.00227     0.00334     0.00428     0.00447     0.02650
1936   39     1897    0.03432     0.00180     0.00262     0.00342     0.00364     0.02285
1936   39     1896    0.03214     0.00161     0.00232     0.00306     0.00333     0.02181
1936   40     1896    0.02922     0.00131     0.00181     0.00244     0.00285     0.02079
1936   40     1895    0.02616     0.00112     0.00155     0.00211     0.00246     0.01892
1936   41     1895    0.01838     0.00074     0.00107     0.00146     0.00158     0.01353
1936   41     1894    0.01702     0.00066     0.00094     0.00128     0.00142     0.01273
1936   42     1894    0.01712     0.00059     0.00078     0.00105     0.00136     0.01334
1936   42     1893    0.01568     0.00050     0.00067     0.00090     0.00120     0.01242
1936   43     1893    0.01164     0.00033     0.00044     0.00061     0.00081     0.00945
1936   43     1892    0.01005     0.00026     0.00036     0.00050     0.00068     0.00826
1936   44     1892    0.00732     0.00017     0.00023     0.00031     0.00047     0.00615
1936   44     1891    0.00626     0.00014     0.00018     0.00026     0.00038     0.00530
1936   45     1891    0.00459     0.00012     0.00011     0.00018     0.00023     0.00394
1936   45     1890    0.00378     0.00010     0.00009     0.00015     0.00019     0.00327
1936   46     1890    0.00245     0.00006     0.00005     0.00010     0.00012     0.00212
1936   46     1889    0.00193     0.00004     0.00004     0.00008     0.00009     0.00168
1936   47     1889    0.00113     0.00001     0.00003     0.00004     0.00005     0.00100
1936   47     1888    0.00094     0.00001     0.00002     0.00003     0.00004     0.00084
1936   48     1888    0.00073     0.00004     0.00002     0.00002     0.00003     0.00063
1936   48     1887    0.00061     0.00003     0.00001     0.00002     0.00002     0.00052
1936   49     1887    0.00039     0.00000     0.00001     0.00003     0.00001     0.00034
1936   49     1886    0.00029     0.00000     0.00001     0.00002     0.00001     0.00025
1936   50     1886    0.00014     0.00001     0.00001     0.00000     0.00001     0.00011
1936   50     1885    0.00010     0.00001     0.00001     0.00000     0.00001     0.00007
1936   51     1885    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1936   51     1884    0.00003     0.00000     0.00000     0.00000     0.00000     0.00002
1936   52     1884    0.00004     0.00001     0.00000     0.00000     0.00001     0.00002
1936   52     1883    0.00004     0.00001     0.00001     0.00000     0.00001     0.00002
1936   53     1883    0.00003     0.00000     0.00000     0.00000     0.00001     0.00002
1936   53     1882    0.00003     0.00000     0.00000     0.00000     0.00001     0.00002
1936   54     1882    0.00003     0.00000     0.00000     0.00000     0.00001     0.00002
1936   54     1881    0.00002     0.00000     0.00000     0.00000     0.00000     0.00002
1936   55+       .    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1937   12-       .    0.00006     0.00006     0.00000     0.00000     0.00000     0.00000
1937   13     1924    0.00033     0.00033     0.00000     0.00000     0.00000     0.00000
1937   13     1923    0.00051     0.00051     0.00000     0.00000     0.00000     0.00000
1937   14     1923    0.00159     0.00158     0.00001     0.00000     0.00000     0.00000
1937   14     1922    0.00256     0.00251     0.00005     0.00000     0.00000     0.00000
1937   15     1922    0.00621     0.00597     0.00023     0.00000     0.00000     0.00000
1937   15     1921    0.00918     0.00876     0.00039     0.00003     0.00000     0.00000
1937   16     1921    0.01870     0.01745     0.00117     0.00007     0.00000     0.00000
1937   16     1920    0.02517     0.02318     0.00186     0.00011     0.00003     0.00000
1937   17     1920    0.04021     0.03522     0.00457     0.00035     0.00006     0.00000
1937   17     1919    0.04883     0.04157     0.00660     0.00057     0.00007     0.00002
1937   18     1919    0.06653     0.05323     0.01169     0.00139     0.00017     0.00006
1937   18     1918    0.07522     0.05809     0.01478     0.00204     0.00024     0.00007
1937   19     1918    0.09059     0.06476     0.02135     0.00384     0.00052     0.00012
1937   19     1917    0.09723     0.06655     0.02469     0.00507     0.00075     0.00016
1937   20     1917    0.10756     0.06654     0.03072     0.00823     0.00162     0.00046
1937   20     1916    0.11151     0.06578     0.03297     0.00990     0.00219     0.00067
1937   21     1916    0.11662     0.06393     0.03569     0.01279     0.00326     0.00095
1937   21     1915    0.11884     0.06267     0.03674     0.01427     0.00397     0.00119
