France, Female population exposure by calendar year, age and birth cohort (Lexis triangles)
Last modified: 17/10/2023
Year   Age   Cohort      Exposure
1946    12    1934      155136.42
1946    12    1933      146515.68
1946    13    1933      155074.12
1946    13    1932      155502.57
1946    14    1932      164619.57
1946    14    1931      157105.08
1946    15    1931      165846.00
1946    15    1930      162728.68
1946    16    1930      167722.15
1946    16    1929      153580.78
1946    17    1929      162259.30
1946    17    1928      156002.04
1946    18    1928      164925.94
1946    18    1927      156531.33
1946    19    1927      162656.38
1946    19    1926      160083.96
1946    20    1926      165885.85
1946    20    1925      158966.10
1946    21    1925      167593.52
1946    21    1924      157214.86
1946    22    1924      163558.45
1946    22    1923      157946.86
1946    23    1923      166952.86
1946    23    1922      157940.14
1946    24    1922      169685.51
1946    24    1921      166239.45
1946    25    1921      174691.45
1946    25    1920      170320.38
1946    26    1920      177224.56
1946    26    1919      117220.81
1946    27    1919       92313.99
1946    27    1918       93150.48
1946    28    1918       94450.02
1946    28    1917       83117.89
1946    29    1917       82866.19
1946    29    1916       78454.01
1946    30    1916       79829.71
1946    30    1915       78940.82
1946    31    1915      118490.03
1946    31    1914      147990.79
1946    32    1914      155781.26
1946    32    1913      150185.56
1946    33    1913      157666.96
1946    33    1912      153751.89
1946    34    1912      158355.32
1946    34    1911      142908.56
1946    35    1911      152033.29
1946    35    1910      153131.94
1946    36    1910      159924.92
1946    36    1909      152409.14
1946    37    1909      160999.57
1946    37    1908      154511.57
1946    38    1908      162380.27
1946    38    1907      149506.41
1946    39    1907      159370.69
1946    39    1906      153003.34
1946    40    1906      160674.05
1946    40    1905      151661.91
1946    41    1905      159841.39
1946    41    1904      153737.27
1946    42    1904      159023.67
1946    42    1903      152577.44
1946    43    1903      158167.80
1946    43    1902      154562.25
1946    44    1902      161024.94
1946    44    1901      151642.18
1946    45    1901      159733.63
1946    45    1900      146667.68
1946    46    1900      154147.42
1946    46    1899      146687.78
1946    47    1899      150711.92
1946    47    1898      142172.58
1946    48    1898      149002.21
1946    48    1897      144046.20
1946    49    1897      148154.80
1946    49    1896      144539.43
1946    50    1896      150232.31
1946    50    1895      132103.06
1946    51    1895      141889.45
1946    51    1894      135597.73
1946    52    1894      140858.80
1946    52    1893      135033.96
1946    53    1893      140378.29
1946    53    1892      127463.18
1946    54    1892      134078.07
1946    54    1891      125254.18
1946    55    1891      132627.83
1946    55    1890      120033.46
1947    12    1935      149741.46
1947    12    1934      146923.58
1947    13    1934      155060.40
1947    13    1933      146357.88
1947    14    1933      154818.95
1947    14    1932      155115.43
1947    15    1932      163256.22
1947    15    1931      156746.00
1947    16    1931      164635.80
1947    16    1930      162271.85
1947    17    1930      166314.78
1947    17    1929      153051.70
1947    18    1929      160555.46
1947    18    1928      155413.06
1947    19    1928      163057.04
1947    19    1927      155916.62
1947    20    1927      160796.86
1947    20    1926      159477.15
1947    21    1926      164248.22
1947    21    1925      158385.48
1947    22    1925      166191.50
1947    22    1924      156724.55
1947    23    1924      162611.67
1947    23    1923      157488.14
1947    24    1923      166219.06
1947    24    1922      157442.49
1947    25    1922      168751.82
1947    25    1921      165806.55
1947    26    1921      174470.33
1947    26    1920      169856.44
1947    27    1920      176781.85
1947    27    1919      116909.01
1947    28    1919       92179.86
1947    28    1918       92961.98
1947    29    1918       94587.60
1947    29    1917       82940.81
1947    30    1917       82994.13
1947    30    1916       78231.29
1947    31    1916       79710.01
1947    31    1915       78694.97
1947    32    1915      118172.75
1947    32    1914      147595.74
1947    33    1914      155334.52
1947    33    1913      149645.04
1947    34    1913      156833.25
1947    34    1912      153199.68
1947    35    1912      157399.76
1947    35    1911      142457.71
1947    36    1911      151551.62
1947    36    1910      152605.08
1947    37    1910      159186.01
1947    37    1909      151867.43
1947    38    1909      160395.44
1947    38    1908      153974.73
1947    39    1908      161775.11
1947    39    1907      149047.31
1947    40    1907      159106.13
1947    40    1906      152460.95
1947    41    1906      160089.61
1947    41    1905      151101.61
1947    42    1905      159303.17
1947    42    1904      153183.33
1947    43    1904      158463.89
1947    43    1903      151998.20
1947    44    1903      157541.08
1947    44    1902      153842.06
1947    45    1902      159890.64
1947    45    1901      150948.37
1947    46    1901      158569.11
1947    46    1900      145958.58
1947    47    1900      153159.69
1947    47    1899      145910.08
1947    48    1899      149607.33
1947    48    1898      141418.79
1947    49    1898      148017.65
1947    49    1897      143182.20
1947    50    1897      146965.34
1947    50    1896      143597.69
1947    51    1896      148884.55
1947    51    1895      131343.55
1947    52    1895      141510.36
1947    52    1894      134740.20
1947    53    1894      140363.54
1947    53    1893      134122.71
1947    54    1893      139868.94
1947    54    1892      126502.93
1947    55    1892      133422.03
1947    55    1891      124220.17
1948    12    1936      147842.65
1948    12    1935      140670.54
1948    13    1935      149959.56
1948    13    1934      146851.60
1948    14    1934      154959.23
1948    14    1933      146117.05
1948    15    1933      154656.38
1948    15    1932      153830.78
1948    16    1932      162802.62
1948    16    1931      155602.20
1948    17    1931      164191.10
1948    17    1930      160910.22
1948    18    1930      165812.11
1948    18    1929      151444.54
1948    19    1929      159947.20
1948    19    1928      153651.96
1948    20    1928      162397.01
1948    20    1927      154134.14
1948    21    1927      160110.64
1948    21    1926      157902.78
1948    22    1926      163625.69
1948    22    1925      157060.50
1948    23    1925      165615.68
1948    23    1924      155817.33
1948    24    1924      162170.45
