Switzerland, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2023
Year    Age        Total
1932     12-        0.00
1932     13         0.07
1932     14         0.85
1932     15         7.25
1932     16        41.83
1932     17       149.00
1932     18       372.00
1932     19       807.00
1932     20      1343.00
1932     21      1932.00
1932     22      2670.00
1932     23      3333.00
1932     24      3852.00
1932     25      4204.00
1932     26      4591.00
1932     27      4667.00
1932     28      4632.00
1932     29      4518.00
1932     30      4471.00
1932     31      3987.00
1932     32      3701.00
1932     33      3222.00
1932     34      2916.00
1932     35      2556.00
1932     36      2173.00
1932     37      1912.00
1932     38      1685.00
1932     39      1375.00
1932     40      1072.00
1932     41       835.00
1932     42       618.00
1932     43       431.00
1932     44       276.00
1932     45       157.49
1932     46        81.76
1932     47        36.04
1932     48        15.00
1932     49         5.96
1932     50         2.34
1932     51         0.89
1932     52         0.34
1932     53         0.14
1932     54         0.04
1932     55+        0.00
1933     12-        0.00
1933     13         0.07
1933     14         0.75
1933     15         6.52
1933     16        40.65
1933     17       142.00
1933     18       363.00
1933     19       763.00
1933     20      1279.00
1933     21      1957.00
1933     22      2607.00
1933     23      3224.00
1933     24      3873.00
1933     25      4249.00
1933     26      4492.00
1933     27      4630.00
1933     28      4560.00
1933     29      4484.00
1933     30      4194.00
1933     31      3968.00
1933     32      3628.00
1933     33      3237.00
1933     34      2813.00
1933     35      2494.00
1933     36      2199.00
1933     37      1904.00
1933     38      1641.00
1933     39      1336.00
1933     40      1056.00
1933     41       781.00
1933     42       606.00
1933     43       420.00
1933     44       270.00
1933     45       150.83
1933     46        81.18
1933     47        35.71
1933     48        14.13
1933     49         5.57
1933     50         2.19
1933     51         0.88
1933     52         0.35
1933     53         0.13
1933     54         0.04
1933     55+        0.00
1934     12-        0.00
1934     13         0.07
1934     14         0.86
1934     15         6.61
1934     16        40.44
1934     17       138.00
1934     18       339.00
1934     19       716.00
1934     20      1276.00
1934     21      1901.00
1934     22      2586.00
1934     23      3201.00
1934     24      3778.00
1934     25      4229.00
1934     26      4501.00
1934     27      4533.00
1934     28      4588.00
1934     29      4540.00
1934     30      4175.00
1934     31      4050.00
1934     32      3663.00
1934     33      3245.00
1934     34      2870.00
1934     35      2478.00
1934     36      2174.00
1934     37      1915.00
1934     38      1588.00
1934     39      1345.00
1934     40      1087.00
1934     41       813.00
1934     42       559.00
1934     43       400.00
1934     44       249.00
1934     45       147.87
1934     46        81.61
1934     47        38.02
1934     48        15.17
1934     49         5.70
1934     50         2.21
1934     51         0.88
1934     52         0.37
1934     53         0.14
1934     54         0.04
1934     55+        0.00
1935     12-        0.00
1935     13         0.06
1935     14         0.68
1935     15         5.82
1935     16        35.45
1935     17       142.00
1935     18       297.00
1935     19       675.00
1935     20      1171.00
1935     21      1813.00
1935     22      2539.00
1935     23      3088.00
1935     24      3590.00
1935     25      4136.00
1935     26      4465.00
1935     27      4663.00
1935     28      4541.00
1935     29      4567.00
1935     30      4210.00
1935     31      3926.00
1935     32      3577.00
1935     33      3252.00
1935     34      2894.00
1935     35      2559.00
1935     36      2166.00
1935     37      1897.00
1935     38      1537.00
1935     39      1290.00
1935     40      1048.00
1935     41       799.00
1935     42       583.00
1935     43       408.00
1935     44       231.00
1935     45       134.63
1935     46        76.51
1935     47        36.18
1935     48        15.30
1935     49         5.81
1935     50         2.17
1935     51         0.85
1935     52         0.35
1935     53         0.15
1935     54         0.04
1935     55+        0.00
1936     12-        0.00
1936     13         0.06
1936     14         0.72
1936     15         6.26
1936     16        38.96
1936     17       137.00
1936     18       313.00
1936     19       635.00
1936     20      1089.00
1936     21      1719.00
1936     22      2388.00
1936     23      2916.00
1936     24      3451.00
1936     25      4019.00
1936     26      4388.00
1936     27      4517.00
1936     28      4485.00
1936     29      4371.00
1936     30      4135.00
1936     31      3921.00
1936     32      3533.00
1936     33      3218.00
1936     34      2885.00
1936     35      2536.00
1936     36      2159.00
1936     37      1842.00
1936     38      1593.00
1936     39      1324.00
1936     40      1036.00
1936     41       836.00
1936     42       599.00
1936     43       405.00
1936     44       226.00
1936     45       125.46
1936     46        65.56
1936     47        31.15
1936     48        13.24
1936     49         5.32
1936     50         2.02
1936     51         0.77
1936     52         0.32
1936     53         0.13
1936     54         0.04
1936     55+        0.00
1937     12-        0.00
1937     13         0.04
1937     14         0.57
1937     15         5.31
1937     16        35.07
1937     17       147.00
1937     18       316.00
1937     19       616.00
1937     20      1040.00
1937     21      1573.00
1937     22      2076.00
1937     23      2900.00
1937     24      3329.00
1937     25      3873.00
1937     26      4123.00
1937     27      4311.00
1937     28      4472.00
1937     29      4302.00
1937     30      3966.00
1937     31      3696.00
1937     32      3423.00
1937     33      3059.00
1937     34      2706.00
1937     35      2497.00
1937     36      2158.00
1937     37      1910.00
1937     38      1585.00
1937     39      1239.00
1937     40       983.00
1937     41       773.00
1937     42       558.00
1937     43       364.00
1937     44       219.00
1937     45       117.90
1937     46        60.95
1937     47        26.90
1937     48        11.54
1937     49         4.67
1937     50         1.87
1937     51         0.73
1937     52         0.28
1937     53         0.12
1937     54         0.04
1937     55+        0.00
1938     12-        0.00
1938     13         0.06
1938     14         0.64
1938     15         5.49
1938     16        35.82
1938     17       140.00
1938     18       333.00
1938     19       657.00
1938     20      1049.00
1938     21      1538.00
1938     22      2017.00
1938     23      2692.00
1938     24      3442.00
1938     25      3821.00
1938     26      4193.00
1938     27      4332.00
1938     28      4386.00
1938     29      4386.00
1938     30      4318.00
1938     31      3883.00
1938     32      3562.00
1938     33      3192.00
1938     34      2885.00
1938     35      2554.00
1938     36      2275.00
1938     37      1939.00
1938     38      1597.00
1938     39      1304.00
1938     40      1058.00
1938     41       759.00
1938     42       602.00
1938     43       394.00
1938     44       229.00
1938     45       111.54
1938     46        57.39
1938     47        25.09
1938     48        10.04
1938     49         4.13
1938     50         1.68
1938     51         0.70
1938     52         0.28
1938     53         0.12
1938     54         0.03
1938     55+        0.00
1939     12-        0.00
1939     13         0.06
1939     14         0.75
1939     15         6.26
1939     16        34.93
1939     17       119.00
1939     18       345.00
1939     19       705.00
1939     20      1069.00
1939     21      1541.00
1939     22      2143.00
1939     23      2765.00
1939     24      3252.00
1939     25      3853.00
1939     26      4177.00
1939     27      4448.00
1939     28      4367.00
1939     29      4506.00
1939     30      4276.00
1939     31      4057.00
1939     32      3524.00
1939     33      3155.00
