Netherlands, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 25/05/2021
Year    Age        Exposure
1950     12        80399.67
1950     13        78661.63
1950     14        77747.35
1950     15        78128.61
1950     16        77917.01
1950     17        79296.24
1950     18        80775.98
1950     19        81497.16
1950     20        80499.10
1950     21        79711.85
1950     22        79009.41
1950     23        78112.25
1950     24        78140.12
1950     25        79490.17
1950     26        80321.92
1950     27        80616.02
1950     28        79952.75
1950     29        79994.75
1950     30        78230.79
1950     31        65458.55
1950     32        67949.77
1950     33        69068.82
1950     34        68339.91
1950     35        70277.38
1950     36        71587.30
1950     37        71044.55
1950     38        68018.18
1950     39        66749.01
1950     40        67801.15
1950     41        67446.29
1950     42        66993.97
1950     43        65598.27
1950     44        64607.13
1950     45        63670.47
1950     46        61943.57
1950     47        61424.15
1950     48        59961.02
1950     49        57396.67
1950     50        55942.77
1950     51        54450.94
1950     52        53780.15
1950     53        53102.43
1950     54        50988.99
1950     55        49388.39
1951     12        82333.73
1951     13        80492.45
1951     14        78732.72
1951     15        77842.82
1951     16        78195.32
1951     17        77973.92
1951     18        79332.54
1951     19        80803.13
1951     20        81493.77
1951     21        80372.57
1951     22        79569.17
1951     23        78796.69
1951     24        77918.55
1951     25        77945.30
1951     26        79294.05
1951     27        80117.16
1951     28        80435.98
1951     29        79834.23
1951     30        79910.42
1951     31        78204.67
1951     32        65425.63
1951     33        67915.82
1951     34        69024.76
1951     35        68298.67
1951     36        70213.74
1951     37        71536.02
1951     38        70958.01
1951     39        67993.80
1951     40        66737.25
1951     41        67742.88
1951     42        67385.70
1951     43        66948.90
1951     44        65525.01
1951     45        64514.21
1951     46        63578.22
1951     47        61851.70
1951     48        61314.39
1951     49        59844.75
1951     50        57288.82
1951     51        55807.11
1951     52        54294.91
1951     53        53565.46
1951     54        52877.94
1951     55        50750.77
1952     12        84179.58
1952     13        82160.83
1952     14        80307.06
1952     15        78548.75
1952     16        77674.56
1952     17        78036.72
1952     18        77775.23
1952     19        79095.79
1952     20        80438.24
1952     21        81000.58
1952     22        79800.27
1952     23        78946.47
1952     24        78141.75
1952     25        77300.55
1952     26        77388.97
1952     27        78735.52
