Switzerland, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 12/10/2023
Year    Age        Exposure
1932     12        34453.29
1932     13        30933.29
1932     14        31112.90
1932     15        31712.11
1932     16        31553.65
1932     17        33998.53
1932     18        36859.14
1932     19        38071.66
1932     20        38161.82
1932     21        38203.01
1932     22        38036.78
1932     23        38837.98
1932     24        38789.04
1932     25        38587.10
1932     26        37702.01
1932     27        36510.30
1932     28        36527.03
1932     29        36631.35
1932     30        37279.92
1932     31        36095.93
1932     32        35063.51
1932     33        34308.75
1932     34        33800.78
1932     35        32735.37
1932     36        31137.18
1932     37        30111.38
1932     38        30267.72
1932     39        29904.53
1932     40        29472.65
1932     41        28184.54
1932     42        26793.64
1932     43        27102.40
1932     44        27147.96
1932     45        27122.52
1932     46        25970.76
1932     47        24858.33
1932     48        24928.35
1932     49        25224.03
1932     50        25599.44
1932     51        24567.42
1932     52        23385.22
1932     53        23724.96
1932     54        24361.25
1932     55        24265.29
1933     12        35513.12
1933     13        34432.27
1933     14        30905.14
1933     15        31085.87
1933     16        31690.07
1933     17        31518.99
1933     18        33894.27
1933     19        36749.98
1933     20        37952.53
1933     21        38049.36
1933     22        38080.74
1933     23        37883.61
1933     24        38680.88
1933     25        38627.39
1933     26        38435.77
1933     27        37543.13
1933     28        36408.55
1933     29        36437.06
1933     30        36532.22
1933     31        37190.56
1933     32        35997.78
1933     33        34952.97
1933     34        34213.82
1933     35        33706.95
1933     36        32661.89
1933     37        31039.22
1933     38        30028.54
1933     39        30174.01
1933     40        29825.11
1933     41        29399.92
1933     42        28122.43
1933     43        26692.78
1933     44        26978.24
1933     45        27015.75
1933     46        27018.23
1933     47        25900.14
1933     48        24730.50
1933     49        24802.10
1933     50        25088.87
1933     51        25478.53
1933     52        24299.93
1933     53        23163.08
1933     54        23516.99
1933     55        24155.64
1934     12        35837.77
1934     13        35524.74
1934     14        34417.10
1934     15        30902.72
1934     16        31082.00
1934     17        31677.63
1934     18        31453.78
1934     19        33783.87
1934     20        36642.63
1934     21        37826.53
1934     22        37932.83
1934     23        37935.22
1934     24        37718.31
1934     25        38517.68
1934     26        38472.48
1934     27        38274.98
1934     28        37439.38
1934     29        36338.94
1934     30        36359.15
1934     31        36459.55
1934     32        37116.59
1934     33        35918.91
1934     34        34867.38
1934     35        34146.04
1934     36        33635.48
1934     37        32585.25
1934     38        30977.15
1934     39        29971.55
1934     40        30121.59
1934     41        29776.38
1934     42        29363.99
1934     43        28048.69
1934     44        26581.17
1934     45        26878.14
1934     46        26922.22
1934     47        26975.12
1934     48        25807.45
1934     49        24644.07
1934     50        24706.88
1934     51        25018.49
1934     52        25268.99
1934     53        24066.93
1934     54        22975.24
1934     55        23351.56
1935     12        34226.27
1935     13        35858.61
1935     14        35516.92
1935     15        34398.31
1935     16        30874.69
1935     17        31055.77
1935     18        31654.44
1935     19        31387.92
1935     20        33688.53
1935     21        36527.54
1935     22        37708.34
1935     23        37802.74
1935     24        37784.51
1935     25        37577.20
1935     26        38384.21
1935     27        38319.24
1935     28        38132.96
1935     29        37330.83
1935     30        36241.78
1935     31        36270.88
1935     32        36367.51
1935     33        37016.57
1935     34        35814.91
1935     35        34785.04
1935     36        34044.86
1935     37        33537.45
1935     38        32494.71
1935     39        30902.07
1935     40        29891.15
1935     41        30034.17
1935     42        29699.97
1935     43        29285.02
1935     44        27946.91
1935     45        26464.59
1935     46        26755.12
1935     47        26796.20
1935     48        26845.35
1935     49        25681.68
1935     50        24501.39
1935     51        24566.72
1935     52        24868.36
1935     53        25059.62
1935     54        23805.82
1935     55        22756.90
1936     12        34019.01
1936     13        34242.76
1936     14        35871.46
1936     15        35509.74
1936     16        34366.21
1936     17        30846.16
1936     18        31027.01
1936     19        31616.90
1936     20        31328.24
1936     21        33578.67
1936     22        36401.26
1936     23        37587.97
1936     24        37678.48
1936     25        37646.84
1936     26        37457.14
1936     27        38233.69
1936     28        38179.64
1936     29        37985.73
1936     30        37210.59
1936     31        36147.61
1936     32        36175.59
1936     33        36276.31
1936     34        36930.30
1936     35        35724.72
1936     36        34690.35
1936     37        33949.77
1936     38        33452.07
1936     39        32408.11
1936     40        30814.60
1936     41        29795.85
1936     42        29951.32
1936     43        29613.61
1936     44        29206.68
1936     45        27839.01
1936     46        26339.10
1936     47        26613.74
1936     48        26656.84
1936     49        26719.57
1936     50        25563.25
1936     51        24344.13
