Denmark, Live births by calendar year, age and birth cohort (Lexis triangles)
Last modified: 14/03/2023
Year   Age    Cohort           Total
1916    12-        .            0.00
1916    13      1903            0.03
1916    13      1902            0.07
1916    14      1902            0.48
1916    14      1901            1.04
1916    15      1901            5.77
1916    15      1900           12.52
1916    16      1900           58.91
1916    16      1899           95.44
1916    17      1899          184.59
1916    17      1898          236.64
1916    18      1898          412.71
1916    18      1897          477.54
1916    19      1897          766.16
1916    19      1896          919.73
1916    20      1896         1141.55
1916    20      1895         1175.67
1916    21      1895         1469.85
1916    21      1894         1468.75
1916    22      1894         1687.23
1916    22      1893         1643.71
1916    23      1893         1910.39
1916    23      1892         1905.51
1916    24      1892         1963.41
1916    24      1891         1853.49
1916    25      1891         2098.21
1916    25      1890         2088.12
1916    26      1890         2154.95
1916    26      1889         2036.36
1916    27      1889         2002.89
1916    27      1888         2053.99
1916    28      1888         2118.77
1916    28      1887         2042.67
1916    29      1887         1980.67
1916    29      1886         1921.86
1916    30      1886         1967.55
1916    30      1885         1944.94
1916    31      1885         1690.51
1916    31      1884         1676.28
1916    32      1884         1770.16
1916    32      1883         1600.61
1916    33      1883         1497.34
1916    33      1882         1497.02
1916    34      1882         1477.56
1916    34      1881         1354.48
1916    35      1881         1269.71
1916    35      1880         1288.50
1916    36      1880         1236.21
1916    36      1879         1151.72
1916    37      1879         1082.00
1916    37      1878         1045.03
1916    38      1878          998.43
1916    38      1877          932.42
1916    39      1877          838.19
1916    39      1876          813.83
1916    40      1876          702.81
1916    40      1875          635.54
1916    41      1875          580.26
1916    41      1874          506.15
1916    42      1874          447.60
1916    42      1873          388.87
1916    43      1873          284.98
1916    43      1872          267.69
1916    44      1872          217.00
1916    44      1871          159.41
1916    45      1871          106.49
1916    45      1870           91.67
1916    46      1870           55.15
1916    46      1869           39.45
1916    47      1869           19.22
1916    47      1868           14.64
1916    48      1868           10.80
1916    48      1867            5.13
1916    49      1867            0.00
1916    49      1866            0.00
1916    50      1866            0.95
1916    50      1865            1.05
1916    51      1865            0.63
1916    51      1864            0.37
1916    52      1864            0.00
1916    52      1863            0.00
1916    53      1863            0.00
1916    53      1862            0.00
1916    54      1862            0.67
1916    54      1861            0.32
1916    55+        .            0.00
1917    12-        .            0.01
1917    13      1904            0.05
1917    13      1903            0.12
1917    14      1903            0.77
1917    14      1902            1.68
1917    15      1902            7.99
1917    15      1901           14.25
1917    16      1901           42.45
1917    16      1900           69.88
1917    17      1900          183.07
1917    17      1899          243.40
1917    18      1899          412.43
1917    18      1898          497.17
1917    19      1898          728.94
1917    19      1897          786.07
1917    20      1897         1102.06
1917    20      1896         1261.92
1917    21      1896         1498.56
1917    21      1895         1499.65
1917    22      1895         1705.95
1917    22      1894         1667.05
1917    23      1894         1928.44
1917    23      1893         1857.12
1917    24      1893         2029.60
1917    24      1892         1997.51
1917    25      1892         2072.22
1917    25      1891         1938.98
1917    26      1891         2073.25
1917    26      1890         2044.33
1917    27      1890         2107.78
1917    27      1889         1986.93
1917    28      1889         1912.83
1917    28      1888         1950.26
1917    29      1888         1975.32
1917    29      1887         1901.69
1917    30      1887         1851.06
1917    30      1886         1782.39
1917    31      1886         1716.67
1917    31      1885         1717.95
1917    32      1885         1675.48
1917    32      1884         1670.67
1917    33      1884         1605.96
1917    33      1883         1426.06
1917    34      1883         1312.21
1917    34      1882         1316.20
1917    35      1882         1335.98
1917    35      1881         1229.81
1917    36      1881         1145.02
1917    36      1880         1151.35
1917    37      1880         1064.17
1917    37      1879          986.67
1917    38      1879          948.07
1917    38      1878          903.95
1917    39      1878          801.33
1917    39      1877          744.49
1917    40      1877          697.98
1917    40      1876          674.88
1917    41      1876          558.00
1917    41      1875          490.77
1917    42      1875          413.75
1917    42      1874          350.72
1917    43      1874          293.74
1917    43      1873          253.02
1917    44      1873          192.04
1917    44      1872          168.82
1917    45      1872          103.10
1917    45      1871           74.85
1917    46      1871           58.34
1917    46      1870           45.05
1917    47      1870           17.30
1917    47      1869           11.53
1917    48      1869            5.79
1917    48      1868            4.16
1917    49      1868            2.41
1917    49      1867            1.56
1917    50      1867            0.50
1917    50      1866            0.49
1917    51      1866            1.41
1917    51      1865            0.57
1917    52      1865            0.00
1917    52      1864            0.00
1917    53      1864            0.00
1917    53      1863            0.00
1917    54      1863            0.00
1917    54      1862            0.00
1917    55+        .            0.00
1918    12-        .            0.00
1918    13      1905            0.04
1918    13      1904            0.09
1918    14      1904            0.57
1918    14      1903            1.19
1918    15      1903            6.07
1918    15      1902           11.95
1918    16      1902           41.87
1918    16      1901           66.59
1918    17      1901          172.63
1918    17      1900          254.26
1918    18      1900          429.30
1918    18      1899          492.15
1918    19      1899          751.07
1918    19      1898          860.96
1918    20      1898         1138.33
1918    20      1897         1161.31
1918    21      1897         1380.98
1918    21      1896         1519.69
1918    22      1896         1821.46
1918    22      1895         1811.60
1918    23      1895         1958.86
1918    23      1894         1896.10
1918    24      1894         2161.13
1918    24      1893         2060.03
1918    25      1893         2130.05
1918    25      1892         2078.18
1918    26      1892         2136.82
1918    26      1891         2000.74
1918    27      1891         2123.30
1918    27      1890         2081.94
1918    28      1890         2052.39
1918    28      1889         1929.95
1918    29      1889         1875.79
1918    29      1888         1922.46
1918    30      1888         1939.39
1918    30      1887         1864.83
1918    31      1887         1769.64
1918    31      1886         1706.20
1918    32      1886         1658.49
1918    32      1885         1654.15
1918    33      1885         1556.28
1918    33      1884         1555.35
1918    34      1884         1538.24
1918    34      1883         1382.33
1918    35      1883         1287.75
1918    35      1882         1288.53
1918    36      1882         1244.25
1918    36      1881         1144.96
1918    37      1881         1094.36
1918    37      1880         1106.77
1918    38      1880         1016.11
1918    38      1879          937.25
1918    39      1879          877.79
1918    39      1878          831.77
1918    40      1878          735.84
1918    40      1877          669.23
1918    41      1877          570.42
1918    41      1876          546.07
1918    42      1876          464.40
1918    42      1875          411.28
1918    43      1875          353.01
1918    43      1874          281.85
1918    44      1874          185.97
1918    44      1873          151.36
1918    45      1873          110.06
1918    45      1872           93.94
1918    46      1872           54.54
1918    46      1871           37.01
1918    47      1871           23.39
1918    47      1870           17.41
1918    48      1870            6.94
1918    48      1869            4.01
1918    49      1869            1.31
1918    49      1868            0.68
1918    50      1868            0.00
1918    50      1867            0.00
1918    51      1867            0.53
1918    51      1866            0.46
1918    52      1866            0.00
1918    52      1865            0.00
1918    53      1865            0.00
1918    53      1864            0.00
1918    54      1864            0.00
1918    54      1863            0.00
1918    55+        .            0.99
1919    12-        .            0.00
1919    13      1906            0.04
1919    13      1905            0.08
1919    14      1905            0.51
1919    14      1904            1.06
1919    15      1904            5.07
1919    15      1903            9.17
1919    16      1903           29.25
1919    16      1902           48.41
1919    17      1902          142.69
1919    17      1901          200.79
1919    18      1901          337.85
1919    18      1900          434.73
1919    19      1900          734.18
1919    19      1899          810.99
1919    20      1899         1050.12
1919    20      1898         1129.24
1919    21      1898         1384.66
1919    21      1897         1370.15
1919    22      1897         1633.36
1919    22      1896         1754.65
1919    23      1896         1941.32
1919    23      1895         1874.80
1919    24      1895         2015.09
1919    24      1894         1923.48
1919    25      1894         2169.05
1919    25      1893         2041.32
1919    26      1893         2117.22
1919    26      1892         2023.46
1919    27      1892         1977.54
1919    27      1891         1811.70
1919    28      1891         1911.51
1919    28      1890         1867.78
1919    29      1890         1898.99
1919    29      1889         1788.70
1919    30      1889         1773.68
1919    30      1888         1779.61
1919    31      1888         1641.71
1919    31      1887         1557.14
1919    32      1887         1570.72
1919    32      1886         1519.62
1919    33      1886         1464.57
1919    33      1885         1454.51
1919    34      1885         1390.72
1919    34      1884         1380.02
1919    35      1884         1331.22
1919    35      1883         1186.65
1919    36      1883         1115.99
1919    36      1882         1115.14
1919    37      1882         1078.03
1919    37      1881          986.83
1919    38      1881          943.54
1919    38      1880          935.15
1919    39      1880          798.90
1919    39      1879          720.38
1919    40      1879          661.69
1919    40      1878          625.61
1919    41      1878          564.46
1919    41      1877          515.76
1919    42      1877          448.22
1919    42      1876          418.95
1919    43      1876          328.98
1919    43      1875          268.38
1919    44      1875          176.60
1919    44      1874          143.98
1919    45      1874          126.05
1919    45      1873          100.94
1919    46      1873           59.62
1919    46      1872           45.91
1919    47      1872           21.29
1919    47      1871           13.56
1919    48      1871            7.96
1919    48      1870            5.98
1919    49      1870            2.74
1919    49      1869            1.24
1919    50      1869            0.00
1919    50      1868            0.00
1919    51      1868            0.00
1919    51      1867            0.00
1919    52      1867            0.66
1919    52      1866            0.33
1919    53      1866            0.00
1919    53      1865            0.00
1919    54      1865            0.00
1919    54      1864            0.00
1919    55+        .            0.00
1920    12-        .            0.01
1920    13      1907            0.04
1920    13      1906            0.11
1920    14      1906            0.72
1920    14      1905            1.53
1920    15      1905            8.08
1920    15      1904           15.41
1920    16      1904           56.35
1920    16      1903           88.07
1920    17      1903          204.33
1920    17      1902          286.70
