Portugal, Live births by calendar year, age and birth cohort (Lexis triangles)
Last modified: 05/09/2022
Year   Age    Cohort           Total
1940    12-        .            0.04
1940    13      1927            0.49
1940    13      1926            1.42
1940    14      1926            8.46
1940    14      1925           16.25
1940    15      1925           47.59
1940    15      1924           72.33
1940    16      1924          185.81
1940    16      1923          246.26
1940    17      1923          505.74
1940    17      1922          679.56
1940    18      1922         1188.65
1940    18      1921         1198.56
1940    19      1921         1737.83
1940    19      1920         2196.19
1940    20      1920         2979.22
1940    20      1919         2384.10
1940    21      1919         2822.65
1940    21      1918         3344.97
1940    22      1918         4204.53
1940    22      1917         4421.92
1940    23      1917         4823.62
1940    23      1916         5046.56
1940    24      1916         5349.62
1940    24      1915         5767.56
1940    25      1915         5869.36
1940    25      1914         5603.52
1940    26      1914         5451.64
1940    26      1913         5321.15
1940    27      1913         5185.02
1940    27      1912         5490.58
1940    28      1912         5431.03
1940    28      1911         4393.04
1940    29      1911         4480.24
1940    29      1910         6164.40
1940    30      1910         5929.84
1940    30      1909         3935.39
1940    31      1909         3799.86
1940    31      1908         4299.79
1940    32      1908         4336.13
1940    32      1907         4020.55
1940    33      1907         4046.57
1940    33      1906         3623.38
1940    34      1906         3734.72
1940    34      1905         4020.90
1940    35      1905         3962.82
1940    35      1904         3421.75
1940    36      1904         3356.01
1940    36      1903         2858.49
1940    37      1903         2845.74
1940    37      1902         2877.66
1940    38      1902         2832.81
1940    38      1901         2214.11
1940    39      1901         2217.22
1940    39      1900         2874.82
1940    40      1900         2666.77
1940    40      1899         1482.05
1940    41      1899         1339.45
1940    41      1898         1619.26
1940    42      1898         1344.09
1940    42      1897         1099.47
1940    43      1897          872.80
1940    43      1896          761.11
1940    44      1896          577.78
1940    44      1895          566.46
1940    45      1895          425.55
1940    45      1894          318.67
1940    46      1894          234.47
1940    46      1893          191.34
1940    47      1893          135.25
1940    47      1892          133.63
1940    48      1892           88.20
1940    48      1891           57.02
1940    49      1891           37.77
1940    49      1890           46.57
1940    50      1890           29.86
1940    50      1889           13.32
1940    51      1889            8.15
1940    51      1888            7.64
1940    52      1888            3.25
1940    52      1887            1.97
1940    53      1887            0.83
1940    53      1886            0.49
1940    54      1886            0.21
1940    54      1885            0.08
1940    55+        .            0.00
1941    12-        .            0.04
1941    13      1928            0.52
1941    13      1927            1.37
1941    14      1927            7.91
1941    14      1926           16.11
1941    15      1926           44.98
1941    15      1925           68.16
1941    16      1925          171.06
1941    16      1924          242.82
1941    17      1924          503.25
1941    17      1923          612.73
1941    18      1923         1057.20
1941    18      1922         1316.67
1941    19      1922         1958.29
1941    19      1921         1869.39
1941    20      1921         2439.48
1941    20      1920         2995.64
1941    21      1920         3956.71
1941    21      1919         3111.41
1941    22      1919         3400.47
1941    22      1918         3963.49
1941    23      1918         4697.44
1941    23      1917         4890.07
1941    24      1917         5144.43
1941    24      1916         5331.24
1941    25      1916         5318.41
1941    25      1915         5665.87
1941    26      1915         5462.63
1941    26      1914         5214.61
1941    27      1914         5070.09
1941    27      1913         4985.04
1941    28      1913         4923.55
1941    28      1912         5288.54
1941    29      1912         5410.41
1941    29      1911         4372.21
1941    30      1911         4346.35
1941    30      1910         5825.08
1941    31      1910         5312.80
1941    31      1909         3519.99
1941    32      1909         3486.85
1941    32      1908         3985.95
1941    33      1908         4115.73
1941    33      1907         3841.11
1941    34      1907         3938.47
1941    34      1906         3522.41
1941    35      1906         3514.03
1941    35      1905         3720.00
1941    36      1905         3547.47
1941    36      1904         3076.24
1941    37      1904         3057.54
1941    37      1903         2625.20
1941    38      1903         2602.65
1941    38      1902         2617.73
1941    39      1902         2528.29
1941    39      1901         1936.06
1941    40      1901         1843.23
1941    40      1900         2320.30
1941    41      1900         2017.83
1941    41      1899         1091.07
1941    42      1899          940.67
1941    42      1898         1105.97
1941    43      1898          886.93
1941    43      1897          717.55
1941    44      1897          558.14
1941    44      1896          488.52
1941    45      1896          382.66
1941    45      1895          374.85
1941    46      1895          272.34
1941    46      1894          200.03
1941    47      1894          137.77
1941    47      1893          107.54
1941    48      1893           70.22
1941    48      1892           66.54
1941    49      1892           39.69
1941    49      1891           25.28
1941    50      1891           16.73
1941    50      1890           19.74
1941    51      1890           10.60
1941    51      1889            4.28
1941    52      1889            2.06
1941    52      1888            1.84
1941    53      1888            0.76
1941    53      1887            0.42
1941    54      1887            0.18
1941    54      1886            0.06
1941    55+        .            0.00
1942    12-        .            0.04
1942    13      1929            0.45
1942    13      1928            1.38
1942    14      1928            8.36
1942    14      1927           15.45
1942    15      1927           42.15
1942    15      1926           67.64
1942    16      1926          163.36
1942    16      1925          232.03
1942    17      1925          471.80
1942    17      1924          610.82
1942    18      1924         1064.98
1942    18      1923         1202.70
1942    19      1923         1798.76
1942    19      1922         2107.94
1942    20      1922         2909.22
1942    20      1921         2706.42
1942    21      1921         3401.59
1942    21      1920         4084.87
1942    22      1920         5050.18
1942    22      1919         3834.84
1942    23      1919         4004.53
1942    23      1918         4580.63
1942    24      1918         5257.91
1942    24      1917         5345.84
1942    25      1917         5262.36
1942    25      1916         5322.97
1942    26      1916         5121.42
1942    26      1915         5403.30
1942    27      1915         5201.30
1942    27      1914         5017.68
1942    28      1914         4955.06
1942    28      1913         4924.32
1942    29      1913         5037.55
1942    29      1912         5420.17
1942    30      1912         5336.19
1942    30      1911         4281.73
1942    31      1911         4070.89
1942    31      1910         5357.54
1942    32      1910         5014.08
1942    32      1909         3368.42
1942    33      1909         3400.21
1942    33      1908         3934.27
1942    34      1908         4148.46
1942    34      1907         3832.94
1942    35      1907         3788.97
1942    35      1906         3363.75
1942    36      1906         3252.98
1942    36      1905         3394.86
1942    37      1905         3281.42
1942    37      1904         2852.66
1942    38      1904         2833.47
1942    38      1903         2440.15
1942    39      1903         2398.85
1942    39      1902         2385.56
1942    40      1902         2213.38
1942    40      1901         1675.45
1942    41      1901         1579.05
1942    41      1900         1940.57
1942    42      1900         1592.92
1942    42      1899          846.12
1942    43      1899          696.86
1942    43      1898          794.35
1942    44      1898          604.16
1942    44      1897          482.32
1942    45      1897          373.65
1942    45      1896          321.13
1942    46      1896          238.47
1942    46      1895          226.26
1942    47      1895          155.97
1942    47      1894          114.19
1942    48      1894           77.26
1942    48      1893           59.73
1942    49      1893           38.51
1942    49      1892           37.41
1942    50      1892           25.00
1942    50      1891           15.81
1942    51      1891            9.57
1942    51      1890           10.24
1942    52      1890            4.09
1942    52      1889            1.54
1942    53      1889            0.70
1942    53      1888            0.56
1942    54      1888            0.22
1942    54      1887            0.07
1942    55+        .            0.00
1943    12-        .            0.04
1943    13      1930            0.58
1943    13      1929            1.43
1943    14      1929            8.38
1943    14      1928           18.10
1943    15      1928           50.69
1943    15      1927           74.08
1943    16      1927          176.91
1943    16      1926          265.82
1943    17      1926          522.16
1943    17      1925          679.31
1943    18      1925         1165.15
