Sweden, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 14/04/2023
Year    Age        Exposure
1891     12        48249.36
1891     13        47828.36
1891     14        47184.26
1891     15        45655.22
1891     16        44215.70
1891     17        42735.01
1891     18        40962.51
1891     19        40229.47
1891     20        38434.25
1891     21        36212.37
1891     22        32863.00
1891     23        33561.56
1891     24        36144.44
1891     25        37675.00
1891     26        36886.55
1891     27        37161.71
1891     28        36064.82
1891     29        33975.94
1891     30        34494.43
1891     31        35423.20
1891     32        35023.93
1891     33        33433.97
1891     34        30605.89
1891     35        29826.31
1891     36        30935.79
1891     37        30275.98
1891     38        27205.68
1891     39        27663.70
1891     40        28108.93
1891     41        28522.82
1891     42        27840.07
1891     43        25946.31
1891     44        24725.17
1891     45        25129.59
1891     46        26427.20
1891     47        26117.56
1891     48        25508.45
1891     49        24949.99
1891     50        24505.30
1891     51        23833.63
1891     52        22448.71
1891     53        22225.86
1891     54        22818.29
1891     55        23431.58
1892     12        49397.35
1892     13        47887.70
1892     14        47429.15
1892     15        46558.27
1892     16        44824.35
1892     17        43149.72
1892     18        41541.04
1892     19        39722.11
1892     20        38956.49
1892     21        37304.65
1892     22        35166.43
1892     23        32006.38
1892     24        32739.12
1892     25        35341.43
1892     26        36826.03
1892     27        36130.74
1892     28        36495.04
1892     29        35430.43
1892     30        33455.28
1892     31        33980.66
1892     32        34932.21
1892     33        34544.18
1892     34        32986.72
1892     35        30231.84
1892     36        29460.22
1892     37        30591.34
1892     38        29937.56
1892     39        26889.72
1892     40        27361.12
1892     41        27769.67
1892     42        28194.28
1892     43        27551.07
1892     44        25673.27
1892     45        24436.19
1892     46        24843.08
1892     47        26132.04
1892     48        25810.58
1892     49        25205.14
1892     50        24638.38
1892     51        24184.54
1892     52        23521.65
1892     53        22150.19
1892     54        21917.57
1892     55        22479.40
1893     12        47509.13
1893     13        49034.21
1893     14        47484.44
1893     15        46828.17
1893     16        45718.08
1893     17        43734.01
1893     18        42013.50
1893     19        40323.06
1893     20        38499.24
1893     21        37831.68
1893     22        36185.78
1893     23        34236.47
1893     24        31219.57
1893     25        32023.31
1893     26        34592.67
1893     27        36105.88
1893     28        35506.58
1893     29        35899.27
1893     30        34897.86
1893     31        32962.93
1893     32        33491.29
1893     33        34485.00
1893     34        34096.46
1893     35        32565.46
1893     36        29859.87
1893     37        29138.18
1893     38        30237.86
1893     39        29604.43
1893     40        26608.14
1893     41        27053.21
1893     42        27462.25
1893     43        27907.93
1893     44        27270.08
1893     45        25394.78
1893     46        24160.34
1893     47        24572.12
1893     48        25840.28
1893     49        25507.60
1893     50        24886.74
1893     51        24320.90
1893     52        23855.18
1893     53        23213.67
1893     54        21837.13
1893     55        21582.73
1894     12        48741.88
1894     13        47252.64
1894     14        48725.17
1894     15        47031.35
1894     16        46182.07
1894     17        44908.83
1894     18        42901.95
1894     19        41151.13
1894     20        39477.71
1894     21        37727.28
1894     22        37048.38
1894     23        35536.02
1894     24        33660.60
1894     25        30770.11
1894     26        31582.51
1894     27        34144.48
1894     28        35675.63
1894     29        35133.76
1894     30        35519.33
1894     31        34522.11
1894     32        32613.61
1894     33        33180.80
1894     34        34175.50
1894     35        33773.27
1894     36        32252.80
1894     37        29609.61
1894     38        28872.15
1894     39        29951.42
1894     40        29344.31
1894     41        26370.97
1894     42        26801.73
1894     43        27217.49
1894     44        27647.98
1894     45        27023.61
1894     46        25159.81
1894     47        23945.89
1894     48        24344.09
1894     49        25597.24
1894     50        25248.00
1894     51        24624.85
1894     52        24036.42
1894     53        23562.17
1894     54        22930.20
1894     55        21550.07
1895     12        48596.81
1895     13        48535.18
1895     14        47008.72
1895     15        48325.69
1895     16        46479.57
1895     17        45533.53
1895     18        44205.75
1895     19        42209.45
1895     20        40491.66
1895     21        38874.78
1895     22        37198.56
1895     23        36576.09
1895     24        35109.18
1895     25        33321.82
1895     26        30498.20
1895     27        31302.58
1895     28        33869.64
1895     29        35415.62
1895     30        34845.72
1895     31        35239.56
1895     32        34240.58
1895     33        32398.13
1895     34        32948.52
1895     35        33927.18
1895     36        33496.89
1895     37        32014.88
1895     38        29389.20
1895     39        28633.64
1895     40        29712.22
1895     41        29103.81
1895     42        26162.30
1895     43        26594.04
1895     44        26996.03
1895     45        27421.52
1895     46        26796.54
1895     47        24965.88
1895     48        23741.90
1895     49        24124.17
1895     50        25364.33
1895     51        24994.17
1895     52        24367.50
1895     53        23771.00
1895     54        23294.67
1895     55        22647.17
1896     12        50446.03
1896     13        48384.89
1896     14        48258.82
1896     15        46610.87
1896     16        47706.54
1896     17        45731.55
1896     18        44717.26
1896     19        43341.10
1896     20        41402.28
1896     21        39780.94
1896     22        38249.49
1896     23        36639.51
1896     24        36074.22
1896     25        34682.16
1896     26        32967.25
1896     27        30180.71
1896     28        31036.84
1896     29        33594.54
1896     30        35121.48
1896     31        34564.77
1896     32        34951.02
1896     33        33989.91
1896     34        32161.22
1896     35        32698.74
1896     36        33657.98
1896     37        33226.52
1896     38        31764.62
1896     39        29148.76
1896     40        28403.17
1896     41        29462.51
1896     42        28892.54
1896     43        25948.16
1896     44        26385.97
1896     45        26759.84
1896     46        27174.51
1896     47        26601.98
1896     48        24764.31
1896     49        23532.22
1896     50        23885.50
1896     51        25102.17
1896     52        24720.83
1896     53        24099.67
1896     54        23499.50
1896     55        23030.50
1897     12        51209.11
1897     13        50237.19
1897     14        48127.80
1897     15        47882.79
1897     16        46054.94
1897     17        46991.63
1897     18        44999.44
1897     19        43914.33
1897     20        42584.85
1897     21        40716.95
1897     22        39199.77
1897     23        37719.69
1897     24        36168.53
1897     25        35686.03
1897     26        34294.59
1897     27        32669.36
1897     28        29933.97
1897     29        30803.43
1897     30        33330.99
1897     31        34848.09
1897     32        34319.10
1897     33        34700.34
1897     34        33769.51
1897     35        31936.52
1897     36        32454.74
1897     37        33413.88
1897     38        32979.14
1897     39        31519.89
1897     40        28921.28
1897     41        28188.60
1897     42        29253.52
1897     43        28658.23
1897     44        25736.92
1897     45        26166.88
1897     46        26547.70
1897     47        26974.03
1897     48        26376.19
1897     49        24537.33
1897     50        23289.83
1897     51        23653.17
1897     52        24832.17
1897     53        24431.17
1897     54        23821.50
1897     55        23232.83
1898     12        52400.07
1898     13        51005.73
1898     14        49985.35
1898     15        47776.38
1898     16        47351.92
1898     17        45475.50
1898     18        46331.01
1898     19        44331.85
1898     20        43266.66
1898     21        41982.98
1898     22        40192.54
1898     23        38768.47
1898     24        37299.99
1898     25        35807.37
1898     26        35324.28
1898     27        34045.44
1898     28        32409.48
1898     29        29718.10
1898     30        30565.47
1898     31        33100.69
1898     32        34622.83
1898     33        34105.95
1898     34        34477.98
1898     35        33543.06
1898     36        31729.55
1898     37        32239.90
1898     38        33167.67
1898     39        32732.25
1898     40        31276.20
1898     41        28712.55
1898     42        27983.49
1898     43        29013.30
1898     44        28415.97
1898     45        25531.16
1898     46        25972.48
1898     47        26335.44
1898     48        26720.50
1898     49        26130.17
1898     50        24301.50
1898     51        23064.00
1898     52        23417.17
1898     53        24551.00
1898     54        24153.33
1898     55        23552.67
1899     12        52792.52
1899     13        52173.55
1899     14        50731.02
1899     15        49594.76
1899     16        47246.55
1899     17        46740.18
1899     18        44812.97
1899     19        45623.09
1899     20        43662.29
1899     21        42640.40
1899     22        41412.12
1899     23        39727.19
1899     24        38350.09
1899     25        36875.43
1899     26        35449.07
1899     27        35038.94
1899     28        33770.07
1899     29        32183.31
1899     30        29478.82
1899     31        30344.76
1899     32        32863.87
1899     33        34399.26
1899     34        33879.02
1899     35        34206.62
1899     36        33311.67
1899     37        31485.12
1899     38        31992.29
1899     39        32892.79
1899     40        32474.36
1899     41        31031.22
1899     42        28490.14
1899     43        27740.51
1899     44        28768.58
1899     45        28164.89
1899     46        25318.05
1899     47        25748.34
1899     48        26081.08
1899     49        26470.76
1899     50        25872.83
1899     51        24032.00
1899     52        22816.50
1899     53        23128.50
1899     54        24243.50
1899     55        23846.50
1900     12        53075.00
1900     13        52552.06
1900     14        51952.45
1900     15        50321.36
1900     16        49006.28
1900     17        46499.02
1900     18        45878.40
1900     19        43935.63
1900     20        44717.51
1900     21        42860.29
1900     22        41964.58
1900     23        40832.73
1900     24        39176.73
1900     25        37843.64
1900     26        36453.49
1900     27        35100.30
1900     28        34786.17
1900     29        33503.91
1900     30        31952.82
1900     31        29387.08
1900     32        30237.84
1900     33        32658.17
1900     34        34207.22
1900     35        33692.42
1900     36        34008.98
1900     37        33134.74
1900     38        31284.28
1900     39        31783.10
1900     40        32659.77
1900     41        32274.07
1900     42        30776.94
1900     43        28281.66
1900     44        27505.52
1900     45        28578.41
1900     46        27934.14
1900     47        25110.10
1900     48        25518.27
1900     49        25776.23
1900     50        26231.33
1900     51        25571.67
1900     52        23816.50
1900     53        22533.33
1900     54        22834.83
1900     55        23892.33
1901     12        51678.77
1901     13        52826.01
1901     14        52338.43
1901     15        51508.43
1901     16        49684.01
1901     17        48161.45
1901     18        45543.77
1901     19        44908.54
1901     20        42999.63
1901     21        43848.88
1901     22        42120.51
1901     23        41339.57
1901     24        40251.94
1901     25        38633.48
1901     26        37383.63
1901     27        36063.26
1901     28        34832.39
1901     29        34480.36
1901     30        33265.66
1901     31        31850.49
1901     32        29270.26
1901     33        30023.45
1901     34        32458.30
1901     35        34052.66
1901     36        33505.02
1901     37        33857.77
1901     38        32923.93
1901     39        31108.08
1901     40        31550.61
1901     41        32476.00
1901     42        32011.19
1901     43        30555.74
1901     44        28046.69
1901     45        27341.87
1901     46        28352.83
1901     47        27709.16
1901     48        24899.92
1901     49        25224.99
1901     50        25561.49
1901     51        25955.83
1901     52        25342.33
1901     53        23550.00
1901     54        22266.00
1901     55        22518.33
1902     12        51271.37
1902     13        51406.62
1902     14        52508.20
1902     15        51779.32
1902     16        50679.75
1902     17        48711.99
1902     18        47072.74
1902     19        44503.23
1902     20        43918.90
1902     21        42038.42
1902     22        42948.75
1902     23        41314.98
1902     24        40693.18
1902     25        39568.90
1902     26        38042.12
1902     27        36892.63
1902     28        35648.28
1902     29        34441.42
1902     30        34117.47
1902     31        32943.37
1902     32        31543.68
1902     33        28993.38
1902     34        29759.52
1902     35        32203.38
1902     36        33751.15
1902     37        33255.33
1902     38        33567.15
1902     39        32654.99
1902     40        30847.26
1902     41        31301.96
1902     42        32209.75
1902     43        31727.29
1902     44        30296.50
1902     45        27802.39
1902     46        27098.75
1902     47        28103.08
1902     48        27464.50
1902     49        24658.45
1902     50        24966.47
1902     51        25301.53
1902     52        25675.17
1902     53        25051.50
1902     54        23252.00
1902     55        21981.83
1903     12        52824.22
1903     13        51003.62
1903     14        51047.30
1903     15        51916.16
1903     16        50872.34
1903     17        49615.64
1903     18        47539.32
1903     19        45887.65
1903     20        43457.56
1903     21        42820.29
1903     22        41109.44
1903     23        42035.99
1903     24        40517.54
1903     25        39924.75
1903     26        38879.79
1903     27        37467.85
1903     28        36386.09
1903     29        35196.47
1903     30        34024.26
1903     31        33743.04
1903     32        32588.11
1903     33        31238.54
1903     34        28710.87
1903     35        29507.20
1903     36        31905.95
1903     37        33453.57
1903     38        32963.22
1903     39        33271.14
1903     40        32372.60
1903     41        30593.78
1903     42        31036.21
1903     43        31926.52
1903     44        31452.93
1903     45        30027.61
1903     46        27544.98
1903     47        26859.25
1903     48        27858.39
1903     49        27205.18
1903     50        24403.37
1903     51        24701.17
1903     52        25019.68
1903     53        25366.50
1903     54        24728.67
1903     55        22957.33
1904     12        51866.11
1904     13        52560.64
1904     14        50659.93
1904     15        50518.72
1904     16        51137.65
1904     17        49946.86
1904     18        48573.22
1904     19        46513.44
1904     20        44996.62
1904     21        42586.50
1904     22        42044.71
1904     23        40415.45
1904     24        41330.26
1904     25        39919.72
1904     26        39381.99
1904     27        38407.88
1904     28        37032.52
1904     29        36025.93
1904     30        34837.44
1904     31        33712.64
1904     32        33415.59
1904     33        32316.23
1904     34        30970.75
1904     35        28484.50
1904     36        29279.46
1904     37        31630.38
1904     38        33182.67
1904     39        32703.43
1904     40        32969.52
1904     41        32123.11
1904     42        30342.99
1904     43        30787.29
1904     44        31658.77
1904     45        31183.06
1904     46        29778.87
1904     47        27306.01
1904     48        26620.67
1904     49        27599.07
1904     50        26936.39
1904     51        24157.10
1904     52        24436.11
1904     53        24737.38
1904     54        25067.33
1904     55        24439.67
1905     12        51625.42
1905     13        51610.20
1905     14        52242.13
1905     15        50141.37
1905     16        49804.31
1905     17        50251.40
1905     18        48959.82
1905     19        47644.10
1905     20        45658.38
1905     21        44232.68
1905     22        41901.98
1905     23        41392.39
1905     24        39843.18
1905     25        40786.80
1905     26        39457.88
1905     27        38995.30
1905     28        38016.35
1905     29        36680.60
1905     30        35695.36
1905     31        34542.29
1905     32        33439.48
1905     33        33156.62
1905     34        32064.39
1905     35        30712.20
1905     36        28265.95
1905     37        29041.83
1905     38        31377.09
1905     39        32934.75
1905     40        32417.05
1905     41        32721.48
1905     42        31849.68
1905     43        30089.81
1905     44        30527.64
1905     45        31386.46
1905     46        30916.16
1905     47        29519.14
1905     48        27063.48
1905     49        26367.21
1905     50        27342.30
1905     51        26676.64
1905     52        23899.35
1905     53        24168.20
1905     54        24436.98
1905     55        24752.17
1906     12        52335.78
1906     13        51379.39
1906     14        51326.35
1906     15        51755.23
1906     16        49427.09
1906     17        48932.91
1906     18        49271.16
1906     19        48006.86
1906     20        46743.01
1906     21        44882.56
1906     22        43503.17
1906     23        41278.78
1906     24        40848.43
1906     25        39349.30
1906     26        40326.05
1906     27        39068.56
1906     28        38617.84
1906     29        37641.41
1906     30        36349.50
1906     31        35378.56
1906     32        34283.54
1906     33        33173.84
1906     34        32889.30
1906     35        31811.49
1906     36        30481.57
1906     37        28033.09
1906     38        28817.24
1906     39        31141.90
1906     40        32680.97
1906     41        32178.45
1906     42        32438.30
1906     43        31592.73
1906     44        29849.94
1906     45        30288.61
1906     46        31123.29
1906     47        30669.83
1906     48        29260.47
1906     49        26807.66
1906     50        26123.16
1906     51        27083.00
1906     52        26399.17
1906     53        23629.43
1906     54        23892.07
1906     55        24121.76
1907     12        53287.74
1907     13        52120.54
1907     14        51130.38
1907     15        50890.29
1907     16        51057.93
1907     17        48610.60
1907     18        48054.15
1907     19        48350.21
1907     20        47161.76
1907     21        45974.89
1907     22        44179.85
1907     23        42913.56
1907     24        40786.43
1907     25        40415.42
1907     26        38929.14
1907     27        39944.04
1907     28        38720.30
1907     29        38266.91
1907     30        37318.56
1907     31        36032.65
1907     32        35113.57
1907     33        34043.89
1907     34        32915.68
1907     35        32642.78
1907     36        31590.64
1907     37        30247.36
1907     38        27831.22
1907     39        28612.14
1907     40        30930.98
1907     41        32439.51
1907     42        31929.31
1907     43        32185.13
1907     44        31349.57
1907     45        29625.97
1907     46        30044.50
1907     47        30869.92
1907     48        30386.96
1907     49        28973.07
1907     50        26556.73
1907     51        25875.17
1907     52        26807.04
1907     53        26120.16
1907     54        23369.29
1907     55        23603.04
1908     12        53325.38
1908     13        53098.60
1908     14        51905.31
1908     15        50739.25
1908     16        50325.60
1908     17        50357.23
1908     18        47894.10
1908     19        47307.50
1908     20        47635.25
1908     21        46538.30
1908     22        45386.53
1908     23        43660.58
1908     24        42454.39
1908     25        40406.69
1908     26        40039.72
1908     27        38612.70
1908     28        39642.76
1908     29        38421.29
1908     30        37996.32
1908     31        37022.54
1908     32        35808.51
1908     33        34892.34
1908     34        33821.37
1908     35        32684.78
1908     36        32401.45
1908     37        31372.45
1908     38        30033.17
1908     39        27632.10
1908     40        28431.37
1908     41        30686.07
1908     42        32191.69
1908     43        31656.57
1908     44        31945.62
1908     45        31113.68
1908     46        29380.95
1908     47        29793.90
1908     48        30588.62
1908     49        30118.16
1908     50        28695.78
1908     51        26290.10
1908     52        25604.82
1908     53        26536.12
1908     54        25811.87
1908     55        23090.60
1909     12        53318.85
1909     13        53144.59
1909     14        52895.76
1909     15        51568.55
1909     16        50239.45
1909     17        49718.45
1909     18        49663.92
1909     19        47223.34
1909     20        46702.75
1909     21        47070.09
1909     22        45977.45
1909     23        44929.17
1909     24        43225.20
1909     25        42088.59
1909     26        40073.06
1909     27        39717.60
1909     28        38331.78
1909     29        39356.85
1909     30        38155.24
1909     31        37707.78
1909     32        36814.23
1909     33        35562.32
1909     34        34657.10
1909     35        33594.73
1909     36        32435.48
1909     37        32176.14
1909     38        31148.67
1909     39        29812.46
1909     40        27440.96
1909     41        28236.16
1909     42        30453.31
1909     43        31918.92
1909     44        31415.36
1909     45        31719.76
1909     46        30865.12
1909     47        29164.13
1909     48        29536.52
1909     49        30350.88
1909     50        29832.33
1909     51        28411.70
1909     52        26024.37
1909     53        25354.96
1909     54        26216.40
1909     55        25516.43
1910     12        53899.89
1910     13        53184.59
1910     14        52978.68
1910     15        52610.38
1910     16        51046.97
1910     17        49585.16
1910     18        48958.71
1910     19        48891.33
1910     20        46568.03
1910     21        46140.26
1910     22        46515.85
1910     23        45573.40
1910     24        44470.15
1910     25        42957.27
1910     26        41843.38
1910     27        39861.92
1910     28        39490.35
1910     29        38232.40
1910     30        39225.07
1910     31        38053.90
1910     32        37564.89
1910     33        36567.69
1910     34        35438.85
1910     35        34468.25
1910     36        33418.74
1910     37        32229.41
1910     38        32005.28
1910     39        30995.51
1910     40        29614.55
1910     41        27304.14
1910     42        28075.08
1910     43        30266.72
1910     44        31733.74
1910     45        31232.89
1910     46        31525.62
1910     47        30637.64
1910     48        28932.04
1910     49        29296.12
1910     50        30083.60
1910     51        29565.48
1910     52        28138.75
1910     53        25777.10
1910     54        25086.22
1910     55        25904.67
1911     12        53788.05
1911     13        53744.99
1911     14        53013.18
1911     15        52708.20
1911     16        52093.99
1911     17        50395.14
1911     18        48860.59
1911     19        48187.69
1911     20        48207.33
1911     21        46005.11
1911     22        45624.44
1911     23        46079.77
1911     24        45103.29
1911     25        44176.66
1911     26        42642.40
1911     27        41614.11
1911     28        39616.94
1911     29        39389.82
1911     30        38110.03
1911     31        39095.77
1911     32        37884.23
1911     33        37316.77
1911     34        36442.04
1911     35        35233.89
1911     36        34292.65
1911     37        33211.15
1911     38        32034.53
1911     39        31836.83
1911     40        30798.96
1911     41        29426.23
1911     42        27137.00
1911     43        27912.75
1911     44        30089.65
