Portugal, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 05/09/2022
Year    Age        Exposure
1940     12        80121.32
1940     13        78345.02
1940     14        78163.09
1940     15        78575.20
1940     16        77444.14
1940     17        77181.09
1940     18        72706.93
1940     19        69796.93
1940     20        66448.85
1940     21        56075.42
1940     22        63479.90
1940     23        63328.80
1940     24        65213.22
1940     25        65332.98
1940     26        63214.16
1940     27        64680.88
1940     28        60135.32
1940     29        63519.97
1940     30        60147.61
1940     31        53539.57
1940     32        58448.38
1940     33        55263.36
1940     34        56379.59
1940     35        57249.23
1940     36        53539.55
1940     37        53409.09
1940     38        50429.02
1940     39        54901.96
1940     40        49434.58
1940     41        41513.46
1940     42        44511.48
1940     43        41864.19
1940     44        43988.82
1940     45        43236.35
1940     46        39167.91
1940     47        41840.46
1940     48        40577.12
1940     49        44657.76
1940     50        41768.42
1940     51        34685.00
1940     52        37516.55
1940     53        35305.07
1940     54        36304.17
1940     55        36576.21
1941     12        79257.15
1941     13        79854.00
1941     14        78180.87
1941     15        77921.15
1941     16        78323.20
1941     17        77024.52
1941     18        76807.51
1941     19        72085.39
1941     20        69341.28
1941     21        66015.83
1941     22        55530.10
1941     23        62904.29
1941     24        62756.70
1941     25        64621.31
1941     26        64696.60
1941     27        62820.91
1941     28        64284.42
1941     29        59792.62
1941     30        63508.95
1941     31        59712.59
1941     32        53306.28
1941     33        58246.64
1941     34        54881.14
1941     35        56214.48
1941     36        56782.88
1941     37        53107.92
1941     38        53142.18
1941     39        50168.24
1941     40        54681.42
1941     41        49042.50
1941     42        41385.63
1941     43        44212.99
1941     44        41612.84
1941     45        43709.89
1941     46        42786.88
1941     47        39031.87
1941     48        41593.97
1941     49        40136.66
1941     50        44306.29
1941     51        41276.22
1941     52        34369.65
1941     53        37073.82
1941     54        34980.89
1941     55        35950.19
1942     12        78101.17
1942     13        78970.69
1942     14        79578.45
1942     15        77931.56
1942     16        77604.91
1942     17        77858.02
1942     18        76459.62
1942     19        76073.15
1942     20        71272.13
1942     21        68735.84
1942     22        65269.44
1942     23        54702.46
1942     24        62033.06
1942     25        61859.38
1942     26        63673.12
1942     27        63965.48
1942     28        62328.51
1942     29        63847.47
1942     30        59730.25
1942     31        63323.90
1942     32        59298.48
1942     33        53123.92
1942     34        57952.48
1942     35        54616.01
1942     36        55861.13
1942     37        56162.55
1942     38        52664.67
1942     39        52889.44
1942     40        49990.98
1942     41        54386.45
1942     42        48789.17
1942     43        41222.39
1942     44        43938.12
1942     45        41336.47
1942     46        43272.33
1942     47        42500.13
1942     48        38897.42
1942     49        41182.14
1942     50        39644.93
1942     51        43772.71
1942     52        40782.82
1942     53        33931.26
1942     54        36656.71
1942     55        34638.26
1943     12        79984.78
1943     13        77861.85
1943     14        78668.50
1943     15        79273.21
1943     16        77656.04
1943     17        77259.05
1943     18        77360.05
1943     19        75862.76
1943     20        75316.74
1943     21        70467.60
1943     22        68131.09
1943     23        64523.41
1943     24        53880.52
1943     25        61157.59
1943     26        60973.35
1943     27        62732.73
1943     28        63230.44
1943     29        61847.69
