Denmark, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 14/03/2023
Year    Age        Exposure
1916     12        29744.98
1916     13        30041.85
1916     14        29237.78
1916     15        28994.89
1916     16        29343.79
1916     17        28438.91
1916     18        27613.61
1916     19        27608.31
1916     20        27105.46
1916     21        26049.76
1916     22        25221.46
1916     23        24916.52
1916     24        23929.52
1916     25        23731.61
1916     26        23666.28
1916     27        23368.24
1916     28        23280.78
1916     29        22628.24
1916     30        22550.36
1916     31        22853.22
1916     32        21947.65
1916     33        21088.73
1916     34        20555.90
1916     35        20214.83
1916     36        20079.70
1916     37        19450.28
1916     38        18997.08
1916     39        18910.74
1916     40        18683.40
1916     41        17487.47
1916     42        16461.76
1916     43        16614.81
1916     44        15866.28
1916     45        15251.69
1916     46        15566.37
1916     47        15129.95
1916     48        14588.87
1916     49        14344.84
1916     50        14123.25
1916     51        13711.46
1916     52        13443.27
1916     53        12875.64
1916     54        12382.84
1916     55        12861.43
1917     12        30357.57
1917     13        29680.68
1917     14        29965.79
1917     15        29172.39
1917     16        28949.58
1917     17        29298.96
1917     18        28392.32
1917     19        27561.58
1917     20        27555.23
1917     21        27066.95
1917     22        26015.11
1917     23        25196.74
1917     24        24908.86
1917     25        23924.70
1917     26        23724.32
1917     27        23655.99
1917     28        23358.25
1917     29        23267.78
1917     30        22608.24
1917     31        22515.39
1917     32        22794.63
1917     33        21877.20
1917     34        21019.70
1917     35        20480.33
1917     36        20128.35
1917     37        19981.23
1917     38        19345.79
1917     39        18886.99
1917     40        18800.74
1917     41        18582.91
1917     42        17397.99
1917     43        16375.78
1917     44        16523.83
1917     45        15773.74
1917     46        15170.19
1917     47        15502.40
1917     48        15064.88
1917     49        14507.37
1917     50        14253.79
1917     51        14035.81
1917     52        13610.98
1917     53        13339.94
1917     54        12774.14
1917     55        12269.77
1918     12        30508.72
1918     13        30288.22
1918     14        29606.32
1918     15        29895.08
1918     16        29106.35
1918     17        28872.64
1918     18        29205.93
1918     19        28296.46
1918     20        27459.33
1918     21        27459.71
1918     22        26976.55
1918     23        25923.33
1918     24        25127.11
1918     25        24825.48
1918     26        23825.60
1918     27        23634.21
1918     28        23560.52
1918     29        23266.10
1918     30        23167.86
1918     31        22511.41
1918     32        22409.05
1918     33        22664.66
1918     34        21743.19
1918     35        20891.94
1918     36        20360.09
1918     37        20011.54
1918     38        19861.44
1918     39        19210.88
1918     40        18752.53
1918     41        18679.64
1918     42        18471.25
1918     43        17300.91
1918     44        16278.93
1918     45        16420.16
1918     46        15675.93
1918     47        15091.93
1918     48        15417.29
1918     49        14974.00
1918     50        14414.40
1918     51        14163.83
1918     52        13936.29
1918     53        13508.14
1918     54        13233.45
1918     55        12638.87
1919     12        31259.91
1919     13        30443.37
1919     14        30221.75
1919     15        29539.73
1919     16        29833.89
1919     17        29038.23
1919     18        28794.86
1919     19        29137.63
1919     20        28228.33
1919     21        27404.08
1919     22        27399.08
1919     23        26904.19
1919     24        25878.35
1919     25        25074.89
1919     26        24760.80
1919     27        23768.13
1919     28        23559.81
1919     29        23462.50
1919     30        23158.43
1919     31        23068.71
1919     32        22423.00
1919     33        22290.05
1919     34        22512.88
1919     35        21586.82
1919     36        20746.50
1919     37        20232.80
1919     38        19881.76
1919     39        19718.12
1919     40        19067.74
1919     41        18619.92
1919     42        18553.31
1919     43        18357.94
1919     44        17203.58
1919     45        16185.77
1919     46        16325.86
1919     47        15589.78
1919     48        15003.83
1919     49        15331.84
1919     50        14879.93
1919     51        14317.31
1919     52        14061.53
1919     53        13825.03
1919     54        13391.92
1919     55        13091.44
1920     12        31546.24
1920     13        31121.36
1920     14        30449.40
1920     15        30130.77
1920     16        29610.84
1920     17        29731.57
1920     18        29061.77
1920     19        28833.01
1920     20        29146.55
1920     21        28055.35
1920     22        27587.16
1920     23        27369.88
1920     24        26932.39
1920     25        25933.04
1920     26        25062.67
1920     27        24797.31
1920     28        23616.58
1920     29        23623.90
1920     30        23488.27
1920     31        23072.77
1920     32        22945.86
1920     33        22294.79
1920     34        22054.02
1920     35        22370.68
1920     36        21477.23
1920     37        20583.74
1920     38        20016.47
1920     39        19727.03
1920     40        19591.93
1920     41        18946.51
1920     42        18567.23
1920     43        18395.97
1920     44        18279.11
1920     45        17054.75
1920     46        16085.02
1920     47        16186.16
1920     48        15399.56
1920     49        14847.60
1920     50        15195.18
1920     51        14689.30
1920     52        14129.23
1920     53        13899.17
1920     54        13569.18
1920     55        13166.87
1921     12        33820.44
1921     13        33307.02
1921     14        32938.63
1921     15        32131.77
1921     16        31986.82
1921     17        31279.58
1921     18        31449.38
1921     19        30727.83
1921     20        30441.33
1921     21        30508.66
1921     22        29690.63
1921     23        28985.00
1921     24        28749.28
1921     25        28309.19
1921     26        27199.54
1921     27        26295.96
1921     28        25824.19
1921     29        24796.27
1921     30        24731.69
1921     31        24519.93
1921     32        24016.84
1921     33        23887.17
1921     34        23114.50
1921     35        22953.17
1921     36        23338.33
1921     37        22327.33
1921     38        21346.84
1921     39        20829.16
1921     40        20545.84
1921     41        20443.33
1921     42        19842.84
1921     43        19339.67
1921     44        19238.83
1921     45        19041.17
1921     46        17833.50
1921     47        16771.99
1921     48        16819.50
1921     49        16037.67
1921     50        15445.67
1921     51        15746.83
1921     52        15179.00
1921     53        14620.50
1921     54        14289.50
1921     55        14005.67
1922     12        34418.63
1922     13        33775.74
1922     14        33257.55
1922     15        32885.76
1922     16        32079.92
1922     17        31923.79
1922     18        31203.03
1922     19        31365.33
1922     20        30670.54
1922     21        30357.26
1922     22        30448.96
1922     23        29620.76
1922     24        28900.00
1922     25        28655.97
1922     26        28235.62
1922     27        27130.72
1922     28        26217.56
1922     29        25735.07
1922     30        24705.47
1922     31        24660.85
1922     32        24426.27
1922     33        23915.99
1922     34        23793.66
1922     35        23015.18
1922     36        22846.32
1922     37        23235.49
1922     38        22220.17
1922     39        21252.33
1922     40        20738.00
1922     41        20439.83
1922     42        20334.66
1922     43        19730.83
1922     44        19222.50
1922     45        19105.49
1922     46        18911.16
1922     47        17718.82
1922     48        16643.66
1922     49        16682.67
1922     50        15912.83
1922     51        15300.67
1922     52        15606.83
1922     53        15038.50
1922     54        14453.17
1922     55        14111.49
1923     12        34056.28
1923     13        34371.92
1923     14        33724.22
1923     15        33192.92
1923     16        32831.37
1923     17        31995.44
1923     18        31849.38
1923     19        31105.98
1923     20        31300.97
1923     21        30575.10
1923     22        30289.95
1923     23        30363.72
1923     24        29534.58
1923     25        28794.77
1923     26        28579.41
1923     27        28150.46
1923     28        27046.28
1923     29        26122.46
1923     30        25643.36
1923     31        24620.46
1923     32        24578.57
1923     33        24326.43
1923     34        23831.49
1923     35        23699.83
1923     36        22904.67
1923     37        22752.67
1923     38        23128.17
1923     39        22118.33
1923     40        21155.16
1923     41        20616.00
1923     42        20345.67
1923     43        20231.33
1923     44        19621.50
1923     45        19101.00
1923     46        18984.17
1923     47        18796.83
1923     48        17594.83
1923     49        16496.33
1923     50        16569.67
1923     51        15759.16
1923     52        15156.00
1923     53        15459.83
1923     54        14869.16
1923     55        14282.16
1924     12        33948.98
1924     13        34020.15
1924     14        34323.58
1924     15        33662.94
1924     16        33129.37
1924     17        32740.58
1924     18        31918.60
1924     19        31764.19
1924     20        31017.66
1924     21        31199.14
1924     22        30498.24
1924     23        30198.18
1924     24        30262.33
1924     25        29437.23
1924     26        28714.41
1924     27        28487.89
1924     28        28068.54
1924     29        26951.15
1924     30        26035.17
1924     31        25555.31
1924     32        24535.56
1924     33        24487.57
1924     34        24250.76
1924     35        23745.66
1924     36        23603.00
1924     37        22814.00
1924     38        22640.33
1924     39        23019.34
1924     40        22017.67
1924     41        21051.00
1924     42        20511.00
1924     43        20233.50
1924     44        20121.32
1924     45        19493.84
1924     46        18979.67
1924     47        18846.67
1924     48        18654.67
1924     49        17461.00
1924     50        16353.83
1924     51        16404.83
1924     52        15618.66
1924     53        14993.50
1924     54        15294.51
1924     55        14716.84
1925     12        34033.94
1925     13        33914.19
1925     14        33975.56
1925     15        34263.52
1925     16        33604.61
1925     17        33046.77
1925     18        32659.70
1925     19        31832.16
1925     20        31671.89
1925     21        30925.58
1925     22        31118.87
1925     23        30408.28
1925     24        30105.26
1925     25        30160.20
1925     26        29338.61
1925     27        28625.99
1925     28        28407.74
1925     29        27970.02
1925     30        26864.25
1925     31        25946.60
1925     32        25464.08
1925     33        24443.50
1925     34        24409.94
1925     35        24156.83
1925     36        23656.66
1925     37        23509.50
1925     38        22710.83
1925     39        22537.50
1925     40        22908.01
1925     41        21913.83
1925     42        20944.16
1925     43        20396.17
1925     44        20123.17
1925     45        19989.84
1925     46        19375.17
1925     47        18844.16
1925     48        18703.83
1925     49        18511.50
1925     50        17314.32
1925     51        16189.67
1925     52        16271.00
1925     53        15448.16
1925     54        14821.50
1925     55        15128.17
1926     12        33771.22
1926     13        33972.63
1926     14        33861.18
1926     15        33855.73
1926     16        34135.80
1926     17        33515.15
1926     18        32955.98
1926     19        32565.87
1926     20        31680.29
1926     21        31575.85
1926     22        30804.19
1926     23        31040.55
1926     24        30252.95
1926     25        29980.76
1926     26        30010.44
1926     27        29197.15
1926     28        28481.93
1926     29        28336.14
1926     30        27833.40
1926     31        26730.88
1926     32        25836.87
1926     33        25371.13
1926     34        24329.19
1926     35        24304.29
1926     36        24005.94
1926     37        23561.50
1926     38        23390.33
1926     39        22566.50
1926     40        22450.66
1926     41        22761.34
1926     42        21783.67
1926     43        20812.50
1926     44        20252.50
1926     45        20016.50
1926     46        19845.83
1926     47        19245.67
1926     48        18695.67
1926     49        18577.16
1926     50        18348.00
1926     51        17132.17
1926     52        16036.67
1926     53        16125.33
1926     54        15212.33
1926     55        14682.50
1927     12        32650.97
1927     13        33671.97
1927     14        33910.30
1927     15        33735.46
1927     16        33647.73
1927     17        33975.71
1927     18        33405.69
1927     19        32841.81
1927     20        32412.08
1927     21        31506.45
1927     22        31433.16
1927     23        30686.78
1927     24        30924.65
1927     25        30046.67
1927     26        29816.99
1927     27        29806.21
1927     28        29008.44
1927     29        28346.65
1927     30        28224.11
1927     31        27640.80
1927     32        26576.22
1927     33        25737.49
1927     34        25248.25
1927     35        24187.03
1927     36        24137.12
1927     37        23857.40
1927     38        23436.16
1927     39        23215.33
1927     40        22439.50
1927     41        22355.00
1927     42        22594.50
1927     43        21612.17
1927     44        20638.50
1927     45        20128.50
1927     46        19882.00
1927     47        19677.16
1927     48        19081.34
1927     49        18546.83
