Ireland, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 09/06/2023
Year    Age        Total
1955     12-        0.00
1955     13         0.00
1955     14         7.20
1955     15        24.67
1955     16        51.40
1955     17       133.64
1955     18       347.45
1955     19       596.21
1955     20       858.34
1955     21      1153.37
1955     22      1706.41
1955     23      1993.21
1955     24      2357.11
1955     25      2705.58
1955     26      3000.61
1955     27      3219.57
1955     28      3370.68
1955     29      3585.52
1955     30      3799.33
1955     31      3598.88
1955     32      3730.46
1955     33      3568.05
1955     34      3431.32
1955     35      3301.80
1955     36      2821.74
1955     37      2404.40
1955     38      2368.42
1955     39      2068.25
1955     40      1743.42
1955     41      1297.29
1955     42       985.81
1955     43       665.09
1955     44       394.74
1955     45       186.06
1955     46        79.15
1955     47        43.18
1955     48        16.44
1955     49         7.19
1955     50         0.00
1955     51         0.00
1955     52         0.00
1955     53         0.00
1955     54         0.00
1955     55+        0.00
1956     12-        0.00
1956     13         0.00
1956     14         0.00
1956     15        19.12
1956     16        67.45
1956     17       144.96
1956     18       279.86
1956     19       557.70
1956     20       889.91
1956     21      1172.78
1956     22      1535.19
1956     23      2105.97
1956     24      2405.96
1956     25      2717.03
1956     26      3046.21
1956     27      3179.10
1956     28      3301.90
1956     29      3561.63
1956     30      3638.14
1956     31      3473.05
1956     32      3542.51
1956     33      3516.33
1956     34      3348.21
1956     35      3213.32
1956     36      2902.25
1956     37      2521.73
1956     38      2237.85
1956     39      2121.07
1956     40      1708.33
1956     41      1290.56
1956     42       968.42
1956     43       561.73
1956     44       387.57
1956     45       204.36
1956     46        61.41
1956     47        35.24
1956     48        13.09
1956     49        10.07
1956     50         0.00
1956     51         0.00
1956     52         0.00
1956     53         0.00
1956     54         0.00
1956     55+        0.00
1957     12-        0.00
1957     13         0.00
1957     14         0.00
1957     15        24.19
1957     16        44.35
1957     17       157.22
1957     18       305.39
1957     19       509.98
1957     20       863.74
1957     21      1205.41
1957     22      1583.35
1957     23      1954.25
1957     24      2465.24
1957     25      2737.37
1957     26      3004.45
1957     27      3124.39
1957     28      3266.49
1957     29      3546.68
1957     30      3659.57
1957     31      3468.07
1957     32      3520.47
1957     33      3617.23
1957     34      3448.92
1957     35      3260.45
1957     36      2984.30
1957     37      2790.78
1957     38      2308.01
1957     39      1906.88
1957     40      1745.62
1957     41      1294.10
1957     42      1015.93
1957     43       679.30
1957     44       404.15
1957     45       192.50
1957     46        97.77
1957     47        38.30
1957     48         8.06
1957     49         9.07
1957     50         0.00
1957     51         0.00
1957     52         0.00
1957     53         0.00
1957     54         0.00
1957     55+        0.00
1958     12-        0.00
1958     13         0.00
1958     14         0.00
1958     15        22.23
1958     16        48.51
1958     17       114.20
1958     18       241.53
1958     19       447.70
1958     20       734.72
1958     21      1159.17
1958     22      1584.64
1958     23      1921.18
1958     24      2346.64
1958     25      2754.94
1958     26      2976.26
1958     27      3142.00
1958     28      3270.35
1958     29      3428.00
1958     30      3620.02
1958     31      3399.71
1958     32      3402.74
1958     33      3471.46
1958     34      3224.86
1958     35      3101.57
1958     36      2977.27
1958     37      2646.80
1958     38      2451.75
1958     39      1994.96
1958     40      1524.01
1958     41      1229.92
1958     42       887.32
1958     43       612.43
1958     44       402.23
1958     45       201.11
1958     46        98.03
1958     47        52.56
1958     48         8.08
1958     49        11.12
1958     50         0.00
1958     51         0.00
1958     52         0.00
1958     53         0.00
1958     54         0.00
1958     55+        0.00
1959     12-        0.00
1959     13         0.00
1959     14         0.00
1959     15        23.23
1959     16        60.60
1959     17       120.19
1959     18       239.37
1959     19       476.72
1959     20       764.56
1959     21      1183.70
1959     22      1642.23
1959     23      2091.68
1959     24      2376.50
1959     25      2600.71
1959     26      3213.77
1959     27      3145.09
1959     28      3231.95
1959     29      3549.09
1959     30      3488.48
1959     31      3274.37
1959     32      3463.24
1959     33      3357.19
1959     34      3269.32
1959     35      3144.08
1959     36      2975.42
1959     37      2711.81
1959     38      2529.00
1959     39      2250.24
1959     40      1613.95
1959     41      1088.76
1959     42       943.32
1959     43       614.07
1959     44       372.68
1959     45       213.11
1959     46       107.06
