Japan, Live births by calendar year, age and birth cohort (Lexis triangles)
Last modified: 10/03/2023
Year   Age    Cohort           Total
1947    12-        .            0.22
1947    13      1934            1.29
1947    13      1933            2.63
1947    14      1933           16.98
1947    14      1932           30.52
1947    15      1932          135.19
1947    15      1931          202.99
1947    16      1931          667.55
1947    16      1930          885.64
1947    17      1930         2637.60
1947    17      1929         3389.87
1947    18      1929         8183.31
1947    18      1928         9376.65
1947    19      1928        17803.26
1947    19      1927        18655.19
1947    20      1927        34301.91
1947    20      1926        34175.14
1947    21      1926        52196.23
1947    21      1925        49411.16
1947    22      1925        67987.68
1947    22      1924        60211.25
1947    23      1924        82887.87
1947    23      1923        72496.95
1947    24      1923        92302.12
1947    24      1922        77389.46
1947    25      1922        97788.27
1947    25      1921        80565.34
1947    26      1921        97775.14
1947    26      1920        84046.31
1947    27      1920       100064.45
1947    27      1919        74774.73
1947    28      1919        83077.47
1947    28      1918        68632.95
1947    29      1918        81389.69
1947    29      1917        68827.28
1947    30      1917        78680.96
1947    30      1916        66842.01
1947    31      1916        75789.89
1947    31      1915        64252.37
1947    32      1915        70343.07
1947    32      1914        61498.87
1947    33      1914        67300.07
1947    33      1913        56735.41
1947    34      1913        60400.67
1947    34      1912        51558.61
1947    35      1912        56495.35
1947    35      1911        47885.29
1947    36      1911        50391.11
1947    36      1910        41609.58
1947    37      1910        43755.08
1947    37      1909        36265.60
1947    38      1909        38180.64
1947    38      1908        31067.94
1947    39      1908        32598.13
1947    39      1907        25727.50
1947    40      1907        25060.44
1947    40      1906        18836.93
1947    41      1906        16111.29
1947    41      1905        13829.64
1947    42      1905        12456.42
1947    42      1904         9805.63
1947    43      1904         7945.75
1947    43      1903         6293.17
1947    44      1903         5103.09
1947    44      1902         3837.37
1947    45      1902         2855.38
1947    45      1901         2034.03
1947    46      1901         1430.82
1947    46      1900         1015.41
1947    47      1900          728.93
1947    47      1899          546.83
1947    48      1899          416.83
1947    48      1898          377.99
1947    49      1898          364.41
1947    49      1897          323.08
1947    50      1897          262.49
1947    50      1896          231.62
1947    51      1896          187.72
1947    51      1895          168.69
1947    52      1895          138.47
1947    52      1894          122.76
1947    53      1894          106.18
1947    53      1893           93.28
1947    54      1893           73.63
1947    54      1892           74.20
1947    55+        .          495.12
1948    12-        .            0.23
1948    13      1935            1.31
1948    13      1934            2.62
1948    14      1934           17.29
1948    14      1933           30.87
1948    15      1933          140.05
1948    15      1932          220.19
1948    16      1932          796.60
1948    16      1931         1108.25
1948    17      1931         3284.40
1948    17      1930         4054.25
1948    18      1930         9272.09
1948    18      1929        10660.89
1948    19      1929        21321.71
1948    19      1928        22675.94
1948    20      1928        38830.46
1948    20      1927        38295.25
1948    21      1927        59232.99
1948    21      1926        55218.88
1948    22      1926        77280.45
1948    22      1925        70432.30
1948    23      1925        92195.07
1948    23      1924        79217.08
1948    24      1924        98395.93
1948    24      1923        83111.01
1948    25      1923        99880.93
1948    25      1922        81796.07
1948    26      1922        98373.26
1948    26      1921        79587.63
1948    27      1921        92338.55
1948    27      1920        78264.57
1948    28      1920        90840.95
1948    28      1919        67263.43
1948    29      1919        73926.20
1948    29      1918        60757.51
1948    30      1918        70980.54
1948    30      1917        59640.90
1948    31      1917        67228.40
1948    31      1916        56823.17
1948    32      1916        64622.46
1948    32      1915        54531.66
1948    33      1915        59548.77
1948    33      1914        51881.30
1948    34      1914        56461.93
1948    34      1913        47535.92
1948    35      1913        51195.98
1948    35      1912        43561.40
1948    36      1912        47708.12
1948    36      1911        40157.38
1948    37      1911        42371.02
1948    37      1910        35135.06
1948    38      1910        36930.98
1948    38      1909        30705.71
1948    39      1909        31948.80
1948    39      1908        25770.20
1948    40      1908        26100.56
1948    40      1907        20362.43
1948    41      1907        19325.07
1948    41      1906        14343.34
1948    42      1906        12011.37
1948    42      1905        10040.79
1948    43      1905         8282.65
1948    43      1904         6250.74
1948    44      1904         4701.34
1948    44      1903         3531.87
1948    45      1903         2490.56
1948    45      1902         1815.23
1948    46      1902         1333.21
1948    46      1901          942.94
1948    47      1901          658.60
1948    47      1900          468.41
1948    48      1900          333.60
1948    48      1899          260.09
1948    49      1899          233.35
1948    49      1898          206.38
1948    50      1898          150.59
1948    50      1897          127.14
1948    51      1897          102.96
1948    51      1896           93.26
1948    52      1896           88.64
1948    52      1895           79.40
1948    53      1895           57.96
1948    53      1894           49.71
