Switzerland, Live births by calendar year, age and birth cohort (Lexis triangles)
Last modified: 12/10/2023
Year   Age    Cohort           Total
1932    12-        .            0.00
1932    13      1919            0.02
1932    13      1918            0.05
1932    14      1918            0.28
1932    14      1917            0.57
1932    15      1917            2.56
1932    15      1916            4.69
1932    16      1916           16.40
1932    16      1915           25.43
1932    17      1915           59.40
1932    17      1914           89.60
1932    18      1914          164.07
1932    18      1913          207.93
1932    19      1913          363.06
1932    19      1912          443.94
1932    20      1912          634.78
1932    20      1911          708.22
1932    21      1911          932.04
1932    21      1910          999.96
1932    22      1910         1291.51
1932    22      1909         1378.49
1932    23      1909         1633.98
1932    23      1908         1699.02
1932    24      1908         1942.38
1932    24      1907         1909.62
1932    25      1907         2087.95
1932    25      1906         2116.05
1932    26      1906         2368.85
1932    26      1905         2222.15
1932    27      1905         2360.61
1932    27      1904         2306.39
1932    28      1904         2358.88
1932    28      1903         2273.12
1932    29      1903         2263.23
1932    29      1902         2254.77
1932    30      1902         2263.55
1932    30      1901         2207.45
1932    31      1901         2124.82
1932    31      1900         1862.18
1932    32      1900         1891.15
1932    32      1899         1809.85
1932    33      1899         1661.11
1932    33      1898         1560.89
1932    34      1898         1502.28
1932    34      1897         1413.72
1932    35      1897         1316.37
1932    35      1896         1239.63
1932    36      1896         1165.16
1932    36      1895         1007.84
1932    37      1895          988.41
1932    37      1894          923.59
1932    38      1894          870.78
1932    38      1893          814.22
1932    39      1893          723.35
1932    39      1892          651.65
1932    40      1892          563.65
1932    40      1891          508.35
1932    41      1891          468.13
1932    41      1890          366.87
1932    42      1890          325.02
1932    42      1889          292.98
1932    43      1889          233.08
1932    43      1888          197.92
1932    44      1888          150.48
1932    44      1887          125.52
1932    45      1887           87.17
1932    45      1886           70.32
1932    46      1886           47.90
1932    46      1885           33.86
1932    47      1885           20.51
1932    47      1884           15.53
1932    48      1884            8.67
1932    48      1883            6.33
1932    49      1883            3.45
1932    49      1882            2.51
1932    50      1882            1.34
1932    50      1881            1.00
1932    51      1881            0.54
1932    51      1880            0.35
1932    52      1880            0.19
1932    52      1879            0.15
1932    53      1879            0.08
1932    53      1878            0.06
1932    54      1878            0.03
1932    54      1877            0.01
1932    55+        .            0.00
1933    12-        .            0.00
1933    13      1920            0.02
1933    13      1919            0.05
1933    14      1919            0.24
1933    14      1918            0.51
1933    15      1918            2.30
1933    15      1917            4.22
1933    16      1917           15.52
1933    16      1916           25.13
1933    17      1916           60.92
1933    17      1915           81.08
1933    18      1915          152.08
1933    18      1914          210.92
1933    19      1914          348.33
1933    19      1913          414.67
1933    20      1913          595.48
1933    20      1912          683.52
1933    21      1912          936.49
1933    21      1911         1020.51
1933    22      1911         1276.85
1933    22      1910         1330.15
1933    23      1910         1580.18
1933    23      1909         1643.82
