"country","year","sex","agf","total","e0","e1","e5","e10","e15","e20","e25","e30","e35","e40","e45","e50","e55","e60","e65","e70","e75","e80","e85p","e85","e90p","e90","e95p","e95","e100p"
"USA",1995,3,4,266017037.84,3794777.43,15819710.54,19448798.88,19217948.48,18374404.71,18308326.03,19711842.31,22352078.66,22468030.08,20213830.4,17622446,13823496.92,11202222.54,10142841.82,9980712.31,8855496.63,6727975.41,4370368.29,3581730.4,2370378.09,1211352.31,938233.83,273118.48,234699.33,38419.15
"USA",1996,3,4,269127995.8,3753155.53,15662289.36,19856072.13,19427139.48,18918813.07,17941541.5,19861013.48,21922957.86,22767226.69,20745261.08,18531298.43,14270867.16,11497040.2,10146337.87,9938190.84,8860920.71,6904047.64,4446175.27,3677647.5,2429897.86,1247749.64,966347.92,281401.72,242066.25,39335.47
"USA",1997,3,4,272300240.24,3759267.04,15492434.98,20232313.66,19611508.94,19385016.57,17961599.75,19869394.71,21456474.88,22888521.8,21309646.17,18705775.89,15413752.81,11924064.86,10229307.82,9834411.65,8855156.25,7082699.65,4515501.45,3773391.36,2489700.62,1283690.74,995515.64,288175.1,248702.38,39472.72
"USA",1998,3,4,275472819,3771037.92,15388589.58,20488391.36,19847399.43,19814668.96,18182970.71,19806348.2,20965473.87,22923074,21794521.62,19122451.81,16121338.28,12559697.65,10427132.92,9697398.03,8873615.81,7223983.51,4592217.21,3872508.13,2550811.45,1321696.68,1024366.48,297330.2,257674.12,39656.08
"USA",1999,3,4,278593855.22,3803353.61,15340071.67,20562396.38,20226967.04,20073988.41,18618429.95,19560042.79,20655443.99,22842882.09,22194408.94,19639473.75,16934808.16,13065855.91,10678550.56,9564482.02,8876045.61,7337660.18,4656935.87,3962058.29,2611570.31,1350487.98,1047539.19,302948.79,263448.2,39500.59
"USA",2000,3,4,281607372.82,3883899.26,15309004.45,20428260.87,20625585.38,20288313.99,19134204.95,19264364.81,20546552.37,22637112.91,22504226.3,20189753.71,17759983.4,13552966.07,10877510.59,9545918.43,8854166.78,7418447.55,4746493.06,4040607.94,2665652.13,1374955.81,1067690.71,307265.1,267392.22,39872.88
"USA",2001,3,4,284488326.17,3972417.98,15343437.21,20163536.18,20967227.18,20462611.01,19734469.52,18851457.01,20656727.48,22214759.19,22784601.79,20694466.9,18615759.44,14007603.37,11159511.35,9579970.23,8812766.45,7454103.92,4905110.86,4107789.1,2709003.21,1398785.89,1087374.88,311411.01,271201.47,40209.54
"USA",2002,3,4,287139121.47,3968471.38,15472364.59,19878229.53,21242690.96,20614516.31,20206110.31,18738719.07,20614534.11,21759230.69,22880237.43,21231412.11,18749301.04,15098878.36,11568282.4,9666891.61,8747284.47,7473110.97,5052678.2,4176177.93,2750876.91,1425301.02,1109274.38,316026.64,275674.19,40352.45
"USA",2003,3,4,289703214.91,3978447.29,15621276.95,19633613.41,21395261.91,20807345.58,20593621.43,18809165.14,20477149.25,21265703.19,22911574.31,21694558.36,19104931.09,15809014.75,12177850.62,9838631.32,8681577.25,7481883.72,5161521.21,4260088.13,2804362.22,1455725.91,1134225.08,321500.83,280754.31,40746.52
"USA",2004,3,4,292345231.53,4004936.75,15767084.42,19471030.71,21379122.41,21127274.66,20808588.56,19132323.55,20130868.1,20936383.39,22869601.11,22079395.97,19555406.01,16628849.62,12667757.37,10074097.42,8608903.83,7469766.62,5281709.77,4352131.26,2859004.34,1493126.92,1165264.69,327862.23,286826.97,41035.26
"USA",2005,3,4,295088281.07,4020089.13,15871556,19436021.08,21218919.39,21479691.5,20956460.95,19560563.98,19749727.12,20823321.72,22692496.82,22396365.06,20064652.09,17473237.39,13133170.07,10285205.5,8619724.12,7457520.36,5376974.57,4472584.22,2937846.47,1534737.75,1198499.74,336238.01,294545.66,41692.35
"USA",2006,3,4,297888078.93,4052751.07,15908635.64,19559786.21,21022234.58,21795503.32,21036308.84,20090482.8,19313601.11,20946964.37,22282219.11,22686406.87,20567037.57,18326619.85,13570893.25,10575432.57,8665692.34,7439061.07,5408902.25,4639546.11,3066172.29,1573373.82,1227810.47,345563.35,302902.86,42660.49
"USA",2007,3,4,300759776.52,4134556.61,15983433.21,19725853.05,20848544.82,22052435.4,21089471.24,20521778.21,19228505.53,20926291.95,21844213.22,22792985.32,21122484.34,18465149.15,14632903.52,10979796.55,8754729.27,7398624.71,5445209.02,4812811.4,3191750.05,1621061.35,1262477.19,358584.16,314557.72,44026.44
"USA",2008,3,4,303571753.8,4121905.25,16127119.43,19935127.49,20719601.2,22190676.08,21186346.5,20882450.38,19328749.63,20813289.06,21367330.25,22838451.71,21609203.25,18821040.97,15336280.74,11578784.1,8918469.26,7354763.75,5484621.24,4957543.51,3284552.49,1672991.02,1302090.38,370900.64,325628.46,45272.18
"USA",2009,3,4,306252837.34,4023177.57,16232435.79,20154659.69,20667928.38,22161581.64,21418134.26,21048614.89,19668454.45,20479418.55,21042612.31,22802265.17,22011752.69,19271589.01,16141171.94,12060850.51,9141256.26,7308548.71,5499026.7,5119358.82,3387987.11,1731371.71,1344090.48,387281.23,340065.4,47215.83
"USA",2010,3,4,308747729.12,3956459.69,16234670.87,20293561.44,20675842.47,21956012.37,21747846.81,21168939.57,20063160.9,20091734.4,20925398.07,22605585.08,22310668.17,19772491.27,16950506.23,12509472.64,9345720.23,7337538.72,5520872.97,5281247.22,3474369.2,1806878.02,1401035.22,405842.8,356000.77,49842.03
"USA",2011,3,4,311059396.35,3955536.46,16164977.05,20346168.03,20708313.48,21662066.13,22160355.71,21285359.6,20519642.44,19637977.06,21034529.23,22156586.78,22537076.82,20245092.08,17739443.03,12918820.52,9628574.31,7404475.1,5544233.76,5410168.76,3513783.25,1896385.51,1477213.4,419172.11,367292.25,51879.86
"USA",2012,3,4,313299397.66,3929365.62,16047225.55,20462852.33,20680269.01,21391135.5,22560185.04,21409421.1,20899217.22,19540974.89,20984556.68,21691702.67,22572108.5,20740066.35,17821296.61,13933951.82,10019481.95,7514748.87,5564298.5,5536539.45,3555226.09,1981313.36,1547360.97,433952.39,379664.53,54287.86
"USA",2013,3,4,315549997.75,3941052.14,15930065.84,20554929.84,20661781.63,21190993.73,22805772.44,21611406.35,21266775.92,19616212.1,20845363.43,21204051.6,22555770.66,21145689.65,18118299.27,14582001.4,10584031.66,7689868.56,5602372.28,5643559.25,3594557.72,2049001.53,1598417.65,450583.88,393996.1,56587.78
"USA",2014,3,4,317869202.4,3961192.34,15906496.63,20545021.45,20653314.95,21089152.61,22842393.62,21992655.6,21480022.41,19917595.31,20509843.26,20884016.7,22461217.32,21466705.97,18523121.66,15300734.84,11031360.87,7914162.58,5646425.64,5743768.64,3618999.55,2124769.09,1655343.35,469425.74,409970.73,59455.01
"USA",2015,3,4,320217124.2,3979221.25,15939178.07,20490322.01,20632542.11,21086403.86,22661237.39,22452201.37,21662695.21,20307558.48,20144342.45,20782279.3,22233026.19,21708801.83,18991799.89,16012902.27,11446328.49,8116550.73,5741755.32,5827977.98,3642490.11,2185487.87,1696430.71,489057.16,427659.92,61397.24
"USA",2016,3,4,322500667.35,3951424.68,15972893.04,20442476.57,20643454.65,21131286.85,22363652.27,22921256.78,21826642.99,20784736.53,19713105.34,20903752.07,21788910.84,21913385.87,19438109.54,16731218.05,11827269.37,8379460.17,5855004.58,5912627.16,3671087.78,2241539.38,1723425.66,518113.72,454778.02,63335.7
"USA",2017,3,4,324549812.85,3889335.78,15996589.11,20318577.6,20770878.7,21107362.28,22071577.4,23316702.82,21967058,21176070.57,19623747.14,20858793.79,21335657.83,21944912.71,19901699.97,16803000.46,12768387.49,8728731.36,5976356.85,5994372.99,3701369.91,2293003.08,1750089.51,542913.57,477463.61,65449.96
"USA",2018,3,4,326311860.94,3834066.44,15936035.32,20219735.5,20862484.82,21077848.97,21829360.62,23519606.71,22151087.99,21537388,19688570.08,20716033.57,20854415.34,21923443.52,20275927.38,17072317.94,13369628.71,9231936.64,6126595.62,6085377.77,3749303.98,2336073.79,1774976.52,561097.27,493249.23,67848.04
"USA",2019,3,4,328414164.92,3762327.11,15797631.2,20228325.65,21067557.53,21183290.2,21635750.54,23375662.7,22489786.51,21819692.31,20050347.34,20454656.92,20626921.47,21929323.81,20625411.94,17470497.47,14001092.83,9543495,6231966.86,6120427.53,3742069.18,2378358.35,1795137.7,583220.65,512309.05,70911.6
"USA",2020,3,4,330720501.23,3699767.28,15561059.57,20295976.76,21408968.11,21420898.15,21517230.94,22887176.85,22840603.51,22135845.5,20579425.87,20228608.69,20704771.42,21907968.73,20961597,17956538.32,14597785.55,9729776.93,6228007.84,6058494.21,3667033.61,2391460.6,1798803.24,592657.36,519584.19,73073.17
"USA",2021,3,4,331806167.19,3581669.41,15266408.65,20269924.88,21425139.25,21569121.93,21514635.59,22384062.31,23083053.42,22284647.9,21098914.27,19822834.1,20894758.38,21547617.01,21212455.1,18373404.4,15199342.39,9963567.87,6321939.84,5992670.49,3608966.74,2383703.75,1789698.31,594005.44,518053.57,75951.87
