month,year,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
7,2006,16,7447034,3177898,4269136,2826538,3719502,226215,372307,14476,19180,89766,129044,2310,2980,18593,26123,2990946,4005803,2651090,3473659,220526,363216,11755,15523,88815,127460,1995,2573,16765,23372,186952,263333,175448,245843,5689,9091,2721,3657,951,1584,315,407,1828,2751
7,2006,17,5648117,2184568,3463549,1967391,3078122,138864,267184,8284,12650,57344,84922,1236,1883,11449,18788,2071718,3289425,1861083,2915161,135660,261311,6794,10403,56781,83944,1056,1624,10344,16982,112850,174124,106308,162961,3204,5873,1490,2247,563,978,180,259,1105,1806
7,2006,18,3229873,1098203,2131670,998216,1918018,63274,151727,3504,6636,27132,43770,559,1001,5518,10518,1049292,2042462,952385,1834640,61773,148530,2815,5551,26876,43312,453,864,4990,9565,48911,89208,45831,83378,1501,3197,689,1085,256,458,106,137,528,953
7,2006,19,1275975,348767,927208,316568,837169,19936,65644,1133,2667,9188,16978,202,380,1740,4370,333151,890877,301969,803128,19446,64366,913,2267,9091,16806,168,324,1564,3986,15616,36331,14599,34041,490,1278,220,400,97,172,34,56,176,384
7,2006,20,313089,63918,249171,55321,222904,5656,20081,271,733,2216,4184,51,119,403,1150,60246,239006,51924,213455,5549,19685,207,622,2185,4129,43,100,338,1015,3672,10165,3397,9449,107,396,64,111,31,55,8,19,65,135
7,2006,21,46992,7502,39490,5609,32832,1372,5444,71,143,308,803,20,30,122,238,6755,37647,4980,31158,1330,5367,53,116,298,796,16,25,78,185,747,1843,629,1674,42,77,18,27,10,7,4,5,44,53
7,2007,0,301231207,148064854,153166353,117889727,120488360,18560639,20374894,1699452,1677761,6662593,7272048,311672,301381,2940771,3051909,124520814,130513540,96761624,100249770,17570226,19335532,1095236,1125065,6459261,7067419,232522,228451,2401945,2507303,23544040,22652813,21128103,20238590,990413,1039362,604216,552696,203332,204629,79150,72930,538826,544606
7,2007,1,20125962,10285693,9840269,7648957,7286270,1503673,1459661,146115,141357,466793,451025,28104,27179,492051,474777,7786437,7440750,5460083,5184962,1377970,1338523,87867,86065,440933,426662,18829,18128,400755,386410,2499256,2399519,2188874,2101308,125703,121138,58248,55292,25860,24363,9275,9051,91296,88367
7,2007,2,19714611,10073928,9640683,7564902,7189744,1506546,1462889,141739,135985,429723,431288,25256,24093,405762,396684,7902256,7561514,5645166,5355002,1406218,1365505,87187,83689,409144,411523,17823,16846,336718,328949,2171672,2079169,1919736,1834742,100328,97384,54552,52296,20579,19765,7433,7247,69044,67735
7,2007,3,20841042,10670960,10170082,8024465,7606013,1672081,1616652,152069,149127,442422,428047,26505,24966,353418,345277,8514674,8105361,6115859,5782272,1569985,1518181,95879,92979,422679,408912,19069,18101,291203,284916,2156286,2064721,1908606,1823741,102096,98471,56190,56148,19743,19135,7436,6865,62215,60361
7,2007,4,22067816,11336490,10731326,8546360,8037421,1805163,1749592,169388,157319,478623,451800,28243,26799,308713,308395,9184215,8757663,6637200,6294477,1705436,1653540,108226,103298,459105,432860,20755,19716,253493,253772,2152275,1973663,1909160,1742944,99727,96052,61162,54021,19518,18940,7488,7083,55220,54623
7,2007,5,21077999,10807836,10270163,8312296,7789208,1532550,1537368,156962,138974,537043,529086,31415,27771,237570,247756,8636029,8415597,6371983,6144758,1439955,1447068,93436,90049,518049,510832,22603,20975,190003,201915,2171807,1854566,1940313,1644450,92595,90300,63526,48925,18994,18254,8812,6796,47567,45841
7,2007,6,20542698,10313439,10229259,8004064,7716585,1353357,1491057,138284,126702,589653,649747,31448,28667,196633,216501,8109770,8302849,6027693,6008105,1260510,1393586,77902,77577,570087,631182,22330,21645,151248,170754,2203669,1926410,1976371,1708480,92847,97471,60382,49125,19566,18565,9118,7022,45385,45747
7,2007,7,19170765,9611431,9559334,7483119,7210654,1215263,1368848,124001,119643,598505,657609,26186,23965,164357,178615,7592475,7703448,5657452,5552818,1139064,1282030,71056,71596,581633,640989,18899,17655,124371,138360,2018956,1855886,1825667,1657836,76199,86818,52945,48047,16872,16620,7287,6310,39986,40255
7,2007,8,20963891,10461052,10502839,8280332,8083341,1297733,1462021,121871,120481,587344,650463,22891,22430,150881,164103,8610158,8760890,6597732,6516357,1230041,1385637,73918,75661,572440,634851,17158,17029,118869,131355,1850894,1741949,1682600,1566984,67692,76384,47953,44820,14904,15612,5733,5401,32012,32748
7,2007,9,21832339,10833176,10999163,8691147,8618319,1345744,1514063,121112,121505,517155,574566,21609,21367,136409,149343,9207990,9445725,7213293,7215915,1285459,1447702,78247,82770,504248,561257,16640,16539,110103,121542,1625186,1553438,1477854,1402404,60285,66361,42865,38735,12907,13309,4969,4828,26306,27801
7,2007,10,22799761,11257548,11542213,9180295,9218229,1339094,1507587,115039,118264,471745,535331,19709,19328,131666,143474,9907681,10217861,7952270,8021320,1288963,1450880,80223,86498,460955,523942,15836,15598,109434,119623,1349867,1324352,1228025,1196909,50131,56707,34816,31766,10790,11389,3873,3730,22232,23851
7,2007,11,21140178,10344429,10795749,8533563,8722065,1169541,1341941,96833,101950,417888,492827,15556,16289,111048,120677,9311703,9736288,7596050,7762912,1128758,1296597,70399,77499,409852,483856,12835,13433,93809,101991,1032726,1059461,937513,959153,40783,45344,26434,24451,8036,8971,2721,2856,17239,18686
7,2007,12,18454772,8945299,9509473,7494775,7795132,929218,1103179,74929,79338,350017,425450,12137,12357,84223,94017,8182700,8689118,6797409,7046416,900347,1070188,57597,62376,344207,418941,10246,10437,72894,80760,762599,820355,697366,748716,28871,32991,17332,16962,5810,6509,1891,1920,11329,13257
7,2007,13,14673662,7034464,7639198,6031341,6424950,630666,781355,52696,55788,251317,300526,8518,8898,59926,67681,6509526,7038958,5548405,5873135,611672,758308,41737,44690,247786,296111,7319,7608,52607,59106,524938,600240,482936,551815,18994,23047,10959,11098,3531,4415,1199,1290,7319,8575
7,2007,14,10970235,5145430,5824805,4414189,4905818,457810,602454,35765,39025,191468,224701,5721,6243,40477,46564,4777287,5379000,4073669,4493914,444682,585457,29048,31784,188950,221718,4979,5330,35959,40797,368143,445805,340520,411904,13128,16997,6717,7241,2518,2983,742,913,4518,5767
7,2007,15,8728492,3957495,4770997,3426992,4048550,337704,480192,23550,28425,137422,174756,3810,4406,28017,34668,3689933,4420664,3178350,3723847,328361,467281,19133,22987,135792,172510,3315,3720,24982,30319,267562,350333,248642,324703,9343,12911,4417,5438,1630,2246,495,686,3035,4349
7,2007,16,7400363,3175139,4225224,2816158,3668154,228571,373363,15066,20026,93620,133868,2435,3009,19289,26804,2981084,3952140,2634329,3413693,222639,363859,12141,16030,92595,132144,2090,2591,17290,23823,194055,273084,181829,254461,5932,9504,2925,3996,1025,1724,345,418,1999,2981
7,2007,17,5687076,2217809,3469267,1994738,3073052,141483,271780,8686,13195,59649,89805,1291,2017,11962,19418,2098826,3286154,1882875,2901968,138062,265558,6995,10698,59036,88766,1110,1732,10748,17432,118983,183113,111863,171084,3421,6222,1691,2497,613,1039,181,285,1214,1986
7,2007,18,3358466,1153751,2204715,1046872,1980439,66898,157587,3815,7020,29657,47438,553,1061,5956,11170,1099558,2107884,996102,1890045,65252,154148,3039,5776,29365,46891,451,912,5349,10112,54193,96831,50770,90394,1646,3439,776,1244,292,547,102,149,607,1058
7,2007,19,1307782,364049,943733,330404,850960,20579,66850,1162,2701,9833,18306,211,374,1860,4542,347757,906544,315188,816160,20054,65543,929,2266,9736,18125,174,320,1676,4130,16292,37189,15216,34800,525,1307,233,435,97,181,37,54,184,412
7,2007,20,325440,67743,257697,58918,229988,5652,21030,297,787,2397,4573,54,134,425,1185,63807,246864,55301,219946,5526,20594,222,658,2359,4519,45,112,354,1035,3936,10833,3617,10042,126,436,75,129,38,54,9,22,71,150
7,2007,21,47857,7693,40164,5840,33468,1313,5425,73,149,319,836,20,28,128,258,6948,38268,5215,31748,1272,5347,55,119,310,828,16,24,80,202,745,1896,625,1720,41,78,18,30,9,8,4,4,48,56
7,2008,0,304093966,149489951,154604015,118611132,121171882,18803371,20626043,1766088,1738790,6872141,7523155,323174,312503,3114045,3231642,125167045,131133136,96888612,100294923,17759656,19531053,1103404,1133900,6652963,7302948,239323,235203,2523087,2635109,24322906,23470879,21722520,20876959,1043715,1094990,662684,604890,219178,220207,83851,77300,590958,596533
7,2008,1,20271127,10356944,9914183,7641599,7281804,1531678,1488263,154529,149455,477333,461066,29016,28236,522789,505359,7789758,7449295,5413403,5143176,1395961,1357088,88888,87173,449661,435008,19281,18691,422564,408159,2567186,2464888,2228196,2138628,135717,131175,65641,62282,27672,26058,9735,9545,100225,97200
7,2008,2,19929602,10181114,9748488,7618944,7245489,1506902,1463565,148290,142959,449247,450343,26343,25073,431388,421059,7914446,7574962,5623732,5335172,1402637,1362544,87728,84318,427174,429257,18533,17494,354642,346177,2266668,2173526,1995212,1910317,104265,101021,60562,58641,22073,21086,7810,7579,76746,74882
7,2008,3,20706655,10598181,10108474,7951662,7541137,1638861,1585294,154441,150966,450391,438871,27025,25329,375801,366877,8393911,7997315,6009496,5685475,1533552,1483394,94158,91019,429405,418417,19347,18172,307953,300838,2204270,2111159,1942166,1855662,105309,101900,60283,59947,20986,20454,7678,7157,67848,66039
7,2008,4,22210880,11405732,10805148,8549048,8048516,1834806,1774847,172550,160914,492466,465195,29188,27787,327674,327889,9170852,8745056,6575859,6237221,1728203,1672562,107054,102272,471268,444635,21153,20225,267315,268141,2234880,2060092,1973189,1811295,106603,102285,65496,58642,21198,20560,8035,7562,60359,59748
7,2008,5,21180612,10841046,10339566,8301635,7803128,1546291,1561768,160801,142709,550462,541126,32680,28894,249177,261941,8635045,8437301,6343104,6128131,1448484,1465246,92786,89540,529987,521243,23389,21653,197295,211488,2206001,1902265,1958531,1674997,97807,96522,68015,53169,20475,19883,9291,7241,51882,50453
7,2008,6,20902668,10509136,10393532,8132231,7824868,1385070,1511804,146056,133115,602304,663268,32273,29400,211202,231077,8264899,8416999,6130338,6079174,1288865,1410956,80036,79686,581376,643704,22707,21963,161577,181516,2244237,1976533,2001893,1745694,96205,100848,66020,53429,20928,19564,9566,7437,49625,49561
7,2008,7,19304805,9678926,9625879,7522239,7244590,1227530,1376903,129418,123606,597144,664758,27169,25007,175426,191015,7615326,7727586,5667522,5556957,1146649,1286351,71343,71959,578962,646827,19409,18298,131441,147194,2063600,1898293,1854717,1687633,80881,90552,58075,51647,18182,17931,7760,6709,43985,43821
7,2008,8,20817463,10379654,10437809,8164257,7980099,1298244,1461628,126598,123384,608319,676125,23847,23063,158389,173510,8477241,8636542,6441340,6364178,1228266,1382148,73683,75361,592154,659477,17743,17358,124055,138020,1902413,1801267,1722917,1615921,69978,79480,52915,48023,16165,16648,6104,5705,34334,35490
7,2008,9,21375023,10617099,10757924,8476010,8380431,1328156,1490355,122824,122209,527962,590772,22041,21637,140106,152520,8939859,9158577,6955888,6940626,1265608,1421652,76121,80605,514112,576522,16702,16565,111428,122607,1677240,1599347,1520122,1439805,62548,68703,46703,41604,13850,14250,5339,5072,28678,29913
7,2008,10,22820973,11263990,11556983,9146342,9188763,1352457,1522235,119228,121727,489074,554682,20411,20406,136478,149170,9849480,10167748,7863574,7937264,1299220,1462085,80898,86543,477386,542386,16276,16359,112126,123111,1414510,1389235,1282768,1251499,53237,60150,38330,35184,11688,12296,4135,4047,24352,26059
7,2008,11,21639474,10598921,11040553,8708223,8887516,1217956,1389578,102427,107116,436262,511997,16552,16975,117501,127371,9503392,9922121,7716613,7878192,1174666,1341256,72732,79770,427425,502240,13550,13923,98406,106740,1095529,1118432,991610,1009324,43290,48322,29695,27346,8837,9757,3002,3052,19095,20631
7,2008,12,18814568,9112330,9702238,7603692,7919868,963484,1142940,78377,83239,365015,444535,12632,13106,89130,98550,8308588,8837395,6871090,7133014,932630,1107695,58852,64201,358709,437399,10618,11026,76689,84060,803742,864843,732602,786854,30854,35245,19525,19038,6306,7136,2014,2080,12441,14490
7,2008,13,15342495,7362970,7979525,6286663,6678628,673051,828709,56855,60079,272769,329788,9212,9524,64420,72797,6797418,7336714,5768179,6089368,652437,803801,44204,47531,268770,324877,7868,8096,55960,63041,565552,642811,518484,589260,20614,24908,12651,12548,3999,4911,1344,1428,8460,9756
7,2008,14,11594347,5446439,6147908,4679659,5184734,477969,627484,38174,41627,201127,237296,6023,6488,43487,50279,5058566,5676993,4321917,4750784,463952,609432,30618,33495,198377,233962,5242,5529,38460,43791,387873,470915,357742,433950,14017,18052,7556,8132,2750,3334,781,959,5027,6488
7,2008,15,8911332,4054996,4856336,3504886,4115176,345268,488304,24954,29857,146227,181929,3987,4706,29674,36364,3773236,4490112,3243728,3776575,335333,474667,20077,23781,144439,179488,3452,3959,26207,31642,281760,366224,261158,338601,9935,13637,4877,6076,1788,2441,535,747,3467,4722
7,2008,16,7345743,3167246,4178497,2797866,3610408,232852,377098,15737,20912,98299,139350,2535,3098,19957,27631,2967410,3897329,2611165,3349007,226556,367192,12536,16558,97178,137513,2165,2667,17810,24392,199836,281168,186701,261401,6296,9906,3201,4354,1121,1837,370,431,2147,3239
7,2008,17,5730359,2252413,3477946,2023601,3071208,143704,275549,9137,13699,62053,95227,1363,2076,12555,20187,2126823,3284155,1905702,2890537,140064,268860,7250,10940,61368,94064,1178,1773,11261,17981,125590,193791,117899,180671,3640,6689,1887,2759,685,1163,185,303,1294,2206
7,2008,18,3449778,1196796,2252982,1083139,2018134,70361,163224,4044,7432,32308,51251,574,1126,6370,11815,1137365,2149394,1027475,1921559,68586,159581,3167,6012,31978,50635,457,967,5702,10640,59431,103588,55664,96575,1775,3643,877,1420,330,616,117,159,668,1175
7,2008,19,1355592,385502,970090,349931,874107,21680,68466,1244,2814,10483,19625,222,397,1942,4681,367913,931124,333506,837719,21116,67061,977,2345,10383,19419,189,342,1742,4238,17589,38966,16425,36388,564,1405,267,469,100,206,33,55,200,443
7,2008,20,340954,72465,268489,63280,238533,5795,22617,326,818,2555,5088,59,144,450,1289,68265,256927,59420,227831,5659,22155,240,669,2522,5023,48,119,376,1130,4200,11562,3860,10702,136,462,86,149,33,65,11,25,74,159
7,2008,21,49516,8051,41465,6225,34745,1256,5412,78,153,341,863,22,31,129,261,7252,39491,5561,32963,1212,5327,56,122,329,852,16,24,78,203,799,1974,664,1782,44,85,22,31,12,11,6,7,51,58
7,2009,0,306771529,150807454,155964075,119242290,121792109,19033988,20868282,1835413,1801353,7071165,7762568,334459,323524,3290139,3416239,125743410,131700630,96967512,100307037,17938016,19718576,1110569,1141839,6835430,7526044,245873,241715,2646010,2765419,25064044,24263445,22274778,21485072,1095972,1149706,724844,659514,235735,236524,88586,81809,644129,650820
7,2009,1,20244518,10342089,9902429,7570648,7215138,1547746,1505021,162509,157187,482030,464361,29684,28850,549472,531872,7739808,7403892,5330200,5064849,1406764,1368949,89091,87395,453049,437032,19667,19007,441037,426660,2602281,2498537,2240448,2150289,140982,136072,73418,69792,28981,27329,10017,9843,108435,105212
7,2009,2,20182499,10307755,9874744,7680139,7308357,1516377,1472231,155838,150667,470165,470755,27440,26221,457796,446513,7938777,7600808,5607223,5321498,1405054,1364444,88721,85243,446055,447903,19158,18158,372566,363562,2368978,2273936,2072916,1986859,111323,107787,67117,65424,24110,22852,8282,8063,85230,82951
7,2009,3,20660564,10571832,10088732,7913786,7508106,1614583,1561178,158180,153585,457232,449797,27569,25687,400482,390379,8314782,7926571,5935217,5616501,1505464,1455759,93082,89849,434882,427863,19564,18217,326573,318382,2257050,2162161,1978569,1891605,109119,105419,65098,63736,22350,21934,8005,7470,73909,71997
7,2009,4,22192810,11388239,10804571,8495123,8009760,1837072,1777229,175059,163740,504124,476849,30210,28755,346651,348238,9082059,8663735,6468536,6136848,1724470,1668594,105257,100057,481294,454551,21644,20774,280858,282911,2306180,2140836,2026587,1872912,112602,108635,69802,63683,22830,22298,8566,7981,65793,65327
7,2009,5,21384122,10924709,10459413,8322388,7850425,1573689,1598630,164809,146881,567032,555701,33847,30159,262944,277617,8671833,8498780,6334797,6135350,1469569,1495053,92343,89449,544714,534123,23958,22326,206452,222479,2252876,1960633,1987591,1715075,104120,103577,72466,57432,22318,21578,9889,7833,56492,55138
7,2009,6,21078228,10611357,10466871,8193426,7867738,1399967,1516208,152495,139134,608198,668959,33011,29988,224260,244844,8341963,8451661,6180202,6095811,1300853,1412670,80974,81339,586201,648331,23151,22124,170582,191386,2269394,2015210,2013224,1771927,99114,103538,71521,57795,21997,20628,9860,7864,53678,53458
7,2009,7,19645114,9844555,9800559,7627484,7353889,1263820,1410885,136530,128278,599340,675310,28373,26247,189008,205950,7737282,7857923,5745717,5635738,1178076,1315694,72735,73044,579564,655977,20063,19124,141127,158346,2107273,1942636,1881767,1718151,85744,95191,63795,55234,19776,19333,8310,7123,47881,47604
7,2009,8,20507796,10215627,10292169,7983174,7813060,1289663,1453235,130709,126019,622274,694737,24619,23634,165188,181484,8268291,8437964,6226724,6154128,1217445,1371114,72794,74802,604831,677092,18132,17619,128365,143209,1947336,1854205,1756450,1658932,72218,82121,57915,51217,17443,17645,6487,6015,36823,38275
7,2009,9,20980015,10430574,10549441,8291079,8178369,1305071,1459284,125015,122057,542645,609932,22318,21942,144446,157857,8711143,8911440,6737919,6708130,1240813,1388327,74333,77875,527843,594705,16696,16683,113539,125720,1719431,1638001,1553160,1470239,64258,70957,50682,44182,14802,15227,5622,5259,30907,32137
7,2009,10,22862245,11285671,11576574,9123753,9163143,1366454,1535624,124181,125850,508225,575981,21230,21357,141828,154619,9801857,10120219,7782526,7855208,1309907,1472102,81650,87000,495707,562733,16797,16942,115270,126234,1483814,1456355,1341227,1307935,56547,63522,42531,38850,12518,13248,4433,4415,26558,28385
7,2009,11,22004843,10783563,11221280,8826338,8999780,1257553,1429550,107238,111970,451233,528224,17540,17671,123661,134085,9626442,10042449,7781756,7939215,1211921,1378313,74191,81413,441548,517671,14224,14410,102802,111427,1157121,1178831,1044582,1060565,45632,51237,33047,30557,9685,10553,3316,3261,20859,22658
7,2009,12,19280603,9334386,9946217,7764066,8093748,1001296,1185038,82500,87739,379194,461916,13159,13816,94171,103960,8484604,9032083,6992204,7264612,968258,1147456,60481,66430,372264,454061,11040,11567,80357,87957,849782,914134,771862,829136,33038,37582,22019,21309,6930,7855,2119,2249,13814,16003
7,2009,13,16124997,7741673,8383324,6582651,6981929,723307,888346,61187,64745,294991,360229,9954,10305,69583,77770,7133218,7697143,6026705,6355416,700777,861058,46770,50383,290466,354768,8448,8724,60052,66794,608455,686181,555946,626513,22530,27288,14417,14362,4525,5461,1506,1581,9531,10976
7,2009,14,12092377,5684499,6407878,4881640,5397915,498004,651888,40541,44225,211966,252711,6332,6833,46016,54306,5274930,5909246,4504905,4939617,483087,632907,32020,35024,208998,249012,5500,5823,40420,46863,409569,498632,376735,458298,14917,18981,8521,9201,2968,3699,832,1010,5596,7443
7,2009,15,9140722,4173443,4967279,3603137,4206498,352806,496233,26488,31485,155645,189910,4172,4934,31195,38219,3877510,4584378,3329516,3853232,342272,481849,21042,24875,153654,187271,3583,4138,27443,33013,295933,382901,273621,353266,10534,14384,5446,6610,1991,2639,589,796,3752,5206
7,2009,16,7295064,3159284,4135780,2779605,3557778,236648,380289,16393,21727,103247,144149,2657,3216,20734,28621,2952706,3846523,2587058,3289554,229997,369953,12921,17017,102016,142173,2276,2754,18438,25072,206578,289257,192547,268224,6651,10336,3472,4710,1231,1976,381,462,2296,3549
7,2009,17,5727711,2272851,3454860,2038539,3039628,145660,277952,9589,14210,64466,100109,1426,2131,13171,20830,2140287,3250876,1914424,2849884,141767,270841,7441,11133,63731,98825,1225,1802,11699,18391,132564,203984,124115,189744,3893,7111,2148,3077,735,1284,201,329,1472,2439
7,2009,18,3561170,1244381,2316789,1124318,2070891,73627,168895,4362,7868,34632,55416,612,1190,6830,12529,1179418,2205181,1063498,1966939,71716,165026,3380,6253,34248,54735,491,1027,6085,11201,64963,111608,60820,103952,1911,3869,982,1615,384,681,121,163,745,1328
7,2009,19,1397519,404624,992895,366243,892408,23337,71261,1365,2924,11381,20984,226,415,2072,4903,385590,951915,348555,854222,22702,69763,1031,2407,11264,20763,189,355,1849,4405,19034,40980,17688,38186,635,1498,334,517,117,221,37,60,223,498
7,2009,20,357910,78004,279906,68235,247980,6106,23900,331,887,2783,5633,58,141,491,1365,73414,267553,64014,236578,5951,23391,242,716,2749,5559,50,117,408,1192,4590,12353,4221,11402,155,509,89,171,34,74,8,24,83,173
7,2009,21,50702,8338,42364,6518,35569,1202,5405,94,175,362,905,22,32,140,278,7496,40290,5816,33707,1153,5313,70,135,352,896,17,24,88,215,842,2074,702,1862,49,92,24,40,10,9,5,8,52,63
4,2010,0,308745538,151781326,156964212,119698920,122238141,19205040,21045595,1889695,1849811,7218477,7941039,342904,331721,3426290,3557905,126162526,132105418,97017621,100301335,18068911,19853611,1115756,1147502,6969823,7691693,250698,246518,2739717,2864759,25618800,24858794,22681299,21936806,1136129,1191984,773939,702309,248654,249346,92206,85203,686573,693146
4,2010,1,20201362,10319427,9881935,7521423,7169084,1548953,1506311,167969,162170,482729,464814,29961,29129,568392,550427,7710080,7376794,5284563,5022455,1409024,1371293,88950,87021,453183,436985,19862,19215,454498,439825,2609347,2505141,2236860,2146629,139929,135018,79019,75149,29546,27829,10099,9914,113894,110602
4,2010,2,20348657,10389638,9959019,7705715,7338075,1529212,1483489,162839,157925,485353,486737,28539,27196,477980,465597,7946995,7610891,5584073,5301203,1408025,1366067,89825,86615,459460,462116,19778,18684,385834,376206,2442643,2348128,2121642,2036872,121187,117422,73014,71310,25893,24621,8761,8512,92146,89391
4,2010,3,20677194,10579862,10097332,7901832,7497140,1603746,1550700,161871,156012,464836,457651,27910,26187,419667,409642,8267518,7884434,5882064,5567323,1491201,1442038,92771,89431,441164,434569,19749,18455,340569,332618,2312344,2212898,2019768,1929817,112545,108662,69100,66581,23672,23082,8161,7732,79098,77024
4,2010,4,22040343,11303666,10736677,8408391,7937864,1816259,1756659,175499,164230,512485,486242,30803,29132,360229,362550,8957593,8550595,6354719,6031804,1699866,1644738,102464,97325,488446,462710,21801,20807,290297,293211,2346073,2186082,2053672,1906060,116393,111921,73035,66905,24039,23532,9002,8325,69932,69339
4,2010,5,21585999,11014176,10571823,8350986,7894693,1604113,1635676,168049,150658,580878,568309,35012,31349,275138,291138,8711879,8551845,6329497,6137211,1493950,1525023,92249,89536,557102,545217,24582,23043,214499,231815,2302297,2019978,2021489,1757482,110163,110653,75800,61122,23776,23092,10430,8306,60639,59323
4,2010,6,21101849,10635591,10466258,8202631,7857872,1400211,1511200,156638,143232,608926,669727,33300,30233,233885,253994,8359457,8431921,6191526,6076369,1299698,1405690,81671,81805,586156,648309,23246,22090,177160,197658,2276134,2034337,2011105,1781503,100513,105510,74967,61427,22770,21418,10054,8143,56725,56336
4,2010,7,19962099,9996500,9965599,7722466,7461564,1300313,1442786,142673,132551,601578,682350,29130,27176,200340,219172,7853450,7984166,5818437,5715135,1210569,1344412,74074,74627,580524,661829,20498,19735,149348,168428,2143050,1981433,1904029,1746429,89744,98374,68599,57924,21054,20521,8632,7441,50992,50744
4,2010,8,20179642,10042022,10137620,7813703,7659196,1271729,1434691,133695,127541,628225,705281,25112,23952,169558,186959,8071270,8252032,6041846,5975676,1198361,1351078,71916,73930,610013,686936,18291,17743,130843,146669,1970752,1885588,1771857,1683520,73368,83613,61779,53611,18212,18345,6821,6209,38715,40290
4,2010,9,20890964,10393977,10496987,8234026,8107290,1301039,1450544,127701,123223,558166,629688,22972,22330,150073,163912,8630324,8818240,6645458,6604224,1234570,1377043,73607,76692,542480,613604,17091,16907,117118,129770,1763653,1678747,1588568,1503066,66469,73501,54094,46531,15686,16084,5881,5423,32955,34142
4,2010,10,22708591,11209085,11499506,9030996,9071931,1367345,1533878,126937,127665,517871,586815,21529,21755,144407,157462,9684116,10002401,7656331,7730287,1308933,1468338,81141,86292,504636,572949,16849,17115,116226,127420,1524969,1497105,1374665,1341644,58412,65540,45796,41373,13235,13866,4680,4640,28181,30042
4,2010,11,22298125,10933274,11364851,8921642,9086671,1290098,1463073,111339,116265,463406,540975,18392,18453,128397,139414,9722327,10134344,7830406,7982219,1242326,1409410,75565,82989,453011,529740,14852,14954,106167,115032,1210947,1230507,1091236,1104452,47772,53663,35774,33276,10395,11235,3540,3499,22230,24382
4,2010,12,19664805,9523648,10141157,7905694,8237780,1030244,1215926,85902,91203,389362,473660,13594,14337,98852,108251,8634500,9188873,7100039,7376139,995521,1176456,61812,68033,382017,465276,11341,11934,83770,91035,889148,952284,805655,861641,34723,39470,24090,23170,7345,8384,2253,2403,15082,17216
4,2010,13,16817924,8077500,8740424,6841051,7247819,771632,943572,65082,68604,315688,387384,10588,10890,73459,82155,7431939,8013600,6252816,6585950,747245,914170,49097,52813,310740,381351,8964,9239,63077,70077,645561,726824,588235,661869,24387,29402,15985,15791,4948,6033,1624,1651,10382,12078
4,2010,14,12435263,5852547,6582716,5023639,5540089,512310,668427,42317,46368,219379,263910,6594,7142,48308,56780,5423645,6063042,4629950,5063479,496772,648553,32936,36177,216164,259949,5715,6061,42108,48823,428902,519674,393689,476610,15538,19874,9381,10191,3215,3961,879,1081,6200,7957
4,2010,15,9278166,4243972,5034194,3656614,4253820,359671,505296,27696,32582,163134,197531,4296,5094,32561,39871,3938210,4639814,3374616,3890710,348684,490377,21783,25561,161001,194695,3668,4264,28458,34207,305762,394380,281998,363110,10987,14919,5913,7021,2133,2836,628,830,4103,5664
4,2010,16,7317795,3182388,4135407,2792505,3548247,241147,384108,16970,22525,107559,147757,2743,3352,21464,29418,2969048,3837939,2594032,3272946,234235,373364,13270,17476,106209,145710,2363,2857,18939,25586,213340,297468,198473,275301,6912,10744,3700,5049,1350,2047,380,495,2525,3832
4,2010,17,5743327,2294374,3448953,2053646,3024865,148567,281459,10001,14675,67047,104346,1491,2190,13622,21418,2155328,3236511,1923684,2827468,144373,274042,7700,11384,66269,102971,1277,1848,12025,18798,139046,212442,129962,197397,4194,7417,2301,3291,778,1375,214,342,1597,2620
4,2010,18,3620459,1273867,2346592,1149704,2094073,75669,171962,4616,8182,36139,58267,630,1230,7109,12878,1205456,2229575,1085724,1985164,73664,167930,3514,6408,35708,57514,514,1062,6332,11497,68411,117017,63980,108909,2005,4032,1102,1774,431,753,116,168,777,1381
4,2010,19,1448366,424387,1023979,382672,917186,25456,75501,1441,3106,12390,22622,227,418,2201,5146,403691,980146,363423,876410,24788,73881,1079,2513,12266,22377,191,357,1944,4608,20696,43833,19249,40776,668,1620,362,593,124,245,36,61,257,538
4,2010,20,371244,82263,288981,72246,255557,6164,24925,349,921,2940,6014,60,145,504,1419,77445,276235,67835,243790,5998,24405,250,738,2898,5936,50,125,414,1241,4818,12746,4411,11767,166,520,99,183,42,78,10,20,90,178
4,2010,21,53364,9162,44202,7338,37325,1162,5412,111,173,386,959,21,31,144,302,8255,42020,6582,35373,1108,5303,82,136,376,950,16,23,91,235,907,2182,756,1952,54,109,29,37,10,9,5,8,53,67
