month,year,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
7,2002,10,21252288,10466497,10785791,8683634,8758985,1177809,1346426,92243,96775,395957,456967,14869,15140,101985,111498,9445199,9768306,7742685,7826069,1139748,1304181,72100,78519,389164,449539,12452,12614,89050,97384,1021298,1017485,940949,932916,38061,42245,20143,18256,6793,7428,2417,2526,12935,14114
7,2002,11,18739906,9168094,9571812,7698600,7867581,963434,1123954,74986,78629,337499,399123,12158,12204,81417,90321,8400562,8774945,6990660,7134466,934717,1092019,60996,65132,332431,393478,10269,10405,71489,79445,767532,796867,707940,733115,28717,31935,13990,13497,5068,5645,1889,1799,9928,10876
7,2002,12,15143067,7341077,7801990,6300091,6574388,673892,811373,54181,56851,244223,282636,8529,8785,60161,67957,6801289,7210394,5798886,6025972,654901,789208,45163,47898,240998,278882,7385,7533,53956,60901,539788,591596,501205,548416,18991,22165,9018,8953,3225,3754,1144,1252,6205,7056
7,2002,13,11560265,5508597,6051668,4729089,5106015,505652,638656,38208,40656,187215,212982,6186,6477,42247,46882,5124090,5609104,4370344,4693593,492312,622325,32561,34866,185062,210397,5398,5598,38413,42325,384507,442564,358745,412422,13340,16331,5647,5790,2153,2585,788,879,3834,4557
7,2002,14,9638481,4474667,5163814,3869446,4380845,402469,537703,26873,30690,140703,173947,4404,4785,30772,35844,4182474,4802971,3595907,4043885,392499,524460,22950,26134,139169,171946,3894,4154,28055,32392,292193,360843,273539,336960,9970,13243,3923,4556,1534,2001,510,631,2717,3452
7,2002,15,8750054,3897210,4852844,3445689,4206251,302900,447845,18626,22955,104057,143070,3079,3585,22859,29138,3671877,4556392,3233371,3928136,295981,437706,15874,19472,103033,141494,2698,3079,20920,26505,225333,296452,212318,278115,6919,10139,2752,3483,1024,1576,381,506,1939,2633
7,2002,16,7470461,3101769,4368692,2778590,3858362,217740,363056,12113,16780,75595,104656,1836,2594,15895,23244,2948369,4152096,2633463,3654683,213354,355835,10371,14357,74914,103568,1592,2275,14675,21378,153400,216596,145127,203679,4386,7221,1742,2423,681,1088,244,319,1220,1866
7,2002,17,5294403,1998991,3295412,1811538,2958260,125864,245906,6661,10669,44613,63384,1014,1503,9301,15690,1914964,3161140,1732127,2832065,123409,241219,5677,9279,44279,62766,854,1301,8618,14510,84027,134272,79411,126195,2455,4687,984,1390,334,618,160,202,683,1180
7,2002,18,2886374,931697,1954677,848954,1767923,55303,139724,2780,5585,19835,31673,489,803,4336,8969,895904,1884989,815215,1702303,54230,137362,2393,4924,19652,31368,403,686,4011,8346,35793,69688,33739,65620,1073,2362,387,661,183,305,86,117,325,623
7,2002,19,1149716,295083,854633,265606,774689,19526,62184,1080,2386,7211,11448,193,351,1467,3575,281849,824211,253145,746038,19155,61105,916,2120,7119,11330,164,296,1350,3322,13234,30422,12461,28651,371,1079,164,266,92,118,29,55,117,253
7,2002,20,285775,56387,229388,48555,205301,5543,19353,244,624,1620,3095,53,105,372,910,53113,221094,45517,197486,5440,19086,195,553,1596,3054,45,91,320,824,3274,8294,3038,7815,103,267,49,71,24,41,8,14,52,86
7,2002,21,46943,8195,38748,6052,32053,1604,5511,86,165,286,726,30,44,137,249,7407,37058,5377,30535,1567,5432,68,140,274,716,26,35,95,200,788,1690,675,1518,37,79,18,25,12,10,4,9,42,49
7,2003,0,290107933,142428897,147679036,114897973,117819218,17631747,19434349,1476657,1470918,5825262,6274263,267434,258956,2329824,2421332,121910556,128147948,96155748,100077012,16839027,18599224,1062183,1089944,5677382,6123659,205842,202190,1970374,2055919,20518341,19531088,18742225,17742206,792720,835125,414474,380974,147880,150604,61592,56766,359450,365413
7,2003,1,19592446,10013119,9579327,7600078,7235472,1464626,1423795,125720,121888,411208,400808,23764,22819,387723,374545,7841804,7496707,5639510,5356717,1378866,1340955,85951,83513,393206,383584,16902,16124,327369,315814,2171315,2082620,1960568,1878755,85760,82840,39769,38375,18002,17224,6862,6695,60354,58731
7,2003,2,19620851,10039604,9581247,7635513,7242907,1549841,1502638,127918,122995,387456,382659,22968,21787,315908,308261,8108465,7734898,5900153,5585874,1461609,1417203,89222,85982,371293,367019,16449,15629,269739,263191,1931139,1846349,1735360,1657033,88232,85435,38696,37013,16163,15640,6519,6158,46169,45070
7,2003,3,21415353,10970478,10444875,8343218,7906415,1767324,1711713,147527,144929,407140,384046,24524,23330,280745,274442,9053721,8611054,6618054,6259957,1680571,1627557,106488,103943,391978,369439,18423,17523,238207,232635,1916757,1833821,1725164,1646458,86753,84156,41039,40986,15162,14607,6101,5807,42538,41807
7,2003,4,20797166,10710599,10086567,8271557,7732673,1610333,1559274,148472,137210,421073,400483,24337,22533,234827,234394,8879042,8446572,6614397,6256800,1535385,1487606,104594,98957,407538,387230,18603,17316,198525,198663,1831557,1639995,1657160,1475873,74948,71668,43878,38253,13535,13253,5734,5217,36302,35731
7,2003,5,20591688,10497965,10093723,8177688,7737584,1471603,1512955,135303,121090,495678,496568,27943,25325,189750,200201,8431655,8375813,6291610,6183261,1391741,1434821,89678,86911,480797,482461,20547,19801,157282,168558,2066310,1717910,1886078,1554323,79862,78134,45625,34179,14881,14107,7396,5524,32468,31643
7,2003,6,18771585,9464481,9307104,7441146,7104917,1204428,1345328,113610,105453,535026,570971,25825,23187,144446,157248,7476092,7595846,5615789,5554151,1132460,1266944,72698,72423,521180,557449,18917,17740,115048,127139,1988389,1711258,1825357,1550766,71968,78384,40912,33030,13846,13522,6908,5447,29398,30109
7,2003,7,20472210,10278392,10193818,8164476,7878282,1277350,1437061,111161,109307,565043,601056,22544,21257,137818,146855,8424380,8528498,6456294,6365600,1212561,1363099,75065,75620,552421,588079,17066,16320,110973,119780,1854012,1665320,1708182,1512682,64789,73962,36096,33687,12622,12977,5478,4937,26845,27075
7,2003,8,21264159,10604058,10660101,8541128,8374454,1313584,1483319,110191,112244,496487,537130,20249,20087,122419,132867,8969222,9148285,7034887,6996997,1255495,1419788,77020,80211,485747,525782,15725,15726,100348,109781,1634836,1511816,1506241,1377457,58089,63531,33171,32033,10740,11348,4524,4361,22071,23086
7,2003,9,22890047,11343445,11546602,9278446,9238666,1354098,1533534,110350,114079,459302,508393,19307,19133,121942,132797,9948513,10213061,7992913,8019990,1304776,1478499,81574,87427,449679,498155,15570,15474,104001,113516,1394932,1333541,1285533,1218676,49322,55035,28776,26652,9623,10238,3737,3659,17941,19281
7,2003,10,21722676,10705411,11017265,8848634,8916101,1221777,1390758,97190,101280,413729,475037,15807,15801,108274,118288,9622082,9942597,7853181,7933781,1181506,1345667,74469,80777,406253,466928,13147,13096,93526,102348,1083329,1074668,995453,982320,40271,45091,22721,20503,7476,8109,2660,2705,14748,15940
7,2003,11,19097278,9337624,9759654,7808304,7987045,998868,1163988,78428,82554,352719,417727,12737,13013,86568,95327,8526526,8918316,7062777,7215859,967994,1129688,62525,67252,347185,411479,10690,11048,75355,82990,811098,841338,745527,771186,30874,34300,15903,15302,5534,6248,2047,1965,11213,12337
7,2003,12,15814557,7672601,8141956,6555669,6826576,718656,859694,58301,61135,265916,311808,9220,9423,64839,73320,7090482,7507136,6016801,6239608,698002,835745,47859,50976,262221,307628,7945,8020,57654,65159,582119,634820,538868,586968,20654,23949,10442,10159,3695,4180,1275,1403,7185,8161
7,2003,13,12194388,5816925,6377463,5000726,5387570,526421,663665,40634,43208,197177,225782,6569,6767,45398,50471,5412226,5910498,4624086,4953342,512186,646380,34273,36704,194851,222903,5729,5851,41101,45318,404699,466965,376640,434228,14235,17285,6361,6504,2326,2879,840,916,4297,5153
7,2003,14,9830796,4577090,5253706,3948960,4449531,412333,547712,28484,32119,150190,181592,4630,5135,32493,37617,4269878,4876512,3661998,4098177,401717,533671,24138,27021,148499,179418,4083,4450,29443,33775,307212,377194,286962,351354,10616,14041,4346,5098,1691,2174,547,685,3050,3842
7,2003,15,8670119,3875623,4794496,3411295,4134859,308805,452678,19419,23921,109238,149353,3236,3718,23630,29967,3644163,4489440,3193886,3849297,301434,442110,16396,20127,108126,147677,2817,3180,21504,27049,231460,305056,217409,285562,7371,10568,3023,3794,1112,1676,419,538,2126,2918
7,2003,16,7497842,3131860,4365982,2802190,3843453,219825,367229,12642,17353,78626,111221,1939,2677,16638,24049,2970566,4136787,2649844,3628371,215177,359473,10710,14655,77870,110002,1695,2341,15270,21945,161294,229195,152346,215082,4648,7756,1932,2698,756,1219,244,336,1368,2104
7,2003,17,5398596,2051421,3347175,1855112,2997464,129853,251790,6995,11174,48549,68649,1051,1594,9861,16504,1959592,3203467,1768384,2862543,127205,246821,5890,9586,48155,67971,878,1372,9080,15174,91829,143708,86728,134921,2648,4969,1105,1588,394,678,173,222,781,1330
7,2003,18,2952567,967279,1985288,882649,1795938,55646,139406,2884,5748,21068,34180,519,864,4513,9152,929118,1912523,846702,1727498,54508,136895,2454,5032,20873,33843,430,758,4151,8497,38161,72765,35947,68440,1138,2511,430,716,195,337,89,106,362,655
7,2003,19,1175910,305514,870396,275737,787565,19318,63384,1118,2453,7625,12813,188,351,1528,3830,291733,838017,262786,757102,18913,62242,935,2149,7540,12691,161,294,1398,3539,13781,32379,12951,30463,405,1142,183,304,85,122,27,57,130,291
7,2003,20,291094,57627,233467,49741,209605,5509,18925,231,627,1719,3236,51,118,376,956,54287,224825,46644,201500,5415,18642,180,550,1687,3180,43,97,318,856,3340,8642,3097,8105,94,283,51,77,32,56,8,21,58,100
7,2003,21,46605,7781,38824,5706,32141,1549,5503,79,151,293,751,26,37,128,241,7009,37096,5052,30587,1506,5418,64,128,283,741,22,30,82,192,772,1728,654,1554,43,85,15,23,10,10,4,7,46,49
7,2004,0,292805298,143828012,148977286,115664854,118455593,17856753,19653829,1526559,1517958,6029141,6513599,278261,269056,2472444,2567251,122592198,128711725,96345151,100116610,17022156,18775443,1070779,1098580,5868951,6351039,212582,208599,2072579,2161454,21235814,20265561,19319703,18338983,834597,878386,455780,419378,160190,162560,65679,60457,399865,405797
7,2004,1,19785885,10110494,9675391,7646725,7284718,1465970,1425260,129191,125475,430980,417694,24816,23981,412812,398263,7845202,7501358,5609118,5330661,1375767,1338173,86099,83801,411333,399042,17453,16755,345432,332926,2265292,2174033,2037607,1954057,90203,87087,43092,41674,19647,18652,7363,7226,67380,65337
7,2004,2,19454237,9951006,9503231,7554576,7168002,1518007,1471416,129333,123798,390517,390892,23255,21901,335318,327222,7995895,7633665,5806225,5498295,1427258,1383724,87503,84116,373429,374274,16469,15491,285011,277765,1955111,1869566,1748351,1669707,90749,87692,41830,39682,17088,16618,6786,6410,50307,49457
7,2004,3,21411680,10967974,10443706,8310173,7874073,1769479,1714006,149520,147094,415300,392640,25286,24078,298216,291815,8972581,8533249,6520483,6165778,1678093,1624803,105068,102310,399038,376816,18825,17979,251074,245563,1995393,1910457,1789690,1708295,91386,89203,44452,44784,16262,15824,6461,6099,47142,46252
7,2004,4,21102552,10859759,10242793,8341074,7810873,1654836,1604653,153985,142123,433574,411060,24936,23393,251354,250691,8967624,8538588,6638507,6284925,1574832,1528202,105780,100045,418768,396723,18882,17787,210855,210906,1892135,1704205,1702567,1525948,80004,76451,48205,42078,14806,14337,6054,5606,40499,39785
7,2004,5,20845560,10654919,10190641,8271006,7795633,1500859,1521961,141553,126475,509494,507403,29061,25993,202946,213176,8554448,8433143,6363402,6211662,1417757,1441646,91447,89022,493697,492423,21309,20167,166836,178223,2100471,1757498,1907604,1583971,83102,80315,50106,37453,15797,14980,7752,5826,36110,34953
7,2004,6,19107055,9627975,9479080,7546261,7209843,1234941,1377154,118876,109578,544727,588140,27523,24634,155647,169731,7587988,7721588,5684896,5626938,1157711,1293624,73583,72908,529477,573465,19962,18777,122359,135876,2039987,1757492,1861365,1582905,77230,83530,45293,36670,15250,14675,7561,5857,33288,33855
7,2004,7,20159501,10118356,10041145,7988955,7705227,1266947,1427670,113516,112068,580971,620070,23415,21860,144552,154250,8218897,8321983,6246008,6150108,1199469,1350217,73926,74784,567299,606251,17545,16609,114650,124014,1899459,1719162,1742947,1555119,67478,77453,39590,37284,13672,13819,5870,5251,29902,30236
7,2004,8,20874649,10421329,10453320,8361161,8173326,1289803,1452072,111211,112503,511838,556939,20517,20405,126799,138075,8746361,8900547,6822921,6763760,1229923,1386169,75086,77266,500294,544782,15752,15873,102385,112697,1674968,1552773,1538240,1409566,59880,65903,36125,35237,11544,12157,4765,4532,24414,25378
7,2004,9,22925626,11363212,11562414,9256910,9211457,1366809,1546800,114364,117404,477872,528515,20165,20030,127092,138208,9897918,10161370,7910642,7934495,1314342,1488699,82181,87905,467489,517421,16143,16019,107121,116831,1465294,1401044,1346268,1276962,52467,58101,32183,29499,10383,11094,4022,4011,19971,21377
7,2004,10,22065262,10880756,11184506,8961675,9019856,1258160,1427260,101375,105436,428311,490389,16781,16477,114454,125088,9735181,10051446,7911586,7987118,1215725,1379411,75994,82432,420094,481570,13842,13585,97940,107330,1145575,1133060,1050089,1032738,42435,47849,25381,23004,8217,8819,2939,2892,16514,17758
7,2004,11,19564668,9565045,9999623,7972215,8156626,1037972,1206529,82552,87069,367195,434823,13357,13784,91754,100792,8704826,9109317,7184368,7343162,1004675,1169718,64436,69787,361061,427894,11169,11655,79117,87101,860219,890306,787847,813464,33297,36811,18116,17282,6134,6929,2188,2129,12637,13691
7,2004,12,16607176,8059227,8547949,6856545,7130241,771701,920637,62636,65856,288213,342255,9970,10192,70162,78768,7432591,7868927,6278192,6504738,749108,894385,50703,54189,284021,337608,8548,8632,62019,69375,626636,679022,578353,625503,22593,26252,11933,11667,4192,4647,1422,1560,8143,9393
7,2004,13,12698128,6060330,6637798,5206628,5601046,547299,688113,43012,45695,208354,241494,6964,7187,48073,54263,5633501,6144011,4810373,5142735,532170,669988,35823,38356,205861,238307,6062,6220,43212,48405,426829,493787,396255,458311,15129,18125,7189,7339,2493,3187,902,967,4861,5858
7,2004,14,10073429,4703011,5370418,4051117,4544486,422251,557408,30182,33776,160404,190023,4864,5387,34193,39338,4380834,4976417,3750876,4178171,410981,542565,25340,28221,158516,187671,4266,4672,30855,35117,322177,394001,300241,366315,11270,14843,4842,5555,1888,2352,598,715,3338,4221
7,2004,15,8594104,3854159,4739945,3377145,4068608,314132,456920,20193,24776,114762,154871,3398,3878,24529,30892,3615842,4426721,3153842,3776088,306360,445923,16911,20681,113543,153078,2974,3289,22212,27662,238317,313224,223303,292520,7772,10997,3282,4095,1219,1793,424,589,2317,3230
7,2004,16,7461399,3140080,4321319,2804742,3789578,221189,369331,13108,17900,81682,117062,2029,2760,17330,24688,2971005,4080637,2645363,3564209,216243,361095,10941,14878,80878,115713,1764,2407,15816,22335,169075,240682,159379,225369,4946,8236,2167,3022,804,1349,265,353,1514,2353
7,2004,17,5528504,2111081,3417423,1907201,3055400,132951,257123,7479,11716,51925,74235,1129,1686,10396,17263,2011305,3262875,1813006,2910387,130109,251830,6255,9915,51480,73483,954,1457,9501,15803,99776,154548,94195,145013,2842,5293,1224,1801,445,752,175,229,895,1460
7,2004,18,2998919,994922,2003997,906863,1810263,57059,140807,3063,5854,22690,36665,533,926,4714,9482,954435,1928193,868839,1739114,55811,138169,2548,5067,22473,36293,440,802,4324,8748,40487,75804,38024,71149,1248,2638,515,787,217,372,93,124,390,734
7,2004,19,1207286,318505,888781,287895,802904,19537,64692,1099,2563,8187,14253,190,352,1597,4017,304012,854597,274273,770804,19106,63472,911,2213,8097,14111,164,297,1461,3700,14493,34184,13622,32100,431,1220,188,350,90,142,26,55,136,317
7,2004,20,293507,58353,235154,50463,211443,5361,18537,238,656,1859,3408,51,119,381,991,54979,226159,47334,203026,5269,18228,187,564,1827,3355,42,99,320,887,3374,8995,3129,8417,92,309,51,92,32,53,9,20,61,104
7,2004,21,46171,7519,38652,5524,31990,1490,5480,73,143,286,768,21,33,125,238,6773,36934,4897,30436,1447,5402,57,120,276,759,17,27,79,190,746,1718,627,1554,43,78,16,23,10,9,4,6,46,48
7,2005,0,295516599,145197078,150319521,116388486,119103091,18079607,19882081,1579417,1568355,6241041,6766622,289165,279639,2619362,2719733,123209018,129283967,96473133,100147850,17195036,18952312,1078657,1107466,6067137,6590707,219066,215114,2175989,2270518,21988060,21035554,19915353,18955241,884571,929769,500760,460889,173904,175915,70099,64525,443373,449215
7,2005,1,19917400,10175595,9741805,7657848,7299570,1473058,1431795,133505,130224,447492,433195,26053,25156,437639,421865,7826093,7484555,5560685,5285978,1372000,1334113,86601,84868,425927,412736,18075,17341,362805,349519,2349502,2257250,2097163,2013592,101058,97682,46904,45356,21565,20459,7978,7815,74834,72346
7,2005,2,19389067,9915167,9473900,7505004,7122186,1499119,1453837,132214,126310,399168,400571,23637,22426,356025,348570,7912516,7560693,5722590,5422103,1405268,1363168,86620,83124,380844,382846,16629,15678,300565,293774,2002651,1913207,1782414,1700083,93851,90669,45594,43186,18324,17725,7008,6748,55460,54796
7,2005,3,21212579,10864197,10348382,8208234,7779176,1742172,1686008,149862,147656,422956,402803,25847,24404,315126,308335,8810322,8381706,6373491,6027770,1647089,1593426,101748,99087,405673,385803,18987,18023,263334,257597,2053875,1966676,1834743,1751406,95083,92582,48114,48569,17283,17000,6860,6381,51792,50738
7,2005,4,21486214,11051425,10434789,8433896,7907398,1713175,1662286,159734,147594,448251,423900,25902,24578,270467,269033,9075792,8644286,6665510,6312192,1626584,1579384,107215,101475,431962,408193,19450,18495,225071,224547,1975633,1790503,1768386,1595206,86591,82902,52519,46119,16289,15707,6452,6083,45396,44486
7,2005,5,20959955,10737149,10222806,8313072,7804592,1512248,1520858,147235,130946,520022,515086,29631,26498,214941,224826,8614133,8435528,6394697,6201348,1426656,1438230,92672,89946,503237,499175,21574,20385,175297,186444,2123016,1787278,1918375,1603244,85592,82628,54563,41000,16785,15911,8057,6113,39644,38382
7,2005,6,19534710,9822166,9712544,7670643,7362530,1273438,1417119,124779,114842,556468,607564,29107,26120,167731,184369,7725269,7899360,5768622,5738308,1190538,1328802,74972,74278,539665,591574,20946,19819,130526,146579,2096897,1813184,1902021,1624222,82900,88317,49807,40564,16803,15990,8161,6301,37205,37790
7,2005,7,19723937,9888783,9835154,7765516,7497439,1242027,1403608,115862,114200,591097,636379,24150,22335,150131,161193,7953483,8069692,5997074,5906845,1172488,1323233,72523,73330,576563,621715,17823,16807,117012,127762,1935300,1765462,1768442,1590594,69539,80375,43339,40870,14534,14664,6327,5528,33119,33431
7,2005,8,20798653,10387033,10411620,8302663,8103077,1281513,1442394,113501,114306,534412,585410,21257,20990,133687,145443,8654090,8801934,6716738,6646791,1218813,1373049,73840,75876,521790,572269,16212,16233,106697,117716,1732943,1609686,1585925,1456286,62700,69345,39661,38430,12622,13141,5045,4757,26990,27727
7,2005,9,22706885,11253162,11453723,9128277,9084172,1365752,1544620,117077,119227,490986,542946,20612,20503,130458,142255,9731599,9998062,7734961,7761102,1310852,1483976,81296,86798,479717,531105,16238,16197,108535,118884,1521563,1455661,1393316,1323070,54900,60644,35781,32429,11269,11841,4374,4306,21923,23371
7,2005,10,22417171,11060083,11357088,9074333,9122941,1296185,1466308,106103,110438,444965,507769,17928,17519,120569,132113,9841746,10156747,7959923,8032083,1251084,1415378,77833,84528,435949,498120,14731,14348,102226,112290,1218337,1200341,1114410,1090858,45101,50930,28270,25910,9016,9649,3197,3171,18343,19823
7,2005,11,20078733,9821292,10257441,8164619,8346854,1076239,1246723,86942,91579,381544,450900,13944,14574,98004,106811,8906913,9317142,7329810,7490590,1040524,1207255,66368,72152,374872,443341,11564,12227,83775,91577,914379,940299,834809,856264,35715,39468,20574,19427,6672,7559,2380,2347,14229,15234
7,2005,12,17503220,8495361,9007859,7190983,7471848,835500,991711,67781,70912,314639,377371,10844,10966,75614,85051,7817705,8274380,6567677,6798421,810499,962728,54005,57608,309879,372053,9265,9279,66380,74291,677656,733479,623306,673427,25001,28983,13776,13304,4760,5318,1579,1687,9234,10760
7,2005,13,13138277,6277726,6860551,5388836,5780176,565759,709288,45207,48378,219441,257572,7388,7684,51095,57453,5824531,6339308,4969143,5297626,549734,690052,37045,39977,216666,254058,6418,6626,45525,50969,453195,521243,419693,482550,16025,19236,8162,8401,2775,3514,970,1058,5570,6484
7,2005,14,10278627,4809127,5469500,4130394,4615343,433795,570964,32043,35253,171554,200812,5156,5671,36185,41457,4472485,5059644,3817616,4235180,421821,555354,26605,29244,169456,198233,4485,4909,32502,36724,336642,409856,312778,380163,11974,15610,5438,6009,2098,2579,671,762,3683,4733
7,2005,15,8603070,3874001,4729069,3381163,4043354,321503,463094,21114,25979,121172,160619,3538,4072,25511,31951,3626691,4404511,3149956,3740925,313330,451550,17516,21478,119829,158722,3101,3433,22959,28403,247310,324558,231207,302429,8173,11544,3598,4501,1343,1897,437,639,2552,3548
7,2005,16,7463609,3164353,4299256,2819126,3755362,225342,373175,13835,18611,85865,123733,2172,2897,18013,25478,2985385,4046076,2650817,3518585,219931,364523,11419,15256,84983,122268,1879,2519,16356,22925,178968,253180,168309,236777,5411,8652,2416,3355,882,1465,293,378,1657,2553
7,2005,17,5611193,2156614,3454579,1946090,3082063,135563,261275,7918,12184,54942,79286,1181,1762,10920,18009,2050307,3290093,1845833,2927924,132567,255701,6537,10163,54435,78434,1015,1517,9920,16354,106307,164486,100257,154139,2996,5574,1381,2021,507,852,166,245,1000,1655
7,2005,18,3102921,1041951,2060970,947555,1856245,60490,146909,3280,6258,25007,40551,552,971,5067,10036,997378,1978548,905741,1779080,59131,143970,2696,5332,24764,40121,453,840,4593,9205,44573,82422,41814,77165,1359,2939,584,926,243,430,99,131,474,831
7,2005,19,1242587,333670,908917,302254,820758,19699,65350,1103,2644,8728,15614,194,364,1692,4187,318621,873468,288166,787514,19240,64094,894,2253,8631,15461,161,314,1529,3832,15049,35449,14088,33244,459,1256,209,391,97,153,33,50,163,355
7,2005,20,301368,60735,240633,52429,215721,5597,19300,251,670,2037,3765,51,120,370,1057,57200,231088,49146,206825,5498,18942,195,575,2008,3711,44,99,309,936,3535,9545,3283,8896,99,358,56,95,29,54,7,21,61,121
7,2005,21,46423,7488,38935,5551,32286,1433,5459,71,144,295,776,21,29,117,241,6759,37146,4937,30660,1389,5384,57,118,287,769,16,25,73,190,729,1789,614,1626,44,75,14,26,8,7,5,4,44,51
7,2006,0,298379912,146647265,151732647,117160246,119794572,18319259,20123789,1637319,1621347,6454207,7021639,300435,290404,2775799,2880896,123880397,129893210,96634152,100198545,17381618,19139343,1086919,1116172,6265903,6831834,225835,221794,2285970,2385522,22766868,21839437,20526094,19596027,937641,984446,550400,505175,188304,189805,74600,68610,489829,495374
7,2006,1,19938883,10187872,9751011,7628746,7269493,1477014,1435376,138405,134519,454885,440174,26914,26030,461908,445419,7771253,7428740,5491252,5215942,1364100,1326364,86794,85175,431299,417937,18332,17660,379476,365662,2416619,2322271,2137494,2053551,112914,109012,51611,49344,23586,22237,8582,8370,82432,79757
7,2006,2,19544688,9989515,9555173,7528718,7152700,1504199,1459315,136500,130794,414890,416226,24491,23232,380717,372906,7905130,7562675,5680496,5389259,1406524,1364679,86732,83200,395393,397393,17237,16212,318748,311932,2084385,1992498,1848222,1763441,97675,94636,49768,47594,19497,18833,7254,7020,61969,60974
7,2006,3,21033138,10771194,10261944,8119752,7694156,1706721,1652130,151099,148389,433683,416269,26201,24695,333738,326305,8661960,8241487,6243856,5901668,1608270,1556561,98799,96031,415159,398290,19044,18072,276832,270865,2109234,2020457,1875896,1792488,98451,95569,52300,52358,18524,17979,7157,6623,56906,55440
7,2006,4,21807709,11210416,10597293,8502691,7982976,1763955,1710262,164736,152817,462345,437087,27038,25713,289651,288438,9146613,8715362,6663968,6314169,1670743,1620721,107887,102520,444493,419774,20048,19148,239474,239030,2063803,1881931,1838723,1668807,93212,89541,56849,50297,17852,17313,6990,6565,50177,49408
7,2006,5,21036135,10797351,10238784,8332704,7793494,1525860,1525525,152589,134853,529237,521858,30542,27077,226419,235977,8646063,8418829,6399084,6169198,1436958,1439925,93522,90190,511484,504929,22158,20651,182857,193936,2151288,1819955,1933620,1624296,88902,85600,59067,44663,17753,16929,8384,6426,43562,42041
7,2006,6,20110011,10095589,10014422,7859251,7572220,1317856,1461828,131661,121134,574052,631096,30473,27540,182296,200604,7943807,8142583,5919242,5904718,1229469,1368239,76599,76208,555728,613784,21803,20868,140966,158766,2151782,1871839,1940009,1667502,88387,93589,55062,44926,18324,17312,8670,6672,41330,41838
7,2006,7,19285168,9673250,9611918,7555755,7279982,1219266,1374470,118983,116241,598010,649543,25048,23065,156188,168617,7695257,7801811,5757091,5655747,1146709,1291207,71120,71784,582439,633972,18239,17168,119659,131933,1977993,1810107,1798664,1624235,72557,83263,47863,44457,15571,15571,6809,5897,36529,36684
7,2006,8,20941233,10451785,10489448,8323189,8127178,1287653,1452495,117558,117426,559040,616116,22052,21756,142293,154477,8661886,8813330,6690681,6615308,1222549,1379557,73871,75803,545284,601714,16694,16666,112807,124282,1789899,1676118,1632508,1511870,65104,72938,43687,41623,13756,14402,5358,5090,29486,30195
7,2006,9,22302568,11064405,11238163,8919987,8855580,1363239,1535323,119567,120491,506567,559602,21258,20919,133787,146248,9483056,9729250,7476902,7488825,1305253,1471588,80279,84835,494498,547041,16547,16331,109577,120630,1581349,1508913,1443085,1366755,57986,63735,39288,35656,12069,12561,4711,4588,24210,25618
7,2006,10,22715286,11209831,11505455,9172789,9219590,1323254,1493535,110698,114701,457686,521252,18816,18408,126588,137969,9925842,10242598,8001588,8074939,1275625,1439661,79250,86010,447714,510802,15304,14992,106361,116194,1283989,1262857,1171201,1144651,47629,53874,31448,28691,9972,10450,3512,3416,20227,21775
7,2006,11,20570873,10064753,10506120,8337268,8518913,1117023,1288741,91451,96578,400276,472826,14705,15454,104030,113608,9094592,9509456,7454173,7614031,1078826,1246538,68119,74773,393000,464527,12153,12875,88321,96712,970161,996664,883095,904882,38197,42203,23332,21805,7276,8299,2552,2579,15709,16896
7,2006,12,18396860,8923795,9473065,7526809,7825920,896761,1062889,72582,76170,334737,405308,11476,11714,81430,91064,8197945,8690842,6861030,7109952,869706,1031728,56968,60995,329376,399344,9768,9880,71097,78943,725850,782223,665779,715968,27055,31161,15614,15175,5361,5964,1708,1834,10333,12121
7,2006,13,13533253,6474264,7058989,5545633,5931515,586399,731997,47697,50938,232529,275336,7940,8221,54066,60982,5990927,6503657,5099379,5419092,569178,711054,38371,41376,229469,271432,6842,7074,47688,53629,483337,555332,446254,512423,17221,20943,9326,9562,3060,3904,1098,1147,6378,7353
7,2006,14,10553201,4943999,5609202,4241232,4726709,444054,583919,33809,36987,181355,211809,5465,5949,38084,43829,4592380,5182948,3915354,4332110,431485,567679,27741,30402,179047,209054,4746,5115,34007,38588,351619,426254,325878,394599,12569,16240,6068,6585,2308,2755,719,834,4077,5241
7,2006,15,8649826,3908390,4741436,3396079,4035599,330688,473597,22245,27300,128961,167436,3638,4238,26779,33266,3651578,4404422,3156625,3722386,321939,461367,18330,22388,127474,165394,3189,3572,24021,29315,256812,337014,239454,313213,8749,12230,3915,4912,1487,2042,449,666,2758,3951
