"state","year","month","dom","deaths"
"AC",2007,1,1,21
"AC",2007,1,2,7
"AC",2007,1,3,11
"AC",2007,1,4,10
"AC",2007,1,5,8
"AC",2007,1,6,4
"AC",2007,1,7,7
"AC",2007,1,8,10
"AC",2007,1,9,9
"AC",2007,1,10,9
"AC",2007,1,11,9
"AC",2007,1,12,5
"AC",2007,1,13,11
"AC",2007,1,14,9
"AC",2007,1,15,7
"AC",2007,1,16,16
"AC",2007,1,17,5
"AC",2007,1,18,9
"AC",2007,1,19,10
"AC",2007,1,20,7
"AC",2007,1,21,12
"AC",2007,1,22,14
"AC",2007,1,23,13
"AC",2007,1,24,8
"AC",2007,1,25,2
"AC",2007,1,26,8
"AC",2007,1,27,12
"AC",2007,1,28,16
"AC",2007,1,29,10
"AC",2007,1,30,7
"AC",2007,1,31,8
"AC",2007,2,1,6
"AC",2007,2,2,9
"AC",2007,2,3,14
"AC",2007,2,4,5
"AC",2007,2,5,9
"AC",2007,2,6,4
"AC",2007,2,7,10
"AC",2007,2,8,6
"AC",2007,2,9,10
"AC",2007,2,10,8
"AC",2007,2,11,6
"AC",2007,2,12,6
"AC",2007,2,13,6
"AC",2007,2,14,9
"AC",2007,2,15,6
"AC",2007,2,16,5
"AC",2007,2,17,11
"AC",2007,2,18,13
"AC",2007,2,19,10
"AC",2007,2,20,7
"AC",2007,2,21,9
"AC",2007,2,22,10
"AC",2007,2,23,9
"AC",2007,2,24,5
"AC",2007,2,25,7
"AC",2007,2,26,7
"AC",2007,2,27,10
"AC",2007,2,28,6
"AC",2007,3,1,5
"AC",2007,3,2,7
"AC",2007,3,3,10
"AC",2007,3,4,9
"AC",2007,3,5,7
"AC",2007,3,6,4
"AC",2007,3,7,12
"AC",2007,3,8,7
"AC",2007,3,9,7
"AC",2007,3,10,6
"AC",2007,3,11,7
"AC",2007,3,12,6
"AC",2007,3,13,9
"AC",2007,3,14,9
"AC",2007,3,15,8
"AC",2007,3,16,9
"AC",2007,3,17,6
"AC",2007,3,18,5
"AC",2007,3,19,6
"AC",2007,3,20,4
"AC",2007,3,21,11
"AC",2007,3,22,10
"AC",2007,3,23,4
"AC",2007,3,24,4
"AC",2007,3,25,6
"AC",2007,3,26,7
"AC",2007,3,27,4
"AC",2007,3,28,2
"AC",2007,3,29,7
"AC",2007,3,30,5
"AC",2007,3,31,7
"AC",2007,4,1,8
"AC",2007,4,2,10
"AC",2007,4,3,12
"AC",2007,4,4,8
"AC",2007,4,5,5
"AC",2007,4,6,5
"AC",2007,4,7,10
"AC",2007,4,8,15
"AC",2007,4,9,4
"AC",2007,4,10,3
"AC",2007,4,11,11
"AC",2007,4,12,6
"AC",2007,4,13,4
"AC",2007,4,14,7
"AC",2007,4,15,8
"AC",2007,4,16,10
"AC",2007,4,17,6
"AC",2007,4,18,8
"AC",2007,4,19,11
"AC",2007,4,20,4
"AC",2007,4,21,8
"AC",2007,4,22,8
"AC",2007,4,23,7
"AC",2007,4,24,8
"AC",2007,4,25,8
"AC",2007,4,26,8
"AC",2007,4,27,10
"AC",2007,4,28,9
"AC",2007,4,29,11
"AC",2007,4,30,9
"AC",2007,5,1,7
"AC",2007,5,2,4
"AC",2007,5,3,5
"AC",2007,5,4,5
"AC",2007,5,5,6
"AC",2007,5,6,16
"AC",2007,5,7,5
"AC",2007,5,8,6
"AC",2007,5,9,1
"AC",2007,5,10,9
"AC",2007,5,11,8
"AC",2007,5,12,15
"AC",2007,5,13,7
"AC",2007,5,14,10
"AC",2007,5,15,7
"AC",2007,5,16,7
"AC",2007,5,17,5
"AC",2007,5,18,7
"AC",2007,5,19,6
"AC",2007,5,20,11
"AC",2007,5,21,6
"AC",2007,5,22,6
"AC",2007,5,23,8
"AC",2007,5,24,7
"AC",2007,5,25,13
"AC",2007,5,26,5
"AC",2007,5,27,9
"AC",2007,5,28,7
"AC",2007,5,29,6
"AC",2007,5,30,6
"AC",2007,5,31,9
"AC",2007,6,1,5
"AC",2007,6,2,3
"AC",2007,6,3,7
"AC",2007,6,4,8
"AC",2007,6,5,15
"AC",2007,6,6,6
"AC",2007,6,7,8
"AC",2007,6,8,6
"AC",2007,6,9,8
"AC",2007,6,10,14
"AC",2007,6,11,10
"AC",2007,6,12,8
"AC",2007,6,13,6
"AC",2007,6,14,7
"AC",2007,6,15,5
"AC",2007,6,16,9
"AC",2007,6,17,4
"AC",2007,6,18,9
"AC",2007,6,19,11
"AC",2007,6,20,9
"AC",2007,6,21,12
"AC",2007,6,22,13
"AC",2007,6,23,10
"AC",2007,6,24,6
"AC",2007,6,25,4
"AC",2007,6,26,5
"AC",2007,6,27,2
"AC",2007,6,28,7
"AC",2007,6,29,5
"AC",2007,6,30,6
"AC",2007,7,1,7
"AC",2007,7,2,8
"AC",2007,7,3,8
"AC",2007,7,4,5
"AC",2007,7,5,9
"AC",2007,7,6,4
"AC",2007,7,7,7
"AC",2007,7,8,10
"AC",2007,7,9,10
"AC",2007,7,10,7
"AC",2007,7,11,4
"AC",2007,7,12,5
"AC",2007,7,13,9
"AC",2007,7,14,5
"AC",2007,7,15,10
"AC",2007,7,16,9
"AC",2007,7,17,11
"AC",2007,7,18,6
"AC",2007,7,19,4
"AC",2007,7,20,9
"AC",2007,7,21,9
"AC",2007,7,22,5
"AC",2007,7,23,10
"AC",2007,7,24,8
"AC",2007,7,25,12
"AC",2007,7,26,6
"AC",2007,7,27,5
"AC",2007,7,28,6
"AC",2007,7,29,7
"AC",2007,7,30,7
"AC",2007,7,31,6
"AC",2007,8,1,7
"AC",2007,8,2,10
"AC",2007,8,3,10
"AC",2007,8,4,6
"AC",2007,8,5,9
"AC",2007,8,6,3
"AC",2007,8,7,9
"AC",2007,8,8,9
"AC",2007,8,9,10
"AC",2007,8,10,9
"AC",2007,8,11,5
"AC",2007,8,12,6
"AC",2007,8,13,7
"AC",2007,8,14,8
"AC",2007,8,15,9
"AC",2007,8,16,5
"AC",2007,8,17,4
"AC",2007,8,18,13
"AC",2007,8,19,10
"AC",2007,8,20,10
"AC",2007,8,21,8
"AC",2007,8,22,3
"AC",2007,8,23,11
"AC",2007,8,24,8
"AC",2007,8,25,5
"AC",2007,8,26,8
"AC",2007,8,27,10
"AC",2007,8,28,8
"AC",2007,8,29,6
"AC",2007,8,30,5
"AC",2007,8,31,4
"AC",2007,9,1,9
"AC",2007,9,2,5
"AC",2007,9,3,10
"AC",2007,9,4,3
"AC",2007,9,5,11
"AC",2007,9,6,5
"AC",2007,9,7,2
"AC",2007,9,8,15
"AC",2007,9,9,6
"AC",2007,9,10,7
"AC",2007,9,11,12
"AC",2007,9,12,3
"AC",2007,9,13,8
"AC",2007,9,14,5
"AC",2007,9,15,7
"AC",2007,9,16,7
"AC",2007,9,17,7
"AC",2007,9,18,10
"AC",2007,9,19,7
"AC",2007,9,20,8
"AC",2007,9,21,8
"AC",2007,9,22,14
"AC",2007,9,23,10
"AC",2007,9,24,8
"AC",2007,9,25,4
"AC",2007,9,26,5
"AC",2007,9,27,5
"AC",2007,9,28,5
"AC",2007,9,29,4
"AC",2007,9,30,9
"AC",2007,10,1,7
"AC",2007,10,2,4
"AC",2007,10,3,8
"AC",2007,10,4,3
"AC",2007,10,5,13
"AC",2007,10,6,9
"AC",2007,10,7,7
"AC",2007,10,8,6
"AC",2007,10,9,7
"AC",2007,10,10,11
"AC",2007,10,11,7
"AC",2007,10,12,6
"AC",2007,10,13,9
"AC",2007,10,14,5
"AC",2007,10,15,9
"AC",2007,10,16,4
"AC",2007,10,17,4
"AC",2007,10,18,8
"AC",2007,10,19,8
"AC",2007,10,20,10
"AC",2007,10,21,9
"AC",2007,10,22,6
"AC",2007,10,23,8
"AC",2007,10,24,15
"AC",2007,10,25,6
"AC",2007,10,26,11
"AC",2007,10,27,6
"AC",2007,10,28,8
"AC",2007,10,29,7
"AC",2007,10,30,7
"AC",2007,10,31,4
"AC",2007,11,1,8
"AC",2007,11,2,10
"AC",2007,11,3,6
"AC",2007,11,4,7
"AC",2007,11,5,9
"AC",2007,11,6,10
"AC",2007,11,7,6
"AC",2007,11,8,7
"AC",2007,11,9,9
"AC",2007,11,10,11
"AC",2007,11,11,10
"AC",2007,11,12,8
"AC",2007,11,13,5
"AC",2007,11,14,7
"AC",2007,11,15,5
"AC",2007,11,16,4
"AC",2007,11,17,10
"AC",2007,11,18,7
"AC",2007,11,19,3
"AC",2007,11,20,10
"AC",2007,11,21,18
"AC",2007,11,22,12
"AC",2007,11,23,8
"AC",2007,11,24,9
"AC",2007,11,25,4
"AC",2007,11,26,4
"AC",2007,11,27,7
"AC",2007,11,28,7
"AC",2007,11,29,3
"AC",2007,11,30,5
"AC",2007,12,1,8
"AC",2007,12,2,5
"AC",2007,12,3,5
"AC",2007,12,4,7
"AC",2007,12,5,6
"AC",2007,12,6,9
"AC",2007,12,7,4
"AC",2007,12,8,7
"AC",2007,12,9,6
"AC",2007,12,10,6
"AC",2007,12,11,7
"AC",2007,12,12,6
"AC",2007,12,13,8
"AC",2007,12,14,13
"AC",2007,12,15,6
"AC",2007,12,16,9
"AC",2007,12,17,11
"AC",2007,12,18,10
"AC",2007,12,19,8
"AC",2007,12,20,12
"AC",2007,12,21,12
"AC",2007,12,22,7
"AC",2007,12,23,4
"AC",2007,12,24,7
"AC",2007,12,25,2
"AC",2007,12,26,7
"AC",2007,12,27,6
"AC",2007,12,28,6
"AC",2007,12,29,7
"AC",2007,12,30,3
"AC",2007,12,31,13
"AL",2007,1,1,57
"AL",2007,1,2,49
"AL",2007,1,3,42
"AL",2007,1,4,71
"AL",2007,1,5,57
"AL",2007,1,6,41
"AL",2007,1,7,45
"AL",2007,1,8,37
"AL",2007,1,9,25
"AL",2007,1,10,37
"AL",2007,1,11,43
"AL",2007,1,12,41
"AL",2007,1,13,54
"AL",2007,1,14,52
"AL",2007,1,15,50
"AL",2007,1,16,32
"AL",2007,1,17,56
"AL",2007,1,18,44
"AL",2007,1,19,51
"AL",2007,1,20,47
"AL",2007,1,21,65
"AL",2007,1,22,50
"AL",2007,1,23,47
"AL",2007,1,24,37
"AL",2007,1,25,47
"AL",2007,1,26,40
"AL",2007,1,27,57
"AL",2007,1,28,32
"AL",2007,1,29,34
"AL",2007,1,30,54
"AL",2007,1,31,29
"AL",2007,2,1,51
"AL",2007,2,2,47
"AL",2007,2,3,50
"AL",2007,2,4,40
"AL",2007,2,5,44
"AL",2007,2,6,50
"AL",2007,2,7,40
"AL",2007,2,8,38
"AL",2007,2,9,51
"AL",2007,2,10,45
"AL",2007,2,11,48
"AL",2007,2,12,50
"AL",2007,2,13,36
"AL",2007,2,14,31
"AL",2007,2,15,29
"AL",2007,2,16,35
"AL",2007,2,17,43
"AL",2007,2,18,45
"AL",2007,2,19,51
"AL",2007,2,20,51
"AL",2007,2,21,37
"AL",2007,2,22,51
"AL",2007,2,23,34
"AL",2007,2,24,39
"AL",2007,2,25,47
"AL",2007,2,26,49
"AL",2007,2,27,49
"AL",2007,2,28,42
"AL",2007,3,1,46
"AL",2007,3,2,41
"AL",2007,3,3,46
"AL",2007,3,4,42
"AL",2007,3,5,39
"AL",2007,3,6,37
"AL",2007,3,7,46
"AL",2007,3,8,45
"AL",2007,3,9,41
"AL",2007,3,10,36
"AL",2007,3,11,51
"AL",2007,3,12,47
"AL",2007,3,13,46
"AL",2007,3,14,50
"AL",2007,3,15,48
"AL",2007,3,16,46
"AL",2007,3,17,42
"AL",2007,3,18,50
"AL",2007,3,19,37
"AL",2007,3,20,54
"AL",2007,3,21,49
"AL",2007,3,22,42
"AL",2007,3,23,60
"AL",2007,3,24,47
"AL",2007,3,25,48
"AL",2007,3,26,55
"AL",2007,3,27,38
"AL",2007,3,28,35
"AL",2007,3,29,39
"AL",2007,3,30,55
"AL",2007,3,31,55
"AL",2007,4,1,66
"AL",2007,4,2,50
"AL",2007,4,3,44
"AL",2007,4,4,51
"AL",2007,4,5,46
"AL",2007,4,6,33
"AL",2007,4,7,54
"AL",2007,4,8,52
"AL",2007,4,9,53
"AL",2007,4,10,32
"AL",2007,4,11,54
"AL",2007,4,12,58
"AL",2007,4,13,43
"AL",2007,4,14,43
"AL",2007,4,15,67
"AL",2007,4,16,47
"AL",2007,4,17,47
"AL",2007,4,18,40
"AL",2007,4,19,48
"AL",2007,4,20,59
"AL",2007,4,21,57
"AL",2007,4,22,44
"AL",2007,4,23,57
"AL",2007,4,24,40
"AL",2007,4,25,40
"AL",2007,4,26,47
"AL",2007,4,27,59
"AL",2007,4,28,43
"AL",2007,4,29,45
"AL",2007,4,30,50
"AL",2007,5,1,44
"AL",2007,5,2,53
"AL",2007,5,3,66
"AL",2007,5,4,40
"AL",2007,5,5,49
"AL",2007,5,6,45
"AL",2007,5,7,61
"AL",2007,5,8,45
"AL",2007,5,9,40
"AL",2007,5,10,58
"AL",2007,5,11,42
"AL",2007,5,12,51
"AL",2007,5,13,53
"AL",2007,5,14,46
"AL",2007,5,15,41
"AL",2007,5,16,39
"AL",2007,5,17,47
"AL",2007,5,18,33
"AL",2007,5,19,55
"AL",2007,5,20,42
"AL",2007,5,21,42
"AL",2007,5,22,51
"AL",2007,5,23,54
"AL",2007,5,24,39
"AL",2007,5,25,43
"AL",2007,5,26,37
"AL",2007,5,27,60
"AL",2007,5,28,57
"AL",2007,5,29,39
"AL",2007,5,30,37
"AL",2007,5,31,33
"AL",2007,6,1,46
"AL",2007,6,2,37
"AL",2007,6,3,44
"AL",2007,6,4,50
"AL",2007,6,5,53
"AL",2007,6,6,46
"AL",2007,6,7,56
"AL",2007,6,8,46
"AL",2007,6,9,38
"AL",2007,6,10,46
"AL",2007,6,11,37
"AL",2007,6,12,37
"AL",2007,6,13,43
"AL",2007,6,14,55
"AL",2007,6,15,47
"AL",2007,6,16,47
"AL",2007,6,17,49
"AL",2007,6,18,53
"AL",2007,6,19,45
"AL",2007,6,20,34
"AL",2007,6,21,34
"AL",2007,6,22,43
"AL",2007,6,23,49
"AL",2007,6,24,50
"AL",2007,6,25,46
"AL",2007,6,26,43
"AL",2007,6,27,40
"AL",2007,6,28,54
"AL",2007,6,29,49
"AL",2007,6,30,47
"AL",2007,7,1,46
"AL",2007,7,2,63
"AL",2007,7,3,48
"AL",2007,7,4,44
"AL",2007,7,5,43
"AL",2007,7,6,57
"AL",2007,7,7,62
"AL",2007,7,8,53
"AL",2007,7,9,46
"AL",2007,7,10,41
"AL",2007,7,11,44
"AL",2007,7,12,46
"AL",2007,7,13,40
"AL",2007,7,14,46
"AL",2007,7,15,54
"AL",2007,7,16,50
"AL",2007,7,17,47
"AL",2007,7,18,44
"AL",2007,7,19,37
"AL",2007,7,20,45
"AL",2007,7,21,57
"AL",2007,7,22,38
"AL",2007,7,23,43
"AL",2007,7,24,45
"AL",2007,7,25,39
"AL",2007,7,26,49
"AL",2007,7,27,52
"AL",2007,7,28,52
"AL",2007,7,29,49
"AL",2007,7,30,53
"AL",2007,7,31,50
"AL",2007,8,1,42
"AL",2007,8,2,39
"AL",2007,8,3,38
"AL",2007,8,4,55
"AL",2007,8,5,45
"AL",2007,8,6,47
"AL",2007,8,7,36
"AL",2007,8,8,57
"AL",2007,8,9,48
"AL",2007,8,10,41
"AL",2007,8,11,62
"AL",2007,8,12,63
"AL",2007,8,13,48
"AL",2007,8,14,43
"AL",2007,8,15,40
"AL",2007,8,16,43
"AL",2007,8,17,44
"AL",2007,8,18,51
"AL",2007,8,19,51
"AL",2007,8,20,40
"AL",2007,8,21,46
"AL",2007,8,22,41
"AL",2007,8,23,42
"AL",2007,8,24,42
"AL",2007,8,25,49
"AL",2007,8,26,44
"AL",2007,8,27,57
"AL",2007,8,28,32
"AL",2007,8,29,39
"AL",2007,8,30,46
"AL",2007,8,31,34
"AL",2007,9,1,47
"AL",2007,9,2,50
"AL",2007,9,3,40
"AL",2007,9,4,42
"AL",2007,9,5,42
"AL",2007,9,6,52
"AL",2007,9,7,51
"AL",2007,9,8,47
"AL",2007,9,9,52
"AL",2007,9,10,43
"AL",2007,9,11,42
"AL",2007,9,12,47
"AL",2007,9,13,47
"AL",2007,9,14,35
"AL",2007,9,15,51
"AL",2007,9,16,43
"AL",2007,9,17,45
"AL",2007,9,18,36
"AL",2007,9,19,38
"AL",2007,9,20,39
"AL",2007,9,21,40
"AL",2007,9,22,45
"AL",2007,9,23,46
"AL",2007,9,24,47
"AL",2007,9,25,39
"AL",2007,9,26,38
"AL",2007,9,27,46
"AL",2007,9,28,34
"AL",2007,9,29,56
"AL",2007,9,30,46
"AL",2007,10,1,53
"AL",2007,10,2,48
"AL",2007,10,3,26
"AL",2007,10,4,32
"AL",2007,10,5,48
"AL",2007,10,6,45
"AL",2007,10,7,48
"AL",2007,10,8,45
"AL",2007,10,9,42
"AL",2007,10,10,37
"AL",2007,10,11,35
"AL",2007,10,12,48
"AL",2007,10,13,45
"AL",2007,10,14,54
"AL",2007,10,15,57
"AL",2007,10,16,37
"AL",2007,10,17,37
"AL",2007,10,18,31
"AL",2007,10,19,43
"AL",2007,10,20,40
"AL",2007,10,21,55
"AL",2007,10,22,50
"AL",2007,10,23,45
"AL",2007,10,24,35
"AL",2007,10,25,49
"AL",2007,10,26,42
"AL",2007,10,27,44
"AL",2007,10,28,48
"AL",2007,10,29,37
"AL",2007,10,30,39
"AL",2007,10,31,40
"AL",2007,11,1,59
"AL",2007,11,2,40
"AL",2007,11,3,47
"AL",2007,11,4,43
"AL",2007,11,5,43
"AL",2007,11,6,40
"AL",2007,11,7,45
"AL",2007,11,8,49
"AL",2007,11,9,38
"AL",2007,11,10,48
"AL",2007,11,11,53
"AL",2007,11,12,39
"AL",2007,11,13,47
"AL",2007,11,14,39
"AL",2007,11,15,53
"AL",2007,11,16,32
"AL",2007,11,17,36
"AL",2007,11,18,43
"AL",2007,11,19,41
"AL",2007,11,20,49
"AL",2007,11,21,44
"AL",2007,11,22,44
"AL",2007,11,23,44
"AL",2007,11,24,57
"AL",2007,11,25,56
"AL",2007,11,26,42
"AL",2007,11,27,46
"AL",2007,11,28,32
"AL",2007,11,29,34
"AL",2007,11,30,44
"AL",2007,12,1,47
"AL",2007,12,2,52
"AL",2007,12,3,41
"AL",2007,12,4,47
"AL",2007,12,5,39
"AL",2007,12,6,37
"AL",2007,12,7,47
"AL",2007,12,8,45
"AL",2007,12,9,47
"AL",2007,12,10,41
"AL",2007,12,11,38
"AL",2007,12,12,56
"AL",2007,12,13,44
"AL",2007,12,14,37
"AL",2007,12,15,48
"AL",2007,12,16,49
"AL",2007,12,17,48
"AL",2007,12,18,44
"AL",2007,12,19,45
"AL",2007,12,20,51
"AL",2007,12,21,32
"AL",2007,12,22,47
"AL",2007,12,23,40
"AL",2007,12,24,43
"AL",2007,12,25,50
"AL",2007,12,26,44
"AL",2007,12,27,29
"AL",2007,12,28,41
"AL",2007,12,29,50
"AL",2007,12,30,55
"AL",2007,12,31,46
"AM",2007,1,1,35
"AM",2007,1,2,37
"AM",2007,1,3,30
"AM",2007,1,4,23
"AM",2007,1,5,28
"AM",2007,1,6,45
"AM",2007,1,7,26
"AM",2007,1,8,53
"AM",2007,1,9,34
"AM",2007,1,10,47
"AM",2007,1,11,40
"AM",2007,1,12,33
"AM",2007,1,13,30
"AM",2007,1,14,28
"AM",2007,1,15,43
"AM",2007,1,16,31
"AM",2007,1,17,27
"AM",2007,1,18,16
"AM",2007,1,19,32
"AM",2007,1,20,26
"AM",2007,1,21,35
"AM",2007,1,22,25
"AM",2007,1,23,28
"AM",2007,1,24,29
"AM",2007,1,25,28
"AM",2007,1,26,35
"AM",2007,1,27,43
"AM",2007,1,28,30
"AM",2007,1,29,37
"AM",2007,1,30,32
"AM",2007,1,31,32
"AM",2007,2,1,50
"AM",2007,2,2,30
"AM",2007,2,3,34
"AM",2007,2,4,41
"AM",2007,2,5,25
"AM",2007,2,6,21
"AM",2007,2,7,39
"AM",2007,2,8,29
"AM",2007,2,9,35
"AM",2007,2,10,30
"AM",2007,2,11,34
"AM",2007,2,12,33
"AM",2007,2,13,28
"AM",2007,2,14,26
"AM",2007,2,15,31
"AM",2007,2,16,33
"AM",2007,2,17,26
"AM",2007,2,18,47
"AM",2007,2,19,43
"AM",2007,2,20,31
"AM",2007,2,21,32
"AM",2007,2,22,35
"AM",2007,2,23,24
"AM",2007,2,24,32
"AM",2007,2,25,37
"AM",2007,2,26,25
"AM",2007,2,27,32
"AM",2007,2,28,40
"AM",2007,3,1,26
"AM",2007,3,2,26
"AM",2007,3,3,26
"AM",2007,3,4,40
"AM",2007,3,5,27
"AM",2007,3,6,21
"AM",2007,3,7,35
"AM",2007,3,8,33
"AM",2007,3,9,27
"AM",2007,3,10,27
"AM",2007,3,11,41
"AM",2007,3,12,29
"AM",2007,3,13,37
"AM",2007,3,14,30
"AM",2007,3,15,33
"AM",2007,3,16,27
"AM",2007,3,17,33
"AM",2007,3,18,40
"AM",2007,3,19,36
"AM",2007,3,20,40
"AM",2007,3,21,25
"AM",2007,3,22,33
"AM",2007,3,23,32
"AM",2007,3,24,39
"AM",2007,3,25,38
"AM",2007,3,26,24
"AM",2007,3,27,32
"AM",2007,3,28,32
"AM",2007,3,29,17
"AM",2007,3,30,39
"AM",2007,3,31,37
"AM",2007,4,1,33
"AM",2007,4,2,33
"AM",2007,4,3,38
"AM",2007,4,4,40
"AM",2007,4,5,24
"AM",2007,4,6,35
"AM",2007,4,7,32
"AM",2007,4,8,47
"AM",2007,4,9,32
"AM",2007,4,10,29
"AM",2007,4,11,21
"AM",2007,4,12,29
"AM",2007,4,13,32
"AM",2007,4,14,25
"AM",2007,4,15,39
"AM",2007,4,16,29
"AM",2007,4,17,42
"AM",2007,4,18,35
"AM",2007,4,19,35
"AM",2007,4,20,29
"AM",2007,4,21,32
"AM",2007,4,22,36
"AM",2007,4,23,36
"AM",2007,4,24,42
"AM",2007,4,25,36
"AM",2007,4,26,34
"AM",2007,4,27,33
"AM",2007,4,28,35
"AM",2007,4,29,32
"AM",2007,4,30,33
"AM",2007,5,1,30
"AM",2007,5,2,39
"AM",2007,5,3,24
"AM",2007,5,4,40
"AM",2007,5,5,40
"AM",2007,5,6,46
"AM",2007,5,7,45
"AM",2007,5,8,37
"AM",2007,5,9,34
"AM",2007,5,10,34
"AM",2007,5,11,44
"AM",2007,5,12,33
"AM",2007,5,13,28
"AM",2007,5,14,45
"AM",2007,5,15,23
"AM",2007,5,16,29
"AM",2007,5,17,25
"AM",2007,5,18,29
"AM",2007,5,19,32
"AM",2007,5,20,36
"AM",2007,5,21,35
"AM",2007,5,22,33
"AM",2007,5,23,37
"AM",2007,5,24,35
"AM",2007,5,25,31
"AM",2007,5,26,40
"AM",2007,5,27,38
"AM",2007,5,28,28
"AM",2007,5,29,31
"AM",2007,5,30,26
"AM",2007,5,31,38
"AM",2007,6,1,51
"AM",2007,6,2,33
"AM",2007,6,3,29
"AM",2007,6,4,40
"AM",2007,6,5,26
"AM",2007,6,6,41
"AM",2007,6,7,32
"AM",2007,6,8,40
"AM",2007,6,9,38
"AM",2007,6,10,28
"AM",2007,6,11,31
"AM",2007,6,12,37
"AM",2007,6,13,36
"AM",2007,6,14,37
"AM",2007,6,15,43
"AM",2007,6,16,28
"AM",2007,6,17,47
"AM",2007,6,18,37
"AM",2007,6,19,22
"AM",2007,6,20,29
"AM",2007,6,21,24
"AM",2007,6,22,30
"AM",2007,6,23,39
"AM",2007,6,24,31
"AM",2007,6,25,32
"AM",2007,6,26,29
"AM",2007,6,27,22
"AM",2007,6,28,21
"AM",2007,6,29,30
"AM",2007,6,30,39
"AM",2007,7,1,34
"AM",2007,7,2,31
"AM",2007,7,3,34
"AM",2007,7,4,27
"AM",2007,7,5,33
"AM",2007,7,6,44
"AM",2007,7,7,38
"AM",2007,7,8,36
"AM",2007,7,9,42
"AM",2007,7,10,36
"AM",2007,7,11,24
"AM",2007,7,12,33
"AM",2007,7,13,33
"AM",2007,7,14,32
"AM",2007,7,15,39
"AM",2007,7,16,35
"AM",2007,7,17,29
"AM",2007,7,18,26
"AM",2007,7,19,35
"AM",2007,7,20,37
"AM",2007,7,21,39
"AM",2007,7,22,36
"AM",2007,7,23,41
"AM",2007,7,24,24
"AM",2007,7,25,26
"AM",2007,7,26,22
"AM",2007,7,27,24
"AM",2007,7,28,30
"AM",2007,7,29,35
"AM",2007,7,30,23
"AM",2007,7,31,27
"AM",2007,8,1,24
"AM",2007,8,2,37
"AM",2007,8,3,35
"AM",2007,8,4,33
"AM",2007,8,5,36
"AM",2007,8,6,36
"AM",2007,8,7,28
"AM",2007,8,8,25
"AM",2007,8,9,25
"AM",2007,8,10,34
"AM",2007,8,11,32
"AM",2007,8,12,39
"AM",2007,8,13,27
"AM",2007,8,14,24
"AM",2007,8,15,24
"AM",2007,8,16,24
"AM",2007,8,17,40
"AM",2007,8,18,36
"AM",2007,8,19,29
"AM",2007,8,20,28
"AM",2007,8,21,41
"AM",2007,8,22,23
"AM",2007,8,23,30
"AM",2007,8,24,33
"AM",2007,8,25,30
"AM",2007,8,26,37
"AM",2007,8,27,26
"AM",2007,8,28,37
"AM",2007,8,29,37
"AM",2007,8,30,33
"AM",2007,8,31,42
"AM",2007,9,1,34
"AM",2007,9,2,38
"AM",2007,9,3,27
"AM",2007,9,4,29
"AM",2007,9,5,33
"AM",2007,9,6,26
"AM",2007,9,7,40
"AM",2007,9,8,25
"AM",2007,9,9,44
"AM",2007,9,10,37
"AM",2007,9,11,34
"AM",2007,9,12,28
"AM",2007,9,13,24
"AM",2007,9,14,28
"AM",2007,9,15,40
"AM",2007,9,16,48
"AM",2007,9,17,28
"AM",2007,9,18,33
"AM",2007,9,19,30
"AM",2007,9,20,36
"AM",2007,9,21,35
"AM",2007,9,22,36
"AM",2007,9,23,35
"AM",2007,9,24,35
"AM",2007,9,25,27
"AM",2007,9,26,28
"AM",2007,9,27,23
"AM",2007,9,28,31
"AM",2007,9,29,42
"AM",2007,9,30,43
"AM",2007,10,1,37
"AM",2007,10,2,39
"AM",2007,10,3,36
"AM",2007,10,4,24
"AM",2007,10,5,27
"AM",2007,10,6,33
"AM",2007,10,7,39
"AM",2007,10,8,27
"AM",2007,10,9,29
"AM",2007,10,10,34
"AM",2007,10,11,33
"AM",2007,10,12,28
"AM",2007,10,13,37
"AM",2007,10,14,31
"AM",2007,10,15,33
"AM",2007,10,16,30
"AM",2007,10,17,27
"AM",2007,10,18,33
"AM",2007,10,19,35
"AM",2007,10,20,44
"AM",2007,10,21,31
"AM",2007,10,22,26
"AM",2007,10,23,28
"AM",2007,10,24,31
"AM",2007,10,25,44
"AM",2007,10,26,35
"AM",2007,10,27,31
"AM",2007,10,28,32
"AM",2007,10,29,32
"AM",2007,10,30,32
"AM",2007,10,31,31
"AM",2007,11,1,23
"AM",2007,11,2,23
"AM",2007,11,3,26
"AM",2007,11,4,47
"AM",2007,11,5,36
"AM",2007,11,6,24
"AM",2007,11,7,29
"AM",2007,11,8,23
"AM",2007,11,9,32
"AM",2007,11,10,30
"AM",2007,11,11,35
"AM",2007,11,12,23
"AM",2007,11,13,23
"AM",2007,11,14,20
"AM",2007,11,15,20
"AM",2007,11,16,22
"AM",2007,11,17,23
"AM",2007,11,18,31
"AM",2007,11,19,13
"AM",2007,11,20,26
"AM",2007,11,21,22
"AM",2007,11,22,18
"AM",2007,11,23,31
"AM",2007,11,24,22
"AM",2007,11,25,22
"AM",2007,11,26,22
"AM",2007,11,27,35
"AM",2007,11,28,36
"AM",2007,11,29,22
"AM",2007,11,30,28
"AM",2007,12,1,28
"AM",2007,12,2,25
"AM",2007,12,3,27
"AM",2007,12,4,28
"AM",2007,12,5,30
"AM",2007,12,6,29
"AM",2007,12,7,28
"AM",2007,12,8,32
"AM",2007,12,9,30
"AM",2007,12,10,22
"AM",2007,12,11,35
