"state","year","month","dom","deaths"
"RO",2010,1,12,24
"RO",2010,1,13,21
"RO",2010,1,14,22
"RO",2010,1,15,28
"RO",2010,1,16,20
"RO",2010,1,17,21
"RO",2010,1,18,20
"RO",2010,1,19,22
"RO",2010,1,20,17
"RO",2010,1,21,18
"RO",2010,1,22,18
"RO",2010,1,23,18
"RO",2010,1,24,22
"RO",2010,1,25,27
"RO",2010,1,26,23
"RO",2010,1,27,27
"RO",2010,1,28,15
"RO",2010,1,29,21
"RO",2010,1,30,22
"RO",2010,1,31,23
"RO",2010,2,1,16
"RO",2010,2,2,15
"RO",2010,2,3,25
"RO",2010,2,4,25
"RO",2010,2,5,19
"RO",2010,2,6,25
"RO",2010,2,7,24
"RO",2010,2,8,28
"RO",2010,2,9,12
"RO",2010,2,10,23
"RO",2010,2,11,19
"RO",2010,2,12,26
"RO",2010,2,13,20
"RO",2010,2,14,25
"RO",2010,2,15,27
"RO",2010,2,16,20
"RO",2010,2,17,20
"RO",2010,2,18,17
"RO",2010,2,19,23
"RO",2010,2,20,19
"RO",2010,2,21,20
"RO",2010,2,22,14
"RO",2010,2,23,23
"RO",2010,2,24,22
"RO",2010,2,25,19
"RO",2010,2,26,18
"RO",2010,2,27,24
"RO",2010,2,28,26
"RO",2010,3,1,28
"RO",2010,3,2,20
"RO",2010,3,3,21
"RO",2010,3,4,11
"RO",2010,3,5,25
"RO",2010,3,6,18
"RO",2010,3,7,18
"RO",2010,3,8,23
"RO",2010,3,9,8
"RO",2010,3,10,19
"RO",2010,3,11,11
"RO",2010,3,12,21
"RO",2010,3,13,14
"RO",2010,3,14,29
"RO",2010,3,15,22
"RO",2010,3,16,10
"RO",2010,3,17,26
"RO",2010,3,18,17
"RO",2010,3,19,17
"RO",2010,3,20,41
"RO",2010,3,21,23
"RO",2010,3,22,14
"RO",2010,3,23,18
"RO",2010,3,24,17
"RO",2010,3,25,20
"RO",2010,3,26,13
"RO",2010,3,27,18
"RO",2010,3,28,20
"RO",2010,3,29,18
"RO",2010,3,30,19
"RO",2010,3,31,16
"RO",2010,4,1,21
"RO",2010,4,2,24
"RO",2010,4,3,26
"RO",2010,4,4,38
"RO",2010,4,5,13
"RO",2010,4,6,23
"RO",2010,4,7,13
"RO",2010,4,8,15
"RO",2010,4,9,19
"RO",2010,4,10,23
"RO",2010,4,11,22
"RO",2010,4,12,19
"RO",2010,4,13,16
"RO",2010,4,14,16
"RO",2010,4,15,21
"RO",2010,4,16,20
"RO",2010,4,17,27
"RO",2010,4,18,20
"RO",2010,4,19,22
"RO",2010,4,20,27
"RO",2010,4,21,14
"RO",2010,4,22,22
"RO",2010,4,23,18
"RO",2010,4,24,22
"RO",2010,4,25,18
"RO",2010,4,26,14
"RO",2010,4,27,11
"RO",2010,4,28,13
"RO",2010,4,29,12
"RO",2010,4,30,18
"RO",2010,5,1,18
"RO",2010,5,2,36
"RO",2010,5,3,10
"RO",2010,5,4,16
"RO",2010,5,5,15
"RO",2010,5,6,17
"RO",2010,5,7,22
"RO",2010,5,8,20
"RO",2010,5,9,20
"RO",2010,5,10,27
"RO",2010,5,11,22
"RO",2010,5,12,12
"RO",2010,5,13,18
"RO",2010,5,14,15
"RO",2010,5,15,17
"RO",2010,5,16,29
"RO",2010,5,17,24
"RO",2010,5,18,25
"RO",2010,5,19,18
"RO",2010,5,20,22
"RO",2010,5,21,18
"RO",2010,5,22,23
"RO",2010,5,23,20
"RO",2010,5,24,16
"RO",2010,5,25,15
"RO",2010,5,26,24
"RO",2010,5,27,23
"RO",2010,5,28,23
"RO",2010,5,29,20
"RO",2010,5,30,17
"RO",2010,5,31,15
"RO",2010,6,1,9
"RO",2010,6,2,15
"RO",2010,6,3,19
"RO",2010,6,4,24
"RO",2010,6,5,14
"RO",2010,6,6,13
"RO",2010,6,7,22
"RO",2010,6,8,23
"RO",2010,6,9,9
"RO",2010,6,10,15
"RO",2010,6,11,18
"RO",2010,6,12,14
"RO",2010,6,13,27
"RO",2010,6,14,16
"RO",2010,6,15,16
"RO",2010,6,16,18
"RO",2010,6,17,22
"RO",2010,6,18,21
"RO",2010,6,19,16
"RO",2010,6,20,22
"RO",2010,6,21,22
"RO",2010,6,22,19
"RO",2010,6,23,24
"RO",2010,6,24,18
"RO",2010,6,25,18
"RO",2010,6,26,16
"RO",2010,6,27,23
"RO",2010,6,28,15
"RO",2010,6,29,11
"RO",2010,6,30,13
"RO",2010,7,1,15
"RO",2010,7,2,19
"RO",2010,7,3,18
"RO",2010,7,4,23
"RO",2010,7,5,18
"RO",2010,7,6,13
"RO",2010,7,7,19
"RO",2010,7,8,18
"RO",2010,7,9,14
"RO",2010,7,10,20
"RO",2010,7,11,23
"RO",2010,7,12,21
"RO",2010,7,13,19
"RO",2010,7,14,25
"RO",2010,7,15,9
"RO",2010,7,16,19
"RO",2010,7,17,18
"RO",2010,7,18,23
"RO",2010,7,19,15
"RO",2010,7,20,17
"RO",2010,7,21,21
"RO",2010,7,22,13
"RO",2010,7,23,27
"RO",2010,7,24,12
"RO",2010,7,25,23
"RO",2010,7,26,26
"RO",2010,7,27,22
"RO",2010,7,28,18
"RO",2010,7,29,15
"RO",2010,7,30,16
"RO",2010,7,31,25
"RO",2010,8,1,21
"RO",2010,8,2,22
"RO",2010,8,3,16
"RO",2010,8,4,9
"RO",2010,8,5,19
"RO",2010,8,6,25
"RO",2010,8,7,19
"RO",2010,8,8,27
"RO",2010,8,9,22
"RO",2010,8,10,27
"RO",2010,8,11,15
"RO",2010,8,12,14
"RO",2010,8,13,25
"RO",2010,8,14,20
"RO",2010,8,15,17
"RO",2010,8,16,20
"RO",2010,8,17,24
"RO",2010,8,18,25
"RO",2010,8,19,20
"RO",2010,8,20,22
"RO",2010,8,21,34
"RO",2010,8,22,30
"RO",2010,8,23,22
"RO",2010,8,24,22
"RO",2010,8,25,18
"RO",2010,8,26,16
"RO",2010,8,27,19
"RO",2010,8,28,20
"RO",2010,8,29,19
"RO",2010,8,30,7
"RO",2010,8,31,17
"RO",2010,9,1,23
"RO",2010,9,2,17
"RO",2010,9,3,20
"RO",2010,9,4,21
"RO",2010,9,5,18
"RO",2010,9,6,14
"RO",2010,9,7,25
"RO",2010,9,8,20
"RO",2010,9,9,18
"RO",2010,9,10,22
"RO",2010,9,11,22
"RO",2010,9,12,24
"RO",2010,9,13,19
"RO",2010,9,14,20
"RO",2010,9,15,21
"RO",2010,9,16,13
"RO",2010,9,17,24
"RO",2010,9,18,27
"RO",2010,9,19,26
"RO",2010,9,20,18
"RO",2010,9,21,19
"RO",2010,9,22,26
"RO",2010,9,23,19
"RO",2010,9,24,24
"RO",2010,9,25,15
"RO",2010,9,26,20
"RO",2010,9,27,29
"RO",2010,9,28,11
"RO",2010,9,29,17
"RO",2010,9,30,19
"RO",2010,10,1,31
"RO",2010,10,2,28
"RO",2010,10,3,18
"RO",2010,10,4,17
"RO",2010,10,5,28
"RO",2010,10,6,17
"RO",2010,10,7,29
"RO",2010,10,8,16
"RO",2010,10,9,32
"RO",2010,10,10,21
"RO",2010,10,11,25
"RO",2010,10,12,21
"RO",2010,10,13,13
"RO",2010,10,14,19
"RO",2010,10,15,16
"RO",2010,10,16,13
"RO",2010,10,17,18
"RO",2010,10,18,20
"RO",2010,10,19,16
"RO",2010,10,20,12
"RO",2010,10,21,20
"RO",2010,10,22,16
"RO",2010,10,23,17
"RO",2010,10,24,18
"RO",2010,10,25,24
"RO",2010,10,26,19
"RO",2010,10,27,22
"RO",2010,10,28,13
"RO",2010,10,29,20
"RO",2010,10,30,19
"RO",2010,10,31,26
"RO",2010,11,1,16
"RO",2010,11,2,15
"RO",2010,11,3,22
"RO",2010,11,4,16
"RO",2010,11,5,21
"RO",2010,11,6,17
"RO",2010,11,7,28
"RO",2010,11,8,18
"RO",2010,11,9,13
"RO",2010,11,10,10
"RO",2010,11,11,18
"RO",2010,11,12,19
"RO",2010,11,13,19
"RO",2010,11,14,30
"RO",2010,11,15,28
"RO",2010,11,16,13
"RO",2010,11,17,24
"RO",2010,11,18,14
"RO",2010,11,19,14
"RO",2010,11,20,21
"RO",2010,11,21,20
"RO",2010,11,22,20
"RO",2010,11,23,20
"RO",2010,11,24,15
"RO",2010,11,25,15
"RO",2010,11,26,30
"RO",2010,11,27,18
"RO",2010,11,28,19
"RO",2010,11,29,15
"RO",2010,11,30,18
"RO",2010,12,1,17
"RO",2010,12,2,15
"RO",2010,12,3,20
"RO",2010,12,4,17
"RO",2010,12,5,14
"RO",2010,12,6,22
"RO",2010,12,7,21
"RO",2010,12,8,13
"RO",2010,12,9,17
"RO",2010,12,10,13
"RO",2010,12,11,23
"RO",2010,12,12,26
"RO",2010,12,13,20
"RO",2010,12,14,19
"RO",2010,12,15,27
"RO",2010,12,16,21
"RO",2010,12,17,15
"RO",2010,12,18,26
"RO",2010,12,19,20
"RO",2010,12,20,12
"RO",2010,12,21,18
"RO",2010,12,22,27
"RO",2010,12,23,18
"RO",2010,12,24,24
"RO",2010,12,25,19
"RO",2010,12,26,20
"RO",2010,12,27,15
"RO",2010,12,28,19
"RO",2010,12,29,22
"RO",2010,12,30,20
"RO",2010,12,31,20
"RR",2010,1,1,3
"RR",2010,1,2,8
"RR",2010,1,3,2
"RR",2010,1,4,4
"RR",2010,1,5,6
"RR",2010,1,6,3
"RR",2010,1,7,5
"RR",2010,1,8,8
"RR",2010,1,9,8
"RR",2010,1,10,3
"RR",2010,1,11,4
"RR",2010,1,12,6
"RR",2010,1,13,3
"RR",2010,1,14,6
"RR",2010,1,15,6
"RR",2010,1,16,3
"RR",2010,1,17,3
"RR",2010,1,18,5
"RR",2010,1,19,4
"RR",2010,1,20,3
"RR",2010,1,21,3
"RR",2010,1,22,4
"RR",2010,1,23,2
"RR",2010,1,24,3
"RR",2010,1,25,8
"RR",2010,1,26,2
"RR",2010,1,27,6
"RR",2010,1,28,3
"RR",2010,1,29,8
"RR",2010,1,30,7
"RR",2010,1,31,7
"RR",2010,2,1,2
"RR",2010,2,2,3
"RR",2010,2,3,2
"RR",2010,2,4,5
"RR",2010,2,5,2
"RR",2010,2,6,6
"RR",2010,2,7,5
"RR",2010,2,8,3
"RR",2010,2,9,1
"RR",2010,2,10,9
"RR",2010,2,11,6
"RR",2010,2,12,3
"RR",2010,2,13,6
"RR",2010,2,14,4
"RR",2010,2,15,10
"RR",2010,2,16,3
"RR",2010,2,17,4
"RR",2010,2,18,2
"RR",2010,2,19,5
"RR",2010,2,20,6
"RR",2010,2,21,5
"RR",2010,2,22,3
"RR",2010,2,23,4
"RR",2010,2,24,3
"RR",2010,2,25,6
"RR",2010,2,26,5
"RR",2010,2,27,8
"RR",2010,2,28,6
"RR",2010,3,1,3
"RR",2010,3,2,6
"RR",2010,3,3,3
"RR",2010,3,4,2
"RR",2010,3,5,9
"RR",2010,3,6,4
"RR",2010,3,7,9
"RR",2010,3,8,9
"RR",2010,3,9,3
"RR",2010,3,10,4
"RR",2010,3,11,3
"RR",2010,3,12,8
"RR",2010,3,13,4
"RR",2010,3,14,11
"RR",2010,3,15,4
"RR",2010,3,16,7
"RR",2010,3,17,4
"RR",2010,3,18,6
"RR",2010,3,19,3
"RR",2010,3,20,6
"RR",2010,3,21,4
"RR",2010,3,22,5
"RR",2010,3,23,3
"RR",2010,3,24,4
"RR",2010,3,25,4
"RR",2010,3,26,7
"RR",2010,3,27,5
"RR",2010,3,28,2
"RR",2010,3,29,5
"RR",2010,3,30,3
"RR",2010,3,31,1
"RR",2010,4,1,6
"RR",2010,4,2,3
"RR",2010,4,3,2
"RR",2010,4,4,7
"RR",2010,4,5,5
"RR",2010,4,6,5
"RR",2010,4,7,5
"RR",2010,4,8,4
"RR",2010,4,9,4
"RR",2010,4,10,3
"RR",2010,4,11,5
"RR",2010,4,12,2
"RR",2010,4,13,3
"RR",2010,4,14,10
"RR",2010,4,15,3
"RR",2010,4,16,2
"RR",2010,4,17,2
"RR",2010,4,18,5
"RR",2010,4,19,6
"RR",2010,4,20,7
"RR",2010,4,21,4
"RR",2010,4,22,3
"RR",2010,4,23,3
"RR",2010,4,24,3
"RR",2010,4,25,2
"RR",2010,4,26,3
"RR",2010,4,27,3
"RR",2010,4,28,5
"RR",2010,4,29,4
"RR",2010,4,30,6
"RR",2010,5,1,4
"RR",2010,5,2,5
"RR",2010,5,3,5
"RR",2010,5,4,6
"RR",2010,5,5,3
"RR",2010,5,6,4
"RR",2010,5,7,2
"RR",2010,5,8,6
"RR",2010,5,9,4
"RR",2010,5,10,8
"RR",2010,5,11,3
"RR",2010,5,12,3
"RR",2010,5,13,3
"RR",2010,5,14,3
"RR",2010,5,15,4
"RR",2010,5,16,5
"RR",2010,5,17,6
"RR",2010,5,18,2
"RR",2010,5,19,5
"RR",2010,5,20,6
"RR",2010,5,21,3
"RR",2010,5,22,3
"RR",2010,5,23,2
"RR",2010,5,24,6
"RR",2010,5,25,6
"RR",2010,5,27,8
"RR",2010,5,28,2
"RR",2010,5,29,1
"RR",2010,5,30,4
"RR",2010,5,31,4
"RR",2010,6,1,2
"RR",2010,6,2,3
"RR",2010,6,3,7
"RR",2010,6,4,1
"RR",2010,6,5,4
"RR",2010,6,6,5
"RR",2010,6,7,3
"RR",2010,6,8,3
"RR",2010,6,9,5
"RR",2010,6,10,4
"RR",2010,6,11,5
"RR",2010,6,12,3
"RR",2010,6,13,2
"RR",2010,6,14,9
"RR",2010,6,15,5
"RR",2010,6,16,8
"RR",2010,6,17,7
"RR",2010,6,18,5
"RR",2010,6,19,14
"RR",2010,6,20,5
"RR",2010,6,21,7
"RR",2010,6,22,3
"RR",2010,6,23,3
"RR",2010,6,24,2
"RR",2010,6,25,7
"RR",2010,6,26,4
"RR",2010,6,27,5
"RR",2010,6,28,2
"RR",2010,6,29,8
"RR",2010,6,30,3
"RR",2010,7,1,1
"RR",2010,7,2,3
"RR",2010,7,3,8
"RR",2010,7,4,4
"RR",2010,7,5,5
"RR",2010,7,6,7
"RR",2010,7,7,2
"RR",2010,7,8,2
"RR",2010,7,9,2
"RR",2010,7,10,3
"RR",2010,7,11,4
"RR",2010,7,12,6
"RR",2010,7,13,1
"RR",2010,7,14,7
"RR",2010,7,15,7
"RR",2010,7,16,7
"RR",2010,7,17,2
"RR",2010,7,18,6
"RR",2010,7,19,2
"RR",2010,7,20,6
"RR",2010,7,21,4
"RR",2010,7,22,4
"RR",2010,7,23,3
"RR",2010,7,24,4
"RR",2010,7,25,5
"RR",2010,7,26,4
"RR",2010,7,27,4
"RR",2010,7,28,4
"RR",2010,7,29,3
"RR",2010,7,30,6
"RR",2010,7,31,4
"RR",2010,8,1,7
"RR",2010,8,2,4
"RR",2010,8,3,1
"RR",2010,8,4,4
"RR",2010,8,5,5
"RR",2010,8,6,6
"RR",2010,8,7,2
"RR",2010,8,8,9
"RR",2010,8,9,2
"RR",2010,8,10,6
"RR",2010,8,11,4
"RR",2010,8,12,5
"RR",2010,8,13,1
"RR",2010,8,14,8
"RR",2010,8,15,9
"RR",2010,8,16,3
"RR",2010,8,17,6
"RR",2010,8,18,4
"RR",2010,8,19,5
"RR",2010,8,20,8
"RR",2010,8,21,3
"RR",2010,8,22,4
"RR",2010,8,23,5
"RR",2010,8,24,3
"RR",2010,8,25,3
"RR",2010,8,27,4
"RR",2010,8,28,9
"RR",2010,8,29,1
"RR",2010,8,30,4
"RR",2010,8,31,3
"RR",2010,9,1,4
"RR",2010,9,2,3
"RR",2010,9,3,1
"RR",2010,9,4,4
"RR",2010,9,5,9
"RR",2010,9,6,3
"RR",2010,9,7,4
"RR",2010,9,8,7
"RR",2010,9,9,1
"RR",2010,9,10,10
"RR",2010,9,11,7
"RR",2010,9,12,10
"RR",2010,9,13,6
"RR",2010,9,14,3
"RR",2010,9,15,2
"RR",2010,9,16,2
"RR",2010,9,17,5
"RR",2010,9,18,10
"RR",2010,9,19,6
"RR",2010,9,20,6
"RR",2010,9,21,4
"RR",2010,9,22,6
"RR",2010,9,23,7
"RR",2010,9,24,2
"RR",2010,9,25,6
"RR",2010,9,26,5
"RR",2010,9,27,4
"RR",2010,9,28,3
"RR",2010,9,29,6
"RR",2010,9,30,2
"RR",2010,10,1,3
"RR",2010,10,2,4
"RR",2010,10,3,5
"RR",2010,10,4,6
"RR",2010,10,5,8
"RR",2010,10,6,4
"RR",2010,10,8,3
"RR",2010,10,9,2
"RR",2010,10,10,10
"RR",2010,10,11,9
"RR",2010,10,12,4
"RR",2010,10,13,7
"RR",2010,10,14,2
"RR",2010,10,15,6
"RR",2010,10,16,4
"RR",2010,10,17,5
"RR",2010,10,18,1
"RR",2010,10,19,2
"RR",2010,10,20,2
"RR",2010,10,21,8
"RR",2010,10,22,7
"RR",2010,10,23,4
"RR",2010,10,24,6
"RR",2010,10,25,6
"RR",2010,10,26,4
"RR",2010,10,27,17
"RR",2010,10,28,4
"RR",2010,10,29,3
"RR",2010,10,30,5
"RR",2010,10,31,3
"RR",2010,11,1,5
"RR",2010,11,2,3
"RR",2010,11,3,2
"RR",2010,11,4,5
"RR",2010,11,5,7
"RR",2010,11,6,3
"RR",2010,11,7,1
"RR",2010,11,8,5
"RR",2010,11,9,7
"RR",2010,11,10,3
"RR",2010,11,11,3
"RR",2010,11,12,4
"RR",2010,11,13,3
"RR",2010,11,14,3
"RR",2010,11,15,6
"RR",2010,11,16,8
"RR",2010,11,17,6
"RR",2010,11,18,3
"RR",2010,11,19,6
"RR",2010,11,20,4
"RR",2010,11,21,8
"RR",2010,11,22,3
"RR",2010,11,23,3
"RR",2010,11,24,4
"RR",2010,11,25,5
"RR",2010,11,26,3
"RR",2010,11,27,3
"RR",2010,11,28,5
"RR",2010,11,29,7
"RR",2010,11,30,2
"RR",2010,12,1,7
"RR",2010,12,2,2
"RR",2010,12,3,6
"RR",2010,12,4,3
"RR",2010,12,5,8
"RR",2010,12,6,5
"RR",2010,12,7,2
"RR",2010,12,8,4
"RR",2010,12,9,2
"RR",2010,12,10,5
"RR",2010,12,11,2
"RR",2010,12,12,3
"RR",2010,12,13,3
"RR",2010,12,14,4
"RR",2010,12,15,3
"RR",2010,12,16,1
"RR",2010,12,17,1
"RR",2010,12,18,5
"RR",2010,12,19,3
"RR",2010,12,20,4
"RR",2010,12,21,7
"RR",2010,12,22,2
"RR",2010,12,23,9
"RR",2010,12,24,5
"RR",2010,12,25,3
"RR",2010,12,26,4
"RR",2010,12,27,3
"RR",2010,12,28,3
"RR",2010,12,29,3
"RR",2010,12,30,2
"RR",2010,12,31,5
"RS",2010,1,1,216
"RS",2010,1,2,186
"RS",2010,1,3,215
"RS",2010,1,4,208
"RS",2010,1,5,212
"RS",2010,1,6,200
"RS",2010,1,7,204
"RS",2010,1,8,208
"RS",2010,1,9,165
"RS",2010,1,10,214
"RS",2010,1,11,200
"RS",2010,1,12,212
"RS",2010,1,13,198
"RS",2010,1,14,177
"RS",2010,1,15,190
"RS",2010,1,16,200
"RS",2010,1,17,206
"RS",2010,1,18,228
"RS",2010,1,19,175
"RS",2010,1,20,211
"RS",2010,1,21,181
"RS",2010,1,22,192
"RS",2010,1,23,188
"RS",2010,1,24,214
"RS",2010,1,25,211
"RS",2010,1,26,190
"RS",2010,1,27,173
"RS",2010,1,28,194
"RS",2010,1,29,197
"RS",2010,1,30,208
"RS",2010,1,31,228
"RS",2010,2,1,211
"RS",2010,2,2,208
"RS",2010,2,3,284
"RS",2010,2,4,364
"RS",2010,2,5,323
"RS",2010,2,6,289
"RS",2010,2,7,324
"RS",2010,2,8,263
"RS",2010,2,9,207
"RS",2010,2,10,238
"RS",2010,2,11,258
"RS",2010,2,12,223
"RS",2010,2,13,256
"RS",2010,2,14,221
"RS",2010,2,15,219
"RS",2010,2,16,188
"RS",2010,2,17,183
"RS",2010,2,18,158
"RS",2010,2,19,192
"RS",2010,2,20,203
"RS",2010,2,21,189
"RS",2010,2,22,212
"RS",2010,2,23,187
"RS",2010,2,24,186
"RS",2010,2,25,186
"RS",2010,2,26,176
"RS",2010,2,27,184
"RS",2010,2,28,205
"RS",2010,3,1,194
"RS",2010,3,2,198
"RS",2010,3,3,197
"RS",2010,3,4,195
"RS",2010,3,5,166
"RS",2010,3,6,203
"RS",2010,3,7,163
"RS",2010,3,8,206
"RS",2010,3,9,189
"RS",2010,3,10,181
"RS",2010,3,11,183
"RS",2010,3,12,167
"RS",2010,3,13,204
"RS",2010,3,14,179
"RS",2010,3,15,190
"RS",2010,3,16,195
"RS",2010,3,17,190
"RS",2010,3,18,197
"RS",2010,3,19,204
"RS",2010,3,20,202
"RS",2010,3,21,218
"RS",2010,3,22,158
"RS",2010,3,23,196
"RS",2010,3,24,185
"RS",2010,3,25,206
"RS",2010,3,26,177
"RS",2010,3,27,214
"RS",2010,3,28,200
"RS",2010,3,29,180
"RS",2010,3,30,207
"RS",2010,3,31,220
"RS",2010,4,1,199
"RS",2010,4,2,209
"RS",2010,4,3,192
"RS",2010,4,4,191
"RS",2010,4,5,196
"RS",2010,4,6,190
"RS",2010,4,7,186
"RS",2010,4,8,194
"RS",2010,4,9,182
"RS",2010,4,10,207
"RS",2010,4,11,190
"RS",2010,4,12,198
"RS",2010,4,13,191
"RS",2010,4,14,201
"RS",2010,4,15,199
"RS",2010,4,16,188
"RS",2010,4,17,195
"RS",2010,4,18,205
"RS",2010,4,19,198
"RS",2010,4,20,191
"RS",2010,4,21,184
"RS",2010,4,22,182
"RS",2010,4,23,182
"RS",2010,4,24,186
"RS",2010,4,25,199
"RS",2010,4,26,177
"RS",2010,4,27,191
"RS",2010,4,28,171
"RS",2010,4,29,197
"RS",2010,4,30,210
"RS",2010,5,1,199
"RS",2010,5,2,211
"RS",2010,5,3,177
"RS",2010,5,4,210
"RS",2010,5,5,208
"RS",2010,5,6,197
"RS",2010,5,7,210
"RS",2010,5,8,204
"RS",2010,5,9,205
"RS",2010,5,10,203
"RS",2010,5,11,193
"RS",2010,5,12,201
"RS",2010,5,13,199
"RS",2010,5,14,204
"RS",2010,5,15,219
"RS",2010,5,16,182
"RS",2010,5,17,206
"RS",2010,5,18,191
"RS",2010,5,19,210
"RS",2010,5,20,181
"RS",2010,5,21,216
"RS",2010,5,22,223
"RS",2010,5,23,231
"RS",2010,5,24,199
"RS",2010,5,25,223
"RS",2010,5,26,180
"RS",2010,5,27,190
"RS",2010,5,28,196
"RS",2010,5,29,185
"RS",2010,5,30,223
"RS",2010,5,31,209
"RS",2010,6,1,209
"RS",2010,6,2,205
"RS",2010,6,3,239
"RS",2010,6,4,188
"RS",2010,6,5,218
"RS",2010,6,6,227
"RS",2010,6,7,253
"RS",2010,6,8,228
"RS",2010,6,9,197
"RS",2010,6,10,240
"RS",2010,6,11,233
"RS",2010,6,12,210
"RS",2010,6,13,245
"RS",2010,6,14,234
"RS",2010,6,15,204
"RS",2010,6,16,232
"RS",2010,6,17,211
"RS",2010,6,18,213
"RS",2010,6,19,205
"RS",2010,6,20,235
"RS",2010,6,21,216
"RS",2010,6,22,233
"RS",2010,6,23,224
"RS",2010,6,24,219
"RS",2010,6,25,235
"RS",2010,6,26,194
"RS",2010,6,27,210
"RS",2010,6,28,228
"RS",2010,6,29,204
"RS",2010,6,30,193
"RS",2010,7,1,184
"RS",2010,7,2,240
"RS",2010,7,3,240
"RS",2010,7,4,250
"RS",2010,7,5,201
"RS",2010,7,6,221
"RS",2010,7,7,222
"RS",2010,7,8,223
"RS",2010,7,9,216
"RS",2010,7,10,210
"RS",2010,7,11,193
"RS",2010,7,12,187
"RS",2010,7,13,217
"RS",2010,7,14,270
"RS",2010,7,15,249
"RS",2010,7,16,235
"RS",2010,7,17,261
"RS",2010,7,18,250
"RS",2010,7,19,233
"RS",2010,7,20,260
"RS",2010,7,21,247
"RS",2010,7,22,245
"RS",2010,7,23,237
"RS",2010,7,24,248
"RS",2010,7,25,266
"RS",2010,7,26,244
"RS",2010,7,27,235
"RS",2010,7,28,226
"RS",2010,7,29,217
"RS",2010,7,30,220
"RS",2010,7,31,266
"RS",2010,8,1,208
"RS",2010,8,2,220
"RS",2010,8,3,258
"RS",2010,8,4,231
"RS",2010,8,5,268
"RS",2010,8,6,229
"RS",2010,8,7,269
"RS",2010,8,8,266
"RS",2010,8,9,215
"RS",2010,8,10,258
"RS",2010,8,11,225
"RS",2010,8,12,291
"RS",2010,8,13,253
"RS",2010,8,14,229
"RS",2010,8,15,255
"RS",2010,8,16,249
"RS",2010,8,17,244
"RS",2010,8,18,249
"RS",2010,8,19,242
"RS",2010,8,20,268
"RS",2010,8,21,257
"RS",2010,8,22,258
"RS",2010,8,23,266
"RS",2010,8,24,244
"RS",2010,8,25,229
"RS",2010,8,26,238
"RS",2010,8,27,227
"RS",2010,8,28,246
"RS",2010,8,29,244
"RS",2010,8,30,237
"RS",2010,8,31,207
"RS",2010,9,1,220
"RS",2010,9,2,226
"RS",2010,9,3,209
"RS",2010,9,4,248
"RS",2010,9,5,205
"RS",2010,9,6,228
"RS",2010,9,7,223
"RS",2010,9,8,233
"RS",2010,9,9,230
"RS",2010,9,10,234
"RS",2010,9,11,236
"RS",2010,9,12,254
"RS",2010,9,13,225
"RS",2010,9,14,246
"RS",2010,9,15,234
"RS",2010,9,16,218
"RS",2010,9,17,207
"RS",2010,9,18,237
"RS",2010,9,19,231
"RS",2010,9,20,240
"RS",2010,9,21,229
"RS",2010,9,22,209
"RS",2010,9,23,231
"RS",2010,9,24,223
"RS",2010,9,25,229
"RS",2010,9,26,214
"RS",2010,9,27,235
"RS",2010,9,28,233
"RS",2010,9,29,208
"RS",2010,9,30,212
"RS",2010,10,1,225
"RS",2010,10,2,212
"RS",2010,10,3,210
"RS",2010,10,4,240
"RS",2010,10,5,222
"RS",2010,10,6,245
"RS",2010,10,7,233
"RS",2010,10,8,234
"RS",2010,10,9,199
"RS",2010,10,10,209
"RS",2010,10,11,236
"RS",2010,10,12,231
"RS",2010,10,13,225
"RS",2010,10,14,237
"RS",2010,10,15,228
"RS",2010,10,16,220
"RS",2010,10,17,197
"RS",2010,10,18,213
"RS",2010,10,19,205
"RS",2010,10,20,224
"RS",2010,10,21,218
"RS",2010,10,22,226
"RS",2010,10,23,248
"RS",2010,10,24,211
"RS",2010,10,25,226
"RS",2010,10,26,226
"RS",2010,10,27,181
"RS",2010,10,28,211
"RS",2010,10,29,185
"RS",2010,10,30,209
"RS",2010,10,31,208
"RS",2010,11,1,230
"RS",2010,11,2,232
"RS",2010,11,3,214
"RS",2010,11,4,218
"RS",2010,11,5,241
"RS",2010,11,6,194
"RS",2010,11,7,207
"RS",2010,11,8,245
"RS",2010,11,9,209
"RS",2010,11,10,200
"RS",2010,11,11,186
"RS",2010,11,12,216
"RS",2010,11,13,210
"RS",2010,11,14,201
"RS",2010,11,15,191
"RS",2010,11,16,205
"RS",2010,11,17,178
"RS",2010,11,18,205
"RS",2010,11,19,224
"RS",2010,11,20,219
"RS",2010,11,21,199
"RS",2010,11,22,182
"RS",2010,11,23,194
"RS",2010,11,24,213
"RS",2010,11,25,155
"RS",2010,11,26,178
"RS",2010,11,27,194
"RS",2010,11,28,190
"RS",2010,11,29,176
"RS",2010,11,30,194
"RS",2010,12,1,223
"RS",2010,12,2,236
"RS",2010,12,3,199
"RS",2010,12,4,200
"RS",2010,12,5,194
"RS",2010,12,6,192
"RS",2010,12,7,214
"RS",2010,12,8,219
"RS",2010,12,9,199
"RS",2010,12,10,219
"RS",2010,12,11,188
"RS",2010,12,12,201
"RS",2010,12,13,206
"RS",2010,12,14,188
"RS",2010,12,15,191
"RS",2010,12,16,190
"RS",2010,12,17,187
"RS",2010,12,18,226
"RS",2010,12,19,196
"RS",2010,12,20,224
"RS",2010,12,21,192
"RS",2010,12,22,175
"RS",2010,12,23,224
"RS",2010,12,24,230
"RS",2010,12,25,214
