"","year","month","dom","doy","dow","hour","Southern","circumstance","deaths","H"
"1",2006,1,1,1,"0",0,FALSE,NA,1,48
"2",2006,1,1,1,"0",1,FALSE,"Homicide",1,49
"3",2006,1,1,1,"0",4,FALSE,"Accident",1,52
"4",2006,1,1,1,"0",6,FALSE,"Accident",2,54
"5",2006,1,1,1,"0",9,FALSE,NA,2,57
"6",2006,1,1,1,"0",14,FALSE,NA,3,62
"7",2006,1,1,1,"0",15,FALSE,"Homicide",1,63
"8",2006,1,1,1,"0",16,FALSE,NA,1,64
"9",2006,1,1,1,"0",17,FALSE,NA,1,65
"10",2006,1,1,1,"0",20,FALSE,NA,1,68
"11",2006,1,2,2,"1",0,FALSE,NA,1,72
"12",2006,1,2,2,"1",9,FALSE,NA,2,81
"13",2006,1,2,2,"1",11,FALSE,NA,1,83
"14",2006,1,2,2,"1",12,FALSE,NA,1,84
"15",2006,1,2,2,"1",13,FALSE,NA,1,85
"16",2006,1,2,2,"1",18,FALSE,NA,1,90
"17",2006,1,2,2,"1",19,FALSE,NA,1,91
"18",2006,12,30,364,"6",8,FALSE,NA,1,8
"19",2006,12,30,364,"6",10,FALSE,NA,1,10
"20",2006,12,30,364,"6",11,FALSE,NA,1,11
"21",2006,12,30,364,"6",14,FALSE,NA,2,14
"22",2006,12,30,364,"6",15,FALSE,NA,1,15
"23",2006,12,30,364,"6",16,FALSE,"Homicide",1,16
"24",2006,12,30,364,"6",18,FALSE,NA,1,18
"25",2006,12,30,364,"6",21,FALSE,NA,1,21
"26",2006,12,31,365,"0",2,FALSE,NA,1,26
"27",2006,12,31,365,"0",3,FALSE,NA,1,27
"28",2006,12,31,365,"0",4,FALSE,"Accident",1,28
"29",2006,12,31,365,"0",10,FALSE,NA,1,34
"30",2006,12,31,365,"0",14,FALSE,NA,1,38
"31",2006,12,31,365,"0",16,FALSE,NA,1,40
"32",2006,12,31,365,"0",17,FALSE,NA,1,41
"33",2006,12,31,365,"0",20,FALSE,"Accident",1,44
"34",2006,12,31,365,"0",21,FALSE,NA,1,45
"35",2006,1,1,1,"0",0,FALSE,"Accident",1,48
"36",2006,1,1,1,"0",0,FALSE,NA,2,48
"37",2006,1,1,1,"0",1,FALSE,NA,2,49
"38",2006,1,1,1,"0",2,FALSE,"Homicide",2,50
"39",2006,1,1,1,"0",3,FALSE,"Accident",1,51
"40",2006,1,1,1,"0",3,FALSE,"Homicide",1,51
"41",2006,1,1,1,"0",3,FALSE,NA,1,51
"42",2006,1,1,1,"0",4,FALSE,NA,1,52
"43",2006,1,1,1,"0",5,FALSE,"Suicide",1,53
"44",2006,1,1,1,"0",5,FALSE,NA,3,53
"45",2006,1,1,1,"0",6,FALSE,"Accident",2,54
"46",2006,1,1,1,"0",6,FALSE,NA,2,54
"47",2006,1,1,1,"0",7,FALSE,NA,1,55
"48",2006,1,1,1,"0",8,FALSE,"Accident",5,56
"49",2006,1,1,1,"0",8,FALSE,NA,1,56
"50",2006,1,1,1,"0",9,FALSE,NA,1,57
"51",2006,1,1,1,"0",10,FALSE,"Accident",1,58
"52",2006,1,1,1,"0",10,FALSE,"Homicide",1,58
"53",2006,1,1,1,"0",11,FALSE,NA,1,59
"54",2006,1,1,1,"0",12,FALSE,"Accident",1,60
"55",2006,1,1,1,"0",12,FALSE,NA,1,60
"56",2006,1,1,1,"0",13,FALSE,"Homicide",2,61
"57",2006,1,1,1,"0",13,FALSE,NA,2,61
"58",2006,1,1,1,"0",14,FALSE,NA,1,62
"59",2006,1,1,1,"0",15,FALSE,NA,3,63
"60",2006,1,1,1,"0",16,FALSE,"Accident",2,64
"61",2006,1,1,1,"0",16,FALSE,NA,2,64
"62",2006,1,1,1,"0",17,FALSE,"Homicide",1,65
"63",2006,1,1,1,"0",17,FALSE,NA,1,65
"64",2006,1,1,1,"0",18,FALSE,"Accident",1,66
"65",2006,1,1,1,"0",18,FALSE,NA,2,66
"66",2006,1,1,1,"0",20,FALSE,"Homicide",1,68
"67",2006,1,1,1,"0",20,FALSE,NA,2,68
"68",2006,1,1,1,"0",21,FALSE,NA,3,69
"69",2006,1,1,1,"0",22,FALSE,"Homicide",1,70
"70",2006,1,1,1,"0",22,FALSE,NA,1,70
"71",2006,1,1,1,"0",23,FALSE,NA,1,71
"72",2006,1,2,2,"1",1,FALSE,NA,1,73
"73",2006,1,2,2,"1",3,FALSE,"Accident",1,75
"74",2006,1,2,2,"1",3,FALSE,NA,2,75
"75",2006,1,2,2,"1",4,FALSE,NA,5,76
"76",2006,1,2,2,"1",5,FALSE,NA,1,77
"77",2006,1,2,2,"1",6,FALSE,NA,2,78
"78",2006,1,2,2,"1",7,FALSE,NA,3,79
"79",2006,1,2,2,"1",8,FALSE,NA,1,80
"80",2006,1,2,2,"1",9,FALSE,NA,1,81
"81",2006,1,2,2,"1",10,FALSE,NA,4,82
"82",2006,1,2,2,"1",11,FALSE,NA,1,83
"83",2006,1,2,2,"1",13,FALSE,"Accident",1,85
"84",2006,1,2,2,"1",15,FALSE,NA,1,87
"85",2006,1,2,2,"1",16,FALSE,NA,1,88
"86",2006,1,2,2,"1",17,FALSE,"Accident",1,89
"87",2006,1,2,2,"1",17,FALSE,NA,3,89
"88",2006,1,2,2,"1",18,FALSE,NA,2,90
"89",2006,1,2,2,"1",19,FALSE,NA,2,91
"90",2006,1,2,2,"1",20,FALSE,"Homicide",1,92
"91",2006,1,2,2,"1",21,FALSE,"Homicide",1,93
"92",2006,1,2,2,"1",21,FALSE,NA,1,93
"93",2006,1,2,2,"1",23,FALSE,"Accident",1,95
"94",2006,12,30,364,"6",0,FALSE,"Homicide",1,0
"95",2006,12,30,364,"6",0,FALSE,NA,1,0
"96",2006,12,30,364,"6",1,FALSE,"Accident",1,1
"97",2006,12,30,364,"6",2,FALSE,NA,3,2
"98",2006,12,30,364,"6",3,FALSE,NA,1,3
"99",2006,12,30,364,"6",4,FALSE,NA,1,4
"100",2006,12,30,364,"6",5,FALSE,NA,1,5
"101",2006,12,30,364,"6",7,FALSE,NA,1,7
"102",2006,12,30,364,"6",8,FALSE,NA,1,8
"103",2006,12,30,364,"6",10,FALSE,NA,1,10
"104",2006,12,30,364,"6",11,FALSE,"Homicide",1,11
"105",2006,12,30,364,"6",12,FALSE,"Accident",1,12
"106",2006,12,30,364,"6",13,FALSE,NA,2,13
"107",2006,12,30,364,"6",14,FALSE,NA,1,14
"108",2006,12,30,364,"6",15,FALSE,"Accident",1,15
"109",2006,12,30,364,"6",15,FALSE,"Homicide",1,15
"110",2006,12,30,364,"6",16,FALSE,"Accident",1,16
"111",2006,12,30,364,"6",17,FALSE,"Accident",1,17
"112",2006,12,30,364,"6",17,FALSE,NA,1,17
"113",2006,12,30,364,"6",18,FALSE,NA,3,18
"114",2006,12,30,364,"6",19,FALSE,"Accident",1,19
"115",2006,12,30,364,"6",19,FALSE,NA,1,19
"116",2006,12,30,364,"6",20,FALSE,"Homicide",2,20
"117",2006,12,30,364,"6",21,FALSE,"Homicide",1,21
"118",2006,12,30,364,"6",22,FALSE,"Accident",1,22
"119",2006,12,30,364,"6",23,FALSE,"Accident",1,23
"120",2006,12,30,364,"6",23,FALSE,"Homicide",1,23
"121",2006,12,31,365,"0",0,FALSE,NA,2,24
"122",2006,12,31,365,"0",1,FALSE,"Homicide",1,25
"123",2006,12,31,365,"0",1,FALSE,NA,1,25
"124",2006,12,31,365,"0",2,FALSE,"Accident",1,26
"125",2006,12,31,365,"0",2,FALSE,"Homicide",1,26
"126",2006,12,31,365,"0",2,FALSE,NA,2,26
"127",2006,12,31,365,"0",3,FALSE,"Accident",1,27
"128",2006,12,31,365,"0",3,FALSE,"Homicide",2,27
"129",2006,12,31,365,"0",3,FALSE,NA,3,27
"130",2006,12,31,365,"0",4,FALSE,"Accident",1,28
"131",2006,12,31,365,"0",4,FALSE,"Homicide",1,28
"132",2006,12,31,365,"0",6,FALSE,"Accident",1,30
"133",2006,12,31,365,"0",6,FALSE,NA,1,30
"134",2006,12,31,365,"0",7,FALSE,NA,2,31
"135",2006,12,31,365,"0",8,FALSE,NA,2,32
"136",2006,12,31,365,"0",9,FALSE,"Homicide",1,33
"137",2006,12,31,365,"0",11,FALSE,"Accident",1,35
"138",2006,12,31,365,"0",11,FALSE,NA,2,35
"139",2006,12,31,365,"0",13,FALSE,NA,1,37
"140",2006,12,31,365,"0",14,FALSE,NA,5,38
"141",2006,12,31,365,"0",15,FALSE,NA,1,39
"142",2006,12,31,365,"0",17,FALSE,NA,2,41
"143",2006,12,31,365,"0",18,FALSE,NA,2,42
"144",2006,12,31,365,"0",19,FALSE,"Accident",1,43
"145",2006,12,31,365,"0",21,FALSE,NA,2,45
"146",2006,12,31,365,"0",22,FALSE,NA,1,46
"147",2006,1,1,1,"0",0,FALSE,NA,5,48
"148",2006,1,1,1,"0",1,FALSE,"Suicide",1,49
"149",2006,1,1,1,"0",1,FALSE,NA,2,49
"150",2006,1,1,1,"0",2,FALSE,NA,1,50
"151",2006,1,1,1,"0",3,FALSE,"Homicide",1,51
"152",2006,1,1,1,"0",3,FALSE,NA,1,51
"153",2006,1,1,1,"0",4,FALSE,NA,1,52
"154",2006,1,1,1,"0",5,FALSE,"Accident",2,53
"155",2006,1,1,1,"0",5,FALSE,NA,2,53
"156",2006,1,1,1,"0",6,FALSE,NA,1,54
"157",2006,1,1,1,"0",7,FALSE,NA,1,55
"158",2006,1,1,1,"0",9,FALSE,"Accident",1,57
"159",2006,1,1,1,"0",9,FALSE,NA,2,57
"160",2006,1,1,1,"0",10,FALSE,"Accident",1,58
"161",2006,1,1,1,"0",10,FALSE,NA,1,58
"162",2006,1,1,1,"0",11,FALSE,"Accident",1,59
"163",2006,1,1,1,"0",12,FALSE,"Suicide",1,60
"164",2006,1,1,1,"0",12,FALSE,NA,2,60
"165",2006,1,1,1,"0",13,FALSE,"Suicide",1,61
"166",2006,1,1,1,"0",13,FALSE,NA,2,61
"167",2006,1,1,1,"0",14,FALSE,"Accident",1,62
"168",2006,1,1,1,"0",14,FALSE,"Homicide",1,62
"169",2006,1,1,1,"0",14,FALSE,NA,3,62
"170",2006,1,1,1,"0",15,FALSE,NA,1,63
"171",2006,1,1,1,"0",18,FALSE,NA,1,66
"172",2006,1,1,1,"0",20,FALSE,NA,1,68
"173",2006,1,1,1,"0",22,FALSE,NA,2,70
"174",2006,1,2,2,"1",0,FALSE,NA,2,72
"175",2006,1,2,2,"1",2,FALSE,NA,2,74
"176",2006,1,2,2,"1",3,FALSE,"Accident",1,75
"177",2006,1,2,2,"1",3,FALSE,NA,2,75
"178",2006,1,2,2,"1",4,FALSE,NA,1,76
"179",2006,1,2,2,"1",5,FALSE,NA,2,77
"180",2006,1,2,2,"1",6,FALSE,NA,1,78
"181",2006,1,2,2,"1",7,FALSE,NA,2,79
"182",2006,1,2,2,"1",8,FALSE,NA,2,80
"183",2006,1,2,2,"1",9,FALSE,NA,1,81
"184",2006,1,2,2,"1",10,FALSE,NA,1,82
"185",2006,1,2,2,"1",11,FALSE,NA,2,83
"186",2006,1,2,2,"1",12,FALSE,NA,1,84
"187",2006,1,2,2,"1",13,FALSE,NA,2,85
"188",2006,1,2,2,"1",14,FALSE,NA,1,86
"189",2006,1,2,2,"1",15,FALSE,NA,3,87
"190",2006,1,2,2,"1",16,FALSE,NA,3,88
"191",2006,1,2,2,"1",20,FALSE,"Accident",1,92
"192",2006,1,2,2,"1",20,FALSE,NA,2,92
"193",2006,1,2,2,"1",21,FALSE,NA,1,93
"194",2006,1,2,2,"1",22,FALSE,NA,1,94
"195",2006,12,30,364,"6",0,FALSE,NA,2,0
"196",2006,12,30,364,"6",1,FALSE,NA,1,1
"197",2006,12,30,364,"6",2,FALSE,"Homicide",1,2
"198",2006,12,30,364,"6",2,FALSE,NA,1,2
"199",2006,12,30,364,"6",3,FALSE,NA,2,3
"200",2006,12,30,364,"6",4,FALSE,NA,2,4
"201",2006,12,30,364,"6",5,FALSE,NA,1,5
"202",2006,12,30,364,"6",6,FALSE,NA,3,6
"203",2006,12,30,364,"6",7,FALSE,NA,1,7
"204",2006,12,30,364,"6",8,FALSE,NA,2,8
"205",2006,12,30,364,"6",10,FALSE,NA,1,10
"206",2006,12,30,364,"6",11,FALSE,"Accident",1,11
"207",2006,12,30,364,"6",11,FALSE,NA,2,11
"208",2006,12,30,364,"6",12,FALSE,NA,3,12
"209",2006,12,30,364,"6",14,FALSE,"Accident",1,14
"210",2006,12,30,364,"6",14,FALSE,NA,2,14
"211",2006,12,30,364,"6",15,FALSE,NA,2,15
"212",2006,12,30,364,"6",16,FALSE,NA,3,16
"213",2006,12,30,364,"6",18,FALSE,NA,1,18
"214",2006,12,30,364,"6",19,FALSE,NA,1,19
"215",2006,12,31,365,"0",0,FALSE,NA,1,24
"216",2006,12,31,365,"0",2,FALSE,NA,1,26
"217",2006,12,31,365,"0",3,FALSE,"Homicide",1,27
"218",2006,12,31,365,"0",4,FALSE,"Homicide",1,28
"219",2006,12,31,365,"0",4,FALSE,NA,2,28
"220",2006,12,31,365,"0",5,FALSE,"Homicide",1,29
"221",2006,12,31,365,"0",5,FALSE,NA,2,29
"222",2006,12,31,365,"0",6,FALSE,NA,3,30
"223",2006,12,31,365,"0",7,FALSE,NA,1,31
"224",2006,12,31,365,"0",8,FALSE,NA,1,32
"225",2006,12,31,365,"0",9,FALSE,NA,1,33
"226",2006,12,31,365,"0",10,FALSE,"Accident",1,34
"227",2006,12,31,365,"0",13,FALSE,"Homicide",1,37
"228",2006,12,31,365,"0",15,FALSE,NA,1,39
"229",2006,12,31,365,"0",16,FALSE,NA,1,40
"230",2006,12,31,365,"0",17,FALSE,NA,2,41
"231",2006,12,31,365,"0",19,FALSE,NA,1,43
"232",2006,12,31,365,"0",20,FALSE,"Homicide",1,44
"233",2006,12,31,365,"0",21,FALSE,NA,1,45
"234",2006,12,31,365,"0",22,FALSE,NA,1,46
"235",2006,12,31,365,"0",23,FALSE,NA,2,47
"236",2006,1,1,1,"0",7,FALSE,"Homicide",1,55
"237",2006,1,1,1,"0",7,FALSE,NA,1,55
"238",2006,1,1,1,"0",8,FALSE,"Accident",1,56
"239",2006,1,1,1,"0",12,FALSE,NA,1,60
"240",2006,1,1,1,"0",13,FALSE,NA,2,61
"241",2006,1,1,1,"0",19,FALSE,NA,1,67
"242",2006,1,2,2,"1",13,FALSE,NA,1,85
"243",2006,1,2,2,"1",16,FALSE,NA,2,88
"244",2006,1,2,2,"1",17,FALSE,NA,1,89
"245",2006,12,30,364,"6",3,FALSE,NA,1,3
"246",2006,12,30,364,"6",17,FALSE,NA,1,17
"247",2006,12,30,364,"6",18,FALSE,NA,1,18
"248",2006,12,30,364,"6",21,FALSE,NA,1,21
"249",2006,12,31,365,"0",10,FALSE,NA,1,34
"250",2006,12,31,365,"0",13,FALSE,NA,1,37
"251",2006,1,1,1,"0",0,FALSE,"Accident",2,48
"252",2006,1,1,1,"0",0,FALSE,NA,5,48
"253",2006,1,1,1,"0",1,FALSE,NA,14,49
"254",2006,1,1,1,"0",2,FALSE,"Homicide",1,50
"255",2006,1,1,1,"0",2,FALSE,"Unknown",1,50
"256",2006,1,1,1,"0",2,FALSE,NA,7,50
"257",2006,1,1,1,"0",3,FALSE,"Homicide",1,51
"258",2006,1,1,1,"0",3,FALSE,NA,5,51
"259",2006,1,1,1,"0",4,FALSE,"Accident",2,52
"260",2006,1,1,1,"0",4,FALSE,NA,10,52
"261",2006,1,1,1,"0",5,FALSE,"Accident",1,53
"262",2006,1,1,1,"0",5,FALSE,"Homicide",1,53
"263",2006,1,1,1,"0",5,FALSE,NA,7,53
"264",2006,1,1,1,"0",6,FALSE,"Unknown",1,54
"265",2006,1,1,1,"0",6,FALSE,NA,6,54
"266",2006,1,1,1,"0",7,FALSE,"Accident",1,55
"267",2006,1,1,1,"0",7,FALSE,"Homicide",1,55
"268",2006,1,1,1,"0",7,FALSE,NA,6,55
"269",2006,1,1,1,"0",8,FALSE,NA,8,56
"270",2006,1,1,1,"0",9,FALSE,"Accident",4,57
"271",2006,1,1,1,"0",9,FALSE,NA,7,57
"272",2006,1,1,1,"0",10,FALSE,"Accident",1,58
"273",2006,1,1,1,"0",10,FALSE,NA,4,58
"274",2006,1,1,1,"0",11,FALSE,"Accident",2,59
"275",2006,1,1,1,"0",11,FALSE,"Unknown",1,59
"276",2006,1,1,1,"0",11,FALSE,NA,8,59
"277",2006,1,1,1,"0",12,FALSE,NA,8,60
"278",2006,1,1,1,"0",13,FALSE,NA,9,61
"279",2006,1,1,1,"0",14,FALSE,"Homicide",2,62
"280",2006,1,1,1,"0",14,FALSE,NA,6,62
"281",2006,1,1,1,"0",15,FALSE,"Accident",2,63
"282",2006,1,1,1,"0",15,FALSE,NA,4,63
"283",2006,1,1,1,"0",16,FALSE,"Homicide",2,64
"284",2006,1,1,1,"0",16,FALSE,"Unknown",1,64
"285",2006,1,1,1,"0",16,FALSE,NA,6,64
"286",2006,1,1,1,"0",17,FALSE,"Accident",2,65
"287",2006,1,1,1,"0",17,FALSE,NA,6,65
"288",2006,1,1,1,"0",18,FALSE,"Accident",2,66
"289",2006,1,1,1,"0",18,FALSE,"Suicide",1,66
"290",2006,1,1,1,"0",18,FALSE,"Homicide",1,66
"291",2006,1,1,1,"0",18,FALSE,NA,12,66
"292",2006,1,1,1,"0",19,FALSE,"Accident",2,67
"293",2006,1,1,1,"0",19,FALSE,NA,2,67
"294",2006,1,1,1,"0",20,FALSE,"Unknown",1,68
"295",2006,1,1,1,"0",20,FALSE,NA,6,68
"296",2006,1,1,1,"0",21,FALSE,"Accident",2,69
"297",2006,1,1,1,"0",21,FALSE,"Homicide",2,69
"298",2006,1,1,1,"0",21,FALSE,NA,5,69
"299",2006,1,1,1,"0",22,FALSE,NA,7,70
"300",2006,1,1,1,"0",23,FALSE,"Accident",1,71
"301",2006,1,1,1,"0",23,FALSE,NA,3,71
"302",2006,1,2,2,"1",0,FALSE,NA,4,72
"303",2006,1,2,2,"1",1,FALSE,NA,4,73
"304",2006,1,2,2,"1",2,FALSE,NA,7,74
"305",2006,1,2,2,"1",3,FALSE,"Accident",1,75
"306",2006,1,2,2,"1",3,FALSE,NA,3,75
"307",2006,1,2,2,"1",4,FALSE,NA,4,76
"308",2006,1,2,2,"1",5,FALSE,"Homicide",1,77
"309",2006,1,2,2,"1",5,FALSE,NA,6,77
"310",2006,1,2,2,"1",6,FALSE,NA,9,78
"311",2006,1,2,2,"1",7,FALSE,"Suicide",1,79
"312",2006,1,2,2,"1",7,FALSE,NA,6,79
"313",2006,1,2,2,"1",8,FALSE,"Suicide",1,80
"314",2006,1,2,2,"1",8,FALSE,NA,12,80
"315",2006,1,2,2,"1",9,FALSE,NA,8,81
"316",2006,1,2,2,"1",10,FALSE,NA,5,82
"317",2006,1,2,2,"1",11,FALSE,"Suicide",1,83
"318",2006,1,2,2,"1",11,FALSE,NA,11,83
"319",2006,1,2,2,"1",12,FALSE,NA,5,84
"320",2006,1,2,2,"1",13,FALSE,NA,8,85
"321",2006,1,2,2,"1",14,FALSE,NA,5,86
"322",2006,1,2,2,"1",15,FALSE,"Accident",1,87
"323",2006,1,2,2,"1",15,FALSE,"Unknown",1,87
"324",2006,1,2,2,"1",15,FALSE,NA,7,87
"325",2006,1,2,2,"1",16,FALSE,NA,8,88
"326",2006,1,2,2,"1",17,FALSE,"Accident",1,89
"327",2006,1,2,2,"1",17,FALSE,NA,7,89
"328",2006,1,2,2,"1",18,FALSE,NA,6,90
"329",2006,1,2,2,"1",19,FALSE,"Homicide",1,91
"330",2006,1,2,2,"1",19,FALSE,"Unknown",1,91
"331",2006,1,2,2,"1",19,FALSE,NA,7,91
"332",2006,1,2,2,"1",20,FALSE,NA,7,92
"333",2006,1,2,2,"1",21,FALSE,"Accident",1,93
"334",2006,1,2,2,"1",21,FALSE,NA,7,93
"335",2006,1,2,2,"1",22,FALSE,NA,4,94
"336",2006,1,2,2,"1",23,FALSE,"Other",1,95
"337",2006,1,2,2,"1",23,FALSE,NA,8,95
"338",2006,12,30,364,"6",0,FALSE,NA,6,0
"339",2006,12,30,364,"6",1,FALSE,NA,2,1
"340",2006,12,30,364,"6",2,FALSE,NA,9,2
"341",2006,12,30,364,"6",3,FALSE,NA,4,3
"342",2006,12,30,364,"6",4,FALSE,NA,7,4
"343",2006,12,30,364,"6",5,FALSE,"Accident",1,5
"344",2006,12,30,364,"6",5,FALSE,NA,3,5
"345",2006,12,30,364,"6",6,FALSE,NA,5,6
"346",2006,12,30,364,"6",7,FALSE,NA,7,7
"347",2006,12,30,364,"6",8,FALSE,"Accident",1,8
"348",2006,12,30,364,"6",8,FALSE,"Homicide",2,8
"349",2006,12,30,364,"6",8,FALSE,NA,13,8
"350",2006,12,30,364,"6",9,FALSE,NA,4,9
"351",2006,12,30,364,"6",10,FALSE,"Homicide",1,10
"352",2006,12,30,364,"6",10,FALSE,NA,9,10
"353",2006,12,30,364,"6",11,FALSE,"Accident",1,11
"354",2006,12,30,364,"6",11,FALSE,NA,11,11
"355",2006,12,30,364,"6",12,FALSE,"Homicide",1,12
"356",2006,12,30,364,"6",12,FALSE,"Unknown",1,12
"357",2006,12,30,364,"6",12,FALSE,NA,5,12
"358",2006,12,30,364,"6",13,FALSE,NA,3,13
"359",2006,12,30,364,"6",14,FALSE,"Accident",1,14
"360",2006,12,30,364,"6",14,FALSE,"Homicide",1,14
"361",2006,12,30,364,"6",14,FALSE,NA,7,14
"362",2006,12,30,364,"6",15,FALSE,NA,6,15
"363",2006,12,30,364,"6",16,FALSE,"Accident",1,16
"364",2006,12,30,364,"6",16,FALSE,"Homicide",1,16
"365",2006,12,30,364,"6",16,FALSE,NA,5,16
"366",2006,12,30,364,"6",17,FALSE,"Accident",1,17
"367",2006,12,30,364,"6",17,FALSE,"Homicide",1,17
"368",2006,12,30,364,"6",17,FALSE,"Unknown",2,17
"369",2006,12,30,364,"6",17,FALSE,NA,7,17
"370",2006,12,30,364,"6",18,FALSE,NA,4,18
"371",2006,12,30,364,"6",19,FALSE,"Accident",2,19
"372",2006,12,30,364,"6",19,FALSE,NA,5,19
"373",2006,12,30,364,"6",20,FALSE,"Homicide",3,20
"374",2006,12,30,364,"6",20,FALSE,NA,4,20
"375",2006,12,30,364,"6",21,FALSE,NA,6,21
"376",2006,12,30,364,"6",22,FALSE,NA,7,22
"377",2006,12,30,364,"6",23,FALSE,"Homicide",1,23
"378",2006,12,30,364,"6",23,FALSE,NA,4,23
"379",2006,12,31,365,"0",0,FALSE,"Accident",1,24
"380",2006,12,31,365,"0",0,FALSE,"Homicide",1,24
"381",2006,12,31,365,"0",0,FALSE,NA,4,24
"382",2006,12,31,365,"0",1,FALSE,"Accident",1,25
"383",2006,12,31,365,"0",1,FALSE,"Homicide",1,25
"384",2006,12,31,365,"0",1,FALSE,NA,1,25
"385",2006,12,31,365,"0",2,FALSE,"Homicide",2,26
"386",2006,12,31,365,"0",2,FALSE,NA,6,26
"387",2006,12,31,365,"0",3,FALSE,"Accident",1,27
"388",2006,12,31,365,"0",3,FALSE,NA,7,27
"389",2006,12,31,365,"0",4,FALSE,"Homicide",2,28
"390",2006,12,31,365,"0",4,FALSE,NA,3,28
"391",2006,12,31,365,"0",5,FALSE,NA,6,29
"392",2006,12,31,365,"0",6,FALSE,"Homicide",1,30
"393",2006,12,31,365,"0",6,FALSE,"Unknown",3,30
"394",2006,12,31,365,"0",6,FALSE,NA,10,30
"395",2006,12,31,365,"0",7,FALSE,"Homicide",1,31
"396",2006,12,31,365,"0",7,FALSE,NA,6,31
"397",2006,12,31,365,"0",8,FALSE,"Accident",1,32
"398",2006,12,31,365,"0",8,FALSE,"Unknown",1,32
"399",2006,12,31,365,"0",8,FALSE,NA,6,32
"400",2006,12,31,365,"0",9,FALSE,NA,5,33
"401",2006,12,31,365,"0",10,FALSE,NA,5,34
"402",2006,12,31,365,"0",11,FALSE,"Unknown",1,35
"403",2006,12,31,365,"0",11,FALSE,NA,7,35
"404",2006,12,31,365,"0",12,FALSE,NA,2,36
"405",2006,12,31,365,"0",13,FALSE,"Accident",1,37
"406",2006,12,31,365,"0",13,FALSE,NA,9,37
"407",2006,12,31,365,"0",14,FALSE,NA,2,38
"408",2006,12,31,365,"0",15,FALSE,"Accident",3,39
"409",2006,12,31,365,"0",15,FALSE,"Suicide",1,39
"410",2006,12,31,365,"0",15,FALSE,"Unknown",1,39
"411",2006,12,31,365,"0",15,FALSE,NA,5,39
"412",2006,12,31,365,"0",16,FALSE,"Accident",1,40
"413",2006,12,31,365,"0",16,FALSE,NA,9,40
"414",2006,12,31,365,"0",17,FALSE,"Accident",1,41
"415",2006,12,31,365,"0",17,FALSE,"Homicide",3,41
"416",2006,12,31,365,"0",17,FALSE,NA,4,41
"417",2006,12,31,365,"0",18,FALSE,"Accident",1,42
"418",2006,12,31,365,"0",18,FALSE,"Homicide",1,42
"419",2006,12,31,365,"0",18,FALSE,NA,3,42
"420",2006,12,31,365,"0",19,FALSE,"Unknown",1,43
"421",2006,12,31,365,"0",19,FALSE,NA,8,43
"422",2006,12,31,365,"0",20,FALSE,"Homicide",1,44
"423",2006,12,31,365,"0",20,FALSE,NA,5,44
"424",2006,12,31,365,"0",21,FALSE,"Accident",1,45
"425",2006,12,31,365,"0",21,FALSE,NA,7,45
"426",2006,12,31,365,"0",22,FALSE,NA,8,46
"427",2006,12,31,365,"0",23,FALSE,"Homicide",1,47
"428",2006,12,31,365,"0",23,FALSE,NA,8,47
"429",2006,1,1,1,"0",0,FALSE,"Accident",1,48
"430",2006,1,1,1,"0",0,FALSE,NA,9,48
"431",2006,1,1,1,"0",1,FALSE,"Homicide",1,49
"432",2006,1,1,1,"0",1,FALSE,NA,8,49
"433",2006,1,1,1,"0",2,FALSE,NA,3,50
"434",2006,1,1,1,"0",3,FALSE,"Accident",1,51
"435",2006,1,1,1,"0",3,FALSE,"Homicide",1,51
"436",2006,1,1,1,"0",3,FALSE,NA,3,51
"437",2006,1,1,1,"0",4,FALSE,"Accident",2,52
"438",2006,1,1,1,"0",4,FALSE,NA,5,52
"439",2006,1,1,1,"0",5,FALSE,"Suicide",1,53
"440",2006,1,1,1,"0",5,FALSE,NA,9,53
"441",2006,1,1,1,"0",6,FALSE,"Homicide",1,54
"442",2006,1,1,1,"0",6,FALSE,NA,4,54
"443",2006,1,1,1,"0",7,FALSE,"Homicide",1,55
"444",2006,1,1,1,"0",7,FALSE,"Unknown",1,55
"445",2006,1,1,1,"0",7,FALSE,NA,3,55
"446",2006,1,1,1,"0",8,FALSE,NA,3,56
"447",2006,1,1,1,"0",9,FALSE,"Accident",1,57
"448",2006,1,1,1,"0",9,FALSE,NA,1,57
"449",2006,1,1,1,"0",10,FALSE,NA,7,58
"450",2006,1,1,1,"0",11,FALSE,"Accident",2,59
"451",2006,1,1,1,"0",11,FALSE,NA,2,59
"452",2006,1,1,1,"0",12,FALSE,NA,6,60
"453",2006,1,1,1,"0",13,FALSE,"Accident",1,61
"454",2006,1,1,1,"0",13,FALSE,"Homicide",1,61
"455",2006,1,1,1,"0",13,FALSE,NA,2,61
"456",2006,1,1,1,"0",14,FALSE,"Accident",1,62
"457",2006,1,1,1,"0",14,FALSE,NA,6,62
"458",2006,1,1,1,"0",15,FALSE,NA,3,63
"459",2006,1,1,1,"0",16,FALSE,NA,10,64
"460",2006,1,1,1,"0",17,FALSE,NA,2,65
"461",2006,1,1,1,"0",18,FALSE,NA,2,66
"462",2006,1,1,1,"0",19,FALSE,"Homicide",2,67
"463",2006,1,1,1,"0",19,FALSE,NA,3,67
"464",2006,1,1,1,"0",20,FALSE,"Homicide",1,68
"465",2006,1,1,1,"0",20,FALSE,NA,3,68
"466",2006,1,1,1,"0",21,FALSE,"Homicide",2,69
